"","Aeschylus","DiodSic","Herodotus","Hesiod","IlHomer","Lysias","OdHomer","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"Xenophon",0,0,3,0,0,2,0,1,0,0,4,7,10
"-SUM-",0,1,5,0,2,4,0,1,1,0,7,0,21
"Aeschylus",15,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,13,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,13,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,11,2,0,1,0,0,0,0,0,3
"IlHomer",0,0,0,0,19,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,8,0,0,0,0,0,2,3
"OdHomer",0,0,0,0,1,0,18,0,0,0,0,0,1
"Plutarch",0,0,1,0,0,0,0,8,0,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,18,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,12,0,0,0
"Thucydides",0,1,3,0,0,0,0,1,0,0,10,0,5
"Xenophon",0,1,1,0,0,0,0,0,1,0,1,9,4
"-SUM-",0,2,6,0,3,0,1,1,2,0,1,2,18
"Aeschylus",13,0,0,0,1,0,0,0,0,1,0,0,2
"DiodSic",0,15,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,12,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,13,4,0,0,0,0,0,0,0,4
"IlHomer",0,0,0,0,16,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,12,0,0,0,0,1,0,2
"OdHomer",0,0,0,1,0,0,17,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,10,1,0,0,1,2
"Polybius",0,0,0,0,0,0,0,0,10,0,0,0,0
"Sophocles",2,0,0,0,0,0,0,0,0,16,0,0,2
"Thucydides",0,0,2,0,0,1,0,0,0,0,6,1,4
"Xenophon",0,0,0,0,0,1,0,0,0,0,2,11,3
"-SUM-",2,0,3,1,5,2,0,0,2,1,3,2,21
"Aeschylus",12,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,7,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,15,0,0,1,0,0,0,0,1,1,3
"Hesiod",0,0,0,11,3,0,1,0,0,0,0,0,4
"IlHomer",0,0,0,0,19,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,8,0,0,0,0,1,0,2
"OdHomer",0,0,0,0,0,0,13,0,0,0,0,0,0
"Plutarch",0,0,1,0,0,0,0,13,0,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,17,0,0,1,1
"Sophocles",0,0,0,0,0,0,0,0,0,12,0,0,0
"Thucydides",0,1,2,0,0,1,0,1,0,0,10,1,6
"Xenophon",0,0,2,0,0,1,0,1,0,0,4,8,8
"-SUM-",0,1,6,0,3,3,1,2,2,0,6,3,27
"Aeschylus",13,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,17,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,9,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,10,4,0,0,0,0,0,0,0,4
"IlHomer",0,0,0,0,17,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,10,0,0,0,0,1,1,2
"OdHomer",0,0,0,0,0,0,18,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,14,0,0,0,1,1
"Polybius",0,1,0,0,0,0,0,0,15,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,17,0,0,0
"Thucydides",0,0,2,0,0,0,0,1,0,0,7,1,4
"Xenophon",0,0,0,0,0,2,0,1,0,0,0,9,3
"-SUM-",0,1,2,0,4,2,0,2,0,1,1,3,16
"Aeschylus",17,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,15,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,7,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,10,2,0,0,0,0,0,0,0,2
"IlHomer",0,0,0,0,19,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,11,0,0,0,0,1,0,3
"OdHomer",0,0,0,0,1,0,14,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,16,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,17,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,12,0,0,0
"Thucydides",0,0,2,0,0,0,0,1,0,0,11,0,3
"Xenophon",0,0,1,0,0,1,0,0,0,0,1,11,3
"-SUM-",0,0,5,0,3,1,0,1,0,0,2,0,12
"Aeschylus",11,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,12,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,16,0,0,1,0,0,0,0,0,1,2
"Hesiod",0,0,0,8,4,0,1,0,0,0,0,0,5
"IlHomer",0,0,0,0,20,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,11,0,0,0,0,1,0,2
"OdHomer",0,0,0,1,0,0,15,0,0,0,0,0,1
"Plutarch",0,0,1,0,0,0,0,14,0,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,15,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,14,0,0,1
"Thucydides",0,1,1,0,0,0,0,0,0,0,10,0,2
"Xenophon",0,0,0,0,0,0,0,0,0,0,1,10,1
"-SUM-",1,1,3,1,4,1,1,0,1,0,2,1,16
"Aeschylus",13,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,14,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,10,0,0,1,0,0,0,0,1,0,2
"Hesiod",0,0,0,11,8,0,0,0,0,0,0,0,8
"IlHomer",0,0,0,0,11,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,11,0,0,0,0,0,0,0
"OdHomer",0,0,0,0,1,0,18,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,14,0,0,0,0,0
"Polybius",0,1,0,0,0,0,0,0,19,0,0,0,1
"Sophocles",1,0,0,0,0,0,0,0,0,10,0,0,1
"Thucydides",0,0,0,0,0,2,0,1,0,0,10,2,5
"Xenophon",0,0,2,0,0,1,0,0,0,0,1,8,4
"-SUM-",1,1,2,0,9,4,0,1,1,0,2,2,23
"Aeschylus",12,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,13,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,13,0,0,0,0,0,0,0,1,0,1
"Hesiod",1,0,0,11,3,0,0,0,0,0,0,0,4
"IlHomer",0,0,0,0,13,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,12,0,0,0,0,1,0,1
"OdHomer",0,0,0,0,2,0,12,0,0,0,0,0,2
"Plutarch",0,0,0,0,0,0,0,14,0,0,1,1,2
"Polybius",0,0,0,0,0,0,0,0,15,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,19,0,0,0
"Thucydides",0,0,1,0,0,0,0,1,0,0,12,0,2
"Xenophon",0,0,0,0,0,1,0,1,0,0,2,7,4
"-SUM-",1,0,1,0,5,1,0,2,2,1,5,1,19
"Aeschylus",12,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,13,0,0,0,0,0,0,3,0,0,0,3
"Herodotus",0,0,16,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,8,7,0,1,0,0,0,0,0,8
"IlHomer",0,0,0,0,16,0,0,0,0,0,0,0,0
"Lysias",0,0,4,0,0,6,0,0,0,0,0,0,4
"OdHomer",0,0,0,0,1,0,12,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,10,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,15,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,12,0,0,1
"Thucydides",0,0,1,0,0,0,0,0,0,0,14,0,1
"Xenophon",0,0,4,0,0,0,0,0,1,0,6,9,11
"-SUM-",1,0,9,0,8,0,1,0,4,0,6,0,29
"Aeschylus",14,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,9,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,17,0,0,0,0,0,0,0,1,0,1
"Hesiod",0,0,0,10,1,0,1,0,0,0,0,0,2
"IlHomer",0,0,0,0,14,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,19,0,0,0,0,1,1,3
"OdHomer",0,0,0,0,0,0,15,0,0,0,0,0,0
"Plutarch",0,0,1,0,0,0,0,13,0,0,0,1,2
"Polybius",0,1,0,0,0,0,0,0,14,0,0,0,1
"Sophocles",1,0,0,0,0,0,0,0,0,13,0,0,1
"Thucydides",0,1,4,0,0,0,0,1,0,0,7,0,6
"Xenophon",0,0,3,0,0,1,0,0,0,0,1,5,5
"-SUM-",1,2,9,0,1,1,1,1,1,0,3,2,22
"Aeschylus",17,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,12,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,14,0,0,0,0,0,0,0,2,0,2
"Hesiod",0,0,0,9,4,0,1,0,0,0,0,0,5
"IlHomer",0,0,0,0,19,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,11,0,0,0,0,0,1,2
"OdHomer",0,0,0,0,1,0,15,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,17,0,0,0,0,0
"Polybius",0,1,0,0,0,0,0,0,8,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,13,0,0,0
"Thucydides",0,0,1,0,0,1,0,1,0,0,8,0,3
"Xenophon",0,0,1,0,0,3,0,0,0,0,5,4,9
"-SUM-",0,1,3,0,5,4,1,1,2,0,7,1,25
"Aeschylus",15,0,0,0,0,0,0,0,0,2,0,0,2
"DiodSic",0,7,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,12,0,0,1,0,0,0,0,0,1,2
"Hesiod",0,0,0,9,1,0,0,0,0,0,0,0,1
"IlHomer",0,0,0,0,11,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,12,0,0,0,0,2,1,5
"OdHomer",0,0,0,0,0,0,19,0,0,0,0,0,0
"Plutarch",0,0,1,0,0,0,0,15,0,0,1,0,2
"Polybius",0,0,0,0,0,0,0,0,16,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,14,0,0,0
"Thucydides",0,0,1,0,0,0,0,0,0,0,13,0,1
"Xenophon",0,0,1,0,0,0,0,0,0,0,3,10,4
"-SUM-",0,0,5,0,1,1,0,0,2,2,6,2,19
"Aeschylus",12,0,0,0,1,0,0,0,0,1,0,0,2
"DiodSic",0,13,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,9,0,0,1,0,1,0,0,0,1,3
"Hesiod",0,0,0,13,1,0,0,0,0,0,0,0,1
"IlHomer",0,0,0,0,15,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,12,0,0,0,0,0,1,2
"OdHomer",0,0,0,0,2,0,15,0,0,0,0,0,2
"Plutarch",0,0,1,0,0,0,0,9,0,0,0,0,1
"Polybius",0,2,0,0,0,0,0,0,11,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,12,0,0,0
"Thucydides",0,0,3,0,0,0,0,0,0,0,14,0,3
"Xenophon",0,0,1,0,0,1,0,0,0,0,4,14,6
"-SUM-",0,2,6,0,4,2,0,1,1,1,4,2,23
"Aeschylus",16,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,8,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,12,0,0,1,0,0,0,0,1,0,2
"Hesiod",1,0,0,9,0,0,1,0,0,0,0,0,2
"IlHomer",0,0,0,0,16,0,1,0,0,0,0,0,1
"Lysias",0,0,5,0,0,9,0,0,0,0,1,0,6
"OdHomer",0,0,0,0,3,0,16,0,0,0,0,0,3
"Plutarch",0,0,1,0,0,0,0,13,0,0,0,0,1
"Polybius",0,1,0,0,0,0,0,0,14,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,12,0,0,0
"Thucydides",0,0,3,0,0,1,0,1,0,0,11,0,5
"Xenophon",0,0,1,0,0,1,0,1,0,0,4,7,7
"-SUM-",1,1,10,0,3,3,2,2,0,1,6,0,29
"Aeschylus",11,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,18,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,15,0,0,0,0,0,0,0,1,1,2
"Hesiod",0,0,0,7,3,0,1,0,0,0,0,0,4
"IlHomer",0,0,0,0,16,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,14,0,0,0,0,0,1,1
"OdHomer",0,0,0,0,0,0,11,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,11,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,17,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,11,0,0,0
"Thucydides",0,0,2,0,0,1,0,0,0,0,13,0,3
"Xenophon",0,0,0,0,0,4,0,0,0,0,4,8,8
"-SUM-",0,0,2,0,3,5,1,0,2,0,5,2,20
"Aeschylus",14,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,18,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,13,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,13,2,0,1,0,0,0,0,0,3
"IlHomer",0,0,0,0,12,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,6,0,0,0,0,2,0,2
"OdHomer",0,0,0,0,1,0,21,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,8,0,0,0,1,1
"Polybius",0,0,0,0,0,0,0,0,17,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,9,0,0,1
"Thucydides",0,1,2,0,0,1,0,0,0,0,10,0,4
"Xenophon",0,1,2,0,0,1,0,0,0,0,2,10,6
"-SUM-",1,2,4,0,3,2,1,0,2,1,4,1,21
"Aeschylus",13,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,15,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,10,0,0,0,0,0,0,0,1,0,1
"Hesiod",0,0,0,12,0,0,0,0,0,0,0,0,0
"IlHomer",0,0,0,0,10,0,0,0,0,0,0,0,0
"Lysias",0,0,3,0,0,9,0,0,0,0,0,0,3
"OdHomer",0,0,0,0,0,0,19,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,13,0,0,0,0,0
"Polybius",0,1,0,0,0,1,0,0,15,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,20,0,0,0
"Thucydides",0,1,3,0,0,1,0,0,0,0,5,1,6
"Xenophon",0,0,1,0,0,3,0,0,0,0,6,8,10
"-SUM-",0,2,7,0,0,5,0,0,1,0,7,1,23
"Aeschylus",8,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,18,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,8,0,0,1,0,0,0,0,0,0,1
"Hesiod",0,0,0,11,1,0,0,0,0,0,0,0,1
"IlHomer",0,0,0,0,20,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,13,0,0,0,0,0,0,0
"OdHomer",0,0,0,0,2,0,14,0,0,0,0,0,2
"Plutarch",0,0,0,0,0,0,0,12,0,0,0,1,1
"Polybius",0,1,0,0,0,0,0,0,20,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,16,0,0,0
"Thucydides",0,0,2,0,0,1,0,1,0,0,7,1,5
"Xenophon",0,0,1,0,0,1,0,1,0,0,3,7,6
"-SUM-",0,1,3,0,3,3,0,2,1,0,3,2,18
"Aeschylus",15,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,13,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,13,0,0,0,0,0,0,0,0,1,1
"Hesiod",0,0,0,13,2,0,0,0,0,0,0,0,2
"IlHomer",0,0,0,0,11,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,11,0,0,0,0,0,0,1
"OdHomer",0,0,0,0,0,0,16,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,13,0,0,1,1,2
"Polybius",0,2,0,0,0,0,0,0,14,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,12,0,0,0
"Thucydides",0,1,2,0,0,2,0,0,0,0,11,2,7
"Xenophon",0,0,1,0,0,1,0,0,0,0,5,7,7
"-SUM-",0,3,4,0,2,3,0,0,1,0,6,4,23
"Aeschylus",17,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,11,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,11,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,7,0,0,0,0,0,0,0,0,0
"IlHomer",0,0,0,0,15,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,15,0,0,0,0,1,0,2
"OdHomer",0,0,0,0,2,0,16,0,0,0,0,0,2
"Plutarch",0,0,0,0,0,0,0,14,0,0,0,0,0
"Polybius",0,2,0,0,0,0,0,0,12,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,20,0,0,0
"Thucydides",0,1,0,0,0,0,0,0,0,0,14,0,1
"Xenophon",0,0,3,0,0,2,0,0,0,0,4,3,9
"-SUM-",0,3,4,0,2,2,0,0,0,1,5,0,17
"Aeschylus",15,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,21,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,14,0,0,0,0,0,0,0,0,1,1
"Hesiod",0,0,0,13,2,0,0,0,0,0,0,0,2
"IlHomer",0,0,0,0,10,0,0,0,0,0,0,0,0
"Lysias",0,0,4,0,0,11,0,0,0,0,0,1,5
"OdHomer",0,0,0,0,1,0,10,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,12,0,0,0,0,0
"Polybius",0,1,0,0,0,0,0,0,20,0,0,1,2
"Sophocles",0,0,0,0,0,0,0,0,0,9,0,0,0
"Thucydides",0,0,0,0,0,1,0,0,0,0,9,0,1
"Xenophon",0,0,1,0,0,0,0,0,1,0,2,10,4
"-SUM-",0,1,5,0,3,1,0,0,3,0,2,3,18
"Aeschylus",17,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,10,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,12,0,0,0,0,0,0,0,3,1,4
"Hesiod",0,0,0,13,3,0,0,0,0,0,0,0,3
"IlHomer",0,0,0,0,15,0,1,0,0,0,0,0,1
"Lysias",0,0,0,0,0,12,0,0,0,0,1,1,2
"OdHomer",0,0,0,0,1,0,12,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,13,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,11,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,13,0,0,0
"Thucydides",0,0,2,0,0,0,0,1,0,0,14,0,3
"Xenophon",0,0,1,0,0,1,0,0,0,0,4,10,6
"-SUM-",0,0,3,0,4,1,1,1,0,0,8,2,20
"Aeschylus",17,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,18,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,15,0,0,1,0,0,0,0,0,0,1
"Hesiod",1,0,0,11,3,0,0,0,0,0,0,0,4
"IlHomer",0,0,0,0,14,0,0,0,0,0,0,0,0
"Lysias",0,0,3,0,0,6,0,0,0,0,1,0,4
"OdHomer",0,0,0,0,0,0,12,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,12,0,0,0,2,2
"Polybius",0,1,0,0,0,0,0,0,17,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,18,0,0,0
"Thucydides",0,0,1,0,0,0,0,0,0,0,7,0,1
"Xenophon",0,0,1,0,0,4,0,0,0,0,2,3,7
"-SUM-",1,1,5,0,3,5,0,0,2,0,3,2,22
"Aeschylus",10,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,16,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,12,0,0,1,0,0,0,0,1,1,3
"Hesiod",0,0,0,9,4,0,0,0,0,0,0,0,4
"IlHomer",0,0,0,0,11,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,15,0,0,0,0,1,0,3
"OdHomer",0,0,0,0,0,0,11,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,12,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,17,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,13,0,0,0
"Thucydides",0,1,4,0,0,1,0,0,0,0,12,0,6
"Xenophon",0,0,3,0,0,2,0,1,1,0,1,9,8
"-SUM-",0,1,9,0,4,4,0,1,2,0,3,1,25
"Aeschylus",8,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,9,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,16,0,0,0,0,0,0,0,2,1,3
"Hesiod",0,0,0,10,4,0,0,0,0,0,0,0,4
"IlHomer",0,0,0,0,15,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,11,0,0,0,0,1,1,3
"OdHomer",0,0,0,0,1,0,14,0,0,0,0,0,1
"Plutarch",0,0,1,0,0,0,0,17,0,0,0,2,3
"Polybius",0,0,0,0,0,0,0,0,15,0,0,0,0
"Sophocles",2,0,0,0,0,0,0,0,0,20,0,0,2
"Thucydides",0,0,2,0,0,1,0,0,0,0,8,1,4
"Xenophon",0,0,0,0,0,2,0,1,0,0,0,6,3
"-SUM-",2,0,4,0,5,3,0,1,0,0,3,5,23
"Aeschylus",15,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,7,0,0,0,0,0,0,3,0,0,0,3
"Herodotus",0,0,8,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,9,2,0,0,0,0,0,0,0,2
"IlHomer",0,0,0,0,13,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,11,0,0,0,0,1,0,3
"OdHomer",0,0,0,0,1,0,24,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,15,0,0,0,1,1
"Polybius",0,0,0,0,0,0,0,0,16,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,17,0,0,1
"Thucydides",0,0,0,0,0,0,0,1,0,0,10,1,2
"Xenophon",0,0,1,0,0,3,0,0,0,0,3,6,7
"-SUM-",1,0,3,0,3,3,0,1,3,1,4,2,21
"Aeschylus",17,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,13,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,10,0,0,0,0,0,0,0,0,1,1
"Hesiod",0,0,0,7,3,0,0,0,0,0,0,0,3
"IlHomer",0,0,0,0,18,0,0,0,0,0,0,0,0
"Lysias",0,0,3,0,0,12,0,0,0,0,1,1,5
"OdHomer",0,0,0,0,3,0,8,0,0,0,0,0,3
"Plutarch",0,0,0,0,0,0,0,11,0,0,0,1,1
"Polybius",0,2,0,0,0,0,0,0,20,0,0,0,2
"Sophocles",1,0,0,0,0,0,0,0,0,7,0,0,1
"Thucydides",0,1,4,0,0,1,0,0,0,0,10,0,6
"Xenophon",0,0,0,0,0,2,0,1,0,0,3,11,6
"-SUM-",1,3,7,0,6,3,0,1,0,0,4,3,28
"Aeschylus",14,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,13,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,21,0,0,1,0,0,0,0,0,0,1
"Hesiod",0,0,0,8,4,0,0,0,0,0,0,0,4
"IlHomer",0,0,0,0,13,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,12,0,0,0,0,0,0,0
"OdHomer",0,0,0,0,0,0,15,0,0,0,0,0,0
"Plutarch",0,0,1,0,0,0,0,11,0,0,0,2,3
"Polybius",0,2,0,0,0,0,0,0,9,0,0,0,2
"Sophocles",1,0,0,0,0,0,0,0,0,16,0,0,1
"Thucydides",0,1,2,0,0,0,0,1,0,0,10,0,4
"Xenophon",0,0,2,0,0,0,0,1,1,0,2,8,6
"-SUM-",1,3,5,0,4,1,0,2,2,0,2,2,22
"Aeschylus",14,0,0,0,1,0,0,0,0,1,0,0,2
"DiodSic",0,12,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,13,0,0,1,0,0,0,0,0,0,1
"Hesiod",0,0,0,13,4,0,0,0,0,0,0,0,4
"IlHomer",0,0,0,0,16,0,1,0,0,0,0,0,1
"Lysias",0,0,2,0,0,10,0,0,0,0,0,0,2
"OdHomer",0,0,0,0,0,0,15,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,14,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,13,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,13,0,0,0
"Thucydides",0,1,1,0,0,0,0,0,0,0,11,0,2
"Xenophon",0,0,1,0,0,3,0,0,0,0,4,7,8
"-SUM-",0,1,4,0,5,4,1,0,1,1,4,0,21
"Aeschylus",14,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,18,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,6,0,0,1,0,0,0,0,0,0,1
"Hesiod",0,0,0,9,3,0,0,0,0,0,0,0,3
"IlHomer",0,0,0,0,18,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,12,0,0,0,0,0,0,0
"OdHomer",0,0,0,0,0,0,15,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,13,0,0,0,2,2
"Polybius",0,1,0,0,0,0,0,0,15,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,18,0,0,0
"Thucydides",0,0,2,0,0,2,0,0,0,0,7,0,4
"Xenophon",0,0,0,0,0,2,0,0,0,0,2,10,4
"-SUM-",0,1,2,0,3,5,0,0,2,0,2,2,17
"Aeschylus",16,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,9,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,14,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,8,3,0,0,0,0,0,0,0,3
"IlHomer",0,0,0,0,21,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,14,0,0,0,0,1,0,1
"OdHomer",0,0,0,0,0,0,14,0,0,0,0,0,0
"Plutarch",0,0,2,0,0,0,0,11,0,0,0,0,2
"Polybius",0,0,0,0,0,0,0,0,17,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,13,0,0,0
"Thucydides",0,0,0,0,0,0,0,1,0,0,12,0,1
"Xenophon",0,0,2,0,0,1,0,1,0,0,3,8,7
"-SUM-",0,0,4,0,3,1,0,2,1,0,4,0,15
"Aeschylus",19,0,0,0,0,0,0,0,0,2,0,0,2
"DiodSic",0,13,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,13,0,0,0,0,0,0,0,2,1,3
"Hesiod",0,0,0,8,0,0,0,0,0,0,0,0,0
"IlHomer",0,0,0,0,14,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,7,0,0,0,0,1,1,4
"OdHomer",0,0,0,0,0,0,19,0,0,0,0,0,0
"Plutarch",0,0,1,0,0,0,0,17,0,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,14,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,12,0,0,0
"Thucydides",0,1,0,0,0,0,0,0,0,0,11,1,2
"Xenophon",0,0,1,0,0,1,0,0,0,0,2,8,4
"-SUM-",0,1,4,0,0,1,0,0,1,2,5,3,17
"Aeschylus",18,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,7,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,15,0,0,1,0,0,0,0,0,1,2
"Hesiod",0,0,0,10,0,0,0,0,0,0,0,0,0
