"","Aeschylus","DiodSic","Herodotus","Hesiod","IlHomer","Lysias","OdHomer","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"Lysias",0,0,0,0,0,17,0,0,0,0,2,1,3
"OdHomer",0,0,0,0,0,0,7,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,11,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,16,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,10,0,0,1
"Thucydides",0,0,0,0,0,0,0,0,0,0,15,1,1
"Xenophon",0,2,1,0,0,0,0,0,0,0,2,6,5
"-SUM-",1,2,1,0,5,0,1,0,1,0,6,2,19
"Aeschylus",15,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,15,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,16,0,0,0,0,0,0,0,1,0,1
"Hesiod",0,0,0,9,2,0,0,0,0,0,0,0,2
"IlHomer",0,0,0,0,14,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,12,0,0,0,0,1,0,2
"OdHomer",0,0,0,1,1,0,8,0,0,0,0,0,2
"Plutarch",0,0,0,0,0,0,0,10,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,14,0,0,0,0
"Sophocles",2,0,0,0,0,0,0,0,0,14,0,0,2
"Thucydides",0,0,5,0,0,0,0,1,0,0,11,2,8
"Xenophon",0,0,1,0,0,2,0,1,0,0,5,6,9
"-SUM-",2,0,7,1,3,2,0,2,1,1,7,2,28
"Aeschylus",17,0,0,0,1,0,0,0,0,0,0,0,1
"DiodSic",0,10,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,12,0,0,1,0,0,0,0,1,0,2
"Hesiod",0,0,0,11,3,0,0,0,0,0,0,0,3
"IlHomer",0,0,0,0,20,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,12,0,0,0,0,0,1,1
"OdHomer",0,0,0,0,2,0,14,0,0,0,0,0,2
"Plutarch",0,0,2,0,0,0,0,8,0,0,0,0,2
"Polybius",0,2,0,0,0,0,0,0,13,0,0,0,2
"Sophocles",1,0,0,0,0,0,0,0,0,13,0,0,1
"Thucydides",0,0,1,0,0,0,0,0,0,0,9,1,2
"Xenophon",0,0,3,0,0,1,0,0,0,0,2,10,6
"-SUM-",1,2,6,0,6,2,0,0,1,0,3,2,23
"Aeschylus",11,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,15,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,15,0,0,0,0,0,0,0,1,0,1
"Hesiod",0,0,0,10,1,0,0,0,0,0,0,0,1
"IlHomer",0,0,0,0,15,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,14,0,0,0,0,1,0,3
"OdHomer",0,0,0,0,2,0,15,0,0,0,0,0,2
"Plutarch",0,0,0,0,0,0,0,11,0,0,0,1,1
"Polybius",0,0,0,0,0,0,0,0,17,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,17,0,0,0
"Thucydides",0,1,0,0,0,0,0,0,0,0,8,0,1
"Xenophon",0,0,0,0,0,2,0,0,0,0,4,9,6
"-SUM-",0,1,2,0,3,2,0,0,0,0,6,1,15
"Aeschylus",18,0,0,0,1,0,0,0,0,0,0,0,1
"DiodSic",0,13,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,9,0,0,0,0,0,0,0,1,1,2
"Hesiod",0,0,0,8,2,0,0,0,0,0,0,0,2
"IlHomer",0,0,0,0,24,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,6,0,0,0,0,1,0,2
"OdHomer",0,0,0,0,0,0,11,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,11,0,0,0,0,0
"Polybius",0,0,0,0,0,1,0,0,15,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,15,0,0,0
"Thucydides",0,0,3,0,0,0,0,0,0,0,13,0,3
"Xenophon",0,1,1,0,0,2,0,0,1,0,6,7,11
"-SUM-",0,1,5,0,3,3,0,0,1,0,8,1,22
"Aeschylus",13,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,15,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,14,0,0,0,0,0,0,0,0,1,1
"Hesiod",0,0,0,6,4,0,3,0,0,0,0,0,7
"IlHomer",0,0,0,0,15,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,14,0,0,0,0,1,0,2
"OdHomer",0,0,0,0,0,0,15,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,11,0,0,0,0,0
"Polybius",0,2,0,0,0,0,0,0,11,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,16,0,0,0
"Thucydides",0,0,2,0,0,0,0,0,0,0,14,0,2
"Xenophon",0,1,1,0,0,1,0,0,1,0,1,7,5
"-SUM-",0,3,4,0,4,1,3,0,3,0,2,1,21
"Aeschylus",13,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,13,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,12,0,0,1,0,0,0,0,2,0,3
"Hesiod",0,0,0,10,3,0,0,0,0,0,0,0,3
"IlHomer",0,0,0,0,19,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,12,0,0,0,0,1,0,3
"OdHomer",0,0,0,0,0,0,11,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,14,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,20,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,9,0,0,1
"Thucydides",0,1,0,0,0,0,0,0,0,0,13,1,2
"Xenophon",0,0,1,0,0,0,0,0,0,0,4,9,5
"-SUM-",1,1,3,0,3,1,0,0,0,0,7,1,17
"Aeschylus",12,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,7,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,17,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,7,2,0,0,0,0,0,0,0,2
"IlHomer",0,0,0,0,19,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,15,0,0,0,0,1,1,3
"OdHomer",0,0,0,1,3,0,15,0,0,0,0,0,4
"Plutarch",0,0,1,0,0,0,0,9,0,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,22,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,12,0,0,0
"Thucydides",0,0,2,0,0,0,0,0,0,0,11,0,2
"Xenophon",0,0,2,0,0,3,0,0,0,0,3,5,8
"-SUM-",0,0,6,1,5,3,0,0,0,1,4,1,21
"Aeschylus",10,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,12,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,15,0,0,0,0,0,0,0,1,0,1
"Hesiod",0,0,0,8,4,0,0,0,0,0,0,0,4
"IlHomer",0,0,0,0,17,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,11,0,0,0,0,1,1,3
"OdHomer",0,0,0,0,0,0,10,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,15,0,0,0,1,1
"Polybius",0,2,0,0,0,0,0,0,20,0,0,0,2
"Sophocles",1,0,0,0,0,0,0,0,0,17,0,0,1
"Thucydides",0,0,1,0,0,0,0,1,0,0,10,1,3
"Xenophon",0,0,1,0,0,1,0,0,0,0,2,7,4
"-SUM-",1,2,3,0,4,1,0,1,1,0,4,3,20
"Aeschylus",15,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,16,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,11,0,0,1,0,0,0,0,0,2,3
"Hesiod",0,0,0,9,5,0,0,0,0,0,0,0,5
"IlHomer",0,0,0,0,17,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,11,0,0,0,0,0,0,1
"OdHomer",0,0,0,0,1,0,19,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,10,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,12,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,12,0,0,1
"Thucydides",0,1,2,0,0,0,0,1,0,0,9,0,4
"Xenophon",0,0,0,0,0,3,0,0,0,0,2,10,5
"-SUM-",1,1,3,0,6,4,0,1,1,0,2,2,21
"Aeschylus",11,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,20,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,10,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,10,3,0,0,0,0,0,0,0,3
"IlHomer",0,0,0,0,15,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,13,0,0,0,0,0,0,1
"OdHomer",0,0,0,1,1,0,13,0,0,0,0,0,2
"Plutarch",0,0,1,0,0,0,0,14,0,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,18,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,7,0,0,0
"Thucydides",0,0,1,0,0,0,0,0,0,0,14,2,3
"Xenophon",0,0,0,0,0,1,0,0,2,0,3,9,6
"-SUM-",0,0,3,1,4,1,0,0,4,0,3,2,18
"Aeschylus",9,0,0,0,1,0,0,0,0,1,0,0,2
"DiodSic",0,16,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,12,0,0,0,0,0,0,0,0,2,2
"Hesiod",0,0,0,10,5,0,1,0,0,0,0,0,6
"IlHomer",0,0,0,0,13,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,11,0,0,0,0,2,0,2
"OdHomer",0,0,0,1,1,0,17,0,0,0,0,0,2
"Plutarch",0,0,1,0,0,0,0,13,0,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,18,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,17,0,0,0
"Thucydides",0,0,1,0,0,1,0,0,0,0,7,0,2
"Xenophon",0,0,0,0,0,0,0,0,0,0,2,8,2
"-SUM-",0,0,2,1,7,1,1,0,2,1,4,2,21
"Aeschylus",15,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,13,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,13,0,0,0,0,0,0,0,1,1,2
"Hesiod",0,0,0,9,3,0,0,0,0,0,0,0,3
"IlHomer",0,0,0,0,19,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,10,0,0,0,0,1,2,4
"OdHomer",0,0,0,0,1,0,20,0,0,0,0,0,1
"Plutarch",0,0,1,0,0,0,0,12,0,0,0,0,1
"Polybius",0,0,0,0,0,0,0,1,12,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,15,0,0,0
"Thucydides",0,0,0,0,0,0,0,0,0,0,7,1,1
"Xenophon",0,0,0,0,0,0,0,0,0,0,3,11,3
"-SUM-",0,0,2,0,4,0,0,1,0,0,5,4,16
"Aeschylus",13,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,18,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,10,0,0,0,0,0,0,0,1,1,2
"Hesiod",0,0,0,9,4,0,0,0,0,0,0,0,4
"IlHomer",0,0,0,0,17,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,5,0,0,0,0,1,0,2
"OdHomer",0,0,0,0,0,0,18,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,17,0,0,0,0,0
"Polybius",0,1,0,0,0,1,0,0,12,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,12,0,0,0
"Thucydides",0,1,2,0,0,0,0,0,1,0,14,0,4
"Xenophon",0,1,0,0,0,0,0,0,1,0,1,10,3
"-SUM-",0,3,3,0,4,1,0,0,2,0,3,1,17
"Aeschylus",17,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,15,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,15,0,0,1,0,0,0,0,0,0,1
"Hesiod",0,0,0,9,2,0,0,0,0,0,0,0,2
"IlHomer",0,0,0,0,14,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,10,0,0,0,0,2,1,4
"OdHomer",0,0,0,0,1,0,10,0,0,0,0,0,1
"Plutarch",0,0,1,0,0,0,0,17,0,0,0,0,1
"Polybius",0,1,0,0,0,0,0,1,19,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,11,0,0,0
"Thucydides",0,0,0,0,0,0,0,0,0,0,7,0,0
"Xenophon",0,0,0,0,0,1,0,0,0,0,2,11,3
"-SUM-",0,1,2,0,3,2,0,1,2,1,4,1,17
"Aeschylus",13,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,18,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,14,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,11,2,0,1,0,0,0,0,0,3
"IlHomer",0,0,0,0,19,0,1,0,0,0,0,0,1
"Lysias",0,0,0,0,0,8,0,0,0,0,1,1,2
"OdHomer",0,0,0,0,0,0,15,0,0,0,0,0,0
"Plutarch",0,0,1,0,0,0,0,16,0,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,13,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,13,0,0,0
"Thucydides",0,0,1,0,0,0,0,0,0,0,10,0,1
"Xenophon",0,0,1,0,0,3,0,0,0,0,1,9,5
"-SUM-",0,0,3,0,2,3,2,0,0,0,2,1,13
"Aeschylus",13,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,8,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,13,0,0,0,0,0,0,0,1,0,1
"Hesiod",1,0,0,14,3,0,0,0,0,0,0,0,4
"IlHomer",0,0,0,0,12,0,1,0,0,0,0,0,1
"Lysias",0,0,1,0,0,6,0,0,0,0,0,1,2
"OdHomer",0,0,0,0,1,0,19,0,0,0,0,0,1
"Plutarch",0,0,1,0,0,0,0,18,0,0,1,0,2
"Polybius",0,0,0,0,0,0,0,1,23,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,15,0,0,0
"Thucydides",0,1,0,0,0,0,0,1,0,0,8,0,2
"Xenophon",0,1,0,0,0,1,0,0,0,0,3,4,5
"-SUM-",1,2,2,0,4,1,1,2,0,0,5,1,19
"Aeschylus",15,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,12,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,10,0,0,1,0,0,0,0,1,0,2
"Hesiod",0,0,0,11,2,0,3,0,0,0,0,0,5
"IlHomer",0,0,0,0,10,0,0,0,0,0,0,0,0
"Lysias",0,0,3,0,0,13,0,0,0,0,1,0,4
"OdHomer",0,0,0,0,2,0,15,0,0,0,0,0,2
"Plutarch",0,0,0,0,0,0,0,16,0,0,0,2,2
"Polybius",0,1,0,0,0,0,0,0,14,0,0,0,1
"Sophocles",1,0,0,0,0,0,0,0,0,12,0,0,1
"Thucydides",0,0,2,0,0,0,0,2,0,0,7,0,4
"Xenophon",0,1,1,0,0,1,0,0,0,0,1,10,4
"-SUM-",1,2,6,0,4,2,3,2,2,0,3,2,27
"Aeschylus",19,0,0,0,0,0,0,0,0,2,0,0,2
"DiodSic",0,7,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,14,0,0,0,0,0,0,0,2,1,3
"Hesiod",0,0,0,8,1,0,0,0,0,0,0,0,1
"IlHomer",0,0,0,0,20,0,1,0,0,0,0,0,1
"Lysias",0,0,1,0,0,12,0,0,0,0,1,0,2
"OdHomer",0,0,0,0,0,0,15,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,9,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,14,0,0,1,1
"Sophocles",0,0,0,0,0,0,0,0,0,16,0,0,0
"Thucydides",0,1,4,0,0,0,0,1,0,0,7,3,9
"Xenophon",0,0,2,0,0,1,0,0,0,0,2,6,5
"-SUM-",0,1,7,0,1,1,1,1,1,2,5,5,25
"Aeschylus",16,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,8,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,15,0,0,0,0,0,0,0,2,0,2
"Hesiod",1,0,0,15,5,0,0,0,0,0,0,0,6
"IlHomer",0,0,0,0,11,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,10,0,0,0,0,2,0,3
"OdHomer",0,0,0,0,0,0,14,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,12,0,0,0,0,0
"Polybius",0,1,0,0,0,0,0,0,17,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,13,0,0,0
"Thucydides",0,1,1,0,0,2,0,1,0,0,11,1,6
"Xenophon",0,0,0,0,0,1,0,1,0,0,2,7,4
"-SUM-",1,2,2,0,5,3,0,2,1,0,6,1,23
"Aeschylus",16,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,10,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,15,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,10,6,0,3,0,0,0,0,0,9
"IlHomer",0,0,0,0,20,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,10,0,0,0,0,2,0,2
"OdHomer",0,0,0,0,0,0,13,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,13,0,0,1,0,1
"Polybius",0,0,0,0,0,0,0,0,17,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,9,0,0,1
"Thucydides",0,0,1,0,0,0,0,0,0,0,11,0,1
"Xenophon",0,0,1,0,0,0,0,1,0,0,2,9,4
"-SUM-",1,0,2,0,6,0,3,1,1,0,5,0,19
"Aeschylus",13,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,9,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,10,0,0,0,0,0,0,0,2,0,2
"Hesiod",0,0,0,10,3,0,1,0,0,0,0,0,4
"IlHomer",0,0,0,0,17,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,15,0,0,0,0,0,0,0
"OdHomer",0,0,0,0,2,0,16,0,0,0,0,0,2
"Plutarch",0,0,0,0,0,0,0,12,0,0,0,2,2
"Polybius",0,0,0,0,0,0,0,0,10,0,0,1,1
"Sophocles",0,0,0,0,0,0,0,0,0,19,0,0,0
"Thucydides",0,0,2,0,0,0,0,1,0,0,11,0,3
"Xenophon",0,0,1,0,0,0,0,1,1,0,4,9,7
"-SUM-",0,0,3,0,5,0,1,2,1,0,6,3,21
"Aeschylus",8,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,17,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,11,0,0,0,0,0,0,0,0,3,3
"Hesiod",0,0,0,7,2,0,1,0,0,0,0,0,3
"IlHomer",0,0,0,0,21,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,10,0,0,0,0,1,0,2
"OdHomer",0,0,0,0,1,0,19,0,0,0,0,0,1
"Plutarch",0,0,1,0,0,0,0,13,0,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,12,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,14,0,0,1
"Thucydides",0,0,1,0,0,0,0,0,0,0,15,1,2
"Xenophon",0,0,0,0,0,0,0,0,0,0,1,9,1
"-SUM-",1,0,3,0,3,0,1,0,1,1,2,4,16
"Aeschylus",15,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,16,0,0,0,0,0,0,3,0,0,0,3
"Herodotus",0,0,12,0,0,0,0,0,0,0,2,0,2
"Hesiod",0,0,0,13,2,0,0,0,0,0,0,0,2
"IlHomer",0,0,0,0,9,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,12,0,0,0,0,0,1,1
"OdHomer",0,0,0,0,2,0,23,0,0,0,0,0,2
"Plutarch",0,0,1,0,0,0,0,9,0,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,9,0,0,1,1
"Sophocles",1,0,0,0,0,0,0,0,0,14,0,0,1
"Thucydides",0,0,0,0,0,3,0,0,0,0,12,1,4
"Xenophon",0,0,1,0,0,1,0,1,0,0,1,7,4
"-SUM-",1,0,2,0,4,4,0,1,3,0,3,3,21
"Aeschylus",8,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,17,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,12,0,0,1,0,0,0,0,1,1,3
"Hesiod",0,0,0,11,1,0,0,0,0,0,0,0,1
"IlHomer",0,0,0,0,10,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,11,0,0,0,0,1,1,2
"OdHomer",0,0,0,0,1,0,23,0,0,0,0,0,1
"Plutarch",0,0,1,0,0,0,0,15,0,0,0,0,1
"Polybius",0,1,0,0,0,0,0,0,9,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,11,0,0,0
"Thucydides",0,1,4,0,0,1,0,1,0,0,11,2,9
"Xenophon",0,0,3,0,0,0,0,1,0,0,2,8,6
"-SUM-",0,2,8,0,2,2,0,2,1,1,4,4,26
"Aeschylus",9,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,14,0,0,0,0,0,0,3,0,0,0,3
"Herodotus",0,0,15,0,0,0,0,0,0,0,0,1,1
"Hesiod",1,0,0,13,1,0,0,0,0,0,0,0,2
"IlHomer",0,0,0,0,20,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,10,0,0,0,0,0,1,2
"OdHomer",0,0,0,0,3,0,16,0,0,0,0,0,3
"Plutarch",0,0,1,0,0,0,0,18,0,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,11,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,7,0,0,1
"Thucydides",0,0,1,0,0,0,0,0,0,0,10,1,2
"Xenophon",0,0,1,0,0,0,0,1,0,0,1,10,3
"-SUM-",2,0,4,0,4,0,0,1,3,1,1,3,19
"Aeschylus",8,0,0,0,1,0,0,0,0,0,0,0,1
"DiodSic",0,9,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,11,0,0,0,0,0,0,0,0,1,1
"Hesiod",0,0,0,9,6,0,0,0,0,0,0,0,6
"IlHomer",0,0,0,0,20,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,9,0,0,0,0,0,1,1
"OdHomer",0,0,0,0,0,0,17,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,16,0,0,0,0,0
"Polybius",0,1,0,0,0,0,0,0,10,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,12,0,0,0
"Thucydides",0,0,2,0,0,1,0,0,0,0,12,1,4
"Xenophon",0,0,3,0,0,1,0,1,0,0,5,14,10
"-SUM-",0,1,5,0,7,2,0,1,1,0,5,3,25
"Aeschylus",8,0,0,0,1,0,0,0,0,0,0,0,1
"DiodSic",0,12,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,7,0,0,0,0,0,0,0,2,0,2
"Hesiod",0,0,0,12,1,0,2,0,0,0,0,0,3
"IlHomer",0,0,0,0,21,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,9,0,0,0,0,3,0,4
"OdHomer",0,0,0,0,0,0,20,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,17,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,12,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,17,0,0,1
"Thucydides",0,0,2,0,0,1,0,0,0,0,9,1,4
"Xenophon",0,0,0,0,0,1,0,1,0,0,4,6,6
"-SUM-",1,0,3,0,2,2,2,1,1,0,9,1,22
"Aeschylus",15,0,0,0,1,0,0,0,0,0,0,0,1
"DiodSic",0,10,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,11,0,0,0,0,0,0,0,0,1,1
"Hesiod",0,0,0,12,5,0,1,0,0,0,0,0,6
"IlHomer",0,0,0,0,12,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,13,0,0,0,0,1,0,2
"OdHomer",0,0,0,0,0,0,16,0,0,0,0,0,0
"Plutarch",0,0,1,0,0,0,0,8,0,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,19,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,17,0,0,0
"Thucydides",0,1,0,0,0,0,0,0,0,0,8,1,2
"Xenophon",0,0,2,0,0,3,0,0,0,0,4,7,9
"-SUM-",0,1,4,0,6,3,1,0,2,0,5,2,24
"Aeschylus",19,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,14,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,16,0,0,0,0,0,0,0,1,0,1
"Hesiod",0,0,0,13,2,0,1,0,0,0,0,0,3
"IlHomer",0,0,0,0,16,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,9,0,0,0,0,1,0,2
"OdHomer",0,0,0,1,1,0,14,0,0,0,0,0,2
"Plutarch",0,0,0,0,0,0,0,13,0,0,1,0,1
"Polybius",0,1,0,0,0,0,0,0,11,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,15,0,0,0
"Thucydides",0,0,1,0,0,0,0,0,0,0,8,1,2
"Xenophon",0,0,1,0,0,0,0,0,0,0,1,9,2
"-SUM-",0,1,3,1,3,0,1,0,1,0,4,1,15
"Aeschylus",14,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,12,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,9,0,0,0,0,0,0,0,1,2,3
"Hesiod",0,0,0,15,2,0,0,0,0,0,0,0,2
"IlHomer",0,0,0,0,13,0,0,0,0,0,0,0,0
"Lysias",0,0,3,0,0,8,0,0,0,0,1,0,4
"OdHomer",0,0,0,0,0,0,10,0,0,0,0,0,0
"Plutarch",0,0,1,0,0,0,0,14,0,0,0,1,2
"Polybius",0,1,0,0,0,0,0,0,20,0,0,0,1
"Sophocles",1,0,0,0,0,0,0,0,0,18,0,0,1
"Thucydides",0,0,2,0,0,0,0,0,0,0,12,0,2
"Xenophon",0,0,0,0,0,1,0,0,0,0,3,6,4
"-SUM-",1,1,6,0,2,1,0,0,2,0,5,3,21
"Aeschylus",12,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,15,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,11,0,0,0,0,0,0,0,0,1,1
"Hesiod",0,0,0,8,3,0,1,0,0,0,0,0,4
"IlHomer",0,0,0,0,18,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,10,0,0,0,0,1,0,1
"OdHomer",0,0,0,0,1,0,15,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,15,0,0,0,2,2
"Polybius",0,1,0,0,0,1,0,0,11,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,13,0,0,0
"Thucydides",0,1,1,0,0,2,0,0,0,0,13,0,4
"Xenophon",0,0,0,0,0,1,0,1,0,0,6,7,8
"-SUM-",0,2,1,0,4,4,1,1,1,0,7,3,24
"Aeschylus",14,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,12,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,11,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,10,2,0,0,0,0,0,0,0,2
"IlHomer",0,0,0,0,19,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,11,0,0,0,0,3,0,4
"OdHomer",0,0,0,0,0,0,11,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,13,0,0,0,0,0
"Polybius",0,1,0,0,0,0,0,0,19,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,14,0,0,0
"Thucydides",0,0,1,0,0,2,0,0,0,0,10,0,3
