"","Aeschylus","DiodSic","Herodotus","Hesiod","IlHomer","Lysias","OdHomer","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"Lysias",0,0,0,0,0,4,0,0,0,0,1,0,1
"OdHomer",0,0,0,0,0,0,9,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,7,0,0,0,1,1
"Polybius",0,0,0,0,0,0,0,0,10,0,0,0,0
"Sophocles",2,0,0,0,0,0,0,0,0,7,0,0,2
"Thucydides",0,0,3,0,0,1,0,0,0,0,8,1,5
"Xenophon",0,0,0,0,0,3,0,0,0,0,1,2,4
"-SUM-",2,0,3,0,2,4,0,0,0,0,2,3,16
"Aeschylus",6,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,9,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,10,0,0,0,0,0,0,0,0,1,1
"Hesiod",0,0,0,5,0,0,1,0,0,0,0,0,1
"IlHomer",0,0,0,0,7,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,11,0,0,0,0,1,0,1
"OdHomer",0,0,0,0,0,0,8,0,0,0,0,0,0
"Plutarch",0,0,1,0,0,0,0,10,0,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,4,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,10,0,0,0
"Thucydides",0,1,2,0,0,0,0,0,0,0,6,0,3
"Xenophon",0,0,1,0,0,1,0,0,0,0,2,6,4
"-SUM-",0,1,4,0,0,1,1,0,1,1,3,1,13
"Aeschylus",10,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,4,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,10,0,0,0,0,0,0,0,1,1,2
"Hesiod",0,0,0,10,0,0,1,0,0,0,0,0,1
"IlHomer",0,0,0,0,12,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,7,0,0,0,0,0,0,0
"OdHomer",0,0,0,0,1,0,6,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,8,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,6,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,8,0,0,0
"Thucydides",0,0,0,0,0,0,0,0,0,0,11,0,0
"Xenophon",0,0,0,0,0,2,0,0,0,0,1,5,3
"-SUM-",0,0,0,0,1,2,1,0,1,0,2,1,8
"Aeschylus",12,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,7,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,8,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,13,0,0,1,0,0,0,0,0,1
"IlHomer",0,0,0,0,4,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,3,0,0,0,0,1,1,2
"OdHomer",0,0,0,0,0,0,9,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,9,0,0,1,0,1
"Polybius",0,0,0,0,0,0,0,0,9,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,12,0,0,0
"Thucydides",0,0,0,0,0,0,0,0,0,0,5,0,0
"Xenophon",0,1,1,0,0,0,0,0,0,0,2,5,4
"-SUM-",0,1,1,0,0,0,1,0,1,0,4,1,9
"Aeschylus",5,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,9,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,7,0,0,0,0,0,0,0,1,0,1
"Hesiod",0,0,0,5,1,0,0,0,0,0,0,0,1
"IlHomer",0,0,0,0,11,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,8,0,0,0,0,1,1,2
"OdHomer",0,0,0,0,0,0,10,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,5,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,11,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,10,0,0,0
"Thucydides",0,0,1,0,0,0,0,1,0,0,6,0,2
"Xenophon",0,0,0,0,0,3,0,0,0,0,1,6,4
"-SUM-",0,0,1,0,1,3,0,1,2,0,3,1,12
"Aeschylus",9,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,8,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,7,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,10,0,0,0,0,0,0,0,0,0
"IlHomer",0,0,0,0,12,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,6,0,0,0,0,1,0,1
"OdHomer",0,0,0,0,1,0,8,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,7,0,0,0,0,0
"Polybius",0,1,0,0,0,0,0,0,8,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,6,0,0,0
"Thucydides",0,0,1,0,0,1,0,0,0,0,8,0,2
"Xenophon",0,0,1,0,0,2,0,0,0,0,1,7,4
"-SUM-",0,1,2,0,1,3,0,0,0,0,2,0,9
"Aeschylus",10,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,5,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,7,0,0,0,0,0,0,0,1,0,1
"Hesiod",0,0,0,12,3,0,1,0,0,0,0,0,4
"IlHomer",0,0,0,1,6,0,0,0,0,0,0,0,1
"Lysias",0,0,0,0,0,7,0,0,0,0,0,0,0
"OdHomer",0,0,0,0,0,0,12,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,9,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,5,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,7,0,0,0
"Thucydides",0,0,1,0,0,0,0,0,0,0,7,0,1
"Xenophon",0,0,0,0,0,1,0,1,0,0,0,9,2
"-SUM-",0,0,1,1,3,1,1,1,0,0,1,0,9
"Aeschylus",4,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,6,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,7,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,11,1,0,0,0,0,0,0,0,1
"IlHomer",0,0,0,0,9,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,10,0,0,0,0,1,0,1
"OdHomer",0,0,0,0,0,0,9,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,5,0,0,1,2,3
"Polybius",0,0,0,0,0,0,0,0,6,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,10,0,0,0
"Thucydides",0,1,1,0,0,0,0,2,0,0,7,1,5
"Xenophon",0,0,0,0,0,0,0,1,1,0,0,6,2
"-SUM-",0,1,1,0,1,0,0,3,3,1,2,3,15
"Aeschylus",9,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,6,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,6,0,0,0,0,0,0,0,0,2,2
"Hesiod",0,0,0,7,0,0,0,0,0,0,0,0,0
"IlHomer",0,0,0,0,6,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,5,0,0,0,0,1,0,2
"OdHomer",0,0,0,0,1,0,13,0,0,0,0,0,1
"Plutarch",0,0,1,0,0,0,0,6,0,0,0,0,1
"Polybius",0,0,0,0,0,1,0,0,14,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,7,0,0,0
"Thucydides",0,0,1,0,0,1,0,0,0,0,5,0,2
"Xenophon",0,0,2,0,0,1,0,1,0,0,2,4,6
"-SUM-",0,0,5,0,1,3,0,1,1,1,3,2,17
"Aeschylus",5,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,9,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,12,0,0,0,0,0,0,0,1,0,1
"Hesiod",0,0,0,8,1,0,0,0,0,0,0,0,1
"IlHomer",0,0,0,0,9,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,6,0,0,0,0,0,0,0
"OdHomer",0,0,0,0,1,0,11,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,4,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,9,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,11,0,0,0
"Thucydides",0,0,1,0,0,0,0,0,0,0,6,1,2
"Xenophon",0,0,0,0,0,3,0,0,0,0,1,6,4
"-SUM-",0,0,1,0,2,3,0,0,0,0,2,1,9
"Aeschylus",14,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,6,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,11,0,0,1,0,0,0,0,0,1,2
"Hesiod",0,0,0,4,2,0,0,0,0,0,0,0,2
"IlHomer",0,0,0,0,7,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,7,0,0,0,0,0,1,2
"OdHomer",0,0,0,0,0,0,8,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,5,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,5,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,11,0,0,0
"Thucydides",0,0,1,0,0,0,0,1,0,0,8,0,2
"Xenophon",0,0,2,0,0,0,0,0,0,0,4,3,6
"-SUM-",0,0,4,0,2,1,0,1,1,1,4,2,16
"Aeschylus",12,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,14,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,9,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,4,1,0,0,0,0,0,0,0,1
"IlHomer",0,0,0,0,10,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,8,0,0,0,0,0,1,1
"OdHomer",0,0,0,0,0,0,6,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,6,0,0,0,0,0
"Polybius",0,1,0,0,0,0,0,0,10,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,6,0,0,0
"Thucydides",0,0,0,0,0,0,0,0,0,0,7,0,0
"Xenophon",0,0,1,0,0,0,0,0,1,0,0,6,2
"-SUM-",0,1,1,0,1,0,0,0,2,1,0,1,7
"Aeschylus",5,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,10,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,3,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,9,0,0,2,0,0,0,0,0,2
"IlHomer",0,0,0,0,15,0,0,0,0,0,0,0,0
"Lysias",0,0,3,0,0,9,0,0,0,0,0,0,3
"OdHomer",0,0,0,0,0,0,10,0,0,0,0,0,0
"Plutarch",0,0,1,0,0,0,0,6,0,0,1,0,2
"Polybius",0,0,0,0,0,0,0,0,2,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,8,0,0,0
"Thucydides",0,1,1,0,0,0,0,0,0,0,8,0,2
"Xenophon",0,0,3,0,0,1,0,0,0,0,0,6,4
"-SUM-",0,1,8,0,0,1,2,0,1,0,1,0,14
"Aeschylus",2,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,14,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,11,0,0,0,0,0,0,0,1,0,1
"Hesiod",0,0,0,8,0,0,0,0,0,0,0,0,0
"IlHomer",0,0,0,0,12,0,1,0,0,0,0,0,1
"Lysias",0,0,1,0,0,9,0,0,0,0,0,0,1
"OdHomer",0,0,0,0,0,0,5,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,9,0,0,0,0,0
"Polybius",0,1,0,0,0,0,0,0,5,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,10,0,0,0
"Thucydides",0,0,0,0,0,0,0,0,0,0,5,0,0
"Xenophon",0,0,1,0,0,2,0,0,0,0,3,4,6
"-SUM-",0,1,2,0,0,2,1,0,1,0,4,0,11
"Aeschylus",8,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,8,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,10,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,8,2,0,1,0,0,0,0,0,3
"IlHomer",0,0,0,0,9,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,6,0,0,0,0,0,0,1
"OdHomer",0,0,0,0,0,0,8,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,6,0,0,0,1,1
"Polybius",0,0,0,0,0,0,0,0,8,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,15,0,0,0
"Thucydides",0,0,0,0,0,0,0,0,0,0,4,1,1
"Xenophon",0,0,0,0,0,0,0,1,0,0,1,6,2
"-SUM-",0,0,1,0,2,0,1,1,1,0,1,2,9
"Aeschylus",12,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,4,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,14,0,0,1,0,0,0,0,0,0,1
"Hesiod",0,0,0,9,0,0,0,0,0,0,0,0,0
"IlHomer",0,0,0,0,6,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,6,0,0,0,0,1,0,2
"OdHomer",0,0,0,0,0,0,9,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,4,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,6,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,12,0,0,0
"Thucydides",0,0,0,0,0,0,0,1,0,0,3,0,1
"Xenophon",0,0,1,0,0,2,0,0,0,0,1,11,4
"-SUM-",0,0,2,0,0,3,0,1,1,0,2,0,9
"Aeschylus",6,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,8,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,8,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,7,0,0,0,0,0,0,0,0,0
"IlHomer",0,0,0,0,12,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,9,0,0,0,0,0,0,0
"OdHomer",0,0,0,0,0,0,8,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,1,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,14,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,14,0,0,0
"Thucydides",0,0,1,0,0,1,0,0,0,0,5,0,2
"Xenophon",0,0,0,0,0,0,0,1,0,0,3,6,4
"-SUM-",0,0,1,0,0,1,0,1,1,0,3,0,7
"Aeschylus",7,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,9,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,8,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,9,0,0,1,0,0,0,0,0,1
"IlHomer",0,0,0,0,8,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,6,0,0,0,0,1,0,1
"OdHomer",0,0,0,0,0,0,5,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,10,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,7,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,7,0,0,0
"Thucydides",0,0,1,0,0,0,0,0,0,0,9,0,1
"Xenophon",0,0,2,0,0,1,0,0,0,0,4,7,7
"-SUM-",0,0,3,0,0,1,1,0,2,1,5,0,13
"Aeschylus",7,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,10,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,5,0,0,1,0,0,0,0,0,0,1
"Hesiod",0,0,0,7,1,0,0,0,0,0,0,0,1
"IlHomer",0,0,0,0,7,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,4,0,0,0,0,0,0,0
"OdHomer",0,0,0,0,0,0,7,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,12,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,4,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,12,0,0,0
"Thucydides",0,0,1,0,0,2,0,1,0,0,8,1,5
"Xenophon",0,0,1,0,0,2,0,0,0,0,1,11,4
"-SUM-",0,0,2,0,1,5,0,1,0,0,1,1,11
"Aeschylus",8,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,8,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,9,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,6,0,0,1,0,0,0,0,0,1
"IlHomer",0,0,0,0,14,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,2,0,0,0,0,1,2,5
"OdHomer",0,0,0,0,0,0,6,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,8,0,0,0,0,0
"Polybius",0,1,0,0,0,0,0,0,12,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,10,0,0,0
"Thucydides",0,1,0,0,0,0,0,0,0,0,2,1,2
"Xenophon",0,0,2,0,0,0,0,0,0,0,1,8,3
"-SUM-",0,2,4,0,0,0,1,0,0,0,2,3,12
"Aeschylus",8,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,8,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,5,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,7,1,0,1,0,0,0,0,0,2
"IlHomer",0,0,0,0,9,0,1,0,0,0,0,0,1
"Lysias",0,0,0,0,0,7,0,0,0,0,0,0,0
"OdHomer",0,0,0,0,2,0,8,0,0,0,0,0,2
"Plutarch",0,0,0,0,0,0,0,7,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,10,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,12,0,0,1
"Thucydides",0,0,1,0,0,0,0,0,0,0,9,1,2
"Xenophon",0,0,0,0,0,1,0,0,0,0,1,4,2
"-SUM-",1,0,1,0,3,1,2,0,1,0,1,1,11
"Aeschylus",2,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,7,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,6,0,0,0,0,0,0,0,0,1,1
"Hesiod",0,0,0,11,0,0,0,0,0,0,0,0,0
"IlHomer",0,0,0,0,8,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,10,0,0,0,0,1,1,3
"OdHomer",0,0,0,0,0,0,13,0,0,0,0,0,0
"Plutarch",0,0,1,0,0,0,0,6,0,0,1,0,2
"Polybius",0,1,0,0,0,0,0,0,10,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,12,0,0,0
"Thucydides",0,0,0,0,0,0,0,0,0,0,7,2,2
"Xenophon",0,0,0,0,0,0,0,0,0,0,0,4,0
"-SUM-",0,1,2,0,0,0,0,0,0,0,2,4,9
"Aeschylus",9,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,8,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,3,0,0,0,0,0,0,0,1,0,1
"Hesiod",0,0,0,9,2,0,0,0,0,0,0,0,2
"IlHomer",0,0,0,0,11,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,7,0,0,0,0,0,0,1
"OdHomer",0,0,0,0,0,0,9,0,0,0,0,0,0
"Plutarch",0,0,1,0,0,0,0,3,0,0,0,0,1
"Polybius",0,1,0,0,0,0,0,0,10,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,9,0,0,0
"Thucydides",0,0,0,0,0,0,0,0,0,0,7,0,0
"Xenophon",0,0,1,0,0,1,0,1,0,0,2,8,5
"-SUM-",0,1,3,0,2,1,0,1,1,0,3,0,12
"Aeschylus",8,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,9,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,8,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,7,1,0,1,0,0,0,0,0,2
"IlHomer",0,0,0,0,14,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,8,0,0,0,0,1,1,2
"OdHomer",0,0,0,1,0,0,8,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,4,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,6,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,9,0,0,0
"Thucydides",0,0,0,0,0,0,0,1,0,0,6,1,2
"Xenophon",0,1,1,0,0,0,0,1,0,0,1,7,4
"-SUM-",0,1,1,1,1,0,1,2,0,0,2,2,11
"Aeschylus",4,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,5,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,10,0,0,0,0,0,0,0,1,0,1
"Hesiod",0,0,0,9,0,0,0,0,0,0,0,0,0
"IlHomer",0,0,0,0,9,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,9,0,0,0,0,1,2,4
"OdHomer",0,0,0,0,2,0,10,0,0,0,0,0,2
"Plutarch",0,0,1,0,0,0,0,5,0,0,1,0,2
"Polybius",0,0,0,0,0,0,0,0,8,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,9,0,0,0
"Thucydides",0,0,0,0,0,0,0,0,0,0,7,1,1
"Xenophon",0,0,0,0,0,0,0,1,1,0,1,7,3
"-SUM-",0,0,2,0,2,0,0,1,1,0,4,3,13
"Aeschylus",11,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,7,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,5,0,0,0,0,0,0,0,1,0,1
"Hesiod",0,0,0,12,0,0,1,0,0,0,0,0,1
"IlHomer",0,0,0,0,9,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,5,0,0,0,0,0,0,1
"OdHomer",0,0,0,0,0,0,11,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,10,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,12,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,5,0,0,0
"Thucydides",0,0,2,0,0,0,0,2,0,0,4,0,4
"Xenophon",0,0,0,0,0,0,0,1,0,0,1,5,2
"-SUM-",0,0,3,0,0,0,1,3,0,0,2,0,9
"Aeschylus",8,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,8,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,10,0,0,1,0,0,0,0,0,1,2
"Hesiod",0,0,0,12,0,0,0,0,0,0,0,0,0
"IlHomer",0,0,0,0,10,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,8,0,0,0,0,0,0,1
"OdHomer",0,0,0,0,0,0,11,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,4,0,0,0,1,1
"Polybius",0,0,0,0,0,0,0,0,5,0,0,1,1
"Sophocles",0,0,0,0,0,0,0,0,0,9,0,0,0
"Thucydides",0,0,1,0,0,0,0,0,0,0,7,1,2
"Xenophon",0,0,0,0,0,1,0,0,0,0,0,5,1
"-SUM-",0,0,2,0,0,2,0,0,0,0,0,4,8
"Aeschylus",6,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,9,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,11,0,0,0,0,0,0,0,1,0,1
"Hesiod",0,0,0,10,2,0,1,0,0,0,0,0,3
"IlHomer",0,0,0,0,7,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,10,0,0,0,0,0,0,1
"OdHomer",0,0,0,0,0,0,5,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,11,0,0,0,0,0
"Polybius",0,1,0,0,0,0,0,0,8,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,5,0,0,0
"Thucydides",0,0,0,0,0,0,0,0,0,0,5,0,0
"Xenophon",0,0,0,0,0,1,0,0,0,0,3,7,4
"-SUM-",0,1,1,0,2,1,1,0,1,0,4,0,11
"Aeschylus",7,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,5,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,6,0,0,0,0,0,0,0,1,0,1
"Hesiod",0,0,0,9,2,0,0,0,0,0,0,0,2
"IlHomer",0,0,0,0,8,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,8,0,0,0,0,0,1,2
"OdHomer",0,0,0,0,0,0,5,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,6,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,15,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,8,0,0,0
"Thucydides",0,0,2,0,0,0,0,1,0,0,7,0,3
"Xenophon",0,0,0,0,0,0,0,0,0,0,1,10,1
"-SUM-",0,0,3,0,2,0,0,1,1,1,2,1,11
"Aeschylus",7,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,10,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,12,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,6,0,0,1,0,0,0,0,0,1
"IlHomer",0,0,0,0,4,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,7,0,0,0,0,0,0,1
"OdHomer",0,0,0,0,0,0,11,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,10,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,8,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,7,0,0,0
"Thucydides",0,2,0,0,0,0,0,3,0,0,5,0,5
"Xenophon",0,0,1,0,0,1,0,1,0,0,1,7,4
"-SUM-",0,2,2,0,0,1,1,4,0,0,1,0,11
"Aeschylus",12,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,12,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,7,0,0,0,0,0,0,0,1,1,2
"Hesiod",0,0,0,11,0,0,1,0,0,0,0,0,1
"IlHomer",0,0,0,0,8,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,3,0,0,0,0,1,1,2
"OdHomer",0,0,0,0,0,0,4,0,0,0,0,0,0
"Plutarch",0,0,1,0,0,0,0,9,0,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,8,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,9,0,0,1
"Thucydides",0,0,0,0,0,0,0,0,0,0,5,1,1
"Xenophon",0,0,0,0,0,1,0,0,0,0,0,8,1
"-SUM-",1,0,1,0,0,1,1,0,0,0,2,3,9
"Aeschylus",8,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,10,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,8,0,0,0,0,0,0,0,1,0,1
"Hesiod",0,0,0,9,0,0,0,0,0,0,0,0,0
"IlHomer",0,0,0,0,8,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,7,0,0,0,0,0,0,1
"OdHomer",0,0,0,0,0,0,8,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,8,0,0,0,1,1
"Polybius",0,2,0,0,0,0,0,0,9,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,9,0,0,0
"Thucydides",0,1,0,0,0,0,0,1,0,0,8,0,2
"Xenophon",0,0,0,0,0,0,0,0,0,0,0,6,0
"-SUM-",0,3,1,0,0,0,0,1,0,0,1,1,7
"Aeschylus",9,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,7,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,7,0,0,1,0,0,0,0,1,0,2
"Hesiod",0,0,0,6,0,0,0,0,0,0,0,0,0
"IlHomer",0,0,0,0,8,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,7,0,0,0,0,0,0,0
"OdHomer",0,0,0,0,1,0,14,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,10,0,0,0,0,0
"Polybius",0,1,0,0,0,0,0,0,6,0,0,0,1
"Sophocles",1,0,0,0,0,0,0,0,0,9,0,0,1
"Thucydides",0,0,0,0,0,0,0,0,0,0,4,0,0
