"","Aeschylus","DiodSic","Herodotus","Hesiod","IlHomer","Lysias","OdHomer","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"OdHomer",0,0,0,0,0,0,21,0,0,0,0,0,0
"Plutarch",0,1,0,0,0,0,0,8,1,0,0,0,2
"Polybius",0,1,0,0,0,0,0,0,22,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,16,0,0,0
"Thucydides",0,0,1,0,0,0,0,3,0,0,8,1,5
"Xenophon",0,0,1,0,0,0,0,0,0,0,2,10,3
"-SUM-",0,2,2,0,3,1,2,3,2,0,4,2,21
"Aeschylus",17,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,17,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,11,0,0,0,0,0,0,0,1,0,1
"Hesiod",0,0,0,8,2,0,1,0,0,0,0,0,3
"IlHomer",0,0,0,0,14,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,8,0,0,0,0,0,0,1
"OdHomer",0,0,0,1,2,0,16,0,0,0,0,0,3
"Plutarch",0,0,1,0,0,0,0,12,1,0,1,0,3
"Polybius",0,0,0,0,0,0,0,0,19,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,14,0,0,0
"Thucydides",0,0,1,0,0,0,0,0,0,0,13,0,1
"Xenophon",0,0,0,0,0,0,0,0,0,0,3,6,3
"-SUM-",0,0,3,1,4,0,1,0,3,0,5,0,17
"Aeschylus",16,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,11,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,15,0,0,0,0,0,0,0,1,0,1
"Hesiod",1,0,0,9,5,0,1,0,0,0,0,0,7
"IlHomer",0,0,0,0,14,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,12,0,0,0,0,0,1,2
"OdHomer",0,0,0,0,1,0,14,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,13,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,17,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,10,0,0,0
"Thucydides",0,0,0,0,0,1,0,0,0,0,15,1,2
"Xenophon",0,0,1,0,0,0,0,0,1,0,3,7,5
"-SUM-",1,0,2,0,6,1,1,0,2,0,4,2,19
"Aeschylus",20,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,7,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,13,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,5,2,0,0,0,0,0,0,0,2
"IlHomer",0,0,0,0,20,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,8,0,0,0,0,0,1,2
"OdHomer",0,0,0,1,1,0,20,0,0,0,0,0,2
"Plutarch",0,0,0,0,0,0,0,15,1,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,13,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,11,0,0,0
"Thucydides",0,0,1,0,0,3,0,0,0,0,9,2,6
"Xenophon",0,0,2,0,0,2,0,0,2,0,3,8,9
"-SUM-",0,0,4,1,3,5,0,0,3,1,3,3,23
