"","Aeschylus","DiodSic","Herodotus","Hesiod","IlHomer","Lysias","OdHomer","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"Plutarch",0,0,0,0,0,0,0,9,0,0,0,0,0
"Polybius",0,1,0,0,0,0,0,0,12,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,17,0,0,0
"Thucydides",0,0,1,0,0,0,0,1,0,0,11,0,2
"Xenophon",0,0,0,0,0,0,0,0,1,0,4,8,5
"-SUM-",0,1,2,0,1,0,0,1,1,1,5,2,14
"Aeschylus",10,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,13,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,12,0,0,0,0,0,0,0,1,0,1
"Hesiod",1,0,0,12,4,0,1,0,0,0,0,0,6
"IlHomer",0,0,0,0,11,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,9,0,0,0,0,1,0,3
"OdHomer",0,0,0,0,1,0,17,0,0,0,0,0,1
"Plutarch",0,1,0,0,0,0,0,11,1,0,0,0,2
"Polybius",0,0,0,0,0,0,0,0,17,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,16,0,0,0
"Thucydides",0,1,0,0,0,1,0,0,0,0,11,0,2
"Xenophon",0,0,0,0,0,1,0,1,3,0,0,10,5
"-SUM-",1,2,2,0,5,2,1,1,6,1,2,0,23
"Aeschylus",20,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,14,0,0,0,0,0,0,3,0,0,0,3
"Herodotus",0,1,8,0,0,0,0,1,0,0,0,0,2
"Hesiod",1,0,0,9,3,0,1,0,0,0,0,0,5
"IlHomer",0,0,0,0,15,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,10,0,0,0,0,1,0,2
"OdHomer",0,0,0,0,0,0,16,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,13,0,0,0,0,0
"Polybius",0,1,0,0,0,0,0,1,17,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,15,0,0,0
"Thucydides",0,0,0,0,0,0,0,1,0,0,12,0,1
"Xenophon",0,0,1,0,0,0,0,0,0,0,0,7,1
"-SUM-",1,2,2,0,3,0,1,3,3,0,1,0,16
"Aeschylus",15,0,0,1,0,0,0,0,0,0,0,0,1
"DiodSic",0,11,0,0,0,0,0,1,2,0,0,0,3
"Herodotus",0,0,12,0,0,1,0,0,0,0,0,0,1
"Hesiod",0,0,0,9,0,0,0,0,0,0,0,0,0
"IlHomer",0,0,0,0,21,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,9,0,0,0,0,0,0,1
"OdHomer",0,0,0,0,0,0,20,0,0,0,0,0,0
"Plutarch",0,1,0,0,0,0,0,15,1,0,1,0,3
"Polybius",0,0,0,0,0,0,0,0,16,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,11,0,0,0
"Thucydides",0,0,0,0,0,1,0,0,0,0,8,1,2
"Xenophon",0,1,0,0,0,2,0,1,0,0,0,10,4
"-SUM-",0,2,1,1,0,4,0,2,3,0,1,1,15
"Aeschylus",18,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,9,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,11,0,0,1,0,0,0,0,0,0,1
"Hesiod",3,0,0,7,3,0,2,0,0,1,0,0,9
"IlHomer",0,0,0,0,20,0,1,0,0,0,0,0,1
"Lysias",0,0,1,0,0,11,0,0,0,0,0,1,2
"OdHomer",0,0,0,0,1,0,14,0,0,0,0,0,1
"Plutarch",0,1,0,0,0,0,0,9,1,0,1,1,4
"Polybius",0,0,0,0,0,0,0,0,12,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,20,0,0,0
"Thucydides",0,1,0,0,0,0,0,1,0,0,9,0,2
"Xenophon",0,0,0,0,0,0,0,1,0,0,3,7,4
"-SUM-",3,2,1,0,4,1,3,2,1,2,4,2,25
"Aeschylus",12,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,12,0,0,0,0,0,0,3,0,0,0,3
"Herodotus",0,1,11,0,0,1,0,0,0,0,0,0,2
"Hesiod",0,0,0,11,4,0,1,0,0,0,0,0,5
"IlHomer",0,0,0,0,19,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,12,0,0,0,0,0,0,1
"OdHomer",0,0,0,0,1,0,8,0,0,0,0,0,1
"Plutarch",0,0,1,0,0,0,0,13,0,0,1,0,2
"Polybius",0,0,0,0,0,0,0,0,20,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,15,0,0,0
"Thucydides",0,1,3,0,0,0,0,1,0,0,7,1,6
"Xenophon",0,0,1,0,0,0,0,0,0,0,0,10,1
"-SUM-",0,2,6,0,5,1,1,1,3,1,1,1,22
"Aeschylus",13,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,15,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,14,0,0,0,0,0,0,0,3,1,4
"Hesiod",1,0,0,9,3,0,1,0,0,0,0,0,5
"IlHomer",0,0,0,0,16,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,9,0,0,0,0,0,0,1
"OdHomer",0,0,0,0,0,0,16,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,15,1,0,0,0,1
"Polybius",0,0,0,0,0,0,0,1,11,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,14,0,0,0
"Thucydides",0,0,0,0,0,1,0,0,0,0,8,0,1
"Xenophon",0,0,2,0,0,1,0,1,2,0,4,8,10
"-SUM-",1,0,3,0,3,2,1,2,4,0,7,1,24
"Aeschylus",10,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,10,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,19,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,9,1,0,2,0,0,0,0,0,3
"IlHomer",0,0,0,0,19,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,12,0,0,0,0,1,1,2
"OdHomer",0,0,0,0,0,0,17,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,7,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,10,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,18,0,0,1
"Thucydides",0,3,3,0,0,1,0,5,0,0,10,0,12
"Xenophon",0,0,2,0,0,1,0,0,1,0,4,5,8
"-SUM-",1,3,5,0,1,2,2,5,1,0,5,1,26
"Aeschylus",9,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,16,0,0,0,0,0,1,2,0,1,0,4
"Herodotus",0,0,16,0,0,1,0,0,0,0,0,0,1
"Hesiod",0,0,0,12,1,0,0,0,0,0,0,0,1
"IlHomer",0,0,0,0,15,0,1,0,0,0,0,0,1
"Lysias",0,0,0,0,0,8,0,0,0,0,2,0,2
"OdHomer",0,0,0,0,1,0,17,0,0,0,0,0,1
"Plutarch",0,0,1,0,0,0,0,11,0,0,1,0,2
"Polybius",0,0,0,0,0,0,0,1,12,0,0,0,1
"Sophocles",1,0,0,0,0,0,0,0,0,12,0,0,1
"Thucydides",0,2,1,0,0,1,0,0,0,0,10,1,5
"Xenophon",0,0,0,0,0,3,0,0,2,0,0,9,5
"-SUM-",1,2,2,0,2,5,1,2,4,1,4,1,25
"Aeschylus",14,0,0,0,0,0,0,0,0,2,0,0,2
"DiodSic",0,8,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,14,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,7,2,0,1,0,0,0,0,0,3
"IlHomer",0,0,0,0,14,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,8,0,0,0,0,0,1,2
"OdHomer",0,0,0,0,0,0,10,0,0,0,0,0,0
"Plutarch",0,1,0,0,0,0,0,12,4,0,0,0,5
"Polybius",0,2,0,0,0,0,0,0,18,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,21,0,0,0
"Thucydides",0,0,1,0,0,2,0,1,0,0,9,1,5
"Xenophon",0,1,1,0,0,4,0,0,1,0,0,10,7
"-SUM-",0,4,3,0,2,6,1,1,6,2,0,2,27
"Aeschylus",13,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,14,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,13,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,7,4,0,0,0,0,0,0,0,4
"IlHomer",0,0,0,0,18,0,2,0,0,0,0,0,2
"Lysias",0,0,1,0,0,12,0,0,0,0,0,0,1
"OdHomer",0,0,0,0,0,0,15,0,0,0,0,0,0
"Plutarch",0,1,0,0,0,0,0,13,1,0,0,0,2
"Polybius",0,1,0,0,0,0,0,0,14,0,0,0,1
"Sophocles",1,0,0,0,0,0,0,0,0,13,0,0,1
"Thucydides",0,0,0,0,0,2,0,0,0,0,11,1,3
"Xenophon",0,0,1,0,0,3,0,1,0,0,2,6,7
"-SUM-",1,2,2,0,4,5,2,1,3,0,2,1,23
"Aeschylus",14,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,15,0,0,0,0,0,0,2,0,0,1,3
"Herodotus",0,0,10,0,0,0,0,1,0,0,0,1,2
"Hesiod",0,0,0,7,2,0,4,0,0,0,0,0,6
"IlHomer",0,0,0,0,15,0,1,0,0,0,0,0,1
"Lysias",0,0,1,0,0,12,0,0,0,0,0,1,2
"OdHomer",0,0,0,0,1,0,22,0,0,0,0,0,1
"Plutarch",0,1,0,0,0,0,0,13,1,0,0,0,2
"Polybius",0,1,0,0,0,0,0,0,9,0,0,0,1
"Sophocles",1,0,0,0,0,0,0,0,0,13,0,0,1
"Thucydides",0,1,1,0,0,0,0,0,0,0,7,2,4
"Xenophon",0,0,0,0,0,1,0,1,1,0,2,7,5
"-SUM-",1,3,2,0,3,1,5,2,4,0,2,5,28
"Aeschylus",15,0,0,1,0,0,0,0,0,2,0,0,3
"DiodSic",0,11,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,7,0,0,1,0,0,0,0,0,0,1
"Hesiod",2,0,0,9,4,0,2,0,0,0,0,0,8
"IlHomer",0,0,0,0,12,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,15,0,0,0,0,0,0,1
"OdHomer",0,0,0,1,4,0,15,0,0,0,0,0,5
"Plutarch",0,0,0,0,0,0,0,10,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,15,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,13,0,0,1
"Thucydides",0,1,1,0,0,0,0,1,0,0,12,2,5
"Xenophon",0,1,1,0,0,2,0,0,0,0,0,8,4
"-SUM-",3,2,3,2,8,3,2,1,2,2,0,2,30
"Aeschylus",9,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,10,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,13,0,0,0,0,1,0,0,1,1,3
"Hesiod",0,0,0,9,3,0,3,0,0,0,0,0,6
"IlHomer",0,0,0,0,12,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,15,0,0,0,0,0,3,3
"OdHomer",0,0,0,0,0,0,16,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,15,0,0,0,0,0
"Polybius",0,1,0,0,0,0,0,0,16,0,0,0,1
"Sophocles",1,0,0,0,0,0,0,0,0,17,0,0,1
"Thucydides",0,0,2,0,0,2,0,0,0,0,9,1,5
"Xenophon",0,1,2,0,0,1,0,0,1,0,0,7,5
"-SUM-",1,2,4,0,3,3,3,1,1,0,1,5,24
"Aeschylus",16,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,12,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,16,0,0,0,0,0,0,0,0,0,0
"Hesiod",1,0,0,6,4,0,0,0,0,0,0,0,5
"IlHomer",0,0,0,0,19,0,1,0,0,0,0,0,1
"Lysias",0,0,0,0,0,9,0,1,0,0,2,0,3
"OdHomer",0,0,0,0,0,0,20,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,10,1,0,0,0,1
"Polybius",0,1,0,0,0,0,0,1,9,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,18,0,0,0
"Thucydides",0,0,3,0,0,0,0,1,0,0,11,0,4
"Xenophon",0,1,1,0,0,1,0,0,1,0,0,4,4
"-SUM-",1,2,4,0,4,1,1,3,4,0,2,0,22
"Aeschylus",9,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,18,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,12,0,0,0,0,0,0,0,0,0,0
"Hesiod",1,0,0,8,2,0,1,0,0,0,0,0,4
"IlHomer",0,0,0,0,13,0,1,0,0,0,0,0,1
"Lysias",0,0,1,0,0,12,0,0,0,0,0,0,1
"OdHomer",0,0,0,0,0,0,14,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,16,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,21,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,17,0,0,1
"Thucydides",0,0,1,0,0,0,0,0,0,0,12,2,3
"Xenophon",0,0,0,0,0,1,0,0,0,0,1,6,2
"-SUM-",2,0,2,0,2,1,2,0,1,1,1,2,14
"Aeschylus",12,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,16,0,0,0,0,0,0,0,0,0,1,1
"Herodotus",0,0,8,0,0,1,0,0,0,0,0,0,1
"Hesiod",0,0,0,11,1,0,0,0,0,0,0,0,1
"IlHomer",0,0,0,0,19,0,1,0,0,0,0,0,1
"Lysias",0,0,2,0,0,11,0,0,0,0,0,0,2
"OdHomer",0,0,0,1,1,0,9,0,0,0,0,0,2
"Plutarch",0,0,0,0,0,0,0,12,1,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,12,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,19,0,0,1
"Thucydides",0,0,2,0,0,0,0,1,0,0,14,1,4
"Xenophon",0,0,0,0,0,0,0,0,0,0,1,14,1
"-SUM-",1,0,4,1,2,1,1,1,1,0,1,2,15
"Aeschylus",13,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,18,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,9,0,0,1,0,0,0,0,0,1,2
"Hesiod",0,0,0,8,3,0,0,0,0,0,0,0,3
"IlHomer",0,0,0,0,17,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,11,0,0,0,0,1,0,1
"OdHomer",0,0,0,0,1,0,14,0,0,0,0,0,1
"Plutarch",0,1,0,0,0,0,0,12,0,0,0,0,1
"Polybius",0,1,0,0,0,0,0,1,9,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,17,0,0,0
"Thucydides",0,1,2,0,0,0,0,1,0,0,12,0,4
"Xenophon",0,0,0,0,0,3,0,0,2,0,2,11,7
"-SUM-",0,3,2,0,4,4,0,2,2,0,3,1,21
"Aeschylus",11,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,15,0,0,0,0,0,0,3,0,0,0,3
"Herodotus",0,0,12,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,9,1,0,1,0,0,0,0,0,2
"IlHomer",0,0,0,0,23,0,1,0,0,0,0,0,1
"Lysias",0,0,1,0,0,7,0,0,0,0,0,0,1
"OdHomer",0,0,0,0,1,0,14,0,0,0,0,0,1
"Plutarch",0,1,0,0,0,0,0,14,0,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,10,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,19,0,0,0
"Thucydides",0,0,2,0,0,1,0,0,0,0,10,0,3
"Xenophon",0,0,1,0,0,3,0,0,1,0,3,8,8
"-SUM-",0,1,4,0,2,4,2,0,4,0,3,0,20
"Aeschylus",13,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,15,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,13,0,0,1,0,0,0,0,0,0,1
"Hesiod",1,0,0,12,0,0,0,0,0,0,0,0,1
"IlHomer",0,0,0,0,9,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,11,0,0,0,0,1,1,2
"OdHomer",0,0,0,0,1,0,30,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,11,0,0,1,0,1
"Polybius",0,0,0,0,0,0,0,1,19,0,0,0,1
"Sophocles",1,0,0,0,0,0,0,0,0,8,0,0,1
"Thucydides",0,0,0,0,0,1,0,0,0,0,9,0,1
"Xenophon",0,1,0,0,0,0,0,1,0,0,3,7,5
"-SUM-",2,1,0,0,1,2,0,2,1,0,5,1,15
"Aeschylus",13,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,13,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,1,14,0,0,1,0,0,0,0,0,0,2
"Hesiod",0,0,0,10,2,0,1,0,0,0,0,0,3
"IlHomer",0,0,0,0,11,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,15,0,0,0,0,1,1,2
"OdHomer",0,0,0,0,1,0,17,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,16,1,0,1,0,2
"Polybius",0,0,0,0,0,0,0,0,13,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,14,0,0,0
"Thucydides",0,0,1,0,0,0,0,0,0,0,9,0,1
"Xenophon",0,0,1,0,0,2,0,0,1,0,5,7,9
"-SUM-",0,1,2,0,3,3,1,0,2,0,7,1,20
"Aeschylus",15,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,10,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,1,10,0,0,0,0,0,0,0,1,0,2
"Hesiod",0,0,0,9,4,0,2,0,0,0,0,0,6
"IlHomer",0,0,0,0,14,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,19,0,0,0,0,0,1,1
"OdHomer",0,0,0,0,0,0,18,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,7,0,0,0,0,0
"Polybius",0,1,0,0,0,0,0,1,16,0,0,0,2
"Sophocles",1,0,0,0,0,0,0,0,0,18,0,0,1
"Thucydides",0,0,0,0,0,0,0,0,0,0,12,0,0
"Xenophon",0,1,0,0,0,1,0,0,0,0,5,5,7
"-SUM-",1,3,0,0,4,1,2,1,0,0,6,1,19
"Aeschylus",12,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,20,0,0,0,0,0,1,0,0,0,0,1
"Herodotus",0,0,16,0,0,0,0,0,0,0,1,0,1
"Hesiod",0,0,0,9,2,0,1,0,0,0,0,0,3
"IlHomer",0,0,0,0,11,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,12,0,0,0,0,0,0,1
"OdHomer",0,0,0,0,1,0,14,0,0,0,0,0,1
"Plutarch",0,1,0,0,0,0,0,13,0,0,0,0,1
"Polybius",0,1,0,0,0,0,0,0,12,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,13,0,0,0
"Thucydides",0,0,2,0,0,1,0,0,0,0,11,0,3
"Xenophon",0,1,1,0,0,0,0,0,1,0,3,11,6
"-SUM-",0,3,4,0,3,1,1,1,1,0,4,0,18
"Aeschylus",18,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,16,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,7,0,0,1,0,0,0,0,0,1,2
"Hesiod",0,0,0,8,1,0,0,0,0,0,0,0,1
"IlHomer",0,0,0,0,17,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,12,0,0,0,0,0,1,1
"OdHomer",0,0,0,0,3,0,22,0,0,0,0,0,3
"Plutarch",0,0,0,0,0,0,0,13,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,10,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,17,0,0,0
"Thucydides",0,1,0,0,0,0,0,0,0,0,8,0,1
"Xenophon",0,1,1,0,0,1,0,0,0,0,2,9,5
"-SUM-",0,2,1,0,4,2,0,0,1,1,2,2,15
"Aeschylus",15,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,14,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,21,0,0,0,0,0,0,0,1,1,2
"Hesiod",1,0,0,8,1,0,0,0,0,0,0,0,2
"IlHomer",0,0,0,0,14,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,10,0,0,0,0,0,1,2
"OdHomer",0,0,0,0,1,0,12,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,10,1,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,13,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,19,0,0,1
"Thucydides",0,3,0,0,0,0,0,0,0,0,8,1,4
"Xenophon",0,1,0,0,0,1,0,0,0,0,4,9,6
"-SUM-",2,4,1,0,2,1,0,0,1,0,5,3,19
"Aeschylus",15,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,13,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,15,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,11,3,0,1,0,0,0,0,0,4
"IlHomer",0,0,0,0,16,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,17,0,0,0,0,2,0,2
"OdHomer",0,0,0,0,2,0,14,0,0,0,0,0,2
"Plutarch",0,0,0,0,0,0,0,9,1,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,13,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,12,0,0,0
"Thucydides",0,0,1,0,0,0,0,0,0,0,10,1,2
"Xenophon",0,1,1,0,0,3,0,0,1,0,1,7,7
"-SUM-",0,1,2,0,5,3,1,0,4,0,3,1,20
"Aeschylus",13,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,14,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,12,0,0,0,0,0,0,0,1,2,3
"Hesiod",0,0,0,11,1,0,1,0,0,0,0,0,2
"IlHomer",0,0,0,0,16,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,10,0,0,0,0,0,0,0
"OdHomer",0,0,0,0,0,0,13,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,13,0,0,0,0,0
"Polybius",0,2,0,0,0,0,0,0,15,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,13,0,0,0
"Thucydides",0,0,1,0,0,0,0,1,0,0,12,1,3
"Xenophon",0,1,1,0,0,2,0,0,3,0,1,12,8
"-SUM-",0,3,2,0,1,2,1,1,3,0,2,3,18
"Aeschylus",15,0,0,0,0,0,0,0,0,2,0,0,2
"DiodSic",0,17,0,0,0,0,0,0,0,0,0,1,1
"Herodotus",0,0,17,0,0,0,0,0,0,0,0,0,0
"Hesiod",1,0,0,8,2,0,0,0,0,0,0,0,3
"IlHomer",0,0,0,0,13,0,1,0,0,0,0,0,1
"Lysias",0,0,1,0,0,10,0,0,0,0,0,1,2
"OdHomer",0,0,0,0,2,0,17,0,0,0,0,0,2
"Plutarch",0,1,0,0,0,0,0,13,0,0,0,0,1
"Polybius",0,1,0,0,0,0,0,0,12,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,10,0,0,0
"Thucydides",0,0,2,0,0,2,0,2,0,0,10,1,7
"Xenophon",0,0,1,0,0,1,0,0,0,0,0,8,2
"-SUM-",1,2,4,0,4,3,1,2,0,2,0,3,22
"Aeschylus",22,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,10,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,9,0,0,1,0,0,0,0,0,0,1
"Hesiod",0,0,0,8,1,0,0,0,0,0,0,0,1
"IlHomer",0,0,0,0,16,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,17,0,0,0,0,1,1,2
"OdHomer",0,0,0,0,0,0,15,0,0,0,0,0,0
"Plutarch",0,0,0,0,0,0,0,17,2,0,0,0,2
"Polybius",0,2,0,0,0,0,0,0,14,0,0,0,2
"Sophocles",0,0,0,0,0,0,0,0,0,16,0,0,0
"Thucydides",0,0,2,0,0,0,0,0,0,0,7,1,3
"Xenophon",0,0,2,0,0,0,0,0,0,0,1,6,3
"-SUM-",0,2,4,0,1,1,0,0,3,0,2,2,15
"Aeschylus",15,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,13,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,12,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,12,2,0,2,0,0,0,0,0,4
"IlHomer",0,0,0,0,17,0,1,0,0,0,0,0,1
"Lysias",0,0,1,0,0,12,0,0,0,0,1,2,4
"OdHomer",0,0,0,0,0,0,9,0,0,0,0,0,0
"Plutarch",0,1,0,0,0,0,0,13,0,0,1,0,2
"Polybius",0,0,0,0,0,0,0,0,15,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,12,0,0,0
"Thucydides",0,0,1,0,0,1,0,0,0,0,9,0,2
"Xenophon",0,1,3,0,0,1,0,1,1,0,3,9,10
"-SUM-",0,2,5,0,2,2,3,1,2,0,5,2,24
"Aeschylus",13,0,0,0,0,0,0,0,0,0,0,0,0
"DiodSic",0,8,0,0,0,0,0,1,0,0,0,0,1
"Herodotus",0,0,10,0,0,0,0,0,0,0,0,0,0
"Hesiod",0,0,0,12,3,0,1,0,0,0,0,0,4
"IlHomer",0,0,0,0,14,0,0,0,0,0,0,0,0
"Lysias",0,0,2,0,0,11,0,0,0,0,1,0,3
"OdHomer",0,0,0,0,0,0,20,0,0,0,0,0,0
"Plutarch",0,1,0,0,0,0,0,10,0,0,0,0,1
"Polybius",0,0,0,0,0,0,0,0,16,0,0,0,0
"Sophocles",1,0,0,0,0,0,0,0,0,16,0,0,1
"Thucydides",0,1,0,0,0,1,0,0,0,0,11,1,3
"Xenophon",0,2,0,0,0,1,0,1,1,0,2,11,7
"-SUM-",1,4,2,0,3,2,1,2,1,0,3,1,20
"Aeschylus",18,0,0,0,0,0,0,0,0,2,0,0,2
"DiodSic",0,11,0,0,0,0,0,0,1,0,0,0,1
"Herodotus",0,0,18,0,0,1,0,0,0,0,1,0,2
"Hesiod",2,0,0,5,6,0,2,0,0,0,0,0,10
"IlHomer",0,0,0,0,11,0,0,0,0,0,0,0,0
"Lysias",0,0,1,0,0,12,0,0,0,0,0,1,2
"OdHomer",0,0,0,0,1,0,16,0,0,0,0,0,1
"Plutarch",0,0,0,0,0,0,0,10,0,0,0,0,0
"Polybius",0,0,0,0,0,0,0,0,17,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,11,0,0,0
"Thucydides",0,0,1,0,0,1,0,2,0,0,11,0,4
"Xenophon",0,0,0,0,0,0,0,0,1,0,3,6,4
"-SUM-",2,0,2,0,7,2,2,2,2,2,4,1,26
"Aeschylus",15,0,0,0,0,0,0,0,0,1,0,0,1
"DiodSic",0,12,0,0,0,0,0,0,0,0,0,0,0
"Herodotus",0,0,12,0,0,1,0,1,0,0,0,0,2
"Hesiod",0,0,0,8,2,0,1,0,0,0,0,0,3
"IlHomer",0,0,0,0,19,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,12,0,0,0,0,0,0,0
"OdHomer",0,0,0,0,2,0,16,0,0,0,0,0,2
"Plutarch",0,1,0,0,0,0,0,10,1,0,1,0,3
"Polybius",0,0,0,0,0,0,0,0,17,0,0,0,0
"Sophocles",0,0,0,0,0,0,0,0,0,12,0,0,0
"Thucydides",0,1,4,0,0,0,0,1,0,0,10,1,7
"Xenophon",0,1,1,0,0,1,0,1,0,0,1,6,5
"-SUM-",0,3,5,0,4,2,1,3,1,1,2,1,23
