author_rate,chunk_rate,chunk_ref
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.004081633,Diodorus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.003174603,Herodotus
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.004761905,Plutarch
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.003703704,Polybius
0.2,0.004166667,Thucydides
0.2,0.004166667,Thucydides
0.2,0.004166667,Thucydides
0.2,0.004166667,Thucydides
0.2,0.004166667,Thucydides
0.2,0.004166667,Thucydides
0.2,0.004166667,Thucydides
0.2,0.004166667,Thucydides
