author_rate,chunk_rate,chunk_rel,
0.2,0.000819672,Thucydides_Book1-74,
0.2,0.000819672,Thucydides_Book1-75,
0.2,0.000819672,Thucydides_Book1-76,
0.2,0.000819672,Thucydides_Book1-77,
0.2,0.000819672,Thucydides_Book1-78,
0.2,0.000819672,Thucydides_Book1-79,
0.2,0.000819672,Thucydides_Book1-8,
0.2,0.000819672,Thucydides_Book1-80,
0.2,0.000819672,Thucydides_Book1-81,
0.2,0.000819672,Thucydides_Book1-82,
0.2,0.000819672,Thucydides_Book1-83,
0.2,0.000819672,Thucydides_Book1-84,
0.2,0.000819672,Thucydides_Book1-85,
0.2,0.000819672,Thucydides_Book1-86,
0.2,0.000819672,Thucydides_Book1-87,
0.2,0.000819672,Thucydides_Book1-88,
0.2,0.000819672,Thucydides_Book1-89,
0.2,0.000819672,Thucydides_Book1-9,
0.2,0.000819672,Thucydides_Book1-90,
0.2,0.000819672,Thucydides_Book1-91,
0.2,0.000819672,Thucydides_Book1-92,
0.2,0.000819672,Thucydides_Book1-93,
0.2,0.000819672,Thucydides_Book1-94,
0.2,0.000819672,Thucydides_Book1-95,
0.2,0.000819672,Thucydides_Book1-96,
0.2,0.000819672,Thucydides_Book1-97,
0.2,0.000819672,Thucydides_Book1-98,
0.2,0.000819672,Thucydides_Book1-99,
