author_rate,chunk_rate,chunk_ref,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.0016,Herodotus,
0.2,0.002409639,Plutarch,83
0.2,0.002409639,Plutarch,
0.2,0.002409639,Plutarch,
