"","Aeschylus","Diodorus","Herodotus","Hesiod","HomerIL","HomerOD","Lysias","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"Hesiod",14,0,0,59,35,23,0,0,0,8,0,0,80
"HomerIL",3,0,0,6,110,25,0,0,0,1,0,0,35
"HomerOD",4,0,0,1,39,91,0,0,0,0,0,0,44
"Lysias",0,5,19,0,0,0,55,2,21,0,15,10,72
"Plutarch",0,17,17,0,0,0,5,34,35,1,6,8,89
"Polybius",1,16,5,0,0,0,7,7,115,0,3,2,41
"Sophocles",27,0,2,4,6,5,2,0,1,88,0,0,47
"Thucydides",0,8,11,0,1,1,16,11,28,1,31,13,90
"Xenophon",1,10,14,0,0,0,24,6,16,3,10,48,84
"-SUM-",52,63,75,21,88,59,68,38,181,50,49,46,790
"Aeschylus",84,0,0,2,2,2,0,0,1,29,0,0,36
"Diodorus",0,41,4,0,0,0,2,8,64,0,4,2,84
"Herodotus",2,8,70,0,1,1,10,5,21,2,14,13,77
"Hesiod",16,0,2,54,30,10,0,0,0,10,0,0,68
"HomerIL",6,0,0,6,121,21,0,0,0,1,0,0,34
"HomerOD",1,0,1,5,34,101,0,0,0,1,0,0,42
"Lysias",0,4,16,0,0,0,59,3,19,2,6,13,63
"Plutarch",0,12,13,0,0,0,7,43,48,1,14,6,101
"Polybius",0,12,3,0,0,0,5,6,118,1,4,2,33
"Sophocles",30,0,1,4,8,5,1,1,2,97,0,0,52
"Thucydides",0,4,24,0,0,0,15,8,32,1,36,16,100
"Xenophon",0,7,24,0,1,0,21,8,19,1,12,34,93
"-SUM-",55,47,88,17,76,39,61,39,206,49,54,52,783
"Aeschylus",107,0,1,4,3,2,0,0,1,26,0,0,37
"Diodorus",0,50,7,0,0,0,1,6,49,0,2,6,71
"Herodotus",1,11,51,0,1,2,11,10,20,2,10,19,87
"Hesiod",15,0,0,52,32,18,0,0,0,5,0,0,70
"HomerIL",1,0,0,4,126,29,0,0,0,0,0,0,34
"HomerOD",2,0,0,6,36,106,0,0,0,0,0,0,44
"Lysias",2,2,12,0,0,0,44,6,28,3,5,15,73
"Plutarch",2,15,13,0,0,0,7,32,47,0,13,7,104
"Polybius",0,14,8,0,0,0,2,3,103,1,2,5,35
"Sophocles",32,0,0,2,9,3,0,0,1,89,0,0,47
"Thucydides",0,11,19,0,1,0,18,7,33,0,40,9,98
"Xenophon",0,8,21,0,2,2,24,10,19,1,14,40,101
"-SUM-",55,61,81,16,84,56,63,42,198,38,46,61,801
"Aeschylus",92,0,0,4,8,3,1,0,0,28,0,0,44
"Diodorus",0,51,12,0,0,0,1,6,45,0,2,6,72
"Herodotus",1,11,59,2,1,0,11,9,21,2,15,12,85
"Hesiod",11,0,0,51,30,18,0,0,0,8,0,0,67
"HomerIL",3,0,0,2,94,19,0,0,0,3,0,0,27
"HomerOD",3,0,1,7,39,100,0,0,0,3,0,0,53
"Lysias",0,1,16,0,1,1,56,6,31,6,9,18,89
"Plutarch",1,14,14,0,1,0,7,38,46,1,8,2,94
"Polybius",0,12,2,0,0,0,7,3,121,0,2,1,27
"Sophocles",35,0,1,1,6,3,0,0,2,90,1,1,50
"Thucydides",0,8,18,0,0,0,16,12,35,0,34,14,103
"Xenophon",0,4,22,0,0,0,29,8,26,2,15,38,106
"-SUM-",54,50,86,16,86,44,72,44,206,53,52,54,817
"Aeschylus",136,0,2,5,3,5,0,0,0,28,0,1,44
"Diodorus",0,45,12,0,0,0,3,9,59,0,2,2,87
"Herodotus",2,6,65,1,0,0,7,6,17,1,12,14,66
"Hesiod",20,0,0,50,26,18,0,0,0,7,0,0,71
"HomerIL",1,0,0,7,110,19,1,0,0,1,0,0,29
"HomerOD",0,0,0,4,45,92,0,0,0,1,0,0,50
"Lysias",0,5,17,0,0,0,60,5,32,2,11,19,91
"Plutarch",1,7,12,0,2,0,5,38,45,0,9,5,86
"Polybius",0,7,4,0,1,0,2,3,110,0,4,2,23
"Sophocles",30,0,1,2,10,5,0,0,0,106,0,0,48
"Thucydides",1,5,21,1,0,1,11,8,39,0,32,13,100
"Xenophon",0,9,16,0,1,0,13,1,18,1,10,33,69
"-SUM-",55,39,85,20,88,48,42,32,210,41,48,56,764
"Aeschylus",109,0,0,2,6,7,0,2,0,25,0,0,42
"Diodorus",0,52,11,0,0,0,2,7,57,0,3,4,84
"Herodotus",0,8,63,0,1,3,7,7,17,1,8,11,63
"Hesiod",12,0,0,62,29,18,0,0,0,8,0,0,67
"HomerIL",0,0,0,4,123,29,0,0,0,0,0,0,33
"HomerOD",4,0,0,2,38,90,0,0,0,2,0,0,46
"Lysias",2,1,19,0,0,0,67,7,17,1,5,16,68
"Plutarch",1,11,18,0,1,0,3,39,45,0,10,8,97
"Polybius",0,12,8,0,1,0,5,4,97,1,2,0,33
"Sophocles",28,0,1,3,13,6,4,0,1,84,0,0,56
"Thucydides",0,6,21,0,0,1,9,11,35,0,39,12,95
"Xenophon",1,8,21,0,0,0,27,14,18,0,5,38,94
"-SUM-",48,46,99,11,89,64,57,52,190,38,33,51,778
"Aeschylus",94,0,1,5,9,6,1,0,0,23,0,1,46
"Diodorus",0,42,13,0,0,0,1,4,52,0,5,4,79
"Herodotus",3,13,68,1,0,2,12,9,20,0,14,9,83
"Hesiod",20,0,1,64,31,21,0,0,0,8,0,0,81
"HomerIL",1,0,0,8,126,23,0,0,0,1,0,0,33
"HomerOD",5,0,0,4,38,98,0,0,0,1,0,0,48
"Lysias",0,4,23,0,1,1,57,5,18,2,9,7,70
"Plutarch",0,7,12,0,0,0,10,40,48,1,9,6,93
"Polybius",1,9,4,0,2,0,5,5,104,0,3,2,31
"Sophocles",41,0,1,4,5,4,1,1,1,97,0,2,60
"Thucydides",0,6,25,0,0,0,10,10,20,1,41,7,79
"Xenophon",0,2,17,0,0,1,25,6,14,1,12,29,78
"-SUM-",71,41,97,22,86,58,65,40,173,38,52,38,781
"Aeschylus",85,1,0,3,3,3,0,1,1,26,0,0,38
"Diodorus",0,48,6,0,0,0,0,2,60,0,5,7,80
"Herodotus",1,8,77,0,1,1,4,7,13,2,10,12,59
"Hesiod",16,0,1,59,35,16,0,0,0,6,0,0,74
"HomerIL",3,0,0,2,116,17,0,0,0,0,0,0,22
"HomerOD",4,0,0,4,38,118,0,0,0,1,0,0,47
"Lysias",1,5,14,0,0,1,48,9,23,1,7,12,73
"Plutarch",0,16,20,0,1,0,6,41,42,0,13,10,108
"Polybius",0,15,6,0,0,0,4,6,123,0,4,4,39
"Sophocles",22,0,1,5,5,4,1,1,5,89,0,0,44
"Thucydides",1,9,22,0,1,0,13,8,25,2,36,9,90
"Xenophon",1,6,23,0,1,0,17,5,22,2,13,37,90
"-SUM-",49,60,93,14,85,42,45,39,191,40,52,54,764
"Aeschylus",104,0,2,5,9,4,0,1,0,21,0,0,42
"Diodorus",0,41,9,0,0,0,1,7,56,0,7,4,84
"Herodotus",1,7,79,0,0,2,6,8,25,4,8,16,77
"Hesiod",15,0,1,54,29,21,0,0,0,7,0,0,73
"HomerIL",4,0,0,5,111,20,0,0,1,1,0,0,31
"HomerOD",0,0,0,4,43,100,0,0,0,1,0,1,49
"Lysias",0,3,20,1,0,1,49,5,20,2,9,11,72
"Plutarch",1,9,15,0,0,0,6,33,49,0,7,5,92
"Polybius",1,6,8,0,0,0,6,6,102,0,2,3,32
"Sophocles",31,0,0,3,5,3,2,0,1,96,0,1,46
"Thucydides",0,8,24,0,0,0,19,12,35,0,34,10,108
"Xenophon",0,8,24,0,1,0,16,12,20,3,14,34,98
"-SUM-",53,41,103,18,87,51,56,51,207,39,47,51,804
"Aeschylus",93,0,1,1,8,3,0,0,0,30,0,0,43
"Diodorus",0,44,11,0,0,0,2,11,55,0,2,2,83
"Herodotus",1,9,68,0,0,1,7,13,17,2,15,9,74
"Hesiod",16,0,0,60,28,24,0,0,0,6,1,0,75
"HomerIL",4,0,0,2,109,28,0,0,0,3,0,0,37
"HomerOD",4,0,0,1,48,82,0,0,0,4,0,0,57
"Lysias",0,3,22,0,0,0,55,3,15,1,9,24,77
"Plutarch",2,16,18,1,1,0,9,29,51,0,12,3,113
"Polybius",3,9,10,0,0,0,5,8,103,1,0,5,41
"Sophocles",27,0,0,3,12,2,2,0,2,99,0,0,48
"Thucydides",0,8,20,0,0,1,15,10,22,2,34,8,86
"Xenophon",0,5,20,0,0,0,20,9,27,3,14,33,98
"-SUM-",57,50,102,8,97,59,60,54,189,52,53,51,832
"Aeschylus",105,0,0,3,3,6,0,0,0,21,0,0,33
"Diodorus",1,39,12,0,0,0,3,3,58,0,2,2,81
"Herodotus",1,8,53,0,3,3,9,8,19,1,19,12,83
"Hesiod",13,0,0,52,36,22,0,0,0,11,0,0,82
"HomerIL",2,0,0,7,112,23,0,0,0,2,0,0,34
"HomerOD",2,0,1,5,41,93,0,0,0,0,0,0,49
"Lysias",2,6,15,0,1,0,54,4,21,3,10,19,81
"Plutarch",1,10,17,0,0,1,13,32,52,0,7,9,110
"Polybius",2,10,4,0,0,0,8,5,113,0,3,1,33
"Sophocles",24,0,2,5,5,6,1,0,2,89,0,0,45
"Thucydides",2,8,13,0,2,0,23,9,26,2,36,7,92
"Xenophon",1,6,29,0,1,0,32,10,23,0,10,28,112
"-SUM-",51,48,93,20,92,61,89,39,201,40,51,50,835
"Aeschylus",93,0,1,7,5,4,0,0,1,32,0,0,50
"Diodorus",0,48,5,0,0,0,3,4,54,0,2,6,74
"Herodotus",1,10,61,0,0,0,11,3,24,4,11,9,73
"Hesiod",19,0,0,62,26,18,0,0,0,9,1,0,73
"HomerIL",3,0,0,4,101,23,0,0,0,0,0,0,30
"HomerOD",1,0,1,0,37,99,0,0,0,0,0,0,39
"Lysias",0,1,23,0,0,0,67,4,25,1,13,8,75
"Plutarch",1,14,18,0,0,0,10,27,44,0,9,4,100
"Polybius",0,11,3,0,0,0,5,6,108,0,6,2,33
"Sophocles",34,0,2,1,11,4,0,0,1,96,1,0,54
"Thucydides",1,4,21,0,1,2,13,7,37,3,43,10,99
"Xenophon",0,9,17,0,3,0,21,4,27,1,16,38,98
"-SUM-",60,49,91,12,83,51,63,28,213,50,59,39,798
"Aeschylus",109,0,0,4,7,6,1,0,0,27,0,0,45
"Diodorus",2,47,8,0,0,0,0,3,53,0,2,3,71
"Herodotus",2,7,56,0,1,1,3,2,28,3,10,9,66
"Hesiod",16,0,0,60,29,27,1,0,0,12,1,0,86
"HomerIL",1,0,0,4,98,18,0,0,2,2,0,0,27
"HomerOD",5,0,0,3,55,114,0,0,0,1,0,0,64
"Lysias",0,3,26,0,0,0,55,3,21,3,2,9,67
"Plutarch",1,16,22,0,1,1,6,30,45,0,10,9,111
"Polybius",0,12,5,0,0,0,2,7,102,0,5,3,34
"Sophocles",35,0,1,1,5,5,1,0,2,84,0,1,51
"Thucydides",0,3,25,0,0,0,16,8,37,3,32,5,97
"Xenophon",1,7,33,0,0,0,28,2,16,0,17,31,104
"-SUM-",63,48,120,12,98,58,58,25,204,51,47,39,823
"Aeschylus",104,0,0,9,6,3,0,1,0,28,0,0,47
"Diodorus",1,53,6,0,0,0,3,3,44,0,4,4,65
"Herodotus",3,7,69,0,2,2,9,9,22,2,5,9,70
"Hesiod",19,0,1,59,33,19,0,0,0,8,0,0,80
"HomerIL",1,0,0,4,102,16,0,0,0,1,0,0,22
"HomerOD",7,0,0,5,38,92,0,0,0,0,0,0,50
"Lysias",2,2,17,0,0,1,54,7,22,3,8,18,80
"Plutarch",2,11,14,0,0,0,3,32,44,0,8,8,90
"Polybius",1,18,7,0,0,0,2,6,144,0,5,3,42
"Sophocles",35,0,3,1,3,1,0,0,1,92,0,2,46
"Thucydides",1,11,26,1,0,0,10,6,24,0,41,11,90
"Xenophon",0,2,21,0,2,0,19,10,13,1,15,34,83
"-SUM-",72,51,95,20,84,42,46,42,170,43,45,55,765
"Aeschylus",91,0,0,2,3,4,0,0,0,27,0,0,36
"Diodorus",0,46,8,0,0,0,1,1,78,0,8,0,96
"Herodotus",1,3,66,0,2,2,6,9,25,2,18,9,77
"Hesiod",15,0,0,57,33,17,0,0,0,6,0,0,71
"HomerIL",1,0,0,6,108,27,0,0,0,0,0,0,34
"HomerOD",1,0,0,4,43,104,0,0,0,1,1,0,50
"Lysias",0,1,34,0,0,0,60,3,27,2,10,8,85
"Plutarch",1,10,14,0,2,0,6,29,43,0,8,7,91
"Polybius",1,5,6,0,0,0,4,7,113,0,6,3,32
"Sophocles",42,0,2,2,8,4,1,0,0,96,0,0,59
"Thucydides",0,5,22,1,0,0,15,7,36,0,37,5,91
"Xenophon",0,4,24,0,1,1,19,5,18,0,12,28,84
"-SUM-",62,28,110,15,92,55,52,32,227,38,63,32,806
"Aeschylus",76,0,0,3,7,2,0,1,0,37,0,0,50
"Diodorus",1,38,9,0,0,0,1,6,67,0,6,0,90
"Herodotus",0,8,71,0,0,1,5,4,26,3,18,11,76
"Hesiod",21,0,1,49,28,31,0,0,0,9,0,0,90
"HomerIL",1,0,0,7,118,14,0,0,0,2,1,0,25
"HomerOD",1,0,0,1,36,108,0,0,1,1,0,0,40
"Lysias",0,1,23,0,1,1,48,5,23,3,11,7,75
"Plutarch",2,10,19,0,1,0,6,40,38,1,5,3,85
"Polybius",1,12,4,0,0,1,4,7,120,0,6,5,40
"Sophocles",35,0,1,2,4,4,0,0,1,86,1,0,48
"Thucydides",0,7,17,0,1,1,14,16,26,0,46,12,94
"Xenophon",0,7,15,0,1,0,20,7,23,4,16,35,93
"-SUM-",62,45,89,13,79,55,50,46,205,60,64,38,806
"Aeschylus",113,1,0,5,10,5,0,2,0,29,0,0,52
"Diodorus",0,58,10,0,0,0,1,9,64,0,3,2,89
"Herodotus",0,9,60,1,1,2,7,11,19,3,17,10,80
"Hesiod",19,0,0,53,21,13,0,0,0,11,0,0,64
"HomerIL",3,0,0,5,109,14,0,0,0,0,0,0,22
"HomerOD",2,0,0,6,40,82,0,0,0,3,1,0,52
"Lysias",0,4,20,0,1,0,56,6,25,5,13,10,84
"Plutarch",0,17,14,0,0,0,4,35,44,0,7,6,92
"Polybius",0,12,8,0,2,0,4,3,103,0,3,1,33
"Sophocles",24,0,2,3,4,4,2,0,0,90,0,0,39
"Thucydides",0,6,23,0,0,0,12,11,30,0,50,13,95
"Xenophon",0,9,19,0,2,0,23,9,26,1,13,28,102
"-SUM-",48,58,96,20,81,38,53,51,208,52,57,42,804
"Aeschylus",101,1,0,3,6,2,0,0,0,27,0,0,39
"Diodorus",0,41,6,0,0,0,4,5,60,0,7,2,84
"Herodotus",1,7,63,0,0,1,8,9,19,0,15,11,71
"Hesiod",19,0,0,48,35,16,0,0,0,4,1,0,75
"HomerIL",1,0,0,4,118,30,0,0,0,2,0,0,37
"HomerOD",3,0,0,1,45,96,0,0,0,1,0,0,50
"Lysias",0,1,19,1,0,0,53,5,28,3,16,16,89
"Plutarch",0,11,16,0,0,1,7,25,52,1,9,4,101
"Polybius",1,15,6,0,0,0,9,4,112,0,5,5,45
"Sophocles",37,0,2,3,9,2,0,0,0,85,0,0,53
"Thucydides",0,10,22,0,0,0,11,8,30,0,34,7,88
"Xenophon",1,13,17,0,0,1,21,8,26,1,7,38,95
"-SUM-",63,58,88,12,95,53,60,39,215,39,60,45,827
"Aeschylus",97,2,0,3,5,4,1,0,0,33,0,0,48
"Diodorus",0,50,9,0,0,0,3,7,58,0,3,4,84
"Herodotus",0,11,68,0,2,1,5,8,18,0,15,18,78
"Hesiod",15,0,1,49,28,19,0,0,0,5,0,0,68
"HomerIL",2,0,0,5,115,17,0,0,0,1,0,0,25
"HomerOD",1,0,0,6,47,94,0,0,0,1,0,0,55
"Lysias",1,1,19,0,1,1,64,4,25,3,8,13,76
"Plutarch",0,14,16,0,0,0,12,32,39,0,9,3,93
"Polybius",0,19,5,0,0,0,3,9,116,0,7,1,44
"Sophocles",37,0,1,1,12,6,0,0,1,76,1,2,61
"Thucydides",0,6,16,0,0,0,9,14,27,0,35,13,85
"Xenophon",1,7,29,0,1,0,17,8,28,1,9,27,101
"-SUM-",57,60,96,15,96,48,50,50,196,44,52,54,818
"Aeschylus",101,0,1,4,0,6,0,0,0,29,0,0,40
"Diodorus",0,45,10,0,0,0,2,7,62,0,4,5,90
"Herodotus",3,10,71,1,1,1,10,10,12,4,13,11,76
"Hesiod",18,0,0,53,26,28,0,0,0,3,0,0,75
"HomerIL",2,0,0,5,110,32,0,0,0,0,0,0,39
"HomerOD",1,0,0,4,41,90,0,0,0,1,0,0,47
"Lysias",0,4,18,0,0,0,53,6,26,3,11,16,84
"Plutarch",0,6,16,0,1,1,5,46,36,0,8,6,79
"Polybius",0,18,7,0,0,0,4,8,95,0,7,4,48
"Sophocles",34,0,1,6,3,4,0,0,1,81,0,1,50
"Thucydides",1,2,28,0,0,2,11,4,40,0,40,13,101
"Xenophon",1,11,23,0,0,0,13,9,17,1,11,41,86
"-SUM-",60,51,104,20,72,74,45,44,194,41,54,56,815
"Aeschylus",94,0,0,4,2,7,1,0,0,31,0,0,45
"Diodorus",1,45,14,0,0,0,0,5,72,0,5,2,99
"Herodotus",1,5,58,0,0,2,12,10,22,1,17,8,78
"Hesiod",25,0,0,57,31,17,0,0,0,7,0,0,80
"HomerIL",3,0,0,4,121,19,1,0,0,2,0,0,29
"HomerOD",2,0,0,1,35,94,0,0,0,0,0,0,38
"Lysias",2,0,22,0,0,0,57,3,27,4,6,11,75
"Plutarch",1,10,20,0,0,0,8,39,37,1,6,3,86
"Polybius",1,14,7,0,0,0,6,5,106,0,1,2,36
"Sophocles",26,0,3,0,5,3,0,0,1,87,2,0,40
"Thucydides",0,6,20,0,0,0,21,12,23,2,27,19,103
"Xenophon",2,7,24,0,1,0,24,8,31,2,11,37,110
"-SUM-",64,42,110,9,74,48,73,43,213,50,48,45,819
"Aeschylus",112,0,2,1,6,4,1,1,0,19,0,0,34
"Diodorus",0,40,6,0,0,0,0,7,66,1,4,4,88
"Herodotus",2,9,72,1,1,0,11,5,19,0,15,11,74
"Hesiod",20,0,0,57,28,22,0,0,0,7,0,0,77
"HomerIL",3,0,0,4,109,22,0,0,0,1,0,0,30
"HomerOD",2,0,0,2,28,117,0,0,0,1,0,0,33
"Lysias",2,3,18,1,0,0,40,5,19,5,12,23,88
"Plutarch",2,10,22,0,0,0,3,35,38,0,8,12,95
"Polybius",1,13,2,0,0,0,5,5,110,0,4,2,32
"Sophocles",35,0,2,2,8,5,1,1,1,80,1,1,57
"Thucydides",1,6,25,0,1,0,8,9,28,0,34,15,93
"Xenophon",1,5,24,0,3,0,19,7,24,2,11,38,96
"-SUM-",69,46,101,11,75,53,48,40,195,36,55,68,797
"Aeschylus",88,2,3,4,3,3,0,0,0,26,0,0,41
"Diodorus",0,47,12,0,0,0,2,4,69,0,2,3,92
"Herodotus",1,6,75,0,0,1,5,8,19,3,11,8,62
"Hesiod",12,0,0,59,31,21,1,0,0,9,0,0,74
"HomerIL",2,0,1,7,120,25,0,0,0,3,0,0,38
"HomerOD",1,0,1,2,32,93,0,0,0,2,0,0,38
"Lysias",1,4,15,0,1,1,65,3,21,1,4,6,57
"Plutarch",1,11,17,0,2,0,11,38,41,1,11,11,106
"Polybius",0,17,6,0,0,0,5,2,113,1,2,2,35
"Sophocles",31,0,3,5,7,4,0,3,2,92,0,0,55
"Thucydides",0,12,18,0,0,1,16,7,29,0,31,10,93
"Xenophon",0,7,21,0,0,0,20,6,24,1,19,31,98
"-SUM-",49,59,97,18,76,56,60,33,205,47,49,40,789
"Aeschylus",101,0,0,5,3,2,0,1,0,32,0,1,44
"Diodorus",0,42,10,0,0,0,0,4,64,0,2,4,84
"Herodotus",3,15,73,2,1,0,8,6,19,1,14,11,80
"Hesiod",15,0,0,48,25,21,0,0,0,11,0,0,72
"HomerIL",3,0,0,5,117,24,0,0,0,2,0,0,34
"HomerOD",4,0,0,3,38,100,0,0,0,3,0,0,48
"Lysias",0,5,17,0,0,1,53,5,29,0,10,12,79
"Plutarch",3,16,6,0,0,0,10,33,31,1,6,6,79
"Polybius",0,8,8,0,1,0,2,8,112,0,3,2,32
"Sophocles",38,0,2,3,7,2,4,0,2,85,0,0,58
"Thucydides",0,12,17,0,1,0,16,7,34,1,33,9,97
"Xenophon",0,11,26,0,2,1,24,7,26,1,12,27,110
"-SUM-",66,67,86,18,78,51,64,38,205,52,47,45,817
"Aeschylus",92,1,0,5,4,3,1,0,1,27,0,0,42
"Diodorus",1,50,6,0,0,0,1,9,45,0,7,5,74
"Herodotus",1,7,71,0,2,2,6,2,17,1,12,11,61
"Hesiod",10,0,0,64,29,24,0,0,0,9,1,0,73
"HomerIL",2,0,0,5,124,28,0,0,0,3,0,0,38
"HomerOD",4,0,0,1,40,93,0,0,0,0,0,0,45
"Lysias",0,3,13,0,3,1,55,1,25,4,14,12,76
"Plutarch",4,13,23,0,0,1,2,35,36,0,10,7,96
"Polybius",0,13,5,0,1,0,2,8,127,0,5,3,37
"Sophocles",32,0,0,5,7,8,2,0,2,87,0,0,56
"Thucydides",1,7,18,0,0,1,8,10,22,0,45,8,75
"Xenophon",0,6,28,0,1,0,22,7,19,1,11,30,95
"-SUM-",55,50,93,16,87,68,44,37,167,45,60,46,768
"Aeschylus",111,0,0,5,6,3,0,0,0,34,0,0,48
"Diodorus",0,51,10,0,0,0,7,9,51,0,3,5,85
"Herodotus",2,11,79,0,1,1,4,8,22,3,12,15,79
"Hesiod",13,0,0,57,36,20,0,0,0,8,0,0,77
"HomerIL",2,0,0,2,104,21,0,0,0,4,0,0,29
"HomerOD",3,0,1,1,41,77,0,0,0,3,0,0,49
"Lysias",1,1,10,0,1,1,63,1,17,5,11,10,58
"Plutarch",1,9,16,0,2,0,5,33,41,1,11,6,92
"Polybius",0,15,9,0,0,0,6,7,105,0,7,1,45
"Sophocles",38,0,3,5,7,1,1,0,0,74,0,0,55
"Thucydides",1,7,28,0,0,1,17,11,28,0,43,6,99
"Xenophon",1,10,25,0,0,1,21,6,18,1,12,33,95
"-SUM-",62,53,102,13,94,49,61,42,177,59,56,43,811
"Aeschylus",88,1,0,3,2,8,1,0,0,27,0,0,42
"Diodorus",0,44,6,0,0,0,2,9,55,0,4,2,78
"Herodotus",1,5,73,0,0,2,10,5,18,4,18,15,78
"Hesiod",19,0,1,66,24,15,1,0,0,10,0,0,70
"HomerIL",3,0,0,2,118,19,0,0,0,2,0,0,26
"HomerOD",7,0,0,4,42,119,0,0,0,0,0,0,53
"Lysias",1,1,13,0,0,0,52,5,18,2,10,9,59
"Plutarch",0,17,19,0,0,1,8,39,44,0,8,6,103
"Polybius",1,12,5,0,0,0,6,7,102,0,2,2,35
"Sophocles",28,0,2,3,10,8,0,0,0,102,0,2,53
"Thucydides",0,5,30,0,0,0,8,6,29,1,35,12,91
"Xenophon",0,7,18,0,0,0,24,7,16,1,10,32,83
"-SUM-",60,48,94,12,78,53,60,39,180,47,52,48,771
"Aeschylus",108,0,1,1,5,4,0,1,0,38,0,0,50
"Diodorus",0,42,11,0,0,0,3,2,52,0,1,1,70
"Herodotus",4,10,69,0,1,1,10,10,21,1,12,9,79
"Hesiod",26,0,0,57,29,16,0,0,0,9,0,0,80
"HomerIL",2,0,0,4,103,19,0,0,1,0,0,0,26
"HomerOD",2,0,0,3,33,111,0,0,0,0,0,1,39
"Lysias",0,3,19,0,1,1,51,8,19,3,15,12,81
"Plutarch",0,9,12,0,1,0,5,45,43,0,13,6,89
"Polybius",0,15,5,0,0,0,5,4,109,1,6,4,40
"Sophocles",40,0,1,2,9,7,1,0,1,88,2,0,63
"Thucydides",0,8,29,0,0,1,10,7,25,1,32,6,87
"Xenophon",1,6,23,0,2,1,20,4,23,1,13,28,94
"-SUM-",75,51,101,10,81,50,54,36,185,54,62,39,798
"Aeschylus",97,1,1,3,3,1,0,1,0,23,0,0,33
"Diodorus",0,44,6,0,0,0,1,5,76,0,3,2,93
"Herodotus",1,13,75,0,0,0,12,5,15,5,8,2,61
"Hesiod",14,0,0,62,34,11,0,0,0,6,0,0,65
"HomerIL",2,0,0,2,106,21,0,0,0,1,0,0,26
"HomerOD",3,0,0,4,39,80,0,0,0,1,0,0,47
"Lysias",0,4,22,0,1,0,65,2,21,1,9,14,74
"Plutarch",2,10,22,0,0,0,7,48,32,1,8,10,92
"Polybius",1,11,8,0,0,0,8,5,107,0,5,2,40
"Sophocles",32,0,1,4,12,1,1,0,0,96,0,0,51
"Thucydides",2,4,22,0,1,1,15,6,36,0,38,9,96
"Xenophon",0,7,24,0,2,1,32,7,29,0,16,27,118
"-SUM-",57,50,106,13,92,36,76,31,209,38,49,39,796
"Aeschylus",82,0,1,6,7,6,0,1,0,36,0,0,57
"Diodorus",2,35,10,0,0,1,1,10,64,0,3,3,94
"Herodotus",3,10,75,1,2,1,8,2,21,2,10,7,67
"Hesiod",21,0,0,51,32,27,0,0,0,5,0,0,85
"HomerIL",2,0,0,0,111,23,0,0,0,2,0,0,27
"HomerOD",3,0,0,6,34,101,0,0,0,1,0,0,44
"Lysias",0,2,17,0,0,0,48,7,23,2,7,9,67
"Plutarch",0,10,21,1,1,0,5,35,46,0,8,5,97
"Polybius",0,11,7,0,1,0,2,10,109,0,2,2,35
"Sophocles",40,0,4,2,5,2,1,0,1,91,0,1,56
"Thucydides",0,8,28,0,0,0,15,10,32,0,43,10,103
"Xenophon",1,5,20,0,1,0,24,6,23,1,13,34,94
"-SUM-",72,46,108,16,83,60,56,46,210,49,43,37,826
"Aeschylus",96,0,2,2,11,1,1,1,0,37,0,1,56
"Diodorus",0,48,10,0,0,1,0,7,74,0,4,2,98
"Herodotus",2,5,75,0,0,2,8,2,23,1,13,11,67
"Hesiod",13,0,1,59,39,20,0,0,0,6,0,0,79
"HomerIL",1,0,1,3,113,17,0,0,0,2,0,0,24
"HomerOD",2,0,0,2,36,99,0,0,0,1,0,0,41
"Lysias",1,2,13,0,2,0,47,6,24,3,13,15,79
"Plutarch",0,5,12,0,1,0,4,32,38,0,10,3,73
"Polybius",2,15,10,0,0,0,4,4,110,0,2,2,39
"Sophocles",19,0,1,1,7,4,0,2,0,103,0,0,34
"Thucydides",0,6,30,0,2,0,11,9,26,1,37,12,97
"Xenophon",0,7,25,0,1,0,16,10,21,1,21,33,102
"-SUM-",40,40,105,8,99,45,44,41,206,52,63,46,789
"Aeschylus",105,0,1,1,3,10,1,0,0,30,0,0,46
"Diodorus",0,51,6,0,0,1,0,10,57,0,5,3,82
"Herodotus",0,7,77,0,1,0,9,6,20,3,3,7,56
"Hesiod",21,0,1,63,29,12,0,0,0,6,0,0,69
"HomerIL",1,0,0,4,126,21,0,0,0,1,0,0,27
"HomerOD",2,0,0,5,49,90,0,0,0,0,0,0,56
"Lysias",0,1,15,0,0,0,60,10,23,3,8,12,72
"Plutarch",1,12,16,0,0,0,6,28,41,1,12,4,93
"Polybius",0,16,4,0,0,0,2,8,108,0,4,4,38
"Sophocles",31,0,1,1,9,2,1,0,2,87,0,0,47
"Thucydides",0,11,23,0,0,1,11,7,25,1,38,11,90
"Xenophon",0,8,35,0,1,0,26,6,20,0,13,23,109
"-SUM-",56,55,102,11,92,47,56,47,188,45,45,41,785
"Aeschylus",109,0,0,3,6,3,0,1,1,27,0,0,41
"Diodorus",1,49,9,0,0,0,1,3,57,0,3,3,77
"Herodotus",1,8,63,0,1,0,6,5,24,4,13,11,73
"Hesiod",18,0,0,61,26,18,0,0,0,6,0,0,68
"HomerIL",1,0,1,5,111,27,0,0,0,3,0,0,37
"HomerOD",3,0,0,5,50,93,0,0,0,0,0,0,58
"Lysias",0,0,21,0,0,0,58,7,21,1,7,15,72
"Plutarch",1,13,15,0,0,1,11,37,35,0,8,8,92
"Polybius",0,13,7,0,0,0,8,7,88,0,2,5,42
