"","Aeschylus","Diodorus","Herodotus","Hesiod","HomerIL","HomerOD","Lysias","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"Thucydides",0,14,18,0,1,1,14,7,30,1,32,14,100
"Xenophon",0,10,15,0,0,0,24,12,27,1,12,39,101
"-SUM-",68,61,90,20,73,46,67,39,194,35,58,37,788
"Aeschylus",87,0,1,3,3,4,1,0,0,36,0,0,48
"Diodorus",0,54,11,0,0,0,1,6,55,0,4,2,79
"Herodotus",1,5,69,0,1,0,9,4,22,3,11,9,65
"Hesiod",15,0,0,57,49,15,0,0,0,7,1,0,87
"HomerIL",2,0,0,2,113,16,0,0,0,1,0,0,21
"HomerOD",1,0,0,7,54,97,0,0,0,1,0,0,63
"Lysias",0,3,16,0,2,0,60,7,21,1,12,10,72
"Plutarch",3,10,14,0,1,0,7,36,32,0,13,1,81
"Polybius",0,14,4,0,0,0,5,11,113,0,2,5,41
"Sophocles",35,0,1,5,9,2,1,0,0,84,0,0,53
"Thucydides",0,7,18,0,0,0,10,7,35,3,46,9,89
"Xenophon",0,3,21,0,3,0,20,4,26,1,14,34,92
"-SUM-",57,42,86,17,122,37,54,39,191,53,57,36,791
"Aeschylus",83,1,0,3,7,5,0,0,0,32,0,0,48
"Diodorus",1,54,8,0,0,1,0,4,64,0,4,6,88
"Herodotus",0,8,66,0,2,0,12,6,17,1,17,8,71
"Hesiod",20,0,0,56,26,24,0,0,0,7,0,0,77
"HomerIL",6,0,0,7,103,20,0,0,0,2,0,0,35
"HomerOD",1,0,0,3,36,92,0,0,0,2,0,0,42
"Lysias",1,3,21,0,1,0,62,6,22,2,13,12,81
"Plutarch",0,10,16,0,0,0,11,42,37,0,11,9,94
"Polybius",2,14,3,0,1,0,2,9,99,0,8,2,41
"Sophocles",42,0,2,3,4,1,4,1,0,92,0,1,58
"Thucydides",0,7,18,0,0,0,14,9,34,0,33,13,95
"Xenophon",1,5,33,0,1,0,11,9,20,2,12,35,94
"-SUM-",74,48,101,16,78,51,54,44,194,48,65,51,824
"Aeschylus",92,0,0,3,2,9,1,0,0,32,0,0,47
"Diodorus",0,37,7,0,0,0,0,8,70,0,1,4,90
"Herodotus",1,7,59,1,2,2,6,6,22,0,14,17,78
"Hesiod",17,0,0,53,30,18,0,0,0,8,0,0,73
"HomerIL",1,0,0,6,130,15,0,0,0,2,0,0,24
"HomerOD",3,0,1,3,44,86,0,0,0,1,0,0,52
"Lysias",0,3,28,0,1,2,57,6,19,2,14,14,89
"Plutarch",0,15,17,0,0,1,6,35,44,0,7,6,96
"Polybius",1,12,5,0,0,0,8,4,103,0,1,2,33
"Sophocles",32,0,2,3,11,3,1,1,1,90,0,3,57
"Thucydides",1,8,21,1,1,0,13,13,27,1,32,7,93
"Xenophon",0,9,27,0,2,0,26,7,21,2,9,32,103
"-SUM-",56,54,108,17,93,50,61,45,204,48,46,53,835
"Aeschylus",95,1,1,5,6,3,0,0,1,20,0,0,37
"Diodorus",1,50,9,0,0,0,1,5,50,0,4,3,73
"Herodotus",0,14,57,0,0,2,8,7,20,0,7,9,67
"Hesiod",16,0,0,45,34,20,0,0,0,9,0,0,79
"HomerIL",1,0,0,4,142,22,0,0,0,3,0,0,30
"HomerOD",2,0,0,2,47,105,0,0,0,1,0,1,53
"Lysias",1,1,13,0,0,0,54,10,25,1,9,10,70
"Plutarch",0,15,22,0,0,0,6,27,44,0,12,10,109
"Polybius",0,17,7,0,0,0,7,6,101,0,3,5,45
"Sophocles",28,0,2,3,6,3,2,0,0,96,0,0,44
"Thucydides",2,8,22,0,1,1,20,5,28,1,34,7,95
"Xenophon",0,9,18,0,1,1,15,8,32,0,11,38,95
"-SUM-",51,65,94,14,95,52,59,41,200,35,46,45,797
"Aeschylus",91,1,0,9,7,5,0,0,0,27,0,0,49
"Diodorus",1,48,10,0,0,0,0,6,59,0,3,2,81
"Herodotus",0,7,71,0,1,0,7,8,23,1,13,9,69
"Hesiod",21,0,0,44,23,19,0,0,0,6,0,0,69
"HomerIL",0,0,0,3,119,25,0,0,0,0,0,0,28
"HomerOD",3,0,0,4,46,97,0,0,0,0,0,0,53
"Lysias",0,7,21,0,1,3,55,5,20,5,13,13,88
"Plutarch",0,10,13,0,0,0,9,43,48,2,9,5,96
"Polybius",1,12,6,0,0,0,3,11,111,0,6,4,43
"Sophocles",29,0,0,3,6,4,0,1,1,86,1,0,45
"Thucydides",0,6,26,0,0,0,12,11,31,2,34,4,92
"Xenophon",1,5,21,0,2,0,18,10,30,0,9,33,96
"-SUM-",56,48,97,19,86,56,49,52,212,43,54,37,809
"Aeschylus",104,0,2,2,7,3,0,0,0,34,0,0,48
"Diodorus",0,65,12,0,0,0,3,6,58,0,4,5,88
"Herodotus",2,7,71,0,0,0,3,16,21,2,9,15,75
"Hesiod",19,0,1,52,34,20,0,0,0,7,0,0,81
"HomerIL",2,0,0,2,103,24,0,0,0,3,0,0,31
"HomerOD",8,0,0,2,43,93,0,0,0,0,0,0,53
"Lysias",0,4,22,0,0,0,45,4,28,2,6,12,78
"Plutarch",1,9,11,0,0,0,7,36,39,0,9,6,82
"Polybius",0,10,6,0,0,0,3,3,100,0,5,4,31
"Sophocles",19,0,0,2,8,3,1,0,1,103,0,0,34
"Thucydides",1,7,24,0,1,0,21,12,33,2,37,7,108
"Xenophon",0,7,23,0,1,0,16,10,19,2,13,32,91
"-SUM-",52,44,101,8,94,50,54,51,199,52,46,49,800
"Aeschylus",108,0,0,6,11,1,0,0,0,25,0,0,43
"Diodorus",0,49,7,0,0,0,1,8,51,0,1,5,73
"Herodotus",0,13,62,0,2,0,6,7,20,1,6,11,66
"Hesiod",22,0,0,59,33,22,0,0,0,8,1,2,88
"HomerIL",2,0,0,6,109,17,0,0,0,1,0,0,26
"HomerOD",3,0,0,4,40,108,0,0,0,1,0,0,48
"Lysias",0,6,21,0,1,1,60,6,22,1,11,6,75
"Plutarch",2,15,10,0,1,0,5,41,37,0,6,5,81
"Polybius",1,15,3,0,0,0,5,4,109,0,3,4,35
"Sophocles",29,0,2,4,5,5,1,0,1,84,0,1,48
"Thucydides",2,7,31,0,0,2,14,7,25,0,41,16,104
"Xenophon",1,8,19,0,2,0,22,2,25,0,11,34,90
"-SUM-",62,64,93,20,95,48,54,34,181,37,39,50,777
"Aeschylus",109,0,0,3,9,4,0,1,1,33,0,0,51
"Diodorus",1,48,3,0,0,1,3,8,60,0,4,2,82
"Herodotus",2,5,71,0,2,2,12,4,26,1,11,10,75
"Hesiod",15,0,1,53,26,24,0,0,0,3,0,0,69
"HomerIL",7,0,0,4,89,21,0,0,0,1,0,0,33
"HomerOD",3,0,0,6,33,109,0,0,0,0,0,0,42
"Lysias",0,1,17,0,1,1,62,3,22,3,10,14,72
"Plutarch",0,19,16,1,0,0,8,43,42,0,12,5,103
"Polybius",0,14,6,0,0,0,5,8,105,1,4,8,46
"Sophocles",36,0,5,3,6,2,0,0,2,86,0,0,54
"Thucydides",2,6,25,0,0,0,12,6,24,0,38,10,85
"Xenophon",0,10,19,0,1,0,17,11,17,0,11,30,86
"-SUM-",66,55,92,17,78,55,57,41,194,42,52,49,798
"Aeschylus",102,0,0,3,5,2,0,1,0,31,0,1,43
"Diodorus",0,49,8,0,0,1,1,9,64,0,7,4,94
"Herodotus",2,9,56,0,1,2,8,9,20,2,14,8,75
"Hesiod",16,0,1,55,34,19,0,0,0,6,0,0,76
"HomerIL",5,0,0,7,135,25,0,0,0,0,0,0,37
"HomerOD",2,0,0,3,29,84,0,0,0,0,0,0,34
"Lysias",3,5,17,0,0,0,60,4,18,2,13,12,74
"Plutarch",3,9,11,0,0,0,8,38,46,1,5,6,89
"Polybius",1,16,6,0,0,0,4,3,93,0,6,3,39
"Sophocles",24,0,1,5,12,5,2,0,1,82,0,0,50
"Thucydides",0,6,24,0,0,0,14,8,29,1,48,14,96
"Xenophon",0,5,18,0,1,0,29,6,20,5,11,37,95
"-SUM-",56,50,86,18,82,54,66,40,198,48,56,48,802
"Aeschylus",109,0,0,2,4,3,0,0,0,39,0,0,48
"Diodorus",0,49,6,0,0,1,1,3,67,0,5,4,87
"Herodotus",2,7,74,0,0,2,5,8,22,3,9,7,65
"Hesiod",23,0,0,60,31,20,0,0,0,6,0,0,80
"HomerIL",0,0,0,2,98,27,0,0,0,0,0,0,29
"HomerOD",5,0,0,1,40,101,0,0,0,3,0,0,49
"Lysias",1,2,20,0,0,1,64,7,12,4,9,13,69
"Plutarch",0,11,12,0,1,1,6,39,47,1,4,6,89
"Polybius",0,14,2,0,0,0,2,11,91,1,4,3,37
"Sophocles",22,0,5,1,9,5,1,0,1,96,1,0,45
"Thucydides",0,6,32,0,0,0,17,10,31,0,35,9,105
"Xenophon",0,4,20,0,1,0,20,9,23,1,14,30,92
"-SUM-",53,44,97,6,86,60,52,48,203,58,46,42,795
"Aeschylus",96,0,0,2,4,3,1,0,0,38,0,0,48
"Diodorus",1,52,6,0,0,0,0,7,49,0,2,2,67
"Herodotus",4,7,71,0,0,3,8,7,13,3,5,10,60
"Hesiod",20,0,1,53,34,26,0,0,0,6,0,0,87
"HomerIL",2,0,0,4,122,22,0,0,0,4,0,0,32
"HomerOD",3,0,0,4,38,85,0,0,0,2,0,0,47
"Lysias",1,2,16,0,0,1,56,7,28,2,9,9,75
"Plutarch",0,10,15,0,1,0,5,44,47,1,7,8,94
"Polybius",0,7,5,0,1,0,5,8,115,0,6,0,32
"Sophocles",37,0,0,4,8,4,2,1,0,90,0,0,56
"Thucydides",1,3,20,0,0,1,17,9,36,0,35,16,103
"Xenophon",0,4,21,0,0,1,15,10,27,0,14,29,92
"-SUM-",69,33,84,14,86,61,53,49,200,56,43,45,793
"Aeschylus",106,1,0,7,7,1,0,0,0,30,0,0,46
"Diodorus",1,42,11,0,0,0,2,6,49,0,1,4,74
"Herodotus",1,9,81,0,3,2,5,4,20,2,6,9,61
"Hesiod",21,0,1,57,29,18,0,0,0,8,0,0,77
"HomerIL",2,0,0,5,104,17,0,0,0,2,0,0,26
"HomerOD",2,0,0,6,50,96,0,0,0,1,1,0,60
"Lysias",1,1,14,0,1,0,47,5,19,3,11,16,71
"Plutarch",1,11,19,0,1,0,9,42,49,1,10,6,107
"Polybius",0,9,4,0,0,1,7,4,100,0,2,6,33
"Sophocles",25,0,2,8,12,4,0,0,2,100,0,1,54
"Thucydides",1,4,29,0,1,1,12,6,28,2,39,12,96
"Xenophon",0,10,17,0,0,0,24,6,16,0,15,34,88
"-SUM-",55,45,97,26,104,44,59,31,183,49,46,54,793
"Aeschylus",88,0,1,6,7,3,0,0,0,30,0,0,47
"Diodorus",0,52,1,0,0,0,1,10,53,0,5,1,71
"Herodotus",1,11,76,0,1,2,12,8,25,0,12,12,84
"Hesiod",20,0,1,58,35,18,0,0,0,4,0,0,78
"HomerIL",0,0,0,3,130,22,0,0,0,3,0,0,28
"HomerOD",3,0,0,8,32,92,0,0,0,1,0,0,44
"Lysias",1,0,15,0,1,0,54,2,18,4,11,14,66
"Plutarch",1,9,5,0,0,0,11,33,51,0,10,6,93
"Polybius",0,18,7,0,0,0,2,5,120,1,3,1,37
"Sophocles",28,0,0,2,13,4,1,0,0,83,0,0,48
"Thucydides",2,6,18,0,0,2,24,9,24,3,36,7,95
"Xenophon",0,8,19,0,0,0,25,14,26,0,12,24,104
"-SUM-",56,52,67,19,89,51,76,48,197,46,53,41,795
"Aeschylus",94,0,3,12,8,3,0,1,0,37,0,0,64
"Diodorus",0,54,12,0,0,0,3,4,62,0,6,2,89
"Herodotus",0,2,64,0,0,1,7,9,21,1,10,12,63
"Hesiod",10,0,0,70,28,16,0,0,0,11,0,0,65
"HomerIL",2,0,0,8,105,17,0,0,0,1,0,0,28
"HomerOD",3,0,0,4,35,92,0,0,0,0,0,0,42
"Lysias",0,3,16,0,1,1,52,7,21,3,9,16,77
"Plutarch",2,11,13,1,0,0,8,29,40,1,11,6,93
"Polybius",0,16,8,0,0,0,6,5,100,0,1,3,39
"Sophocles",29,0,1,4,7,2,2,0,1,103,1,1,48
"Thucydides",2,3,21,0,0,2,14,10,35,0,38,11,98
"Xenophon",0,7,22,0,0,0,26,9,23,2,18,27,107
"-SUM-",48,42,96,29,79,42,66,45,203,56,56,51,813
"Aeschylus",111,0,0,3,6,2,0,0,0,33,0,0,44
"Diodorus",0,43,8,0,0,0,1,4,68,0,4,2,87
"Herodotus",2,6,67,0,2,2,10,5,13,2,10,8,60
"Hesiod",24,0,1,52,34,20,0,0,0,3,0,0,82
"HomerIL",6,0,0,3,123,15,0,0,0,1,0,0,25
"HomerOD",3,0,0,5,42,92,0,0,0,1,0,0,51
"Lysias",0,0,18,0,1,0,56,5,20,3,16,14,77
"Plutarch",1,10,15,0,1,0,5,30,46,0,7,6,91
"Polybius",1,10,7,0,0,0,6,2,109,0,3,3,32
"Sophocles",24,0,3,3,6,2,3,1,1,84,1,0,44
"Thucydides",0,8,24,0,1,0,16,8,29,2,38,10,98
"Xenophon",1,6,20,0,2,0,20,9,24,0,16,47,98
"-SUM-",62,40,96,14,95,41,61,34,201,45,57,43,789
"Aeschylus",114,1,1,5,2,2,0,1,0,19,0,0,31
"Diodorus",0,52,5,0,0,0,3,4,63,0,6,2,83
"Herodotus",2,4,72,0,1,1,6,6,21,1,7,6,55
"Hesiod",22,0,0,60,31,21,0,0,0,8,0,0,82
"HomerIL",3,0,0,4,123,17,0,0,0,1,0,0,25
"HomerOD",3,0,1,7,48,99,0,0,0,0,0,0,59
"Lysias",2,2,13,0,1,0,46,7,19,3,6,10,63
"Plutarch",0,12,11,0,0,1,7,48,42,1,7,6,87
"Polybius",0,11,7,0,0,0,8,12,105,0,4,6,48
"Sophocles",22,0,1,3,8,3,2,1,1,85,0,2,43
"Thucydides",0,6,29,0,1,0,20,6,28,2,31,13,105
"Xenophon",0,10,17,0,1,0,26,5,10,1,17,38,87
"-SUM-",54,46,85,19,93,45,72,42,184,36,47,45,768
"Aeschylus",106,0,1,2,3,4,0,0,0,32,0,0,42
"Diodorus",0,56,9,0,0,1,0,8,45,0,0,7,70
"Herodotus",1,14,58,0,0,1,6,10,21,2,5,13,73
"Hesiod",14,0,2,63,33,24,0,0,0,10,0,0,83
"HomerIL",4,0,0,2,99,28,0,0,0,2,0,0,36
"HomerOD",6,0,0,6,51,90,0,0,0,0,0,0,63
"Lysias",0,0,13,0,0,0,58,4,17,2,6,18,60
"Plutarch",2,15,12,1,0,0,7,25,50,0,10,8,105
"Polybius",0,14,5,0,0,0,6,6,121,0,3,2,36
"Sophocles",25,0,3,3,12,3,1,1,1,97,0,0,49
"Thucydides",0,8,25,0,2,1,16,6,34,0,41,9,101
"Xenophon",0,7,18,0,0,0,22,6,17,1,14,24,85
"-SUM-",52,58,88,14,101,62,58,41,185,49,38,57,803
"Aeschylus",104,1,0,4,3,2,0,0,0,27,0,0,37
"Diodorus",2,47,7,0,0,1,1,10,76,0,3,3,103
"Herodotus",2,4,70,0,4,2,9,8,20,1,16,8,74
"Hesiod",13,0,1,69,25,17,0,0,0,6,1,0,63
"HomerIL",2,0,0,3,101,20,0,0,0,2,0,0,27
"HomerOD",3,0,0,3,36,104,0,0,0,0,0,0,42
"Lysias",1,0,16,1,1,1,58,7,30,2,8,7,74
"Plutarch",0,7,22,0,0,1,3,39,37,1,11,5,87
"Polybius",1,15,4,0,0,0,5,13,90,1,2,3,44
"Sophocles",29,0,1,4,9,4,1,0,2,83,0,0,50
"Thucydides",1,5,29,0,0,4,16,7,24,1,35,8,95
"Xenophon",0,8,24,0,1,0,25,17,13,2,14,41,104
"-SUM-",54,40,104,15,79,52,60,62,202,43,55,34,800
"Aeschylus",98,0,1,6,6,2,0,0,0,28,0,0,43
"Diodorus",0,54,9,0,0,0,4,5,46,0,6,3,73
"Herodotus",1,8,67,1,2,2,10,4,19,1,8,11,67
"Hesiod",13,0,0,50,33,20,0,0,0,12,0,0,78
"HomerIL",4,0,0,2,123,14,0,0,0,2,0,0,22
"HomerOD",1,0,0,1,36,108,0,0,0,0,0,0,38
"Lysias",1,1,24,0,1,1,50,4,22,5,10,13,82
"Plutarch",3,10,13,0,0,0,10,38,38,1,9,2,86
"Polybius",0,14,7,0,0,0,5,7,103,0,8,2,43
"Sophocles",28,0,1,2,8,3,0,0,1,104,0,1,44
"Thucydides",0,6,23,0,1,0,17,10,37,2,35,15,111
"Xenophon",0,11,21,0,0,0,18,12,23,2,9,28,96
"-SUM-",51,50,99,12,87,42,64,42,186,53,50,47,783
"Aeschylus",98,0,3,2,6,7,1,1,0,23,0,0,43
"Diodorus",1,53,15,0,0,0,2,9,53,0,2,1,83
"Herodotus",1,7,63,0,0,0,7,13,13,1,11,7,60
"Hesiod",16,0,1,60,30,23,0,0,0,9,1,0,80
"HomerIL",2,0,0,4,103,16,0,0,0,2,0,0,24
"HomerOD",4,0,0,4,43,99,0,0,0,0,0,0,51
"Lysias",0,2,20,0,2,0,50,7,24,2,13,16,86
"Plutarch",0,10,15,1,1,0,8,34,49,0,13,3,100
"Polybius",0,13,7,0,0,0,9,12,95,1,4,4,50
"Sophocles",35,0,2,0,3,3,3,0,1,92,0,1,48
"Thucydides",0,6,27,0,0,1,13,8,36,1,33,9,101
"Xenophon",0,5,23,0,0,0,22,6,25,2,12,40,95
"-SUM-",59,43,113,11,85,50,65,56,201,41,56,41,821
"Aeschylus",95,0,0,3,6,3,0,0,1,31,0,0,44
"Diodorus",2,47,10,0,0,0,1,8,45,0,4,2,72
"Herodotus",1,11,66,1,2,0,6,3,17,2,12,7,62
"Hesiod",14,0,0,61,24,22,0,0,0,6,0,0,66
"HomerIL",1,0,0,5,100,25,0,0,0,1,0,0,32
"HomerOD",2,0,0,3,52,91,0,0,0,1,0,0,58
"Lysias",0,2,20,0,0,0,54,10,21,2,13,9,77
"Plutarch",1,13,17,1,0,0,5,46,53,0,7,6,103
"Polybius",1,7,8,0,0,0,4,7,122,0,6,3,36
"Sophocles",31,0,1,4,9,3,1,1,1,96,0,0,51
"Thucydides",0,9,26,0,0,0,15,8,28,1,34,15,102
"Xenophon",1,5,20,0,0,0,21,5,26,1,12,35,91
"-SUM-",54,47,102,17,93,53,53,42,192,45,54,42,794
"Aeschylus",99,0,1,2,4,5,0,0,0,34,0,0,46
"Diodorus",3,41,11,0,0,0,4,1,57,0,4,4,84
"Herodotus",1,9,75,2,1,0,9,8,22,2,6,9,69
"Hesiod",13,0,0,59,20,22,0,0,0,8,0,0,63
"HomerIL",1,0,0,0,102,27,0,0,0,3,0,0,31
"HomerOD",3,0,1,6,44,99,0,0,0,1,0,0,55
"Lysias",0,4,18,0,0,0,49,7,28,4,6,13,80
"Plutarch",0,12,18,0,0,0,7,31,50,0,10,9,106
"Polybius",1,17,2,0,1,0,0,6,97,0,2,2,31
"Sophocles",37,0,4,6,6,9,0,0,3,91,2,0,67
"Thucydides",0,10,23,0,0,1,21,9,34,0,38,8,106
"Xenophon",0,5,13,0,2,1,25,5,12,1,9,49,73
"-SUM-",59,57,91,16,78,65,66,36,206,53,39,45,811
"Aeschylus",98,0,1,3,2,5,0,1,0,28,0,0,40
"Diodorus",1,57,5,0,0,1,3,8,57,0,2,1,78
"Herodotus",0,10,62,0,1,1,13,11,21,2,16,6,81
"Hesiod",18,0,0,49,28,28,0,0,0,8,1,0,83
"HomerIL",3,0,1,8,108,16,0,0,0,0,1,0,29
"HomerOD",2,0,0,3,31,95,0,0,0,0,0,0,36
"Lysias",1,3,12,0,0,0,61,9,23,1,11,12,72
"Plutarch",2,7,13,0,1,0,8,37,36,1,10,6,84
"Polybius",0,16,6,0,0,0,5,9,123,0,6,1,43
"Sophocles",34,0,2,1,10,6,1,0,2,89,0,0,56
"Thucydides",0,6,23,0,0,2,19,9,33,2,40,5,99
"Xenophon",0,11,15,0,0,2,21,6,21,1,12,32,89
"-SUM-",61,53,78,15,73,61,70,53,193,43,59,31,790
"Aeschylus",98,0,2,4,4,6,1,0,0,23,0,0,40
"Diodorus",2,52,11,0,0,1,1,3,52,0,2,3,75
"Herodotus",2,10,55,0,0,1,6,8,18,3,9,10,67
"Hesiod",23,0,1,53,29,21,0,0,0,3,0,0,77
"HomerIL",3,0,1,9,108,21,0,0,0,1,0,0,35
"HomerOD",1,0,0,7,46,99,0,0,0,1,0,0,55
"Lysias",1,1,17,0,0,0,52,4,26,2,15,17,83
"Plutarch",1,7,19,1,0,1,6,38,55,0,13,5,108
"Polybius",0,12,8,0,0,0,3,8,115,1,6,4,42
"Sophocles",34,0,1,4,10,3,0,0,1,85,1,0,54
"Thucydides",0,9,26,0,1,0,21,6,30,0,25,12,105
"Xenophon",1,6,24,0,1,0,15,8,25,1,10,29,91
"-SUM-",68,45,110,25,91,54,53,37,207,35,56,51,832
"Aeschylus",77,1,3,3,5,5,0,1,0,37,0,0,55
"Diodorus",0,46,12,0,0,0,0,6,69,0,6,4,97
"Herodotus",2,8,73,0,1,1,8,6,17,1,9,10,63
"Hesiod",22,0,0,60,30,22,0,0,0,4,0,0,78
"HomerIL",4,0,0,8,105,27,0,0,0,3,0,0,42
"HomerOD",5,0,0,3,35,85,0,0,0,0,0,0,43
"Lysias",1,1,17,0,1,1,50,5,28,3,9,8,74
"Plutarch",0,14,18,0,0,0,5,39,39,0,12,7,95
"Polybius",0,7,8,0,0,0,2,5,127,0,7,1,30
"Sophocles",29,0,1,2,6,3,2,0,2,100,0,0,45
"Thucydides",1,7,16,0,0,2,10,10,22,0,35,9,77
"Xenophon",0,7,20,0,0,1,29,8,26,2,13,39,106
"-SUM-",64,45,95,16,78,62,56,41,203,50,56,39,805
"Aeschylus",93,0,0,5,3,6,0,0,0,29,0,1,44
"Diodorus",0,51,7,0,0,1,2,6,59,0,3,2,80
"Herodotus",2,8,67,0,2,1,8,6,22,2,8,9,68
"Hesiod",13,0,1,50,30,12,0,0,0,9,0,0,65
"HomerIL",1,0,0,5,112,19,0,0,0,4,0,0,29
"HomerOD",4,0,0,7,45,74,0,0,0,1,0,0,57
"Lysias",1,1,22,1,0,1,56,5,26,3,9,14,83
"Plutarch",0,8,19,0,0,0,8,30,36,0,6,7,84
"Polybius",0,9,5,0,0,0,2,4,128,1,5,1,27
"Sophocles",40,0,1,4,5,4,1,0,4,106,0,0,59
"Thucydides",1,5,27,0,1,1,11,4,42,1,39,11,104
"Xenophon",0,8,24,0,1,1,21,4,21,2,17,36,99
"-SUM-",62,39,106,22,87,46,53,29,210,52,48,45,799
"Aeschylus",94,0,0,1,4,5,0,0,1,17,0,0,28
"Diodorus",0,48,12,0,0,1,2,4,48,0,2,1,70
"Herodotus",2,8,80,1,0,0,11,7,20,1,7,8,65
"Hesiod",8,0,0,72,25,26,0,0,0,10,0,0,69
"HomerIL",1,0,0,2,127,29,0,0,0,4,0,0,36
"HomerOD",2,0,0,8,35,97,0,0,0,1,0,0,46
"Lysias",0,2,13,0,0,1,49,5,20,0,9,20,70
"Plutarch",2,11,16,1,0,1,2,37,40,0,5,8,86
"Polybius",0,12,3,0,1,0,7,6,112,0,7,3,39
"Sophocles",37,0,1,0,8,3,2,0,0,92,1,0,52
"Thucydides",0,8,25,0,0,0,15,4,32,2,32,11,97
"Xenophon",0,9,17,0,1,0,26,9,21,0,12,48,95
"-SUM-",52,50,87,13,74,66,65,35,182,35,43,51,753
"Aeschylus",90,0,0,2,3,5,0,0,0,31,0,0,41
"Diodorus",0,53,8,0,0,0,2,5,63,0,1,3,82
"Herodotus",2,10,59,0,2,0,10,4,10,5,12,8,63
"Hesiod",13,0,1,55,23,20,0,0,0,6,0,0,63
"HomerIL",1,0,0,5,122,21,0,0,0,1,0,0,28
"HomerOD",4,0,0,5,32,117,0,0,0,1,1,0,43
"Lysias",1,4,11,0,0,1,55,2,19,3,12,12,65
"Plutarch",1,15,11,0,0,1,6,41,39,1,7,9,90
"Polybius",1,15,4,0,0,0,2,6,108,0,6,10,44
"Sophocles",42,0,1,3,4,2,0,0,3,98,0,0,55
"Thucydides",0,7,24,0,0,1,13,5,20,1,48,11,82
"Xenophon",0,3,33,0,1,0,13,10,23,1,19,36,103
"-SUM-",65,54,93,15,65,51,46,32,177,50,58,53,759
"Aeschylus",102,0,1,5,6,4,2,0,0,48,0,0,66
"Diodorus",0,48,8,0,0,0,0,9,61,0,1,3,82
"Herodotus",3,13,61,0,0,1,5,9,12,2,16,15,76
"Hesiod",14,0,1,56,21,26,0,0,0,6,0,0,68
"HomerIL",2,0,1,10,107,21,0,0,0,4,0,0,38
"HomerOD",4,0,0,4,43,82,0,0,0,1,0,0,52
"Lysias",1,2,16,0,0,0,55,3,17,4,11,10,64
"Plutarch",3,9,10,0,0,0,9,44,41,0,6,8,86
"Polybius",0,16,4,0,0,0,7,9,96,0,5,1,42
"Sophocles",23,0,3,2,13,4,2,0,1,93,0,0,48
"Thucydides",1,10,32,0,0,1,11,9,36,1,36,8,109
"Xenophon",1,11,17,0,0,0,24,7,13,1,16,40,90
"-SUM-",52,61,93,21,83,57,60,46,181,67,55,45,821
"Aeschylus",93,0,0,5,7,4,0,0,1,37,0,0,54
"Diodorus",1,60,10,0,0,1,0,6,47,0,1,3,69
"Herodotus",2,9,72,0,0,1,8,9,21,1,12,9,72
"Hesiod",13,0,0,62,30,21,0,0,0,11,0,0,75
"HomerIL",6,0,0,5,105,23,0,1,0,5,0,0,40
"HomerOD",3,0,0,4,51,95,0,0,0,1,0,0,59
"Lysias",0,2,21,0,0,0,43,7,21,1,14,10,76
"Plutarch",2,18,10,0,1,0,6,30,29,0,3,6,75
"Polybius",0,14,4,0,0,0,7,6,124,0,2,5,38
"Sophocles",38,0,1,2,6,3,0,0,0,87,0,1,51
"Thucydides",1,8,22,0,1,0,16,5,32,0,29,10,95
"Xenophon",0,11,27,0,3,0,19,6,22,1,16,32,105
"-SUM-",66,62,95,16,99,53,56,40,173,57,48,44,809
"Aeschylus",92,3,0,1,6,5,1,0,1,18,0,0,35
"Diodorus",1,40,11,0,0,1,2,3,79,0,4,0,101
"Herodotus",1,7,81,0,0,2,9,6,22,0,11,7,65
"Hesiod",15,0,0,45,30,25,0,0,0,4,0,0,74
"HomerIL",1,0,0,2,135,15,0,0,0,0,0,0,18
"HomerOD",2,0,0,3,40,84,0,0,0,1,0,1,47
"Lysias",2,5,15,0,0,2,67,5,18,3,10,10,70
"Plutarch",2,8,13,0,0,0,8,38,55,0,7,8,101
"Polybius",1,22,12,0,0,0,2,7,100,0,2,1,47
"Sophocles",26,0,1,2,6,5,0,1,1,96,0,1,43
"Thucydides",0,9,26,0,0,2,6,12,21,0,38,9,85
"Xenophon",1,7,32,0,2,0,24,10,20,0,12,31,108
"-SUM-",52,61,110,8,84,57,52,44,217,26,46,37,794
"Aeschylus",102,0,0,5,4,1,0,0,0,20,0,0,30
"Diodorus",0,50,9,0,0,1,2,5,50,0,6,4,77
"Herodotus",0,12,79,0,3,3,6,7,20,1,9,18,79
"Hesiod",16,0,0,56,23,22,0,0,0,7,0,0,68
"HomerIL",3,0,0,3,106,27,0,0,0,1,0,0,34
"HomerOD",5,0,0,1,44,98,0,0,0,0,0,0,50
"Lysias",1,2,19,0,0,0,52,6,13,2,9,9,61
"Plutarch",0,9,16,0,0,1,9,37,52,1,10,5,103
"Polybius",1,12,11,0,0,0,6,10,100,0,2,3,45
"Sophocles",33,0,2,3,7,3,3,0,1,91,0,0,52
"Thucydides",0,8,21,0,0,0,13,16,26,1,34,13,98
"Xenophon",1,8,23,0,3,1,23,5,24,0,18,33,106
"-SUM-",60,51,101,12,84,59,62,49,186,33,54,52,803
"Aeschylus",101,0,1,10,6,5,0,2,0,35,0,0,59
"Diodorus",0,56,6,0,0,0,3,5,60,0,6,4,84
"Herodotus",2,7,63,0,1,0,11,5,20,1,9,9,65
