"","Aeschylus","Diodorus","Herodotus","Hesiod","HomerIL","HomerOD","Lysias","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"Aeschylus",83,0,2,3,3,3,0,1,0,30,0,0,42
"Diodorus",0,65,9,0,0,0,0,4,62,0,2,1,78
"Herodotus",3,10,65,0,1,1,10,10,22,1,8,12,78
"Hesiod",13,0,1,70,34,15,0,0,0,9,0,0,72
"HomerIL",5,0,1,5,128,18,0,0,0,2,0,0,31
"HomerOD",3,0,1,4,39,97,0,0,0,1,0,0,48
"Lysias",0,1,12,0,1,0,48,4,17,1,9,7,52
"Plutarch",0,7,22,0,0,0,4,42,45,0,11,4,93
"Polybius",0,15,7,0,0,1,3,4,100,1,7,2,40
"Sophocles",37,0,2,2,3,2,1,0,0,94,2,0,49
"Thucydides",0,5,18,0,0,0,16,9,18,1,37,13,80
"Xenophon",1,5,21,0,2,0,32,5,19,0,17,47,102
"-SUM-",62,43,96,14,83,40,66,37,183,46,56,39,765
"Aeschylus",98,0,0,6,2,6,0,0,0,31,0,0,45
"Diodorus",0,46,13,0,0,0,2,10,67,0,4,7,103
"Herodotus",3,8,57,0,2,0,4,4,19,1,12,11,64
"Hesiod",20,0,1,56,26,13,0,0,0,7,0,0,67
"HomerIL",1,0,1,4,126,28,0,0,0,1,0,0,35
"HomerOD",1,0,0,4,31,112,0,0,0,3,0,0,39
"Lysias",3,0,19,0,0,2,55,6,16,3,10,13,72
"Plutarch",1,14,24,0,1,0,4,31,30,0,12,6,92
"Polybius",0,11,11,0,0,0,3,6,92,0,4,1,36
"Sophocles",28,0,1,2,8,5,0,1,0,96,1,0,46
"Thucydides",0,8,27,0,1,1,12,6,26,0,36,12,93
"Xenophon",1,5,23,0,0,0,29,7,28,0,20,31,113
"-SUM-",58,46,120,16,71,55,54,40,186,46,63,50,805
"Aeschylus",91,0,0,1,6,2,0,0,0,32,0,0,41
"Diodorus",0,44,9,0,0,0,3,5,63,0,5,4,89
"Herodotus",1,8,79,1,2,1,6,8,19,0,10,15,71
"Hesiod",23,0,0,58,23,18,0,0,0,6,0,0,70
"HomerIL",3,0,0,3,110,19,0,0,0,1,0,0,26
"HomerOD",6,0,0,3,45,90,0,0,0,1,0,0,55
"Lysias",0,3,22,0,1,0,65,5,23,4,11,11,80
"Plutarch",0,14,16,0,0,0,7,42,36,0,12,6,91
"Polybius",0,14,3,0,0,0,8,6,93,0,3,2,36
"Sophocles",31,0,0,4,6,2,1,0,0,111,0,0,44
"Thucydides",0,11,19,0,0,0,12,12,31,0,32,6,91
"Xenophon",1,9,18,0,0,0,26,14,17,1,12,34,98
"-SUM-",65,59,87,12,83,42,63,50,189,45,53,44,792
"Aeschylus",120,1,1,4,7,3,0,0,0,22,0,1,39
"Diodorus",0,60,6,0,0,0,0,12,41,0,7,3,69
"Herodotus",0,9,54,0,1,0,11,4,14,2,7,13,61
"Hesiod",14,0,1,61,27,11,0,0,0,12,0,0,65
"HomerIL",6,0,0,4,101,20,0,0,0,1,0,0,31
"HomerOD",3,0,2,3,33,125,0,0,0,0,0,0,41
"Lysias",1,2,19,0,2,1,50,7,20,4,13,13,82
"Plutarch",0,11,12,0,2,0,6,40,31,1,12,6,81
"Polybius",0,15,7,0,0,0,8,16,101,0,4,7,57
"Sophocles",26,0,0,1,10,3,1,1,0,102,0,0,42
"Thucydides",1,15,30,0,0,1,12,11,19,0,34,6,95
"Xenophon",2,10,19,0,0,0,24,11,17,1,13,33,97
"-SUM-",53,63,97,12,82,39,62,62,142,43,56,49,760
"Aeschylus",104,0,0,3,6,4,1,1,0,25,0,0,40
"Diodorus",2,61,7,0,0,0,1,6,51,0,2,4,73
"Herodotus",2,12,79,0,1,2,12,10,10,1,17,10,77
"Hesiod",23,0,0,59,26,19,0,0,0,4,0,0,72
"HomerIL",0,0,0,5,113,27,1,0,0,0,0,0,33
"HomerOD",4,0,0,3,35,91,0,0,0,1,0,0,43
"Lysias",0,2,15,1,0,0,52,4,22,2,19,11,76
"Plutarch",0,7,12,0,1,1,6,39,41,0,14,7,89
"Polybius",0,12,9,0,0,0,6,8,102,1,6,3,45
"Sophocles",27,0,1,4,9,1,0,1,1,79,0,1,45
"Thucydides",1,4,20,0,0,1,16,7,35,0,42,4,88
"Xenophon",1,12,18,0,1,0,21,5,19,3,14,45,94
"-SUM-",60,49,82,16,79,55,64,42,179,37,72,40,775
"Aeschylus",96,0,0,5,3,5,0,1,0,32,0,0,46
"Diodorus",1,47,3,0,0,0,2,8,55,0,4,3,76
"Herodotus",1,11,70,1,0,3,5,7,13,1,12,12,66
"Hesiod",14,0,1,60,21,21,0,0,0,9,0,0,66
"HomerIL",5,0,0,5,116,23,0,0,0,2,0,0,35
"HomerOD",6,0,0,4,46,115,0,0,0,0,0,0,56
"Lysias",0,2,20,0,1,1,61,6,27,2,8,10,77
"Plutarch",1,10,23,2,0,0,8,32,32,0,14,6,96
"Polybius",0,15,6,0,1,0,6,5,109,0,4,5,42
"Sophocles",32,0,1,3,9,5,1,0,1,63,0,0,52
"Thucydides",1,7,17,0,0,0,17,6,38,2,27,6,94
"Xenophon",1,13,22,0,1,0,22,10,26,0,9,35,104
"-SUM-",62,58,93,20,82,58,61,43,192,48,51,42,810
"Aeschylus",91,0,2,0,7,9,0,0,0,35,0,0,53
"Diodorus",1,49,6,0,0,0,3,6,49,0,4,10,79
"Herodotus",1,10,63,0,3,0,7,4,16,2,12,11,66
"Hesiod",15,0,2,56,27,14,0,0,0,11,0,0,69
"HomerIL",0,0,0,3,109,21,0,0,0,0,0,1,25
"HomerOD",3,0,0,5,35,100,0,0,0,0,0,1,44
"Lysias",0,3,25,0,1,2,52,10,21,0,14,18,94
"Plutarch",1,9,16,0,0,1,8,45,34,0,9,9,87
"Polybius",0,19,7,0,1,0,8,7,99,0,7,1,50
"Sophocles",30,0,2,7,7,6,2,0,0,85,0,0,54
"Thucydides",0,10,21,0,0,1,13,9,29,0,34,11,94
"Xenophon",0,9,25,0,1,0,25,10,21,1,18,33,110
"-SUM-",51,60,106,15,82,54,66,46,170,49,64,62,825
"Aeschylus",99,0,0,7,1,6,0,0,0,34,0,0,48
"Diodorus",0,61,11,0,0,0,2,3,56,1,4,4,81
"Herodotus",2,11,48,0,2,1,6,7,18,0,8,13,68
"Hesiod",25,0,1,53,28,22,0,0,0,11,0,0,87
"HomerIL",3,0,0,5,122,23,0,0,0,1,0,0,32
"HomerOD",2,0,1,2,31,95,0,0,0,0,0,0,36
"Lysias",0,2,16,0,1,0,62,10,17,1,6,14,67
"Plutarch",0,14,18,0,0,0,9,34,37,0,13,7,98
"Polybius",1,12,4,0,1,0,7,8,96,0,6,2,41
"Sophocles",31,0,0,1,11,3,2,1,0,94,1,1,51
"Thucydides",1,8,19,0,0,1,17,7,25,2,38,14,94
"Xenophon",1,5,24,0,1,0,25,8,20,1,20,31,105
"-SUM-",66,52,94,15,76,56,68,44,173,51,58,55,808
"Aeschylus",101,0,0,3,5,3,0,0,0,26,0,0,37
"Diodorus",0,60,11,0,0,0,0,7,54,0,6,4,82
"Herodotus",4,12,63,0,2,2,8,12,14,1,7,12,74
"Hesiod",14,0,1,67,26,18,0,0,0,6,0,0,65
"HomerIL",5,0,0,9,117,34,0,0,0,0,0,0,48
"HomerOD",4,0,0,7,35,101,0,0,0,2,0,0,48
"Lysias",0,3,17,0,0,0,58,4,23,2,10,10,69
"Plutarch",0,11,24,0,1,0,1,39,27,0,10,8,82
"Polybius",1,12,2,1,0,0,6,8,88,1,5,1,37
"Sophocles",23,0,1,4,7,2,0,0,1,92,0,0,38
"Thucydides",1,6,33,0,0,2,9,11,24,1,36,12,99
"Xenophon",0,7,22,0,1,0,24,9,22,1,20,34,106
"-SUM-",52,51,111,24,77,61,48,51,165,40,58,47,785
"Aeschylus",91,1,0,3,5,9,0,0,2,30,0,1,51
"Diodorus",1,57,7,0,0,0,0,2,45,0,1,2,58
"Herodotus",2,9,53,0,2,0,9,6,12,3,11,8,62
"Hesiod",20,0,0,51,30,17,0,0,0,8,1,0,76
"HomerIL",3,0,0,4,131,20,0,0,0,0,0,0,27
"HomerOD",2,0,2,3,49,103,1,0,0,0,0,0,57
"Lysias",2,2,15,0,0,1,55,3,22,1,12,13,71
"Plutarch",2,12,19,0,0,1,6,41,44,0,13,10,107
"Polybius",0,15,9,0,0,0,3,6,119,0,3,3,39
"Sophocles",19,0,2,5,5,3,1,0,1,88,0,1,37
"Thucydides",0,12,24,0,0,2,14,6,29,1,40,9,97
"Xenophon",0,7,16,0,1,0,24,11,17,1,16,37,93
"-SUM-",51,58,94,15,92,53,58,34,172,44,57,47,775
"Aeschylus",101,1,0,1,4,4,0,0,0,27,0,0,37
"Diodorus",0,55,9,0,1,0,2,10,51,0,1,3,77
"Herodotus",0,11,61,0,0,5,9,8,17,1,9,15,75
"Hesiod",14,0,1,56,23,23,0,0,0,6,0,0,67
"HomerIL",3,0,0,2,119,12,0,0,0,0,0,0,17
"HomerOD",4,0,0,2,46,94,1,0,0,1,0,0,54
"Lysias",1,6,13,0,0,1,53,6,23,2,11,12,75
"Plutarch",1,12,12,0,0,1,10,47,39,0,9,8,92
"Polybius",0,15,5,1,0,0,7,12,98,0,3,3,46
"Sophocles",46,0,1,2,7,1,2,0,0,79,0,0,59
"Thucydides",1,8,26,0,0,0,10,9,31,0,43,11,96
"Xenophon",0,13,20,0,1,1,23,13,17,3,9,40,100
"-SUM-",70,66,87,8,82,48,64,58,178,40,42,52,795
"Aeschylus",94,0,0,4,6,3,0,0,0,33,0,0,46
"Diodorus",3,51,12,0,0,0,0,4,59,0,8,3,89
"Herodotus",0,4,60,0,0,3,6,9,21,3,14,13,73
"Hesiod",17,0,0,73,22,14,0,0,0,4,0,0,57
"HomerIL",4,0,0,9,121,21,0,0,0,0,0,0,34
"HomerOD",3,0,0,3,40,103,0,0,0,0,0,0,46
"Lysias",1,2,16,0,0,0,54,3,19,2,18,10,71
"Plutarch",1,17,12,1,1,1,9,44,34,0,7,8,91
"Polybius",0,15,6,0,1,0,6,7,99,0,6,4,45
"Sophocles",31,0,1,2,8,7,1,0,0,93,0,0,50
"Thucydides",0,9,18,0,1,0,11,7,23,1,43,7,77
"Xenophon",0,10,15,0,1,0,19,10,23,0,17,32,95
"-SUM-",60,57,80,19,80,49,52,40,179,43,70,45,774
"Aeschylus",94,1,0,4,8,2,0,0,0,29,0,0,44
"Diodorus",0,50,8,0,0,0,2,7,59,0,4,4,84
"Herodotus",2,7,75,0,1,4,8,9,19,2,12,11,75
"Hesiod",15,0,0,64,36,20,0,0,0,7,0,0,78
"HomerIL",2,0,0,4,118,17,0,0,0,1,0,0,24
"HomerOD",4,0,0,2,34,80,0,0,0,0,0,0,40
"Lysias",0,0,11,0,0,1,56,3,17,3,9,13,57
"Plutarch",2,8,19,0,0,0,7,36,38,2,9,6,91
"Polybius",1,10,4,0,0,1,7,8,100,0,6,4,41
"Sophocles",30,0,1,3,10,3,0,1,1,113,1,0,50
"Thucydides",1,7,24,0,0,0,9,7,34,0,37,9,91
"Xenophon",0,8,20,0,0,1,26,11,18,1,11,47,96
"-SUM-",57,41,87,13,89,49,59,46,186,45,52,47,771
"Aeschylus",117,0,0,7,6,4,0,1,0,31,0,0,49
"Diodorus",0,55,8,0,0,0,1,7,48,0,2,3,69
"Herodotus",2,8,67,0,2,2,9,6,10,2,6,6,53
"Hesiod",17,0,0,63,27,19,0,0,0,7,0,0,70
"HomerIL",2,0,0,7,108,24,0,0,0,2,0,0,35
"HomerOD",5,0,0,2,34,93,0,0,0,1,0,0,42
"Lysias",0,5,15,0,1,0,51,8,23,0,8,10,70
"Plutarch",1,18,18,0,1,0,6,35,35,0,6,6,91
"Polybius",0,16,7,0,0,0,6,10,99,0,4,0,43
"Sophocles",26,0,2,2,9,2,1,0,0,112,0,0,42
"Thucydides",1,4,24,0,0,2,22,10,26,0,33,10,99
"Xenophon",0,6,21,0,0,1,34,10,21,1,20,31,114
"-SUM-",54,57,95,18,80,54,79,52,163,44,46,35,777
"Aeschylus",93,0,1,4,7,3,1,0,0,28,0,0,44
"Diodorus",1,39,7,0,0,0,5,7,54,0,5,4,83
"Herodotus",1,11,55,0,1,0,11,9,23,2,8,8,74
"Hesiod",17,0,2,45,32,21,0,0,0,10,0,0,82
"HomerIL",2,0,0,5,115,28,0,0,0,0,0,0,35
"HomerOD",2,0,0,3,46,89,0,0,0,0,0,0,51
"Lysias",1,1,15,0,0,0,67,5,20,1,6,13,62
"Plutarch",0,5,17,0,0,0,8,41,36,0,9,10,85
"Polybius",0,22,5,0,0,0,6,13,96,0,4,3,53
"Sophocles",37,0,0,5,6,4,0,1,0,92,0,0,53
"Thucydides",1,9,27,0,0,1,13,17,33,0,38,8,109
"Xenophon",0,11,21,0,2,1,33,9,17,2,14,30,110
"-SUM-",62,59,95,17,94,58,77,61,183,43,46,46,841
"Aeschylus",108,1,1,3,6,3,0,0,0,28,0,0,42
"Diodorus",0,45,9,0,0,0,1,5,64,1,3,8,91
"Herodotus",2,7,66,1,2,1,3,13,21,2,16,12,80
"Hesiod",13,0,0,49,37,19,0,0,0,13,0,0,82
"HomerIL",3,0,0,6,108,28,0,0,0,3,0,0,40
"HomerOD",4,0,0,3,36,100,0,0,0,0,1,0,44
"Lysias",1,2,23,0,1,1,53,7,29,4,9,10,87
"Plutarch",1,8,14,0,0,0,7,30,40,0,13,4,87
"Polybius",0,23,3,0,0,0,11,8,97,0,4,1,50
"Sophocles",36,0,1,6,9,3,2,0,0,79,0,0,57
"Thucydides",1,6,24,0,1,0,12,16,32,0,34,10,102
"Xenophon",0,7,16,0,2,0,11,9,16,3,14,32,78
"-SUM-",61,54,91,19,94,55,47,58,202,54,60,45,840
"Aeschylus",101,1,0,5,1,1,0,0,0,34,0,0,42
"Diodorus",0,55,7,0,0,0,0,9,55,0,3,7,81
"Herodotus",2,5,69,0,1,1,14,6,29,1,9,10,78
"Hesiod",16,0,0,63,21,14,0,0,0,3,0,0,54
"HomerIL",0,0,1,5,121,15,0,0,0,1,1,0,23
"HomerOD",3,0,0,7,40,103,0,0,0,2,0,0,52
"Lysias",0,6,20,0,0,0,50,8,15,3,10,6,68
"Plutarch",2,9,17,0,1,0,5,31,41,0,12,6,93
"Polybius",0,14,3,0,0,0,8,6,90,0,3,3,37
"Sophocles",34,0,2,4,6,10,0,0,2,103,0,0,58
"Thucydides",1,9,24,1,1,0,14,9,33,1,38,8,101
"Xenophon",0,5,24,0,0,1,23,11,19,2,19,26,104
"-SUM-",58,49,98,22,71,42,64,49,194,47,57,40,791
"Aeschylus",91,0,0,4,6,2,0,1,0,31,0,0,44
"Diodorus",0,50,12,0,0,0,1,4,55,0,2,1,75
"Herodotus",2,9,69,0,1,2,11,13,18,5,15,12,88
"Hesiod",19,0,1,62,23,16,0,0,0,7,0,0,66
"HomerIL",2,0,0,4,122,23,0,0,0,0,0,0,29
"HomerOD",2,0,1,4,31,109,0,0,0,3,0,0,41
"Lysias",1,3,13,0,1,1,57,3,18,1,20,16,77
"Plutarch",2,14,23,0,0,0,10,41,42,0,10,7,108
"Polybius",0,14,12,0,0,0,5,2,101,0,2,3,38
"Sophocles",32,0,1,2,7,1,2,0,0,82,0,0,45
"Thucydides",0,6,17,1,0,1,14,11,24,1,32,9,84
"Xenophon",1,8,21,0,1,0,19,10,21,2,15,32,98
"-SUM-",61,54,101,15,70,46,62,44,178,50,64,48,793
"Aeschylus",96,0,0,4,3,3,0,0,0,34,0,0,44
"Diodorus",0,48,11,0,0,0,2,10,49,0,8,6,86
"Herodotus",1,9,70,0,1,1,7,7,10,3,11,10,60
"Hesiod",32,0,0,41,20,13,0,0,0,7,1,0,73
"HomerIL",0,0,1,0,103,22,0,0,0,3,0,0,26
"HomerOD",2,0,0,6,38,111,0,0,0,2,0,0,48
"Lysias",0,0,15,0,1,0,59,10,15,5,11,12,69
"Plutarch",1,17,16,0,0,1,12,46,50,1,9,7,114
"Polybius",0,13,8,0,0,0,7,4,104,0,8,1,41
"Sophocles",38,0,0,1,6,3,0,0,0,93,1,0,49
"Thucydides",0,5,22,0,0,2,16,7,37,1,31,12,102
"Xenophon",0,9,24,0,0,0,22,6,23,3,16,24,103
"-SUM-",74,53,97,11,69,45,66,44,184,59,65,48,815
"Aeschylus",96,0,0,3,6,3,0,0,0,33,0,0,45
"Diodorus",1,46,3,0,0,1,4,6,48,0,5,1,69
"Herodotus",0,9,62,0,2,2,9,10,9,3,8,10,62
"Hesiod",19,0,0,59,31,22,0,0,0,8,1,0,81
"HomerIL",2,0,0,3,123,19,0,0,0,2,0,0,26
"HomerOD",0,0,0,3,35,94,0,0,0,0,0,0,38
"Lysias",1,3,15,0,0,1,67,5,18,1,14,11,69
"Plutarch",2,6,10,0,0,1,7,46,42,1,11,9,89
"Polybius",0,17,4,0,0,0,5,15,105,1,3,1,46
"Sophocles",30,0,1,3,6,4,2,0,0,96,1,0,47
"Thucydides",1,5,25,0,0,2,20,7,29,1,36,14,104
"Xenophon",0,7,26,0,1,0,19,3,26,1,16,36,99
"-SUM-",56,47,84,12,81,55,66,46,172,51,59,46,775
"Aeschylus",103,0,0,6,10,12,0,0,0,33,0,1,62
"Diodorus",0,57,9,0,0,0,1,2,51,0,2,1,66
"Herodotus",3,5,66,2,0,1,6,7,15,3,8,12,62
"Hesiod",12,0,0,57,20,26,0,0,0,2,0,0,60
"HomerIL",3,0,0,3,115,21,0,0,0,1,0,0,28
"HomerOD",1,0,0,2,45,115,0,0,0,2,0,0,50
"Lysias",1,1,21,1,1,1,60,4,19,4,14,17,84
"Plutarch",2,12,19,0,0,0,10,47,26,0,14,11,94
"Polybius",1,17,5,0,0,0,5,3,87,0,4,5,40
"Sophocles",29,0,1,2,6,2,0,2,0,84,0,0,42
"Thucydides",2,9,18,0,2,0,22,12,30,0,38,6,101
"Xenophon",0,8,19,0,2,0,17,6,21,0,12,38,85
"-SUM-",54,52,92,16,86,63,61,36,162,45,54,53,774
"Aeschylus",89,1,1,2,2,9,1,0,0,31,0,0,47
"Diodorus",1,53,6,0,0,0,2,5,44,0,2,2,62
"Herodotus",0,11,62,1,1,1,7,10,17,5,14,11,78
"Hesiod",11,0,0,65,25,20,0,0,0,13,0,0,69
"HomerIL",1,0,0,5,131,28,0,0,1,1,0,0,36
"HomerOD",2,0,0,4,43,104,0,0,0,1,1,0,51
"Lysias",1,1,27,0,1,1,52,4,17,3,4,13,72
"Plutarch",1,9,17,1,0,1,7,50,27,0,12,9,84
"Polybius",1,13,15,0,0,0,2,3,96,0,5,3,42
"Sophocles",29,0,4,3,6,4,2,0,0,90,0,0,48
"Thucydides",0,12,29,0,0,0,17,11,33,1,38,10,113
"Xenophon",0,9,16,0,2,0,16,9,20,2,4,31,78
"-SUM-",47,56,115,16,80,64,54,42,159,57,42,48,780
"Aeschylus",91,0,0,2,6,5,0,1,0,29,0,0,43
"Diodorus",0,54,9,0,0,0,3,3,57,0,2,1,75
"Herodotus",1,12,73,0,0,0,4,4,21,2,9,13,66
"Hesiod",13,0,1,59,34,15,0,1,0,8,0,0,72
"HomerIL",4,0,2,4,106,20,0,0,0,0,0,0,30
"HomerOD",3,0,0,5,39,99,0,0,0,1,0,0,48
"Lysias",0,1,20,1,0,0,57,5,17,4,9,11,68
"Plutarch",1,10,20,0,0,0,5,42,40,0,9,7,92
"Polybius",0,20,6,0,0,0,0,7,105,0,7,2,42
"Sophocles",33,0,1,5,8,3,1,0,1,97,0,0,52
"Thucydides",0,8,36,0,0,1,9,9,23,1,50,11,98
"Xenophon",0,10,15,0,0,1,18,3,16,3,14,42,80
"-SUM-",55,61,110,17,87,45,40,33,175,48,50,45,766
"Aeschylus",112,0,0,3,7,4,0,0,0,28,0,0,42
"Diodorus",1,43,6,0,0,0,0,6,64,0,0,0,77
"Herodotus",1,7,68,0,1,1,4,6,21,3,12,7,63
"Hesiod",19,0,0,62,17,21,0,0,0,5,0,0,62
"HomerIL",2,0,0,3,114,22,0,0,0,1,0,0,28
"HomerOD",1,0,0,4,48,107,0,0,0,1,0,0,54
"Lysias",1,3,8,0,1,0,62,5,21,1,8,14,62
"Plutarch",1,12,17,0,0,0,6,43,35,0,8,6,85
"Polybius",0,18,3,0,0,0,5,4,110,0,7,6,43
"Sophocles",35,0,1,0,7,4,1,0,1,80,1,0,50
"Thucydides",0,5,23,0,0,1,14,15,27,1,45,13,99
"Xenophon",0,5,19,0,0,0,22,7,26,1,11,39,91
"-SUM-",61,50,77,10,81,53,52,43,195,41,47,46,756
"Aeschylus",93,0,0,4,6,8,0,2,0,33,0,0,53
"Diodorus",1,40,15,0,0,0,2,4,57,0,6,2,87
"Herodotus",2,8,64,0,2,1,10,11,15,2,15,8,74
"Hesiod",16,0,1,57,20,23,0,0,0,7,0,0,67
"HomerIL",4,0,0,5,114,23,1,0,0,3,0,0,36
"HomerOD",5,0,0,1,35,109,0,0,0,0,0,0,41
"Lysias",0,4,11,0,0,0,59,3,30,2,12,12,74
"Plutarch",2,12,15,0,1,0,5,50,46,1,10,5,97
"Polybius",0,18,2,0,1,0,3,7,89,0,5,5,41
"Sophocles",41,0,2,0,9,4,2,0,0,79,2,0,60
"Thucydides",0,6,20,0,1,1,17,7,27,0,30,8,87
"Xenophon",0,9,29,0,1,0,25,5,23,1,17,30,110
"-SUM-",71,57,95,10,76,60,65,39,198,49,67,40,827
"Aeschylus",93,1,0,4,4,4,0,0,0,34,0,1,48
"Diodorus",1,54,10,0,0,0,1,9,53,0,8,1,83
"Herodotus",4,9,69,1,1,2,7,9,19,2,10,15,79
"Hesiod",15,0,1,51,30,16,0,0,0,7,0,0,69
"HomerIL",3,0,0,7,118,23,0,0,0,2,0,1,36
"HomerOD",6,0,0,4,39,92,0,0,0,0,0,0,49
"Lysias",0,4,17,0,0,0,62,8,17,3,8,10,67
"Plutarch",1,12,19,0,2,1,6,34,40,0,13,5,99
"Polybius",0,13,6,0,1,0,6,7,95,1,6,3,43
"Sophocles",34,0,0,4,4,4,1,0,0,93,0,0,47
"Thucydides",0,9,25,0,1,1,15,10,30,1,42,7,99
"Xenophon",0,6,19,0,1,1,14,13,25,0,11,29,90
"-SUM-",64,54,97,20,83,52,50,56,184,50,56,43,809
"Aeschylus",85,0,0,5,8,4,0,0,0,31,0,0,48
"Diodorus",1,45,5,0,0,0,2,7,52,0,3,2,72
"Herodotus",2,8,59,0,2,1,13,6,21,2,12,10,77
"Hesiod",11,0,1,63,20,16,0,0,0,6,0,0,54
"HomerIL",4,0,0,4,117,21,0,0,0,2,0,0,31
"HomerOD",2,0,0,3,36,86,0,0,0,0,0,0,41
"Lysias",0,4,20,0,1,0,61,5,26,2,15,8,81
"Plutarch",1,12,21,0,0,0,5,36,37,1,11,5,93
"Polybius",1,15,9,0,1,0,6,7,120,0,4,3,46
"Sophocles",32,0,4,5,10,3,2,0,1,89,0,0,57
"Thucydides",0,4,26,1,0,1,16,11,33,3,46,13,108
"Xenophon",0,6,18,0,1,0,23,12,14,3,15,34,92
"-SUM-",54,49,104,18,79,46,67,48,184,50,60,41,800
"Aeschylus",95,0,0,3,2,5,0,1,0,34,0,0,45
"Diodorus",1,43,12,0,0,0,1,8,62,0,4,3,91
"Herodotus",0,7,70,0,2,1,9,8,17,2,15,6,67
"Hesiod",14,0,2,64,21,23,0,0,0,8,0,0,68
"HomerIL",3,0,1,4,102,20,1,0,0,1,0,0,30
"HomerOD",2,0,0,0,46,117,0,0,0,0,1,0,49
"Lysias",0,2,19,0,0,0,63,5,21,1,9,14,71
"Plutarch",0,13,11,0,0,0,8,35,39,0,11,6,88
"Polybius",0,15,5,0,0,0,3,7,100,0,4,2,36
"Sophocles",44,0,1,1,2,3,0,0,1,90,1,3,56
"Thucydides",1,7,26,0,1,2,7,11,20,0,44,10,85
"Xenophon",0,7,27,0,1,0,23,8,18,1,18,29,103
"-SUM-",65,51,104,8,75,54,52,48,178,47,63,44,789
"Aeschylus",106,0,0,4,5,6,0,1,0,28,0,0,44
"Diodorus",0,52,9,0,0,0,1,10,59,1,6,1,87
"Herodotus",1,6,63,1,2,2,4,4,17,0,10,14,61
"Hesiod",18,0,0,69,24,20,0,0,0,5,0,0,67
"HomerIL",1,0,1,5,103,26,0,0,0,1,0,0,34
"HomerOD",4,0,0,2,34,91,0,0,0,0,0,0,40
"Lysias",1,0,26,0,2,0,66,6,18,5,11,15,84
"Plutarch",0,13,24,0,0,1,7,38,30,0,13,7,95
"Polybius",0,17,6,0,1,0,6,6,88,0,6,3,45
"Sophocles",28,0,0,5,9,4,1,2,3,95,0,1,53
"Thucydides",0,9,18,0,0,1,20,10,30,0,37,7,95
"Xenophon",0,8,22,0,0,2,15,11,14,1,18,37,91
"-SUM-",53,53,106,17,77,62,54,50,171,41,64,48,796
"Aeschylus",114,0,0,6,2,3,0,1,0,29,0,0,41
"Diodorus",2,52,12,0,0,0,0,10,57,0,4,1,86
"Herodotus",0,5,62,0,1,1,9,8,22,4,15,8,73
"Hesiod",23,0,0,56,24,21,0,0,0,8,0,0,76
"HomerIL",0,0,0,2,107,28,0,0,0,1,0,0,31
"HomerOD",4,0,0,1,41,94,0,0,0,0,0,0,46
"Lysias",1,3,18,0,1,0,48,4,21,0,10,7,65
"Plutarch",1,10,14,1,1,2,3,33,30,0,11,6,79
"Polybius",0,14,7,0,0,0,7,11,100,1,5,3,48
"Sophocles",37,0,1,3,10,4,1,3,3,92,0,1,63
"Thucydides",1,6,17,0,0,1,14,12,24,0,32,15,90
"Xenophon",0,7,21,0,2,0,29,7,29,0,21,37,116
"-SUM-",69,45,90,13,82,60,63,56,186,43,66,41,814
"Aeschylus",83,0,0,7,11,3,0,0,0,22,0,0,43
"Diodorus",1,64,8,0,0,0,1,5,47,0,6,2,70
"Herodotus",3,4,72,0,0,0,8,6,14,1,11,11,58
"Hesiod",16,0,0,65,33,27,1,0,0,5,0,0,82
"HomerIL",0,0,0,5,116,21,0,0,0,1,0,0,27
"HomerOD",2,0,0,5,47,108,0,0,0,1,0,0,55
"Lysias",1,4,14,0,0,1,57,6,14,1,11,9,61
"Plutarch",2,7,23,1,1,0,8,41,33,0,12,3,90
"Polybius",0,15,6,0,0,0,3,12,113,1,5,4,46
"Sophocles",24,0,1,5,11,3,1,0,1,80,0,0,46
"Thucydides",0,6,32,0,0,0,19,10,28,1,28,14,110
"Xenophon",0,6,16,0,0,2,29,12,16,1,16,28,98
"-SUM-",49,42,100,23,103,57,70,51,153,34,61,43,786
"Aeschylus",96,0,1,3,4,7,0,1,0,22,0,0,38
"Diodorus",0,64,9,0,0,0,0,6,51,0,1,2,69
"Herodotus",2,8,71,0,1,3,10,7,21,2,10,7,71
"Hesiod",20,0,0,63,21,28,0,0,0,4,0,0,73
"HomerIL",2,0,0,3,119,14,0,0,0,3,0,0,22
"HomerOD",2,0,1,4,33,113,0,0,0,0,0,0,40
"Lysias",0,3,13,1,2,2,51,5,26,4,8,8,72
"Plutarch",3,12,14,0,0,0,2,40,36,0,14,7,88
"Polybius",0,17,2,0,0,0,4,11,110,0,1,4,39
"Sophocles",28,0,0,5,8,4,0,0,0,78,0,1,46
"Thucydides",0,8,25,0,0,2,22,8,25,0,39,16,106
"Xenophon",1,4,29,0,0,1,25,3,19,1,11,39,94
"-SUM-",58,52,94,16,69,61,63,41,178,36,45,45,758
"Aeschylus",99,0,0,6,4,2,1,1,0,37,0,0,51
"Diodorus",0,59,4,0,0,0,1,7,49,0,1,1,63
"Herodotus",2,11,62,0,0,3,4,10,18,3,11,11,73
"Hesiod",11,0,0,50,29,19,0,0,0,9,0,0,68
"HomerIL",3,0,1,1,125,23,0,0,0,1,0,0,29
"HomerOD",2,0,0,3,33,107,1,0,0,2,0,1,42
