"","Aeschylus","Diodorus","Herodotus","Hesiod","HomerIL","HomerOD","Lysias","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"Plutarch",0,10,20,0,0,0,6,35,43,1,13,8,101
"Polybius",0,11,5,0,0,0,7,7,124,0,2,2,34
"Sophocles",28,0,1,2,10,3,4,0,0,100,0,0,48
"Thucydides",0,8,20,0,1,1,10,9,23,0,36,13,85
"Xenophon",0,4,21,0,2,0,20,12,28,0,16,34,103
"-SUM-",59,42,94,13,90,55,57,49,201,32,62,46,800
"Aeschylus",93,0,1,8,5,0,0,0,0,16,0,0,30
"Diodorus",0,46,11,0,0,0,2,7,61,0,5,3,89
"Herodotus",1,12,77,0,1,2,13,10,20,2,10,9,80
"Hesiod",19,0,1,59,27,22,0,0,0,8,0,0,77
"HomerIL",1,0,0,5,124,18,0,0,0,1,0,1,26
"HomerOD",2,0,0,3,46,114,0,0,0,2,0,0,53
"Lysias",0,3,10,0,0,1,58,1,25,2,13,15,70
"Plutarch",1,12,15,0,0,1,8,34,43,0,10,4,94
"Polybius",0,15,6,0,0,0,5,5,87,0,3,1,35
"Sophocles",26,0,3,2,8,2,0,1,2,85,0,0,44
"Thucydides",0,10,28,0,2,1,14,11,29,0,34,8,103
"Xenophon",0,6,18,0,1,1,29,7,16,1,12,38,91
"-SUM-",50,58,93,18,90,48,71,42,196,32,53,41,792
"Aeschylus",85,0,0,6,5,2,0,1,0,32,0,0,46
"Diodorus",1,55,4,0,0,0,0,8,61,0,3,3,80
"Herodotus",2,10,64,0,0,0,14,15,19,2,11,13,86
"Hesiod",19,0,1,56,26,27,0,0,0,7,0,0,80
"HomerIL",3,0,1,4,111,19,0,0,0,2,0,0,29
"HomerOD",3,0,0,3,30,100,0,0,0,1,0,0,37
"Lysias",1,3,15,0,2,0,55,6,23,1,13,13,77
"Plutarch",0,9,19,0,1,1,8,40,26,1,7,12,84
"Polybius",1,10,5,0,0,0,4,9,110,1,3,2,35
"Sophocles",30,0,1,3,9,4,3,0,1,98,0,0,51
"Thucydides",1,5,31,0,1,0,15,10,19,2,41,12,96
"Xenophon",1,3,12,0,0,1,25,6,22,1,19,35,90
"-SUM-",62,40,89,16,74,54,69,55,171,50,56,55,791
"Aeschylus",99,0,1,4,2,4,1,1,0,38,0,0,51
"Diodorus",1,47,10,0,0,0,2,10,56,0,4,7,90
"Herodotus",2,5,66,0,1,2,6,6,20,1,17,10,70
"Hesiod",19,0,0,56,27,17,0,0,0,4,1,0,68
"HomerIL",2,0,0,4,120,25,0,0,0,1,0,0,32
"HomerOD",5,0,0,4,33,91,0,0,0,0,0,0,42
"Lysias",0,1,26,0,1,0,57,3,27,3,21,25,107
"Plutarch",0,5,22,1,0,0,8,42,30,1,11,2,80
"Polybius",0,14,15,0,0,0,5,6,97,0,6,3,49
"Sophocles",35,0,1,1,9,4,0,0,1,83,1,1,53
"Thucydides",1,6,19,0,0,0,10,11,24,1,42,12,84
"Xenophon",1,6,14,0,1,0,16,11,21,1,14,30,85
"-SUM-",66,37,108,14,74,52,48,48,179,50,75,60,811
"Aeschylus",100,0,1,6,5,5,1,1,0,25,0,0,44
"Diodorus",0,48,9,0,0,0,1,7,51,0,4,2,74
"Herodotus",0,5,71,0,2,1,6,7,12,3,7,16,59
"Hesiod",19,0,1,65,27,11,0,0,0,8,0,0,66
"HomerIL",2,0,0,3,109,25,0,0,0,2,0,0,32
"HomerOD",2,0,0,3,39,91,0,0,0,3,0,0,47
"Lysias",0,3,18,0,1,1,68,8,19,0,11,15,76
"Plutarch",0,10,20,0,0,0,9,41,32,0,13,5,89
"Polybius",0,23,4,0,0,0,7,8,95,0,4,3,49
"Sophocles",38,0,2,4,6,3,1,0,0,82,0,0,54
"Thucydides",1,7,31,0,1,2,10,7,25,0,40,13,97
"Xenophon",1,10,25,0,2,0,23,8,23,0,16,36,108
"-SUM-",63,58,111,16,83,48,58,46,162,41,55,54,795
"Aeschylus",87,0,1,3,7,4,0,1,0,26,0,0,42
"Diodorus",0,49,9,0,1,1,0,5,53,1,9,3,82
"Herodotus",0,8,66,0,2,1,8,7,15,0,19,7,67
"Hesiod",14,0,1,53,35,17,0,0,0,8,0,0,75
"HomerIL",3,0,1,7,111,34,0,0,0,0,0,0,45
"HomerOD",3,0,0,2,34,105,0,0,0,1,0,0,40
"Lysias",0,3,20,0,1,0,47,7,18,5,12,23,89
"Plutarch",2,13,18,0,0,0,10,44,33,0,9,4,89
"Polybius",1,7,7,0,0,0,2,4,104,0,5,1,27
"Sophocles",28,0,3,2,3,2,1,1,2,100,3,0,45
"Thucydides",1,9,20,0,0,2,17,8,33,0,39,6,96
"Xenophon",2,7,23,0,1,1,24,12,23,0,15,31,108
"-SUM-",54,47,103,14,84,62,62,45,177,41,72,44,805
"Aeschylus",93,1,0,4,4,5,0,1,0,31,0,0,46
"Diodorus",1,59,9,0,0,1,0,4,68,0,3,5,91
"Herodotus",3,10,68,0,2,2,9,5,16,3,9,11,70
"Hesiod",14,0,0,64,25,20,0,0,0,8,1,0,68
"HomerIL",3,0,0,3,91,20,0,0,0,2,0,0,28
"HomerOD",2,0,0,5,39,97,1,0,0,0,0,0,47
"Lysias",2,4,15,0,0,2,55,3,28,4,12,15,85
"Plutarch",0,14,15,1,0,1,7,51,42,0,7,9,96
"Polybius",0,19,8,0,0,0,5,4,108,1,2,3,42
"Sophocles",25,0,3,4,7,4,0,1,2,79,0,1,47
"Thucydides",2,9,25,0,1,2,14,11,22,1,31,11,98
"Xenophon",0,6,18,0,0,0,18,6,28,0,14,37,90
"-SUM-",52,63,93,17,78,57,54,35,206,50,48,55,808
"Aeschylus",95,0,1,3,5,0,0,0,1,25,0,0,35
"Diodorus",0,44,9,0,0,0,2,8,52,0,3,4,78
"Herodotus",2,5,70,0,1,0,12,11,23,5,17,6,82
"Hesiod",25,0,1,42,33,32,0,0,0,3,0,0,94
"HomerIL",3,0,0,4,122,24,0,0,0,2,0,0,33
"HomerOD",2,0,0,0,47,90,0,0,0,2,0,0,51
"Lysias",2,2,17,0,0,0,64,5,24,2,6,15,73
"Plutarch",1,12,12,0,0,0,9,37,43,0,9,9,95
"Polybius",0,8,1,0,0,0,5,5,102,1,8,3,31
"Sophocles",22,0,2,0,4,5,1,0,1,88,2,1,38
"Thucydides",0,7,34,1,0,2,13,6,35,2,40,7,107
"Xenophon",0,10,29,0,1,1,17,10,28,1,15,18,112
"-SUM-",57,44,106,8,91,64,59,45,207,43,60,45,829
"Aeschylus",97,1,1,4,5,4,1,0,1,30,0,0,47
"Diodorus",0,51,12,0,0,0,3,4,58,0,7,3,87
"Herodotus",1,6,76,0,2,1,5,9,14,3,13,11,65
"Hesiod",11,0,0,52,20,13,0,0,0,10,0,0,54
"HomerIL",3,0,0,5,113,29,1,0,1,1,0,0,40
"HomerOD",0,0,0,4,31,104,0,0,0,1,0,0,36
"Lysias",2,3,9,0,1,0,55,6,15,3,10,11,60
"Plutarch",1,7,13,0,0,1,5,49,30,2,9,8,76
"Polybius",0,14,8,0,0,0,2,7,120,0,4,6,41
"Sophocles",39,0,0,2,6,0,0,0,0,92,0,0,47
"Thucydides",0,5,21,0,0,1,19,11,31,0,43,11,99
"Xenophon",1,10,20,0,2,0,19,11,26,4,12,32,105
"-SUM-",58,46,84,15,67,49,55,48,176,54,55,50,757
"Aeschylus",108,1,1,5,8,1,0,0,0,40,0,0,56
"Diodorus",1,59,8,0,0,0,2,3,64,0,6,3,87
"Herodotus",3,4,73,0,1,1,7,5,22,2,16,10,71
"Hesiod",11,0,0,53,23,14,0,0,0,7,0,0,55
"HomerIL",4,0,0,8,124,23,0,0,0,0,0,0,35
"HomerOD",1,0,0,1,38,85,0,0,0,0,0,0,40
"Lysias",0,2,18,1,0,0,58,4,28,1,12,7,73
"Plutarch",1,7,10,0,1,1,6,49,39,0,11,10,86
"Polybius",0,12,5,0,0,0,7,3,102,0,3,5,35
"Sophocles",34,0,0,3,10,1,2,0,2,86,0,0,52
"Thucydides",0,8,20,0,0,0,12,11,20,2,41,10,83
"Xenophon",0,7,18,0,2,0,33,5,16,1,13,35,95
"-SUM-",55,41,80,18,83,41,69,31,191,53,61,45,768
"Aeschylus",107,0,1,3,4,3,2,0,0,32,0,0,45
"Diodorus",1,46,14,0,1,0,3,2,71,0,6,2,100
"Herodotus",0,6,64,0,0,1,6,8,15,2,8,10,56
"Hesiod",25,0,0,63,25,14,0,0,0,4,0,0,68
"HomerIL",2,0,0,4,96,22,0,0,0,0,0,0,28
"HomerOD",3,0,0,5,39,107,0,0,0,0,0,0,47
"Lysias",3,4,24,1,0,0,59,5,16,2,7,6,68
"Plutarch",2,7,20,0,0,0,4,40,34,0,12,5,84
"Polybius",0,9,4,0,0,0,6,10,121,1,6,4,40
"Sophocles",38,0,1,4,4,5,1,0,2,92,0,1,56
"Thucydides",1,9,22,0,0,0,14,8,24,0,38,7,85
"Xenophon",0,8,19,0,1,0,27,5,25,2,12,32,99
"-SUM-",75,43,105,17,74,45,63,38,187,43,51,35,776
"Aeschylus",85,0,1,3,7,2,0,0,0,27,0,0,40
"Diodorus",2,54,17,0,0,0,2,8,54,0,4,6,93
"Herodotus",0,8,72,0,1,1,12,5,18,2,9,12,68
"Hesiod",11,0,0,68,30,25,0,0,0,6,0,0,72
"HomerIL",4,0,0,3,108,21,0,0,0,0,0,0,28
"HomerOD",1,0,0,4,44,88,0,0,0,1,0,0,50
"Lysias",1,4,22,0,0,0,61,7,27,3,7,6,77
"Plutarch",1,9,20,1,1,0,7,41,46,0,11,7,103
"Polybius",1,13,2,0,0,0,8,5,94,0,3,2,34
"Sophocles",36,0,1,2,12,4,0,0,0,89,0,2,57
"Thucydides",2,3,24,0,0,1,14,8,27,2,42,13,94
"Xenophon",0,5,21,0,0,0,24,0,22,2,20,29,94
"-SUM-",59,42,108,13,95,54,67,33,194,43,54,48,810
"Aeschylus",111,0,1,5,5,6,0,0,1,22,0,0,40
"Diodorus",1,58,11,0,0,0,3,5,42,0,7,2,71
"Herodotus",2,8,73,0,1,0,4,10,17,2,9,12,65
"Hesiod",20,0,1,61,25,25,0,0,0,7,0,0,78
"HomerIL",1,0,0,4,100,17,0,0,0,2,0,0,24
"HomerOD",1,0,0,7,32,108,0,0,0,2,0,0,42
"Lysias",0,3,27,0,1,0,62,5,26,4,10,13,89
"Plutarch",1,8,12,0,1,0,8,42,37,1,12,8,88
"Polybius",0,13,9,0,0,0,6,5,95,0,7,3,43
"Sophocles",32,0,0,4,9,4,0,0,1,78,0,0,50
"Thucydides",0,5,23,1,0,1,16,11,28,1,48,6,92
"Xenophon",0,12,14,1,1,0,19,7,18,2,18,31,92
"-SUM-",58,49,98,22,75,53,56,43,170,43,63,44,774
"Aeschylus",118,0,0,3,1,4,0,0,0,30,2,0,40
"Diodorus",0,45,9,0,0,0,1,8,52,0,4,3,77
"Herodotus",0,7,71,0,3,1,9,11,23,1,9,11,75
"Hesiod",15,0,2,64,23,16,0,0,0,6,0,0,62
"HomerIL",1,0,1,3,120,16,0,0,0,1,0,0,22
"HomerOD",2,0,0,7,35,92,0,0,0,0,0,0,44
"Lysias",2,5,19,1,0,0,57,5,20,2,8,13,75
"Plutarch",2,13,16,1,0,0,14,30,33,0,7,6,92
"Polybius",0,24,5,0,0,0,6,4,93,0,1,2,42
"Sophocles",38,0,1,2,9,9,4,0,1,98,0,2,66
"Thucydides",0,9,19,0,0,1,11,15,28,2,35,9,94
"Xenophon",1,2,23,0,1,1,22,9,17,0,15,38,91
"-SUM-",61,60,95,17,72,48,67,52,174,42,46,46,780
"Aeschylus",108,0,0,3,1,6,0,0,0,33,0,0,43
"Diodorus",0,48,12,0,0,0,1,10,56,0,3,2,84
"Herodotus",1,5,72,0,0,1,8,6,15,1,15,8,60
"Hesiod",21,0,0,50,23,22,0,0,0,7,0,0,73
"HomerIL",4,0,0,5,108,21,0,0,0,0,0,0,30
"HomerOD",0,0,0,4,55,108,0,0,0,1,0,0,60
"Lysias",0,2,21,0,0,0,62,8,21,2,13,11,78
"Plutarch",0,14,16,0,0,1,14,45,34,0,11,8,98
"Polybius",1,15,7,0,0,0,9,7,97,0,4,2,45
"Sophocles",26,0,0,3,9,6,2,0,0,85,0,1,47
"Thucydides",2,9,16,2,0,2,9,7,34,0,33,9,90
"Xenophon",0,6,19,0,0,0,21,10,18,1,15,27,90
"-SUM-",55,51,91,17,88,59,64,48,178,45,61,41,798
"Aeschylus",81,0,1,7,8,2,0,0,0,33,0,0,51
"Diodorus",0,52,6,0,1,0,2,5,69,0,3,2,88
"Herodotus",4,4,59,0,1,2,4,6,24,0,17,7,69
"Hesiod",21,0,2,53,36,17,0,0,0,2,0,0,78
"HomerIL",5,0,0,5,125,22,0,0,0,1,0,0,33
"HomerOD",4,0,0,3,32,108,0,0,0,1,0,1,41
"Lysias",1,2,18,0,2,1,52,7,24,4,12,8,79
"Plutarch",0,11,17,0,0,0,8,39,42,0,15,6,99
"Polybius",0,13,6,0,1,0,4,7,122,0,3,3,37
"Sophocles",27,0,1,6,11,3,1,0,1,80,0,1,51
"Thucydides",0,8,18,0,0,0,10,8,32,0,35,7,83
"Xenophon",1,7,21,0,1,0,24,4,24,1,11,32,94
"-SUM-",63,45,90,21,93,47,53,37,216,42,61,35,803
"Aeschylus",95,0,0,3,6,2,2,0,0,27,0,0,40
"Diodorus",0,38,12,0,0,0,4,11,61,0,3,4,95
"Herodotus",2,7,71,0,0,2,12,7,10,3,7,6,56
"Hesiod",11,0,0,51,34,21,0,0,0,11,0,0,77
"HomerIL",2,0,0,7,119,14,0,0,0,2,0,0,25
"HomerOD",3,0,0,6,49,101,0,0,0,0,0,0,58
"Lysias",0,0,24,0,1,0,46,7,12,2,18,17,81
"Plutarch",1,8,22,0,1,0,7,48,40,0,7,4,90
"Polybius",0,13,9,0,0,1,6,3,115,0,3,5,40
"Sophocles",29,0,1,3,7,5,0,0,2,103,0,1,48
"Thucydides",0,7,22,0,0,0,10,12,36,2,34,10,99
"Xenophon",0,3,19,0,0,0,24,8,18,1,10,28,83
"-SUM-",48,38,109,19,98,45,65,48,179,48,48,47,792
"Aeschylus",86,0,2,4,5,1,0,0,0,23,0,0,35
"Diodorus",0,53,7,0,0,0,0,3,54,0,4,2,70
"Herodotus",1,6,60,0,3,0,11,13,15,1,12,13,75
"Hesiod",20,0,0,69,18,18,0,0,0,5,0,0,61
"HomerIL",0,0,0,5,121,24,0,0,0,2,0,0,31
"HomerOD",2,0,1,1,36,96,0,0,0,1,0,0,41
"Lysias",0,4,26,0,1,0,53,10,22,3,10,20,96
"Plutarch",2,11,14,0,0,1,10,49,44,0,10,8,100
"Polybius",0,17,7,0,0,0,6,12,89,1,5,0,48
"Sophocles",31,0,2,4,7,0,1,0,0,95,0,1,46
"Thucydides",0,7,25,0,0,1,10,11,25,0,38,9,88
"Xenophon",0,15,21,0,0,0,22,6,18,0,19,40,101
"-SUM-",56,60,105,14,70,45,60,55,178,36,60,53,792
"Aeschylus",89,0,0,1,3,12,1,0,0,25,0,0,42
"Diodorus",0,56,12,0,0,0,1,2,51,0,4,8,78
"Herodotus",1,8,70,1,2,1,16,8,21,1,13,13,85
"Hesiod",19,0,0,61,25,24,0,0,0,10,1,0,79
"HomerIL",3,0,0,2,120,17,0,0,0,0,0,0,22
"HomerOD",1,0,0,3,34,101,0,0,0,0,0,0,38
"Lysias",0,3,19,0,0,0,65,7,23,3,10,10,75
"Plutarch",1,12,13,0,1,2,4,46,33,1,8,8,83
"Polybius",0,20,4,0,0,0,2,5,93,0,3,3,37
"Sophocles",31,0,0,4,4,1,1,0,0,97,0,2,43
"Thucydides",1,7,20,0,1,4,13,12,30,0,31,8,96
"Xenophon",0,6,21,0,0,0,25,11,18,0,17,36,98
"-SUM-",57,56,89,11,70,61,63,45,176,40,56,52,776
"Aeschylus",78,0,1,8,4,1,0,0,0,28,0,0,42
"Diodorus",2,55,11,0,0,0,1,11,59,0,4,4,92
"Herodotus",2,5,70,0,3,3,9,11,11,2,11,6,63
"Hesiod",23,0,1,60,26,18,0,0,0,5,0,0,73
"HomerIL",2,0,0,8,122,28,0,0,0,0,0,0,38
"HomerOD",5,0,0,4,40,99,0,0,0,1,0,0,50
"Lysias",0,3,9,0,1,1,58,7,16,2,16,12,67
"Plutarch",0,7,16,0,0,0,4,35,46,0,7,6,86
"Polybius",0,15,3,0,0,0,8,6,96,0,5,2,39
"Sophocles",33,0,3,3,7,4,3,0,2,86,0,1,56
"Thucydides",1,10,28,0,1,1,17,12,20,1,43,11,102
"Xenophon",0,10,14,0,0,0,25,7,14,0,17,44,87
"-SUM-",68,50,86,23,82,56,67,54,168,39,60,42,795
"Aeschylus",93,0,1,3,2,4,0,0,0,28,0,0,38
"Diodorus",1,49,8,0,0,0,1,9,53,0,6,0,78
"Herodotus",0,7,54,0,0,1,13,9,21,5,10,13,79
"Hesiod",17,0,1,57,30,25,0,0,0,5,0,0,78
"HomerIL",1,0,0,6,126,29,0,0,0,1,0,0,37
"HomerOD",3,0,0,3,40,100,0,0,0,0,0,0,46
"Lysias",2,6,17,0,2,0,44,7,26,1,3,10,74
"Plutarch",2,10,16,0,0,0,5,37,50,0,9,5,97
"Polybius",1,12,5,0,0,0,4,8,105,0,4,1,35
"Sophocles",27,0,2,1,6,1,0,1,3,89,0,0,41
"Thucydides",1,13,29,0,0,1,19,11,25,1,36,13,113
"Xenophon",0,9,22,0,3,0,23,8,26,1,12,31,104
"-SUM-",55,57,101,13,83,61,65,53,204,42,44,42,820
"Aeschylus",93,0,1,5,2,3,0,0,0,29,0,0,40
"Diodorus",2,47,12,0,0,0,1,8,59,0,6,3,91
"Herodotus",1,7,67,0,3,0,10,11,12,3,15,19,81
"Hesiod",24,0,0,56,23,16,1,0,0,1,0,0,65
"HomerIL",1,0,0,9,109,29,0,0,0,1,0,0,40
"HomerOD",4,0,0,1,55,108,0,0,0,2,0,1,63
"Lysias",0,6,20,0,1,0,55,2,10,3,14,13,69
"Plutarch",0,9,15,0,0,0,5,51,38,1,10,12,90
"Polybius",0,9,11,0,0,0,7,9,89,0,4,5,45
"Sophocles",26,0,1,2,10,4,0,0,0,79,0,1,44
"Thucydides",0,10,15,0,1,0,16,6,24,0,44,11,83
"Xenophon",0,6,25,0,1,0,17,7,21,1,16,38,94
"-SUM-",58,47,100,17,96,52,57,43,164,41,65,65,805
"Aeschylus",104,1,1,5,5,5,1,0,1,21,0,0,40
"Diodorus",0,46,9,0,0,0,0,7,48,0,4,2,70
"Herodotus",0,10,65,0,1,3,4,7,14,1,9,10,59
"Hesiod",11,0,0,59,37,23,0,0,0,3,0,0,74
"HomerIL",8,0,0,5,109,17,0,0,0,0,0,0,30
"HomerOD",4,0,0,6,45,104,0,0,0,1,0,0,56
"Lysias",0,1,16,1,0,0,45,4,16,2,9,18,67
"Plutarch",0,12,18,0,0,1,7,41,49,0,10,4,101
"Polybius",0,12,8,0,0,0,7,7,113,0,7,4,45
"Sophocles",36,0,1,3,8,7,1,1,0,93,1,1,59
"Thucydides",0,9,17,0,0,0,11,10,31,0,36,8,86
"Xenophon",1,6,30,0,0,0,25,5,13,0,18,41,98
"-SUM-",60,51,100,20,96,56,56,41,172,28,58,47,785
"Aeschylus",90,0,0,3,5,4,1,1,0,21,0,0,35
"Diodorus",1,48,6,1,0,0,2,3,62,0,3,3,81
"Herodotus",3,9,62,0,1,2,10,9,18,1,12,10,75
"Hesiod",23,0,2,54,20,24,0,0,0,3,0,0,72
"HomerIL",4,0,0,2,126,20,0,0,0,3,0,0,29
"HomerOD",3,0,0,5,48,102,0,0,0,0,0,0,56
"Lysias",1,1,23,0,1,1,51,7,21,3,8,10,76
"Plutarch",1,14,8,0,0,0,6,45,34,0,17,6,86
"Polybius",0,17,5,0,0,0,7,6,107,1,5,5,46
"Sophocles",29,0,0,2,10,7,1,1,0,90,0,0,50
"Thucydides",0,9,26,0,0,2,11,8,26,0,33,12,94
"Xenophon",1,8,20,0,2,1,21,5,24,0,13,38,95
"-SUM-",66,58,90,13,87,61,59,40,185,32,58,46,795
"Aeschylus",105,1,0,4,2,2,0,0,0,18,0,1,28
"Diodorus",1,50,4,0,1,0,1,9,57,0,4,3,80
"Herodotus",3,10,63,0,1,1,10,10,16,1,8,10,70
"Hesiod",11,0,0,64,31,20,0,0,0,5,0,0,67
"HomerIL",2,0,0,4,102,26,0,0,0,1,0,0,33
"HomerOD",4,0,0,3,45,83,0,0,0,1,0,0,53
"Lysias",0,4,23,0,0,0,48,5,16,2,11,17,78
"Plutarch",0,12,18,0,0,0,5,33,42,1,12,5,95
"Polybius",1,13,10,0,0,0,6,10,117,1,10,7,58
"Sophocles",43,0,2,1,7,2,2,0,0,97,0,0,57
"Thucydides",0,11,25,0,1,0,13,10,35,2,36,14,111
"Xenophon",1,6,15,0,0,1,22,9,13,0,13,33,80
"-SUM-",66,57,97,12,88,52,59,53,179,32,58,57,810
"Aeschylus",83,1,0,2,2,2,0,1,1,28,0,0,37
"Diodorus",1,55,10,0,0,0,1,12,53,0,5,2,84
"Herodotus",1,11,80,0,2,1,7,14,20,3,14,10,83
"Hesiod",17,0,0,62,32,16,0,0,0,7,1,0,73
"HomerIL",2,0,0,3,121,28,0,0,0,0,0,0,33
"HomerOD",5,0,0,3,36,90,0,0,0,3,0,0,47
"Lysias",0,4,9,0,0,0,51,6,20,2,10,10,61
"Plutarch",0,13,13,0,1,0,12,40,28,1,10,8,86
"Polybius",0,25,10,0,0,1,9,10,84,0,5,2,62
"Sophocles",37,0,1,3,3,5,0,0,0,73,0,1,50
"Thucydides",0,10,26,0,1,0,22,14,31,1,31,15,120
"Xenophon",0,5,25,0,3,0,21,10,19,1,15,36,99
"-SUM-",63,69,94,11,80,53,72,67,172,46,60,48,835
"Aeschylus",114,0,0,7,7,5,0,0,0,29,1,0,49
"Diodorus",0,57,8,0,0,0,1,12,45,0,1,2,69
"Herodotus",2,15,64,0,0,2,14,4,14,0,11,12,74
"Hesiod",14,0,1,59,20,18,0,0,0,6,0,0,59
"HomerIL",0,0,0,3,108,20,0,0,0,1,0,0,24
"HomerOD",1,0,0,3,38,112,0,0,0,0,0,0,42
"Lysias",0,3,19,0,1,1,55,6,32,3,12,10,87
"Plutarch",0,10,14,0,1,1,8,34,28,1,13,10,86
"Polybius",0,12,8,0,0,0,0,9,108,0,5,1,35
"Sophocles",23,0,3,4,9,4,1,0,0,93,0,0,44
"Thucydides",1,10,22,0,0,2,18,9,30,1,34,15,108
"Xenophon",0,8,21,0,0,0,23,4,31,1,13,25,101
"-SUM-",41,58,96,17,76,53,65,44,180,42,56,50,778
"Aeschylus",106,0,0,3,7,1,1,0,1,35,0,0,48
"Diodorus",1,58,7,0,0,0,2,4,66,0,6,1,87
"Herodotus",0,5,69,0,1,1,8,8,20,0,14,14,71
"Hesiod",14,0,0,59,20,17,0,0,0,5,0,0,56
"HomerIL",4,0,0,4,111,21,0,0,0,2,0,0,31
"HomerOD",4,0,0,7,42,104,0,0,0,0,0,0,53
"Lysias",0,1,13,0,0,1,40,7,24,1,10,16,73
"Plutarch",0,10,25,0,1,2,4,49,33,0,15,6,96
"Polybius",0,18,2,0,0,0,3,9,108,0,5,2,39
"Sophocles",34,0,0,5,9,3,2,0,1,75,1,1,56
"Thucydides",1,9,14,0,0,0,9,9,39,1,29,12,94
"Xenophon",0,11,19,0,0,1,16,9,15,2,20,36,93
"-SUM-",58,54,80,19,80,47,45,46,199,46,71,52,797
"Aeschylus",86,0,0,2,4,4,0,0,0,30,0,0,40
"Diodorus",0,61,8,0,0,1,3,7,48,0,3,3,73
"Herodotus",1,12,59,0,2,2,7,8,13,5,16,8,74
"Hesiod",13,0,0,58,38,22,0,0,0,11,0,0,84
"HomerIL",2,0,0,4,122,31,0,0,0,0,0,0,37
"HomerOD",0,0,0,2,39,121,0,0,0,0,0,0,41
"Lysias",1,2,18,0,0,0,57,6,17,1,14,11,70
"Plutarch",0,11,17,0,0,0,9,38,32,1,7,6,83
"Polybius",0,25,4,0,0,0,8,8,90,0,3,4,52
"Sophocles",25,0,3,1,7,5,0,0,2,85,0,1,44
"Thucydides",0,8,18,0,0,1,15,11,30,0,37,6,89
"Xenophon",0,7,21,0,1,0,23,7,24,1,16,40,100
"-SUM-",42,65,89,9,91,66,65,47,166,49,59,39,787
"Aeschylus",92,0,0,6,4,0,0,1,0,25,0,0,36
"Diodorus",1,50,4,0,0,0,1,8,60,1,2,2,79
"Herodotus",4,7,71,1,1,0,5,5,22,0,13,6,64
"Hesiod",16,0,0,75,33,17,0,0,0,5,0,0,71
"HomerIL",4,0,0,4,111,20,0,0,0,1,0,0,29
"HomerOD",2,0,0,3,47,90,0,0,0,2,0,0,54
"Lysias",2,3,19,0,2,0,57,7,21,2,10,10,76
"Plutarch",3,4,19,0,0,1,6,33,36,0,15,7,91
"Polybius",0,15,5,0,0,0,7,12,85,0,3,0,42
"Sophocles",42,0,2,4,4,4,1,0,1,91,0,1,59
"Thucydides",0,15,23,0,0,1,6,13,30,0,46,15,103
"Xenophon",0,12,17,0,0,0,26,7,20,2,13,39,97
"-SUM-",74,56,89,18,91,43,52,53,190,38,56,41,801
"Aeschylus",99,0,1,6,5,3,0,0,0,45,0,0,60
"Diodorus",0,45,7,0,0,0,2,9,57,0,7,3,85
"Herodotus",2,5,61,0,1,2,7,6,14,2,17,8,64
"Hesiod",16,0,0,64,23,15,0,0,0,9,1,0,64
"HomerIL",1,0,0,5,110,22,0,0,0,2,0,0,30
"HomerOD",1,0,0,2,25,116,0,0,0,2,0,0,30
"Lysias",1,0,16,0,1,0,67,6,19,2,7,21,73
"Plutarch",2,15,16,0,0,0,5,41,31,1,17,8,95
"Polybius",0,11,6,0,0,0,3,3,96,0,3,5,31
"Sophocles",41,0,2,4,7,5,1,0,0,94,0,2,62
"Thucydides",1,5,19,0,0,0,13,14,35,1,27,11,99
"Xenophon",0,8,16,0,0,0,24,9,26,2,13,30,98
"-SUM-",65,44,83,17,62,47,55,47,182,66,65,58,791
"Aeschylus",105,0,0,5,4,3,0,0,0,33,0,0,45
"Diodorus",1,57,6,0,1,0,1,6,54,0,2,5,76
"Herodotus",1,6,68,0,2,0,6,5,15,0,10,11,56
"Hesiod",9,0,0,52,32,20,0,0,0,8,0,0,69
"HomerIL",1,0,0,4,104,21,0,0,0,3,0,0,29
"HomerOD",4,0,0,2,34,104,0,0,0,0,0,0,40
"Lysias",1,2,20,0,2,0,49,4,19,2,14,10,74
"Plutarch",0,9,17,1,0,0,8,38,45,0,12,8,100
"Polybius",0,14,5,0,0,0,4,6,105,0,2,4,35
"Sophocles",30,0,1,3,6,3,2,0,0,95,0,0,45
"Thucydides",0,10,30,0,0,2,23,12,30,0,28,11,118
"Xenophon",0,8,26,0,0,1,18,9,23,1,11,52,97
"-SUM-",47,49,105,15,81,50,62,42,186,47,51,49,784
"Aeschylus",79,0,0,5,3,3,1,0,0,35,0,0,47
"Diodorus",1,61,8,0,0,0,4,8,48,0,5,2,76
"Herodotus",2,8,64,2,1,0,5,9,22,1,15,13,78
"Hesiod",12,0,1,55,24,23,0,0,0,5,0,0,65
"HomerIL",0,0,0,6,123,18,0,0,0,1,0,0,25
"HomerOD",1,0,0,7,45,121,0,0,0,0,0,0,53
"Lysias",0,4,13,0,1,0,60,6,16,2,16,12,70
"Plutarch",0,6,20,0,0,2,10,41,33,0,11,9,91
"Polybius",0,14,5,0,0,0,4,7,101,0,5,1,36
"Sophocles",20,0,0,3,6,0,1,0,1,100,0,0,31
"Thucydides",1,4,35,0,1,2,14,13,26,2,25,11,109
"Xenophon",1,8,19,0,1,0,28,9,12,2,15,35,95
"-SUM-",38,44,101,23,82,48,67,52,158,48,67,48,776
