"","Aeschylus","Diodorus","Herodotus","Hesiod","HomerIl","HomerOd","Lysias","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"HomerIl",2,0,0,0,42,1,0,0,0,0,0,0,3
"HomerOd",0,0,0,1,6,34,0,0,0,0,0,0,7
"Lysias",0,1,4,0,0,0,32,1,1,0,6,4,17
"Plutarch",0,0,3,0,0,0,3,23,7,0,6,4,23
"Polybius",0,3,0,0,0,0,0,1,49,0,1,0,5
"Sophocles",8,0,0,0,0,0,0,0,1,45,1,0,10
"Thucydides",0,5,6,0,0,0,2,2,7,0,24,5,27
"Xenophon",0,1,3,0,0,0,4,2,8,0,3,18,21
"-SUM-",12,13,20,2,9,3,16,6,36,9,21,19,166
"Aeschylus",35,0,0,1,0,0,0,0,0,10,0,0,11
"Diodorus",0,33,2,0,0,0,0,1,20,0,0,1,24
"Herodotus",0,3,35,0,0,0,0,1,3,0,3,3,13
"Hesiod",0,0,0,30,8,1,0,0,0,2,0,1,12
"HomerIl",0,0,0,0,36,5,0,0,0,0,0,0,5
"HomerOd",0,0,0,0,11,25,0,0,0,0,0,0,11
"Lysias",0,0,9,0,0,0,24,0,5,0,6,4,24
"Plutarch",0,2,5,0,0,0,1,32,13,0,1,2,24
"Polybius",0,5,2,0,0,0,1,5,34,0,1,0,14
"Sophocles",7,0,0,1,0,0,0,0,0,43,0,0,8
"Thucydides",0,6,6,0,0,0,5,3,9,0,29,2,31
"Xenophon",0,0,5,0,0,0,6,0,6,0,3,22,20
"-SUM-",7,16,29,2,19,6,13,10,56,12,14,13,197
"Aeschylus",41,0,0,0,1,2,0,0,0,1,0,0,4
"Diodorus",0,22,0,0,0,0,0,0,21,0,0,1,22
"Herodotus",0,0,37,0,0,0,4,0,3,0,1,3,11
"Hesiod",3,0,0,42,10,0,0,0,0,3,0,0,16
"HomerIl",0,0,0,0,43,2,0,0,0,0,0,0,2
"HomerOd",0,0,0,0,6,36,0,0,0,0,0,0,6
"Lysias",0,0,8,0,0,0,28,0,1,0,4,3,16
"Plutarch",0,2,3,0,0,0,1,31,9,0,7,4,26
"Polybius",0,4,0,0,0,0,2,2,40,0,0,1,9
"Sophocles",8,0,0,0,1,0,1,0,0,31,1,0,11
"Thucydides",0,2,6,0,0,0,5,2,7,0,26,2,24
"Xenophon",0,6,8,0,0,0,7,3,3,0,7,17,34
"-SUM-",11,14,25,0,18,4,20,7,44,4,20,14,181
"Aeschylus",42,0,1,1,0,0,0,0,0,9,0,0,11
"Diodorus",0,30,2,0,0,0,1,1,10,0,0,0,14
"Herodotus",2,4,22,0,0,0,2,1,1,0,0,7,17
"Hesiod",1,0,0,34,7,3,0,0,0,1,0,0,12
"HomerIl",0,0,0,0,50,5,0,0,0,0,0,0,5
"HomerOd",0,0,0,0,7,35,0,0,0,0,0,0,7
"Lysias",0,1,7,0,0,0,32,3,2,0,3,4,20
"Plutarch",0,2,1,0,0,0,0,16,10,0,4,1,18
"Polybius",0,5,0,0,0,0,0,2,47,0,1,0,8
"Sophocles",4,0,0,0,0,1,1,0,0,49,0,0,6
"Thucydides",0,5,5,0,0,0,3,3,6,0,23,2,24
"Xenophon",0,1,11,0,0,0,7,3,7,0,6,18,35
"-SUM-",7,18,27,1,14,9,14,13,36,10,14,14,177
"Aeschylus",44,0,0,0,0,1,0,0,0,11,0,0,12
"Diodorus",0,26,1,0,0,0,0,2,13,0,0,1,17
"Herodotus",0,1,34,0,0,0,2,1,3,0,5,7,19
"Hesiod",3,0,0,23,8,4,0,0,0,1,0,0,16
"HomerIl",0,0,0,1,55,4,0,0,0,0,0,0,5
"HomerOd",1,0,0,0,10,49,0,0,0,0,0,0,11
"Lysias",0,1,4,0,0,0,23,0,3,0,4,2,14
"Plutarch",0,2,4,0,0,0,1,28,12,0,3,2,24
"Polybius",0,1,2,0,0,0,0,2,38,0,0,0,5
"Sophocles",7,0,0,0,2,0,0,0,0,40,0,0,9
"Thucydides",0,2,11,0,0,0,2,2,8,0,19,4,29
"Xenophon",0,2,5,0,0,0,5,2,5,0,1,15,20
"-SUM-",11,9,27,1,20,9,10,9,44,12,13,16,181
"Aeschylus",54,0,1,0,1,2,0,0,0,6,0,0,10
"Diodorus",0,27,2,0,0,0,0,0,9,0,3,0,14
"Herodotus",0,0,36,0,0,0,3,2,1,0,4,2,12
"Hesiod",1,0,0,29,6,3,0,0,0,0,0,0,10
"HomerIl",0,0,0,1,37,3,0,0,0,0,0,0,4
"HomerOd",0,0,0,1,5,54,0,0,0,0,0,0,6
"Lysias",0,0,6,0,0,0,33,1,5,0,1,5,18
"Plutarch",0,7,6,0,0,0,0,18,8,0,5,0,26
"Polybius",0,1,0,0,0,0,1,1,42,0,0,1,4
"Sophocles",10,0,0,0,0,0,0,0,1,37,1,0,12
"Thucydides",0,0,7,0,0,0,3,2,9,0,26,3,24
"Xenophon",0,4,4,0,0,0,9,1,3,0,5,16,26
"-SUM-",11,12,26,2,12,8,16,7,36,6,19,11,166
"Aeschylus",46,0,0,0,0,0,0,0,0,8,0,0,8
"Diodorus",0,30,0,0,0,0,0,0,15,0,0,0,15
"Herodotus",0,4,26,0,0,0,4,2,3,0,0,5,18
"Hesiod",3,0,0,28,5,2,0,0,0,1,0,0,11
"HomerIl",1,0,0,2,56,2,0,0,0,0,0,0,5
"HomerOd",0,0,0,0,6,59,0,0,0,0,0,0,6
"Lysias",0,0,4,0,0,0,31,1,0,0,5,4,14
"Plutarch",0,1,6,0,0,0,2,18,11,0,5,2,27
"Polybius",0,4,2,0,0,0,2,1,41,0,0,0,9
"Sophocles",3,0,0,0,1,0,0,0,0,48,0,0,4
"Thucydides",0,3,5,0,0,0,1,0,3,0,14,4,16
"Xenophon",0,0,7,0,0,0,6,2,5,0,4,21,24
"-SUM-",7,12,24,2,12,4,15,6,37,9,14,15,157
"Aeschylus",49,0,0,2,1,1,0,0,0,4,0,0,8
"Diodorus",0,29,1,0,0,0,0,1,13,0,1,0,16
"Herodotus",0,2,26,0,0,0,6,2,3,0,5,4,22
"Hesiod",1,0,0,25,5,4,0,0,0,0,0,0,10
"HomerIl",0,0,0,1,42,4,0,0,0,0,0,0,5
"HomerOd",2,0,0,1,3,41,0,0,0,0,0,0,6
"Lysias",0,1,5,0,0,0,37,0,3,0,6,5,20
"Plutarch",0,4,2,0,0,0,0,22,11,0,7,3,27
"Polybius",0,3,2,0,0,0,0,2,33,0,1,0,8
"Sophocles",13,0,0,0,2,0,0,0,0,37,0,0,15
"Thucydides",0,2,9,0,0,0,9,3,5,0,20,5,33
"Xenophon",0,2,4,0,0,0,8,2,4,0,4,20,24
"-SUM-",16,14,23,4,11,9,23,10,39,4,24,17,194
"Aeschylus",47,0,1,0,1,0,0,0,0,5,0,0,7
"Diodorus",0,35,1,0,0,0,0,5,18,0,1,1,26
"Herodotus",0,1,25,0,0,0,3,1,4,0,6,4,19
"Hesiod",5,0,0,24,4,1,0,0,0,1,0,0,11
"HomerIl",0,0,0,0,48,6,0,0,0,0,0,0,6
"HomerOd",0,0,0,1,5,43,0,0,0,0,0,0,6
"Lysias",0,0,4,0,0,0,28,0,1,0,1,4,10
"Plutarch",0,6,1,0,0,0,0,28,4,0,4,1,16
"Polybius",0,3,1,0,0,0,0,1,51,1,4,0,10
"Sophocles",10,0,0,0,2,1,0,0,0,35,0,0,13
"Thucydides",0,4,11,0,0,0,5,2,7,0,22,3,32
"Xenophon",0,2,1,0,0,0,5,3,3,0,6,13,20
"-SUM-",15,16,20,1,12,8,13,12,37,7,22,13,176
"Aeschylus",40,0,1,0,0,1,0,0,0,5,0,0,7
"Diodorus",0,30,0,0,0,0,0,0,8,0,0,2,10
"Herodotus",0,1,35,0,0,0,1,2,4,0,5,4,17
"Hesiod",1,0,1,22,10,2,0,0,0,1,0,0,15
"HomerIl",0,0,0,1,44,4,0,0,0,0,0,0,5
"HomerOd",0,0,0,0,14,32,0,0,0,0,0,0,14
"Lysias",0,0,6,0,0,0,35,1,2,0,1,7,17
"Plutarch",0,4,2,0,0,0,0,27,13,0,6,2,27
"Polybius",0,4,0,0,0,0,0,0,44,0,0,0,4
"Sophocles",11,0,0,0,2,0,1,0,0,41,0,0,14
"Thucydides",0,2,5,0,0,0,5,3,2,0,28,7,24
"Xenophon",0,3,6,0,0,0,6,2,3,0,2,21,22
"-SUM-",12,14,21,1,26,7,13,8,32,6,14,22,176
"Aeschylus",33,0,0,0,0,0,0,0,0,7,0,0,7
"Diodorus",0,31,2,0,0,0,0,3,18,0,3,1,27
"Herodotus",0,1,36,0,0,0,0,3,2,0,1,4,11
"Hesiod",2,0,0,31,9,6,0,0,0,1,0,0,18
"HomerIl",1,0,0,1,46,2,0,0,0,0,0,0,4
"HomerOd",0,0,0,0,4,40,0,0,0,0,0,0,4
"Lysias",0,0,7,0,0,0,29,0,2,0,4,9,22
"Plutarch",0,2,1,0,0,0,1,26,9,0,2,3,18
"Polybius",0,7,0,0,0,0,0,3,41,1,1,0,12
"Sophocles",6,0,0,0,1,1,0,0,0,41,0,0,8
"Thucydides",0,2,4,0,0,0,6,1,4,0,19,7,24
"Xenophon",0,2,4,0,0,0,6,5,3,0,4,23,24
"-SUM-",9,14,18,1,14,9,13,15,38,9,15,24,179
"Aeschylus",43,0,0,0,0,0,0,0,0,7,0,0,7
"Diodorus",0,25,2,0,0,0,0,1,17,0,1,1,22
"Herodotus",0,0,41,0,0,0,0,2,3,0,6,3,14
"Hesiod",3,0,0,24,7,4,0,0,0,1,0,0,15
"HomerIl",0,0,0,3,45,2,0,0,0,0,0,0,5
"HomerOd",0,0,0,3,6,41,0,0,0,0,0,0,9
"Lysias",0,0,5,0,0,0,26,2,1,0,4,7,19
"Plutarch",0,4,2,0,0,0,1,22,10,0,4,3,24
"Polybius",0,3,3,0,0,0,1,2,37,0,1,0,10
"Sophocles",6,0,1,0,1,0,0,0,0,47,0,0,8
"Thucydides",0,2,4,0,0,0,6,3,7,0,22,4,26
"Xenophon",0,1,9,0,0,0,6,1,4,1,4,17,26
"-SUM-",9,10,26,6,14,6,14,11,42,9,20,18,185
"Aeschylus",41,0,0,2,0,0,0,0,0,7,0,0,9
"Diodorus",0,16,2,0,0,0,0,3,13,0,0,0,18
"Herodotus",0,3,25,0,0,0,1,0,3,0,5,3,15
"Hesiod",3,0,0,42,5,9,0,0,0,0,0,0,17
"HomerIl",0,0,0,1,45,6,0,0,0,1,0,0,8
"HomerOd",0,0,0,0,7,54,0,0,0,0,0,0,7
"Lysias",0,0,5,0,0,0,20,1,3,0,5,2,16
"Plutarch",0,2,4,0,0,0,2,20,9,0,3,1,21
"Polybius",0,2,1,0,0,0,0,5,41,0,0,0,8
"Sophocles",7,0,0,0,1,1,1,0,0,33,0,0,10
"Thucydides",0,6,12,0,0,0,4,5,4,0,20,6,37
"Xenophon",0,1,4,0,0,0,10,1,4,0,7,25,27
"-SUM-",10,14,28,3,13,16,18,15,36,8,20,12,193
"Aeschylus",45,0,0,0,0,0,0,0,0,8,0,0,8
"Diodorus",0,29,1,0,0,0,0,1,9,0,1,0,12
"Herodotus",0,1,32,0,0,0,4,0,1,0,4,4,14
"Hesiod",6,0,0,31,8,4,0,0,0,3,0,0,21
"HomerIl",2,0,0,0,39,5,0,0,0,0,0,0,7
"HomerOd",0,0,0,1,12,36,0,0,0,0,0,0,13
"Lysias",0,1,7,0,0,0,25,3,5,0,6,5,27
"Plutarch",0,1,2,0,0,0,0,18,8,0,8,3,22
"Polybius",0,4,0,0,0,0,1,2,45,0,1,1,9
"Sophocles",8,0,0,0,0,0,2,0,0,37,0,0,10
"Thucydides",0,2,5,0,0,0,2,2,7,0,23,5,23
"Xenophon",0,4,6,0,0,0,9,2,3,0,3,22,27
"-SUM-",16,13,21,1,20,9,18,10,33,11,23,18,193
"Aeschylus",43,0,0,0,0,1,0,0,0,8,0,0,9
"Diodorus",0,36,1,0,0,0,0,0,14,0,0,0,15
"Herodotus",0,0,30,0,0,0,1,2,1,0,4,2,10
"Hesiod",1,0,0,39,9,2,0,0,0,1,0,0,13
"HomerIl",0,0,0,0,41,4,0,0,0,1,0,0,5
"HomerOd",0,0,0,1,8,36,0,0,0,0,0,0,9
"Lysias",0,0,6,0,0,0,27,1,5,0,2,4,18
"Plutarch",0,2,6,0,0,0,2,29,8,0,3,2,23
"Polybius",0,3,0,0,0,0,0,2,41,0,1,0,6
"Sophocles",7,0,0,0,2,1,0,0,0,31,0,0,10
"Thucydides",0,5,11,0,0,0,7,3,5,0,27,4,35
"Xenophon",0,0,6,0,0,0,6,0,4,0,4,22,20
"-SUM-",8,10,30,1,19,8,16,8,37,10,14,12,173
"Aeschylus",42,0,0,2,0,1,0,0,0,11,0,0,14
"Diodorus",0,17,3,0,0,0,0,2,15,0,1,0,21
"Herodotus",0,0,31,0,0,0,4,0,1,0,2,4,11
"Hesiod",1,0,0,31,7,1,0,0,0,1,0,0,10
"HomerIl",0,0,0,0,50,4,0,0,0,0,0,0,4
"HomerOd",0,0,0,2,12,52,0,0,0,0,0,0,14
"Lysias",0,0,6,0,0,0,22,2,4,0,3,4,19
"Plutarch",0,1,5,0,0,0,1,23,7,0,3,1,18
"Polybius",0,3,1,0,0,0,0,1,42,1,0,0,6
"Sophocles",4,0,0,1,1,0,0,0,0,47,0,0,6
"Thucydides",0,2,7,0,0,0,3,5,3,0,23,1,21
"Xenophon",0,3,5,0,0,0,13,0,4,0,6,20,31
"-SUM-",5,9,27,5,20,6,21,10,34,13,15,10,175
"Aeschylus",33,0,0,1,0,0,0,0,0,17,0,0,18
"Diodorus",0,21,3,0,0,0,0,1,14,0,2,0,20
"Herodotus",0,3,42,0,0,0,2,5,1,0,2,4,17
"Hesiod",2,0,0,26,7,1,0,0,0,1,0,1,12
"HomerIl",0,0,0,0,47,2,0,0,0,1,0,0,3
"HomerOd",0,0,0,0,10,39,0,0,0,0,0,0,10
"Lysias",0,0,5,0,0,0,29,2,4,0,3,5,19
"Plutarch",0,5,3,0,0,0,0,19,8,0,5,2,23
"Polybius",0,3,0,0,0,0,3,0,46,0,2,1,9
"Sophocles",8,0,1,0,1,0,0,0,0,34,0,0,10
"Thucydides",0,3,10,0,0,0,5,2,3,0,21,5,28
"Xenophon",0,2,10,0,0,0,8,3,4,0,5,17,32
"-SUM-",10,16,32,1,18,3,18,13,34,19,19,18,201
"Aeschylus",45,0,0,1,0,0,0,0,0,3,0,0,4
"Diodorus",0,26,2,0,0,0,0,1,12,0,2,0,17
"Herodotus",0,2,28,0,0,0,3,0,3,0,2,7,17
"Hesiod",0,0,0,32,9,4,0,0,0,2,0,0,15
"HomerIl",0,0,0,1,41,8,0,0,0,0,0,0,9
"HomerOd",0,0,0,1,10,49,0,0,0,0,0,0,11
"Lysias",0,0,3,0,0,0,36,0,4,0,7,3,17
"Plutarch",0,5,7,0,0,0,1,17,7,0,1,1,22
"Polybius",0,3,0,0,0,0,0,0,44,0,1,0,4
"Sophocles",7,0,0,0,1,0,0,0,0,36,0,0,8
"Thucydides",0,1,15,0,0,0,4,5,6,0,20,3,34
"Xenophon",0,4,7,0,0,0,9,1,0,0,3,19,24
"-SUM-",7,15,34,3,20,12,17,7,32,5,16,14,182
"Aeschylus",37,0,0,1,0,1,0,0,0,7,0,0,9
"Diodorus",0,24,3,0,0,0,0,1,13,0,0,1,18
"Herodotus",0,1,27,0,0,0,3,4,5,0,4,3,20
"Hesiod",0,0,1,33,11,1,0,0,0,1,0,0,14
"HomerIl",1,0,0,0,59,3,0,0,0,0,0,0,4
"HomerOd",0,0,0,1,6,34,0,0,0,0,0,0,7
"Lysias",0,0,2,0,0,0,18,0,2,0,3,5,12
"Plutarch",0,3,3,0,0,0,2,22,8,0,3,8,27
"Polybius",0,5,1,0,0,0,1,2,55,0,3,0,12
"Sophocles",3,0,0,0,1,1,0,0,0,42,0,0,5
"Thucydides",0,1,7,0,0,0,5,2,6,0,20,5,26
"Xenophon",0,0,9,0,0,0,9,2,6,0,4,20,30
"-SUM-",4,10,26,2,18,6,20,11,40,8,17,22,184
"Aeschylus",47,0,0,1,0,1,0,0,0,5,0,0,7
"Diodorus",0,27,1,0,0,0,0,1,15,0,0,0,17
"Herodotus",0,3,30,0,0,0,4,1,1,0,3,3,15
"Hesiod",0,0,0,29,2,1,0,0,0,0,0,0,3
"HomerIl",1,0,0,1,53,6,0,0,0,0,0,0,8
"HomerOd",1,0,0,1,4,44,0,0,0,0,0,0,6
"Lysias",0,1,5,0,0,0,26,1,4,0,4,7,22
"Plutarch",0,2,2,0,0,0,2,22,8,0,3,2,19
"Polybius",0,0,1,0,0,0,0,1,42,0,1,0,3
"Sophocles",8,0,0,0,2,0,0,0,0,40,0,0,10
"Thucydides",0,4,10,0,0,0,3,5,9,0,18,5,36
"Xenophon",0,3,4,0,0,0,9,2,4,0,6,23,28
"-SUM-",10,13,23,3,8,8,18,11,41,5,17,17,174
"Aeschylus",50,0,0,0,0,0,0,0,0,6,0,0,6
"Diodorus",0,26,1,0,0,0,0,2,8,0,0,0,11
"Herodotus",0,0,28,0,0,0,1,5,4,1,1,2,14
"Hesiod",2,0,0,40,3,3,0,0,0,3,0,0,11
"HomerIl",0,0,0,1,45,5,0,0,0,0,0,0,6
"HomerOd",0,0,0,0,6,36,0,0,0,0,0,0,6
"Lysias",0,1,9,0,0,0,26,0,2,0,4,1,17
"Plutarch",0,7,4,0,0,0,1,25,8,0,0,2,22
"Polybius",0,7,0,0,0,0,0,0,45,1,2,0,10
"Sophocles",6,0,0,0,1,0,0,0,1,39,0,0,8
"Thucydides",0,4,7,0,0,0,2,3,8,0,27,4,28
"Xenophon",0,3,7,0,0,0,7,3,8,0,7,14,35
"-SUM-",8,22,28,1,10,8,11,13,39,11,14,9,174
"Aeschylus",35,0,0,1,1,0,0,0,0,8,0,0,10
"Diodorus",0,29,1,0,0,0,0,0,11,0,0,1,13
"Herodotus",1,1,35,0,0,0,2,2,5,1,8,4,24
"Hesiod",3,0,0,37,5,4,0,0,0,2,0,0,14
"HomerIl",0,0,0,1,42,3,0,0,0,0,0,0,4
"HomerOd",0,0,0,0,14,50,0,0,0,0,0,0,14
"Lysias",0,0,4,0,0,0,24,0,4,0,5,3,16
"Plutarch",0,1,6,0,0,0,4,20,8,0,2,0,21
"Polybius",0,3,0,0,0,0,0,1,35,0,0,0,4
"Sophocles",2,0,2,0,1,1,0,0,0,45,0,0,6
"Thucydides",0,2,8,0,0,0,3,3,6,0,27,5,27
"Xenophon",0,1,7,0,0,0,9,1,4,0,4,17,26
"-SUM-",6,8,28,2,21,8,18,7,38,11,19,13,179
"Aeschylus",37,0,0,1,0,2,0,0,0,10,0,0,13
"Diodorus",0,30,1,0,0,0,0,0,13,0,0,1,15
"Herodotus",0,0,36,0,0,0,3,0,0,1,3,3,10
"Hesiod",2,0,0,34,2,4,0,0,0,2,0,0,10
"HomerIl",0,0,0,2,43,3,0,0,0,0,0,0,5
"HomerOd",0,0,0,0,12,45,0,0,0,0,0,0,12
"Lysias",0,0,6,0,0,0,21,0,4,0,4,10,24
"Plutarch",0,2,6,0,0,0,2,22,7,0,5,4,26
"Polybius",0,3,1,0,0,0,0,1,43,0,1,0,6
"Sophocles",8,0,0,1,1,0,0,0,0,41,0,0,10
"Thucydides",0,1,8,0,0,0,5,4,3,0,18,7,28
"Xenophon",0,1,8,0,0,0,8,2,5,0,3,19,27
"-SUM-",10,7,30,4,15,9,18,7,32,13,16,25,186
"Aeschylus",43,0,0,0,0,0,0,0,0,13,0,0,13
"Diodorus",0,32,2,0,0,0,0,0,19,0,1,1,23
"Herodotus",0,3,30,0,0,0,0,2,1,0,2,2,10
"Hesiod",4,0,0,34,9,9,0,0,0,3,0,0,25
"HomerIl",0,0,0,0,51,3,0,0,0,0,0,0,3
"HomerOd",0,0,0,0,5,47,0,0,0,0,0,0,5
"Lysias",0,0,5,0,0,0,22,0,3,0,3,8,19
"Plutarch",0,5,2,0,0,0,2,25,8,0,4,1,22
"Polybius",0,2,1,0,0,0,0,0,34,0,1,0,4
"Sophocles",7,0,0,0,2,0,0,0,0,37,0,0,9
"Thucydides",0,3,8,0,0,0,4,4,1,0,22,4,24
"Xenophon",0,1,5,0,0,0,6,2,5,0,3,19,22
"-SUM-",11,14,23,0,16,12,12,8,37,16,14,16,179
"Aeschylus",38,0,0,1,0,0,0,0,0,3,0,0,4
"Diodorus",0,27,2,0,0,0,0,1,9,0,1,0,13
"Herodotus",1,5,46,0,0,0,0,1,3,0,5,2,17
"Hesiod",1,0,0,27,11,7,0,0,0,0,0,0,19
"HomerIl",0,0,0,1,35,2,0,0,0,0,0,0,3
"HomerOd",1,0,0,0,8,46,0,0,0,0,0,0,9
"Lysias",0,0,7,0,0,0,19,2,2,0,3,10,24
"Plutarch",0,4,2,0,0,0,1,23,8,0,3,0,18
"Polybius",0,7,0,0,0,0,0,2,40,0,3,0,12
"Sophocles",9,0,0,0,3,0,1,0,1,47,0,0,14
"Thucydides",0,0,7,0,0,0,3,9,5,0,23,3,27
"Xenophon",0,2,7,0,0,0,3,5,3,0,3,21,23
"-SUM-",12,18,25,2,22,9,8,20,31,3,18,15,183
"Aeschylus",43,0,1,1,0,0,0,0,0,3,0,0,5
"Diodorus",0,27,1,0,0,0,0,2,12,0,3,0,18
"Herodotus",0,3,27,0,0,0,5,0,3,0,1,4,16
"Hesiod",4,0,0,31,4,4,0,0,0,0,0,0,12
"HomerIl",0,0,0,0,54,5,0,0,0,0,0,0,5
"HomerOd",0,0,0,0,7,49,0,0,0,0,0,0,7
"Lysias",0,0,5,0,0,0,29,0,4,0,4,4,17
"Plutarch",0,3,3,0,0,0,1,19,12,0,7,0,26
"Polybius",0,1,1,0,0,0,0,3,31,0,2,0,7
"Sophocles",11,0,0,0,1,1,0,0,0,47,0,0,13
"Thucydides",0,4,9,0,0,0,2,2,4,0,20,5,26
"Xenophon",0,3,5,0,0,0,8,1,4,0,2,23,23
"-SUM-",15,14,25,1,12,10,16,8,39,3,19,13,175
"Aeschylus",39,0,1,1,2,1,0,0,0,9,0,0,14
"Diodorus",0,36,1,0,0,0,0,4,16,0,0,0,21
"Herodotus",0,0,22,0,0,0,2,2,1,0,5,6,16
"Hesiod",2,0,0,37,11,1,0,0,0,1,0,0,15
"HomerIl",0,0,0,0,49,3,0,0,0,0,0,0,3
"HomerOd",0,0,0,0,10,41,0,0,0,0,0,0,10
"Lysias",0,1,8,0,0,0,32,0,1,0,2,4,16
"Plutarch",0,3,4,0,0,0,2,28,9,0,2,5,25
"Polybius",0,2,1,0,0,0,0,3,36,0,0,4,10
"Sophocles",3,0,0,0,3,0,0,0,1,35,0,0,7
"Thucydides",0,2,7,0,0,0,3,5,6,0,12,4,27
"Xenophon",0,1,4,0,0,0,9,1,6,0,5,18,26
"-SUM-",5,9,26,1,26,5,16,15,40,10,14,23,190
"Aeschylus",44,0,0,1,0,0,0,0,0,5,0,0,6
"Diodorus",0,23,0,0,0,0,0,2,20,0,1,0,23
"Herodotus",0,1,31,0,0,0,2,1,3,0,6,2,15
"Hesiod",1,0,0,36,5,5,0,0,0,1,0,1,13
"HomerIl",0,0,0,0,45,6,0,0,0,0,0,0,6
"HomerOd",0,0,0,0,9,41,0,0,0,0,0,0,9
"Lysias",0,0,9,0,0,0,19,1,1,0,4,4,19
"Plutarch",0,3,2,0,0,0,2,22,12,0,5,2,26
"Polybius",0,3,0,0,0,0,0,1,47,0,0,1,5
"Sophocles",5,0,0,0,1,0,0,0,0,35,0,0,6
"Thucydides",0,3,7,0,0,0,5,4,8,0,20,6,33
"Xenophon",0,3,3,0,0,0,9,2,5,0,4,25,26
"-SUM-",6,13,21,1,15,11,18,11,49,6,20,16,187
"Aeschylus",44,0,0,2,1,1,0,0,0,10,0,0,14
"Diodorus",0,24,0,0,0,0,0,2,8,0,0,0,10
"Herodotus",0,2,30,0,0,0,1,4,1,0,1,3,12
"Hesiod",0,0,0,37,3,6,0,0,0,1,0,0,10
"HomerIl",0,0,0,0,35,6,0,0,0,0,0,0,6
"HomerOd",1,0,0,0,5,45,0,0,0,0,0,0,6
"Lysias",0,0,8,0,0,0,33,0,1,0,2,4,15
"Plutarch",0,4,2,0,0,0,2,27,10,0,6,2,26
"Polybius",0,6,1,0,0,0,1,0,42,0,1,0,9
"Sophocles",9,0,0,0,0,0,0,0,0,43,0,0,9
"Thucydides",0,1,6,0,0,0,6,4,9,0,23,4,30
"Xenophon",0,1,10,0,0,0,6,1,7,1,4,15,30
"-SUM-",10,14,27,2,9,13,16,11,36,12,14,13,177
"Aeschylus",51,0,0,0,2,1,0,0,0,7,0,0,10
"Diodorus",0,33,0,0,0,0,0,1,8,0,0,1,10
"Herodotus",0,5,28,0,0,0,1,0,5,1,2,7,21
"Hesiod",3,0,0,30,8,3,0,0,0,0,0,1,15
"HomerIl",0,0,0,2,45,2,0,0,0,0,0,0,4
"HomerOd",0,0,0,0,5,48,0,0,0,0,0,0,5
"Lysias",0,0,7,0,0,0,20,1,5,0,6,2,21
"Plutarch",0,3,4,0,0,0,1,23,6,0,6,2,22
"Polybius",0,7,2,0,0,0,0,4,37,0,2,0,15
"Sophocles",5,0,0,1,1,1,0,0,0,41,0,0,8
"Thucydides",0,4,3,0,0,0,1,3,10,0,22,3,24
"Xenophon",0,1,3,0,0,0,3,5,5,0,6,19,23
"-SUM-",8,20,19,3,16,7,6,14,39,8,22,16,178
"Aeschylus",32,0,0,1,0,0,0,0,0,9,0,0,10
"Diodorus",0,26,3,0,0,0,0,5,10,0,1,1,20
"Herodotus",0,1,21,0,0,0,3,1,5,0,2,4,16
"Hesiod",3,0,0,31,11,1,0,0,0,3,0,1,19
"HomerIl",0,0,0,2,31,4,0,0,0,0,0,0,6
"HomerOd",0,0,0,0,5,53,0,0,0,0,0,0,5
"Lysias",0,0,9,0,0,0,30,1,3,0,5,6,24
"Plutarch",0,1,2,0,0,0,0,22,6,0,9,3,21
"Polybius",0,2,0,0,0,0,1,4,42,0,1,0,8
"Sophocles",6,0,0,0,2,0,0,0,0,47,0,0,8
"Thucydides",0,1,9,0,0,0,1,2,9,0,23,2,24
"Xenophon",0,6,6,0,0,0,4,2,6,0,6,26,30
"-SUM-",9,11,29,3,18,5,9,15,39,12,24,17,191
"Aeschylus",41,0,0,0,0,0,0,0,0,10,0,0,10
"Diodorus",0,23,4,0,0,0,0,2,14,0,1,2,23
"Herodotus",0,3,27,0,0,0,3,3,2,0,2,4,17
"Hesiod",3,0,1,36,7,3,0,0,0,1,0,0,15
"HomerIl",0,0,0,0,44,3,0,0,0,0,0,0,3
"HomerOd",0,0,0,0,7,34,0,0,0,0,0,0,7
"Lysias",0,0,3,0,0,0,34,1,2,0,5,7,18
"Plutarch",0,4,5,0,0,0,1,25,12,0,2,1,25
"Polybius",0,0,0,0,0,0,0,3,40,1,0,1,5
"Sophocles",10,0,0,0,1,0,0,0,0,42,0,0,11
"Thucydides",0,4,8,0,0,0,4,0,4,0,24,4,24
"Xenophon",0,2,5,0,0,0,4,3,9,0,6,18,29
"-SUM-",13,13,26,0,15,6,12,12,43,12,16,19,187
"Aeschylus",37,0,0,0,0,1,0,0,0,4,0,0,5
"Diodorus",0,27,4,0,0,0,0,2,19,0,1,0,26
"Herodotus",0,1,27,0,0,0,0,1,4,0,5,2,13
"Hesiod",0,0,0,36,8,2,0,0,0,1,0,0,11
"HomerIl",0,0,0,0,50,7,0,0,0,0,0,0,7
"HomerOd",0,0,0,2,7,33,0,0,0,0,0,0,9
"Lysias",0,0,6,0,0,0,29,1,5,0,2,4,18
"Plutarch",0,4,3,0,0,0,0,23,8,0,4,1,20
"Polybius",0,5,0,0,0,0,0,3,43,0,1,0,9
"Sophocles",4,0,0,0,0,0,0,0,0,45,0,0,4
