"","Aeschylus","Diodorus","Herodotus","Hesiod","HomerIl","HomerOd","Lysias","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"Sophocles",7,0,0,1,1,0,0,0,0,35,0,0,9
"Thucydides",0,4,8,0,0,0,1,4,5,0,24,5,27
"Xenophon",0,1,7,0,0,0,6,1,6,0,5,19,26
"-SUM-",12,12,25,6,18,5,8,11,33,5,21,17,173
"Aeschylus",38,0,0,0,0,0,0,0,0,9,0,0,9
"Diodorus",0,32,3,0,0,0,0,1,11,0,2,1,18
"Herodotus",0,1,36,0,0,0,2,1,3,0,1,6,14
"Hesiod",2,0,0,38,3,2,0,0,0,0,0,0,7
"HomerIl",0,0,0,0,38,7,0,0,0,0,0,0,7
"HomerOd",1,0,0,1,10,28,0,0,0,0,0,0,12
"Lysias",0,0,7,0,0,0,22,0,2,0,3,7,19
"Plutarch",0,3,2,0,0,0,2,22,13,0,8,0,28
"Polybius",0,4,1,0,0,0,1,0,52,0,1,2,9
"Sophocles",11,0,0,0,2,0,1,0,0,42,0,0,14
"Thucydides",0,4,9,0,0,0,5,3,3,0,24,3,27
"Xenophon",0,4,6,0,0,0,3,6,5,0,2,13,26
"-SUM-",14,16,28,1,15,9,14,11,37,9,17,19,190
"Aeschylus",43,0,0,0,0,1,0,0,0,7,0,0,8
"Diodorus",0,25,1,0,0,0,0,1,14,0,0,0,16
"Herodotus",0,3,43,0,0,0,1,5,2,0,3,5,19
"Hesiod",0,0,0,41,11,7,0,0,0,1,0,0,19
"HomerIl",0,0,0,1,44,5,0,0,0,0,0,0,6
"HomerOd",0,0,0,1,8,35,0,0,0,0,0,0,9
"Lysias",0,0,4,0,0,0,25,0,2,0,7,8,21
"Plutarch",0,2,1,0,0,0,3,19,10,0,5,1,22
"Polybius",0,4,0,0,0,0,0,1,24,0,2,1,8
"Sophocles",7,0,0,1,1,0,0,0,0,39,0,0,9
"Thucydides",0,1,11,0,0,0,2,3,7,0,21,4,28
"Xenophon",0,4,9,0,0,0,4,3,5,0,4,22,29
"-SUM-",7,14,26,3,20,13,10,13,40,8,21,19,194
"Aeschylus",33,0,0,0,2,0,0,0,0,6,0,0,8
"Diodorus",0,28,1,0,0,0,0,0,16,0,0,2,19
"Herodotus",0,3,34,0,0,0,2,1,2,0,4,3,15
"Hesiod",1,0,0,37,4,1,0,0,0,1,0,0,7
"HomerIl",0,0,0,1,56,4,0,0,0,0,0,0,5
"HomerOd",0,0,0,0,10,41,0,0,0,0,0,0,10
"Lysias",0,0,3,0,0,0,27,1,3,0,4,3,14
"Plutarch",0,3,1,0,0,0,2,27,11,0,6,2,25
"Polybius",0,4,0,0,0,0,1,4,36,0,0,0,9
"Sophocles",8,0,0,1,0,0,1,0,0,41,0,0,10
"Thucydides",0,3,9,0,0,0,2,3,3,0,19,4,24
"Xenophon",0,4,5,0,0,0,5,1,5,0,4,26,24
"-SUM-",9,17,19,2,16,5,13,10,40,7,18,14,170
"Aeschylus",44,0,0,2,1,0,0,0,0,11,0,0,14
"Diodorus",0,21,1,0,0,0,0,2,16,0,0,1,20
"Herodotus",0,2,27,0,0,0,3,2,4,0,1,6,18
"Hesiod",2,0,0,27,5,6,0,0,0,1,0,0,14
"HomerIl",0,0,0,0,56,4,0,0,0,0,0,0,4
"HomerOd",0,0,0,1,8,40,0,0,0,0,0,0,9
"Lysias",0,0,6,0,0,0,33,0,2,0,1,1,10
"Plutarch",0,1,2,0,0,0,0,21,7,0,2,3,15
"Polybius",0,2,0,0,0,0,1,2,61,0,2,0,7
"Sophocles",6,0,0,0,1,1,1,0,0,38,0,0,9
"Thucydides",0,2,12,0,0,0,3,6,5,0,19,3,31
"Xenophon",0,0,3,0,0,0,5,1,4,0,3,21,16
"-SUM-",8,7,24,3,15,11,13,13,38,12,9,14,167
"Aeschylus",44,0,0,1,0,1,0,0,0,9,0,0,11
"Diodorus",0,25,1,0,0,0,0,0,13,0,1,0,15
"Herodotus",0,1,30,0,0,0,2,1,4,0,8,8,24
"Hesiod",0,0,0,39,4,1,0,0,0,0,0,1,6
"HomerIl",0,0,0,2,56,1,0,0,0,0,0,0,3
"HomerOd",0,0,0,1,11,48,0,0,0,0,0,0,12
"Lysias",0,0,7,0,0,0,25,0,7,0,7,5,26
"Plutarch",0,5,6,0,0,0,1,18,10,0,5,2,29
"Polybius",0,0,0,0,0,0,0,1,36,0,1,0,2
"Sophocles",12,0,0,1,0,0,0,0,0,31,0,0,13
"Thucydides",0,6,7,0,0,0,3,2,1,0,18,3,22
"Xenophon",0,1,5,0,0,0,6,0,4,0,4,22,20
"-SUM-",12,13,26,5,15,3,12,4,39,9,26,19,183
"Aeschylus",36,0,0,0,0,1,0,0,0,8,0,0,9
"Diodorus",0,22,3,0,0,0,0,1,20,0,0,0,24
"Herodotus",0,3,31,0,0,0,0,1,5,0,4,4,17
"Hesiod",2,0,0,25,10,6,0,0,0,3,0,0,21
"HomerIl",0,0,0,0,38,4,0,0,0,0,0,0,4
"HomerOd",0,0,0,1,7,43,0,0,0,0,0,0,8
"Lysias",0,0,9,0,0,0,31,4,3,0,5,6,27
"Plutarch",0,3,1,0,0,0,2,25,7,0,9,3,25
"Polybius",0,4,0,0,0,0,0,1,45,1,1,0,7
"Sophocles",5,0,0,0,0,1,0,0,0,44,0,0,6
"Thucydides",0,4,6,0,0,0,3,1,5,0,22,4,23
"Xenophon",0,4,5,0,0,0,4,1,7,0,4,17,25
"-SUM-",7,18,24,1,17,12,9,9,47,12,23,17,196
"Aeschylus",43,0,0,0,2,0,0,0,0,9,0,0,11
"Diodorus",0,25,1,0,0,0,0,3,20,0,0,0,24
"Herodotus",0,1,29,0,0,0,2,1,3,1,2,4,14
"Hesiod",3,0,0,31,5,3,0,0,0,1,0,0,12
"HomerIl",0,0,0,0,48,0,0,0,0,0,0,0,0
"HomerOd",0,0,0,0,8,45,0,0,0,0,0,0,8
"Lysias",0,0,6,0,0,0,23,1,2,0,4,4,17
"Plutarch",0,2,5,0,0,0,4,20,9,0,5,2,27
"Polybius",0,1,0,0,0,0,0,1,47,0,1,2,5
"Sophocles",4,0,0,0,0,1,0,0,1,39,0,0,6
"Thucydides",0,6,10,0,0,0,1,3,5,0,29,1,26
"Xenophon",0,1,5,0,0,0,2,3,8,0,8,19,27
"-SUM-",7,11,27,0,15,4,9,12,48,11,20,13,177
"Aeschylus",42,0,0,1,1,0,0,0,0,3,0,0,5
"Diodorus",0,24,1,0,0,0,0,1,10,0,1,1,14
"Herodotus",0,3,32,0,0,0,4,2,1,0,3,3,16
"Hesiod",0,0,0,26,6,2,0,0,0,2,0,0,10
"HomerIl",1,0,0,0,49,2,0,0,0,0,0,0,3
"HomerOd",0,0,0,1,5,60,0,0,0,0,0,0,6
"Lysias",0,2,12,0,0,0,25,0,3,0,1,5,23
"Plutarch",0,2,3,0,0,0,3,23,7,0,3,2,20
"Polybius",0,5,0,0,0,0,0,4,43,0,0,3,12
"Sophocles",5,0,0,0,0,0,0,0,0,39,0,0,5
"Thucydides",0,1,10,0,0,0,10,1,5,0,22,5,32
"Xenophon",0,2,10,0,0,0,10,3,4,0,2,13,31
"-SUM-",6,15,36,2,12,4,27,11,30,5,10,19,177
"Aeschylus",32,0,0,0,0,1,0,0,0,5,0,0,6
"Diodorus",0,23,0,0,0,0,1,1,14,0,0,0,16
"Herodotus",0,3,35,0,0,0,2,3,2,0,7,4,21
"Hesiod",2,0,0,29,11,3,0,0,0,0,0,0,16
"HomerIl",0,0,0,0,51,7,0,0,0,0,0,0,7
"HomerOd",0,0,0,2,10,43,0,0,0,0,0,0,12
"Lysias",0,0,5,0,0,0,31,0,1,0,6,6,18
"Plutarch",0,0,4,0,0,0,3,20,11,0,5,0,23
"Polybius",0,0,2,0,0,0,1,3,48,0,0,0,6
"Sophocles",7,0,1,1,1,0,0,0,0,30,0,0,10
"Thucydides",0,3,6,0,0,0,4,4,9,0,19,4,30
"Xenophon",0,2,5,0,0,0,9,1,4,0,8,20,29
"-SUM-",9,8,23,3,22,11,20,12,41,5,26,14,194
"Aeschylus",42,0,0,0,0,0,0,0,0,5,0,0,5
"Diodorus",0,31,0,0,0,0,0,0,15,0,1,1,17
"Herodotus",0,3,29,0,0,0,5,1,5,0,5,2,21
"Hesiod",4,0,0,31,9,5,0,0,0,1,0,1,20
"HomerIl",0,0,0,0,43,4,0,0,0,0,0,0,4
"HomerOd",0,0,0,0,9,39,0,0,0,0,0,0,9
"Lysias",0,0,3,0,0,0,26,2,0,0,6,3,14
"Plutarch",0,2,5,0,0,0,1,31,8,0,4,0,20
"Polybius",0,3,1,0,0,0,2,1,48,0,2,1,10
"Sophocles",5,0,0,0,0,0,0,0,0,44,1,0,6
"Thucydides",0,3,5,0,0,0,4,4,2,0,20,2,20
"Xenophon",0,3,3,0,0,0,5,0,7,0,8,19,26
"-SUM-",9,14,17,0,18,9,17,8,37,6,27,10,172
"Aeschylus",40,0,0,2,1,1,0,0,0,8,0,0,12
"Diodorus",0,29,1,0,0,0,0,0,23,0,1,0,25
"Herodotus",0,2,36,0,0,0,4,4,3,0,5,2,20
"Hesiod",3,0,0,31,4,5,0,0,0,0,0,0,12
"HomerIl",0,0,0,0,46,5,0,0,0,0,0,0,5
"HomerOd",0,0,0,1,3,40,0,0,0,0,0,0,4
"Lysias",0,0,7,0,0,0,24,2,0,0,7,4,20
"Plutarch",0,3,4,0,0,0,1,32,7,0,1,1,17
"Polybius",0,1,2,0,0,0,0,3,36,0,1,0,7
"Sophocles",5,0,0,0,1,0,0,0,1,42,0,0,7
"Thucydides",0,0,5,0,0,0,4,5,5,0,23,5,24
"Xenophon",0,1,6,0,0,0,5,2,3,0,2,24,19
"-SUM-",8,7,25,3,9,11,14,16,42,8,17,12,172
"Aeschylus",38,0,0,1,1,0,0,0,0,5,0,0,7
"Diodorus",0,32,2,0,0,0,0,2,16,0,0,1,21
"Herodotus",0,4,23,0,0,0,4,2,6,0,1,1,18
"Hesiod",5,0,0,38,6,7,0,0,0,2,0,0,20
"HomerIl",0,0,0,0,46,4,0,0,0,0,0,0,4
"HomerOd",0,0,0,0,8,46,0,0,0,0,0,0,8
"Lysias",0,1,5,0,0,0,23,0,3,0,2,4,15
"Plutarch",0,3,4,0,0,0,1,19,8,0,4,1,21
"Polybius",0,3,0,0,0,0,1,4,49,0,0,1,9
"Sophocles",9,0,0,0,0,0,0,0,0,37,0,0,9
"Thucydides",0,1,6,0,0,0,1,5,7,0,18,4,24
"Xenophon",0,0,8,0,0,0,9,1,1,0,6,25,25
"-SUM-",14,12,25,1,15,11,16,14,41,7,13,12,181
"Aeschylus",39,0,0,1,0,0,0,0,0,6,0,0,7
"Diodorus",0,33,1,0,0,0,0,0,12,0,1,0,14
"Herodotus",1,1,29,0,0,0,4,1,2,0,4,4,17
"Hesiod",3,0,0,39,4,1,0,0,0,2,0,1,11
"HomerIl",0,0,0,1,40,6,0,0,0,0,0,0,7
"HomerOd",0,0,0,0,6,38,0,0,0,0,0,0,6
"Lysias",0,0,10,0,0,0,27,1,1,0,5,7,24
"Plutarch",0,4,1,0,0,0,3,22,7,0,7,2,24
"Polybius",0,7,1,0,0,0,0,4,39,0,3,0,15
"Sophocles",9,0,0,0,2,0,1,0,0,41,0,0,12
"Thucydides",0,1,7,0,0,0,3,2,2,0,21,6,21
"Xenophon",0,5,7,0,0,0,6,3,4,0,6,18,31
"-SUM-",13,18,27,2,12,7,17,11,28,8,26,20,189
"Aeschylus",36,0,0,0,0,0,0,0,0,10,0,0,10
"Diodorus",0,27,0,0,0,0,0,2,20,0,2,1,25
"Herodotus",1,5,24,0,0,0,2,1,4,0,4,3,20
"Hesiod",3,0,0,26,7,1,0,0,0,1,0,0,12
"HomerIl",0,0,0,0,51,5,0,0,0,0,0,0,5
"HomerOd",0,0,0,2,8,44,0,0,0,0,0,0,10
"Lysias",0,0,4,0,0,0,30,0,3,0,5,6,18
"Plutarch",0,3,5,0,0,0,2,27,13,0,1,2,26
"Polybius",0,2,0,0,0,0,0,2,46,0,2,1,7
"Sophocles",6,0,0,0,2,0,0,0,0,31,0,0,8
"Thucydides",0,3,7,0,0,0,0,5,11,0,16,5,31
"Xenophon",0,3,3,0,0,0,4,4,4,0,4,23,22
"-SUM-",10,16,19,2,17,6,8,14,55,11,18,18,194
"Aeschylus",43,0,0,0,0,0,0,0,0,5,0,0,5
"Diodorus",0,26,1,0,0,0,0,0,14,0,1,1,17
"Herodotus",0,3,40,0,0,0,0,1,0,0,4,4,12
"Hesiod",2,0,0,28,6,4,0,0,0,0,0,0,12
"HomerIl",0,0,0,0,45,3,0,0,0,0,0,0,3
"HomerOd",0,0,0,1,6,41,0,0,0,0,0,0,7
"Lysias",0,1,6,0,0,0,25,0,5,0,5,7,24
"Plutarch",0,3,6,0,0,0,1,18,8,0,6,1,25
"Polybius",0,3,1,0,0,0,1,0,48,1,0,0,6
"Sophocles",7,0,1,0,1,0,0,0,0,37,0,0,9
"Thucydides",0,5,7,0,0,0,4,4,4,0,23,2,26
"Xenophon",0,2,10,0,0,0,12,2,5,0,4,20,35
"-SUM-",9,17,32,1,13,7,18,7,36,6,20,15,181
"Aeschylus",50,0,0,1,0,0,0,0,0,9,0,0,10
"Diodorus",0,20,1,0,0,0,0,5,13,0,0,0,19
"Herodotus",0,1,29,0,0,0,5,3,3,0,8,6,26
"Hesiod",2,0,0,28,10,3,0,0,0,1,0,0,16
"HomerIl",0,0,0,2,53,5,0,0,0,0,0,0,7
"HomerOd",0,0,0,0,6,33,0,0,0,0,0,0,6
"Lysias",0,1,5,0,0,0,32,0,5,0,4,9,24
"Plutarch",0,2,1,0,0,0,1,18,6,0,9,0,19
"Polybius",0,2,1,0,0,0,0,3,41,0,1,0,7
"Sophocles",7,0,1,1,1,0,0,0,0,43,0,0,10
"Thucydides",0,2,11,0,0,0,1,2,3,0,20,4,23
"Xenophon",0,3,2,0,0,0,11,1,4,0,3,17,24
"-SUM-",9,11,22,4,17,8,18,14,34,10,25,19,191
"Aeschylus",31,0,0,1,0,1,0,0,0,11,0,0,13
"Diodorus",0,23,3,0,0,0,0,2,14,0,1,2,22
"Herodotus",0,1,32,0,0,0,3,0,2,0,2,2,10
"Hesiod",4,0,0,32,5,3,0,0,0,1,0,0,13
"HomerIl",0,0,0,0,47,6,0,0,0,1,0,0,7
"HomerOd",0,0,0,0,9,42,0,0,0,0,0,0,9
"Lysias",0,0,11,0,0,0,26,0,3,0,4,4,22
"Plutarch",0,5,2,0,0,0,1,28,7,0,4,2,21
"Polybius",0,4,3,0,0,0,1,1,54,0,2,1,12
"Sophocles",7,0,0,1,1,0,1,0,0,31,0,0,10
"Thucydides",0,3,10,0,0,0,3,2,5,0,15,5,28
"Xenophon",0,2,7,0,0,0,8,0,4,0,4,22,25
"-SUM-",11,15,36,2,15,10,17,5,35,13,17,16,192
"Aeschylus",35,0,0,1,0,0,0,0,0,7,0,0,8
"Diodorus",0,20,2,0,0,0,0,4,10,0,1,0,17
"Herodotus",0,2,40,0,0,0,3,2,2,0,2,1,12
"Hesiod",6,0,0,36,12,5,0,0,0,1,1,0,25
"HomerIl",0,0,0,0,44,4,0,0,0,0,0,0,4
"HomerOd",0,0,0,0,11,33,0,0,0,0,0,0,11
"Lysias",0,0,5,0,0,0,29,2,4,0,2,7,20
"Plutarch",0,4,6,0,0,0,2,24,11,0,4,2,29
"Polybius",0,3,3,0,0,0,1,0,48,0,1,0,8
"Sophocles",8,0,0,0,1,0,0,0,0,35,0,0,9
"Thucydides",0,2,7,0,0,0,4,1,9,0,24,3,26
"Xenophon",0,2,7,0,0,0,6,0,5,0,5,13,25
"-SUM-",14,13,30,1,24,9,16,9,41,8,16,13,194
"Aeschylus",31,0,0,1,1,0,0,0,0,8,0,0,10
"Diodorus",0,30,3,0,0,0,0,2,18,0,0,1,24
"Herodotus",0,0,32,0,0,0,0,0,2,0,3,2,7
"Hesiod",2,0,0,25,10,5,0,0,0,1,0,0,18
"HomerIl",0,0,0,2,55,1,0,0,0,0,0,0,3
"HomerOd",0,0,0,0,9,40,0,0,0,0,0,0,9
"Lysias",0,1,4,0,0,0,29,1,2,0,6,8,22
"Plutarch",0,3,3,0,0,0,4,15,12,0,2,2,26
"Polybius",0,3,1,0,0,0,0,1,55,0,1,1,7
"Sophocles",1,0,0,0,1,0,1,0,0,39,0,0,3
"Thucydides",0,3,7,0,0,0,1,2,8,0,23,5,26
"Xenophon",0,1,7,0,0,0,7,1,4,1,4,21,25
"-SUM-",3,11,25,3,21,6,13,7,46,10,16,19,180
"Aeschylus",57,0,0,1,0,0,0,0,0,10,0,0,11
"Diodorus",0,32,0,0,0,0,0,2,4,0,0,0,6
"Herodotus",1,3,31,0,0,0,3,1,5,0,5,2,20
"Hesiod",0,0,0,32,6,4,0,0,0,1,0,0,11
"HomerIl",0,0,0,1,41,5,0,0,0,0,0,0,6
"HomerOd",0,0,0,0,8,43,0,0,0,0,0,0,8
"Lysias",0,0,7,0,0,0,26,0,4,0,5,5,21
"Plutarch",0,3,5,0,0,0,2,23,10,0,4,4,28
"Polybius",0,1,0,0,0,0,0,1,41,0,0,0,2
"Sophocles",4,0,1,0,0,1,0,0,0,27,0,0,6
"Thucydides",0,2,13,0,0,0,2,1,7,0,24,3,28
"Xenophon",0,1,8,0,0,0,7,2,6,0,7,20,31
"-SUM-",5,10,34,2,14,10,14,7,36,11,21,14,178
"Aeschylus",38,0,0,0,0,0,0,0,0,5,0,0,5
"Diodorus",0,28,1,0,0,0,0,1,15,0,0,0,17
"Herodotus",1,0,38,0,0,0,0,1,3,0,1,3,9
"Hesiod",2,0,0,33,11,3,0,0,0,0,0,0,16
"HomerIl",0,0,0,2,43,3,0,0,0,0,0,0,5
"HomerOd",0,0,0,0,8,48,0,0,0,0,0,0,8
"Lysias",0,1,11,0,0,0,26,1,4,0,2,2,21
"Plutarch",0,5,1,0,0,0,2,13,10,0,3,2,23
"Polybius",0,4,0,0,0,0,1,1,46,0,2,1,9
"Sophocles",8,0,0,0,2,0,0,0,0,33,0,0,10
"Thucydides",0,3,6,0,0,0,2,5,5,0,19,4,25
"Xenophon",0,3,8,0,0,0,12,1,7,0,8,23,39
"-SUM-",11,16,27,2,21,6,17,10,44,5,16,12,187
"Aeschylus",49,0,0,1,1,1,0,0,0,4,0,0,7
"Diodorus",0,30,0,0,0,0,0,0,12,0,0,0,12
"Herodotus",0,4,37,0,0,0,0,0,2,0,5,6,17
"Hesiod",5,0,0,32,4,2,0,0,0,1,0,0,12
"HomerIl",0,0,0,1,49,6,0,0,0,0,0,0,7
"HomerOd",0,0,0,1,4,34,0,0,0,0,0,0,5
"Lysias",0,1,6,0,0,0,21,1,2,0,5,9,24
"Plutarch",0,3,2,0,0,0,4,25,6,0,4,4,23
"Polybius",0,5,1,0,0,0,1,4,41,0,0,0,11
"Sophocles",11,0,0,0,1,0,0,0,0,44,0,0,12
"Thucydides",0,2,6,0,0,0,1,1,2,0,24,8,20
"Xenophon",0,2,4,0,0,0,3,2,5,0,3,20,19
"-SUM-",16,17,19,3,10,9,9,8,29,5,17,27,169
"Aeschylus",46,0,0,0,1,0,0,0,0,3,0,0,4
"Diodorus",0,26,2,0,0,0,0,0,8,0,0,0,10
"Herodotus",0,1,37,0,0,0,5,1,2,0,3,2,14
"Hesiod",1,0,1,34,8,6,0,0,0,1,0,0,17
"HomerIl",0,0,0,0,48,3,0,0,0,0,0,0,3
"HomerOd",0,0,0,1,5,47,0,0,0,0,0,0,6
"Lysias",0,0,7,0,0,0,22,1,2,0,4,2,16
"Plutarch",0,5,3,0,0,0,2,31,10,0,6,3,29
"Polybius",0,0,0,0,0,0,0,4,39,0,1,1,6
"Sophocles",6,0,0,0,1,0,1,0,0,43,0,0,8
"Thucydides",0,2,6,0,0,0,2,2,7,0,23,3,22
"Xenophon",0,4,5,0,0,0,9,0,4,0,3,19,25
"-SUM-",7,12,24,1,15,9,19,8,33,4,17,11,160
"Aeschylus",35,0,1,0,0,0,0,0,0,4,0,0,5
"Diodorus",0,35,4,0,0,0,0,0,13,0,1,0,18
"Herodotus",1,2,34,0,0,0,2,2,3,0,3,7,20
"Hesiod",7,0,0,29,5,2,0,0,0,0,0,0,14
"HomerIl",1,0,0,1,41,2,0,0,0,0,0,0,4
"HomerOd",0,0,0,1,5,53,0,0,0,0,0,0,6
"Lysias",0,0,6,0,0,0,23,1,2,0,1,6,16
"Plutarch",0,1,2,0,0,0,1,23,12,0,7,1,24
"Polybius",0,2,1,0,0,0,2,2,47,0,1,0,8
"Sophocles",9,0,0,0,2,1,0,0,0,37,0,0,12
"Thucydides",0,2,6,0,0,0,6,4,3,0,21,1,22
"Xenophon",0,3,6,0,0,0,9,3,8,0,2,17,31
"-SUM-",18,10,26,2,12,5,20,12,41,4,15,15,180
"Aeschylus",47,0,0,1,0,1,0,0,0,7,0,0,9
"Diodorus",0,21,4,0,0,0,0,0,18,0,0,0,22
"Herodotus",0,0,44,0,0,0,1,2,2,0,4,0,9
"Hesiod",1,0,0,33,7,5,0,0,0,2,0,0,15
"HomerIl",0,0,0,3,48,4,0,0,0,0,0,0,7
"HomerOd",0,0,0,1,10,42,0,0,0,0,0,0,11
"Lysias",0,0,9,0,0,0,22,0,2,0,4,4,19
"Plutarch",0,3,1,0,0,0,2,27,8,0,2,1,17
"Polybius",0,4,1,0,0,0,0,2,37,0,1,0,8
"Sophocles",13,0,0,0,0,0,0,0,0,38,0,0,13
"Thucydides",0,3,12,0,0,0,5,3,4,0,13,4,31
"Xenophon",0,3,1,0,0,0,9,0,5,0,3,21,21
"-SUM-",14,13,28,5,17,10,17,7,39,9,14,9,182
"Aeschylus",43,0,0,2,0,0,0,0,0,10,0,0,12
"Diodorus",0,27,1,0,0,0,0,1,10,0,0,0,12
"Herodotus",0,1,32,0,0,0,5,1,2,0,7,3,19
"Hesiod",3,0,0,34,8,1,0,0,0,3,0,0,15
"HomerIl",0,0,0,1,45,5,0,0,0,0,0,0,6
"HomerOd",0,0,0,0,8,40,0,0,0,0,0,0,8
"Lysias",0,2,8,0,0,0,28,1,4,0,3,3,21
"Plutarch",0,3,4,0,0,0,3,23,13,0,6,2,31
"Polybius",0,5,1,0,0,0,0,1,40,1,1,0,9
"Sophocles",4,0,0,0,0,0,1,0,1,43,0,0,6
"Thucydides",0,3,3,0,0,0,5,2,10,0,14,3,26
"Xenophon",0,1,8,0,0,0,12,1,3,0,5,11,30
"-SUM-",7,15,25,3,16,6,26,7,43,14,22,11,195
"Aeschylus",48,0,0,1,0,0,0,0,0,7,0,0,8
"Diodorus",0,29,4,0,0,0,0,0,9,0,0,0,13
"Herodotus",1,3,26,0,0,0,7,0,3,1,4,6,25
"Hesiod",1,0,0,39,3,2,0,0,0,1,0,0,7
