"","Aeschylus","Diodorus","Herodotus","Hesiod","HomerIL","HomerOd","Lysias","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"-SUM-",51,39,92,12,58,49,54,31,166,29,56,42,679
"Aeschylus",89,0,1,2,5,2,0,0,0,19,0,0,29
"Diodorus",0,46,6,0,0,1,3,4,44,0,2,1,61
"Herodotus",2,14,53,0,1,0,8,5,16,2,15,3,66
"Hesiod",15,0,0,60,22,20,0,0,0,7,0,0,64
"HomerIL",0,0,0,5,132,15,0,0,0,2,0,0,22
"HomerOd",1,0,1,3,33,86,0,0,0,1,0,0,39
"Lysias",2,2,20,0,0,0,48,7,10,1,8,9,59
"Plutarch",2,8,14,1,0,0,3,38,21,2,9,7,67
"Polybius",0,10,10,0,0,0,5,1,103,0,3,1,30
"Sophocles",22,0,0,4,1,1,0,0,1,88,0,0,29
"Thucydides",0,3,21,0,0,0,10,7,22,1,43,9,73
"Xenophon",0,5,16,0,1,0,14,5,21,1,19,28,82
"-SUM-",44,42,89,15,63,39,43,29,135,36,56,30,621
"Aeschylus",89,0,0,1,7,5,0,0,0,20,0,0,33
"Diodorus",1,45,9,0,1,0,0,3,48,0,0,1,63
"Herodotus",0,10,61,0,0,0,6,7,17,1,6,8,55
"Hesiod",23,0,0,49,22,19,0,0,0,3,0,0,67
"HomerIL",3,0,1,4,109,28,0,0,0,1,0,0,37
"HomerOd",4,0,0,5,39,86,0,0,0,1,0,0,49
"Lysias",0,3,16,0,2,0,47,3,23,1,10,9,67
"Plutarch",1,11,18,0,0,0,4,32,28,1,10,8,81
"Polybius",0,5,6,0,1,0,3,6,90,0,4,0,25
"Sophocles",28,0,0,5,7,5,3,0,0,70,0,0,48
"Thucydides",0,6,22,0,0,0,7,8,27,0,41,8,78
"Xenophon",0,4,20,1,0,0,22,6,15,1,15,29,84
"-SUM-",60,39,92,16,79,57,45,33,158,29,45,34,687
"Aeschylus",93,0,0,4,6,3,1,0,0,11,0,0,25
"Diodorus",1,50,7,0,0,0,2,6,51,0,3,5,75
"Herodotus",1,7,65,0,1,2,9,3,13,2,13,8,59
"Hesiod",15,0,0,54,23,15,0,0,0,5,0,0,58
"HomerIL",2,0,0,4,84,20,0,0,0,2,0,0,28
"HomerOd",3,0,0,1,27,86,0,0,0,1,0,0,32
"Lysias",0,4,14,0,0,1,45,3,20,2,12,17,73
"Plutarch",0,6,17,0,0,0,2,44,37,1,4,4,71
"Polybius",1,11,7,0,0,0,2,8,89,0,2,4,35
"Sophocles",30,0,1,1,4,6,0,1,1,79,0,0,44
"Thucydides",0,7,24,0,0,0,11,11,28,1,35,10,92
"Xenophon",0,6,15,0,0,0,20,7,19,1,18,33,86
"-SUM-",53,41,85,10,61,47,47,39,169,26,52,48,678
"Aeschylus",99,0,0,2,5,2,0,0,0,23,0,0,32
"Diodorus",0,49,6,0,0,0,2,10,45,0,7,6,76
"Herodotus",1,5,69,0,1,0,10,6,10,1,5,7,46
"Hesiod",5,0,0,76,19,21,0,0,0,6,0,0,51
"HomerIL",2,0,0,1,105,12,0,0,1,1,0,0,17
"HomerOd",3,0,1,4,27,78,0,0,0,0,0,0,35
"Lysias",1,3,17,0,0,1,46,8,15,1,8,11,65
"Plutarch",0,10,15,0,0,0,5,37,31,0,8,2,71
"Polybius",0,10,8,0,1,0,5,6,86,0,4,3,37
"Sophocles",26,0,2,5,5,1,0,0,1,91,0,0,40
"Thucydides",0,7,22,0,0,0,10,8,17,1,35,4,69
"Xenophon",0,7,15,0,2,0,26,5,20,1,12,37,88
"-SUM-",38,42,86,12,60,37,58,43,140,34,44,33,627
"Aeschylus",83,0,0,1,10,1,0,0,0,24,0,0,36
"Diodorus",0,39,3,0,1,0,1,6,61,0,4,2,78
"Herodotus",0,7,58,0,1,0,3,13,18,2,10,4,58
"Hesiod",15,0,0,58,30,19,0,0,0,9,0,0,73
"HomerIL",0,0,0,1,89,17,0,0,0,0,0,0,18
"HomerOd",4,0,0,1,36,96,0,0,0,1,0,0,42
"Lysias",0,3,19,0,0,1,54,4,20,1,6,11,65
"Plutarch",1,9,7,1,0,0,7,37,37,0,6,6,74
"Polybius",1,10,7,0,1,0,2,8,88,0,8,4,41
"Sophocles",19,0,2,2,6,3,1,0,1,96,1,0,35
"Thucydides",0,2,16,0,0,0,9,10,22,0,36,9,68
"Xenophon",0,5,15,0,1,0,16,4,15,0,18,39,74
"-SUM-",40,36,69,6,86,41,39,45,174,37,53,36,662
"Aeschylus",75,0,1,1,5,1,0,0,0,18,0,0,26
"Diodorus",0,45,8,0,1,1,1,3,52,0,3,4,73
"Herodotus",1,2,57,0,0,0,9,8,12,3,10,10,55
"Hesiod",13,0,0,48,23,18,0,0,0,4,0,0,58
"HomerIL",2,0,1,3,95,16,0,0,0,1,0,0,23
"HomerOd",5,0,0,6,35,105,0,0,0,2,0,0,48
"Lysias",1,1,25,0,0,0,52,4,23,1,7,10,72
"Plutarch",0,6,17,0,0,0,6,40,36,0,7,5,77
"Polybius",0,12,8,0,0,0,3,4,88,0,1,3,31
"Sophocles",25,0,0,3,4,0,1,0,2,100,0,0,35
"Thucydides",0,4,29,0,0,1,8,9,20,1,34,11,83
"Xenophon",1,4,16,0,0,1,22,5,14,2,12,38,77
"-SUM-",48,29,105,13,68,38,50,33,159,32,40,43,658
"Aeschylus",89,0,0,1,3,3,0,0,0,19,0,0,26
"Diodorus",0,40,11,0,0,0,0,10,56,0,5,1,83
"Herodotus",0,6,60,0,2,0,8,6,22,1,16,8,69
"Hesiod",7,0,0,57,28,14,0,0,0,2,0,0,51
"HomerIL",2,0,0,3,101,19,0,0,0,0,0,0,24
"HomerOd",2,0,0,5,31,99,0,0,0,0,0,0,38
"Lysias",1,1,18,0,0,0,58,4,13,1,12,13,63
"Plutarch",1,13,15,0,0,0,4,33,35,0,8,2,78
"Polybius",0,12,4,0,0,0,4,8,74,0,6,0,34
"Sophocles",33,0,0,0,8,3,1,0,0,83,2,1,48
"Thucydides",0,3,20,0,0,2,11,8,16,1,46,10,71
"Xenophon",0,9,10,0,0,0,23,3,18,0,13,34,76
"-SUM-",46,44,78,9,72,41,51,39,160,24,62,35,661
"Aeschylus",85,0,0,0,3,3,0,0,0,24,0,0,30
"Diodorus",0,54,7,0,0,0,0,2,58,0,2,1,70
"Herodotus",0,10,56,0,2,0,4,2,13,0,8,15,54
"Hesiod",13,0,0,55,23,10,0,0,0,9,0,0,55
"HomerIL",0,0,0,6,98,15,0,0,0,0,0,0,21
"HomerOd",2,0,0,6,42,81,0,0,0,0,1,0,51
"Lysias",0,3,19,0,0,0,41,3,21,1,9,11,67
"Plutarch",1,10,17,0,0,0,6,41,28,2,8,5,77
"Polybius",0,17,3,0,1,0,1,8,100,0,8,2,40
"Sophocles",20,0,2,4,3,1,0,0,1,90,0,0,31
"Thucydides",0,6,20,0,0,1,17,9,26,0,31,5,84
"Xenophon",1,6,19,0,1,0,22,6,23,0,12,33,90
"-SUM-",37,52,87,16,75,30,50,30,170,36,48,39,670
"Aeschylus",92,0,1,1,6,2,0,0,0,21,0,0,31
"Diodorus",0,44,7,0,1,0,0,6,41,0,2,4,61
"Herodotus",0,3,55,0,1,0,6,8,18,2,7,11,56
"Hesiod",13,0,0,63,24,10,0,0,0,8,0,0,55
"HomerIL",4,0,0,3,99,23,0,0,0,0,0,0,30
"HomerOd",2,0,0,8,29,77,0,0,0,1,0,0,40
"Lysias",0,3,17,0,2,0,56,6,18,2,9,10,67
"Plutarch",1,10,18,0,0,0,3,37,40,3,8,5,88
"Polybius",0,14,4,0,0,0,7,7,106,1,3,1,37
"Sophocles",22,0,1,1,6,4,1,0,1,85,1,0,37
"Thucydides",0,6,19,0,0,0,11,10,14,0,29,8,68
"Xenophon",0,5,22,0,0,0,14,7,19,1,17,37,85
"-SUM-",42,41,89,13,69,39,42,44,151,39,47,39,655
"Aeschylus",88,0,1,3,2,7,0,1,0,20,0,0,34
"Diodorus",0,38,10,0,0,0,0,9,45,0,6,1,71
"Herodotus",1,12,51,0,0,0,6,12,12,0,10,10,63
"Hesiod",21,0,0,57,15,11,0,0,0,8,0,0,55
"HomerIL",2,0,0,4,95,17,0,0,0,2,0,0,25
"HomerOd",3,0,0,5,37,90,0,0,0,0,0,0,45
"Lysias",0,3,15,0,0,0,44,5,17,3,15,13,71
"Plutarch",2,9,17,0,0,1,6,31,31,0,12,4,82
"Polybius",0,9,5,1,0,0,4,6,103,0,1,3,29
"Sophocles",25,0,1,3,7,2,0,0,0,83,0,0,38
"Thucydides",0,7,26,0,0,0,11,10,30,0,36,12,96
"Xenophon",0,7,17,0,1,0,18,2,19,0,8,38,72
"-SUM-",54,47,92,16,62,38,45,45,154,33,52,43,681
"Aeschylus",74,0,0,5,6,1,0,0,0,21,0,0,33
"Diodorus",1,40,6,0,0,1,3,9,55,0,4,2,81
"Herodotus",1,3,65,0,3,1,9,6,17,0,11,12,63
"Hesiod",13,0,0,59,21,19,0,0,0,5,0,0,58
"HomerIL",5,0,2,6,94,22,0,0,0,2,0,0,37
"HomerOd",1,0,0,1,33,110,0,0,0,2,0,0,37
"Lysias",0,2,17,0,0,1,55,10,13,0,13,7,63
"Plutarch",0,9,16,0,0,0,3,33,27,1,12,6,74
"Polybius",0,16,7,0,0,0,0,8,88,0,1,2,34
"Sophocles",27,0,0,1,4,6,1,0,2,84,0,0,41
"Thucydides",0,10,11,0,0,0,10,8,27,0,30,9,75
"Xenophon",1,4,17,0,0,0,22,4,25,1,6,27,80
"-SUM-",49,44,76,13,67,51,48,45,166,32,47,38,676
"Aeschylus",84,0,2,3,5,2,0,0,0,17,0,0,29
"Diodorus",1,37,6,0,0,0,0,7,44,0,2,1,61
"Herodotus",0,6,69,0,1,0,4,6,17,0,5,8,47
"Hesiod",11,0,0,59,18,19,0,0,0,5,0,0,53
"HomerIL",1,0,0,3,117,22,0,0,0,3,0,0,29
"HomerOd",2,0,1,2,29,87,0,0,0,0,0,0,34
"Lysias",0,3,19,0,1,0,53,3,18,2,4,11,61
"Plutarch",0,9,9,0,0,0,7,33,42,2,9,2,80
"Polybius",0,9,6,0,0,0,2,7,113,0,3,3,30
"Sophocles",23,0,1,2,7,3,0,0,1,86,0,0,37
"Thucydides",0,8,18,0,0,1,11,9,24,0,38,12,83
"Xenophon",0,4,18,1,2,0,22,4,22,1,7,34,81
"-SUM-",38,39,80,11,63,47,46,36,168,30,30,37,625
"Aeschylus",108,0,0,2,5,1,0,0,0,22,0,1,31
"Diodorus",0,54,2,0,0,1,1,7,52,0,4,2,69
"Herodotus",0,8,61,0,0,0,8,10,16,1,8,11,62
"Hesiod",10,0,0,51,30,18,0,0,0,6,0,0,64
"HomerIL",2,0,0,2,93,19,0,0,0,1,0,0,24
"HomerOd",3,0,0,3,28,86,0,0,0,0,0,0,34
"Lysias",0,0,17,0,1,0,57,3,17,0,4,9,51
"Plutarch",1,9,19,1,0,0,6,39,30,1,13,5,85
"Polybius",0,13,0,0,2,0,2,7,101,0,2,2,28
"Sophocles",29,0,0,3,6,4,0,0,0,72,0,0,42
"Thucydides",1,5,22,0,0,0,14,9,22,0,31,8,81
"Xenophon",1,8,22,0,0,1,17,8,14,0,6,34,77
"-SUM-",47,43,82,11,72,44,48,44,151,31,37,38,648
"Aeschylus",88,0,0,4,10,4,0,1,0,25,0,1,45
"Diodorus",0,40,7,1,0,0,1,10,44,0,7,1,71
"Herodotus",0,5,52,0,3,0,7,6,19,2,9,8,59
"Hesiod",5,0,0,62,24,17,0,0,0,13,0,0,59
"HomerIL",1,0,0,4,100,16,0,0,0,2,0,0,23
"HomerOd",3,0,0,4,35,73,0,0,0,1,0,0,43
"Lysias",0,2,17,0,0,1,38,4,19,2,8,10,63
"Plutarch",0,7,10,0,1,0,5,34,42,0,13,3,81
"Polybius",0,8,3,0,0,0,4,4,99,0,2,3,24
"Sophocles",18,0,0,1,10,3,0,0,0,90,0,1,33
"Thucydides",0,6,25,0,0,0,15,7,32,0,32,13,98
"Xenophon",1,11,18,0,0,0,23,3,19,0,13,40,88
"-SUM-",28,39,80,14,83,41,55,35,175,45,52,40,687
"Aeschylus",88,0,0,5,9,6,0,0,0,28,0,0,48
"Diodorus",0,52,4,0,0,0,1,1,49,0,2,4,61
"Herodotus",0,2,60,0,1,0,7,6,17,1,14,6,54
"Hesiod",10,0,0,64,24,11,0,0,0,4,0,0,49
"HomerIL",1,0,0,7,112,14,0,0,0,0,0,0,22
"HomerOd",3,0,1,7,32,98,0,0,0,0,0,0,43
"Lysias",0,2,22,0,0,1,50,4,13,2,7,10,61
"Plutarch",0,12,17,0,0,0,4,31,43,0,8,6,90
"Polybius",0,13,8,0,0,0,1,2,84,1,1,0,26
"Sophocles",21,0,1,2,10,2,0,0,0,80,1,1,38
"Thucydides",0,5,24,0,0,0,9,11,19,0,34,7,75
"Xenophon",0,5,11,0,1,0,15,6,21,1,19,36,79
"-SUM-",35,39,88,21,77,34,37,30,162,37,52,34,646
"Aeschylus",102,0,1,3,2,2,0,0,0,20,0,0,28
"Diodorus",0,44,7,0,0,2,1,4,52,0,3,6,75
"Herodotus",1,5,60,0,0,0,8,9,12,5,11,6,57
"Hesiod",9,0,0,61,24,16,0,0,0,9,0,0,58
"HomerIL",4,0,0,0,108,16,0,0,0,0,0,0,20
"HomerOd",2,0,1,8,36,71,0,0,0,0,0,0,47
"Lysias",1,1,14,0,0,1,57,1,23,1,9,17,68
"Plutarch",0,8,17,0,0,0,4,33,36,2,13,3,83
"Polybius",1,11,7,0,1,0,4,3,100,0,2,5,34
"Sophocles",15,0,0,3,1,3,1,0,1,80,1,0,25
"Thucydides",0,8,22,0,0,0,10,8,24,1,40,9,82
"Xenophon",1,6,9,0,0,0,16,8,18,0,11,33,69
"-SUM-",34,39,78,14,64,40,44,33,166,38,50,46,646
"Aeschylus",95,0,0,3,5,5,0,0,0,25,0,0,38
"Diodorus",0,33,8,0,0,0,0,5,50,0,4,1,68
"Herodotus",1,9,54,0,1,0,11,10,22,1,12,7,74
"Hesiod",18,0,0,55,26,17,0,0,0,9,0,0,70
"HomerIL",5,0,0,4,95,19,0,0,0,1,0,0,29
"HomerOd",5,0,0,2,35,101,0,0,0,2,0,0,44
"Lysias",0,2,15,0,1,0,54,1,20,1,7,11,58
"Plutarch",1,10,11,1,0,0,1,34,39,2,7,3,75
"Polybius",0,7,6,0,0,0,4,6,98,0,8,0,31
"Sophocles",18,0,0,2,5,2,0,0,1,77,0,0,28
"Thucydides",0,8,20,1,0,0,6,9,19,2,38,9,74
"Xenophon",0,7,17,0,0,0,17,4,21,1,11,34,78
"-SUM-",48,43,77,13,73,43,39,35,172,44,49,31,667
"Aeschylus",85,0,3,2,4,3,0,0,0,32,0,0,44
"Diodorus",0,45,12,0,0,0,2,9,52,0,3,1,79
"Herodotus",0,7,64,0,0,0,5,7,11,2,4,7,43
"Hesiod",11,0,0,59,21,17,0,0,0,10,0,0,59
"HomerIL",1,0,0,3,91,16,0,0,0,0,0,0,20
"HomerOd",2,0,0,6,31,87,0,0,0,0,0,0,39
"Lysias",0,2,18,0,2,0,45,4,13,1,9,12,61
"Plutarch",2,8,14,0,1,0,2,31,37,0,8,4,76
"Polybius",2,12,8,0,0,0,6,3,99,1,3,2,37
"Sophocles",28,0,2,1,4,5,1,0,1,88,1,0,43
"Thucydides",0,5,17,0,0,1,14,15,17,0,49,11,80
"Xenophon",1,4,16,0,0,0,18,2,25,2,14,29,82
"-SUM-",47,38,90,12,63,42,48,40,156,48,42,37,663
"Aeschylus",89,0,0,5,5,2,0,0,0,25,0,0,37
"Diodorus",0,55,6,0,0,2,5,2,41,0,4,1,61
"Herodotus",2,11,67,0,0,0,4,5,16,0,5,9,52
"Hesiod",9,0,0,55,21,12,0,0,0,7,0,0,49
"HomerIL",0,0,0,2,104,18,0,0,0,0,0,0,20
"HomerOd",3,0,0,3,31,76,0,0,0,0,0,0,37
"Lysias",0,2,19,0,1,0,49,3,16,0,10,12,63
"Plutarch",2,8,13,0,0,0,7,40,34,1,5,8,78
"Polybius",1,15,6,0,1,0,3,5,106,0,2,3,36
"Sophocles",27,0,1,3,3,5,1,0,1,94,1,0,42
"Thucydides",0,11,15,0,0,0,11,14,17,1,30,11,80
"Xenophon",0,8,17,0,1,0,18,6,14,2,17,32,83
"-SUM-",44,55,77,13,63,39,49,35,139,36,44,44,638
"Aeschylus",81,1,0,4,3,2,0,0,0,15,0,0,25
"Diodorus",0,41,5,0,0,0,1,5,48,0,3,4,66
"Herodotus",1,6,69,0,1,0,7,5,15,1,11,8,55
"Hesiod",14,0,0,62,23,12,0,0,0,10,0,0,59
"HomerIL",6,0,0,6,102,11,0,0,0,1,0,0,24
"HomerOd",4,0,0,2,35,98,0,0,0,1,0,0,42
"Lysias",1,5,17,0,0,0,55,5,13,1,8,13,63
"Plutarch",0,10,14,0,0,0,2,33,44,1,8,1,80
"Polybius",0,11,7,0,0,0,2,4,94,1,4,0,29
"Sophocles",28,0,1,1,4,6,2,0,0,75,0,0,42
"Thucydides",0,6,19,0,0,1,15,5,26,0,36,9,81
"Xenophon",0,10,19,0,0,0,23,10,22,2,4,33,90
"-SUM-",54,49,82,13,66,32,52,34,168,33,38,35,656
"Aeschylus",90,0,3,4,0,3,0,0,0,19,0,1,30
"Diodorus",0,43,10,0,0,0,3,4,58,0,2,3,80
"Herodotus",0,7,57,0,1,0,9,12,16,1,8,6,60
"Hesiod",17,0,0,53,29,20,0,0,0,3,0,0,69
"HomerIL",2,0,0,2,103,12,0,0,0,0,0,0,16
"HomerOd",2,0,0,4,34,83,0,0,0,2,0,0,42
"Lysias",0,5,17,0,0,1,43,4,15,1,11,17,71
"Plutarch",1,2,16,0,0,0,3,41,37,1,12,4,76
"Polybius",1,15,2,0,0,0,3,5,99,0,7,0,33
"Sophocles",19,0,4,4,2,2,0,0,0,88,2,0,33
"Thucydides",0,11,24,0,0,0,11,4,24,1,44,2,77
"Xenophon",0,6,12,0,0,1,16,5,17,1,15,31,73
"-SUM-",42,46,88,14,66,39,45,34,167,29,57,33,660
"Aeschylus",90,0,0,4,5,1,0,0,0,20,0,1,31
"Diodorus",0,37,11,0,0,0,0,5,51,0,1,2,70
"Herodotus",0,5,67,0,1,0,8,4,20,1,12,6,57
"Hesiod",13,0,0,62,17,19,0,0,0,5,0,0,54
"HomerIL",2,0,0,3,102,24,0,0,0,1,0,0,30
"HomerOd",2,0,0,5,31,84,0,0,0,1,0,0,39
"Lysias",1,5,14,0,1,0,52,8,21,0,10,9,69
"Plutarch",0,7,12,1,0,1,4,40,26,2,10,6,69
"Polybius",0,10,4,0,1,0,5,4,78,0,5,2,31
"Sophocles",21,0,1,5,4,4,0,1,1,95,0,0,37
"Thucydides",0,3,21,0,1,0,12,6,25,1,38,10,79
"Xenophon",0,6,26,0,1,0,29,5,17,0,7,33,91
"-SUM-",39,36,89,18,62,49,58,33,161,31,45,36,657
"Aeschylus",98,0,1,2,5,2,0,0,0,19,1,0,30
"Diodorus",0,51,4,0,0,0,0,4,51,0,3,2,64
"Herodotus",0,9,78,0,2,1,14,5,18,0,15,15,79
"Hesiod",18,0,0,57,24,12,0,0,0,4,0,0,58
"HomerIL",1,0,0,3,106,16,0,0,0,0,0,0,20
"HomerOd",4,0,0,3,24,94,0,0,0,1,0,0,32
"Lysias",0,1,18,0,0,1,49,3,18,2,7,18,68
"Plutarch",1,8,12,0,0,0,5,42,27,0,5,4,62
"Polybius",0,16,5,0,0,0,1,5,92,0,3,2,32
"Sophocles",23,0,2,4,4,1,0,0,0,74,0,0,34
"Thucydides",0,4,15,0,0,0,8,9,23,1,33,8,68
"Xenophon",0,7,19,0,0,0,20,4,9,0,11,44,70
"-SUM-",47,45,76,12,59,33,48,30,146,27,45,49,617
"Aeschylus",83,0,3,0,4,3,0,1,0,14,0,0,25
"Diodorus",0,36,4,0,0,0,1,5,62,0,3,6,81
"Herodotus",1,4,53,0,0,1,9,3,27,2,7,13,67
"Hesiod",11,0,0,63,20,14,0,0,0,5,0,0,50
"HomerIL",1,0,0,3,103,16,0,0,0,1,0,0,21
"HomerOd",2,0,0,5,37,79,0,0,0,1,0,0,45
"Lysias",0,3,26,0,1,1,52,1,17,2,11,9,71
"Plutarch",1,10,16,0,0,0,5,37,37,0,9,4,82
"Polybius",0,7,3,0,0,0,2,11,98,0,3,1,27
"Sophocles",22,0,1,3,2,2,0,1,2,93,0,0,33
"Thucydides",1,4,13,0,0,0,14,9,29,0,38,3,73
"Xenophon",0,7,13,0,0,0,23,4,21,0,14,43,82
"-SUM-",39,35,79,11,64,37,54,35,195,25,47,36,657
"Aeschylus",75,0,3,4,2,3,0,1,0,13,0,1,27
"Diodorus",0,45,7,0,0,0,2,7,54,0,1,3,74
"Herodotus",0,2,61,0,2,0,6,6,22,1,16,9,64
"Hesiod",19,0,0,49,18,20,0,0,0,6,0,0,63
"HomerIL",1,0,0,2,124,14,0,0,0,3,0,0,20
"HomerOd",2,0,0,5,23,83,0,0,0,3,0,0,33
"Lysias",0,3,19,0,1,0,52,1,20,0,5,13,62
"Plutarch",1,21,8,0,0,0,4,35,31,0,8,3,76
"Polybius",0,18,7,0,0,0,6,8,107,1,3,2,45
"Sophocles",30,0,1,6,4,4,2,1,2,76,1,0,51
"Thucydides",0,4,22,0,0,1,12,10,23,0,29,6,78
"Xenophon",0,2,19,0,2,0,12,8,17,1,11,34,72
"-SUM-",53,50,86,17,52,42,44,42,169,28,45,37,665
"Aeschylus",72,0,1,1,3,3,1,0,0,20,0,0,29
"Diodorus",1,49,6,0,0,0,1,8,49,0,1,2,68
"Herodotus",2,5,70,0,1,1,8,4,16,0,14,7,58
"Hesiod",14,0,0,57,15,7,0,0,0,5,0,0,41
"HomerIL",2,0,0,4,106,15,0,0,0,0,0,0,21
"HomerOd",3,0,1,1,31,82,0,0,0,1,0,0,37
"Lysias",0,5,16,0,0,0,48,2,14,2,7,14,60
"Plutarch",2,8,17,0,0,0,1,48,32,0,13,4,77
"Polybius",0,16,9,0,0,1,4,4,104,0,4,2,40
"Sophocles",28,0,3,3,7,4,1,0,2,91,0,0,48
"Thucydides",0,8,17,0,0,2,8,13,16,1,36,8,73
"Xenophon",0,6,22,0,1,0,17,7,19,0,13,35,85
"-SUM-",52,48,92,9,58,33,41,38,148,29,52,37,637
"Aeschylus",83,0,1,3,4,4,0,1,0,23,0,0,36
"Diodorus",0,41,9,0,0,1,2,9,61,0,2,1,85
"Herodotus",0,5,61,0,2,1,11,7,25,1,7,11,70
"Hesiod",9,0,0,45,27,14,0,0,0,7,0,0,57
"HomerIL",4,0,0,3,102,18,0,0,0,0,0,0,25
"HomerOd",3,0,0,3,37,89,0,0,0,1,0,0,44
"Lysias",0,2,15,0,0,0,60,2,15,0,11,11,56
"Plutarch",1,11,22,0,0,0,2,32,30,0,11,1,78
"Polybius",0,17,2,0,0,0,0,10,87,0,6,1,36
"Sophocles",22,0,1,2,9,2,0,0,0,86,0,1,37
"Thucydides",0,6,15,0,0,1,10,9,30,1,38,7,79
"Xenophon",1,5,15,0,1,1,18,2,22,0,13,30,78
"-SUM-",40,46,80,11,80,42,43,40,183,33,50,33,681
"Aeschylus",88,0,2,3,4,1,0,0,0,22,0,0,32
"Diodorus",0,45,6,0,0,0,3,8,45,0,5,3,70
"Herodotus",0,6,61,0,1,0,7,5,24,0,12,10,65
"Hesiod",7,0,0,59,19,17,0,0,0,10,0,0,53
"HomerIL",2,0,0,4,132,15,0,0,0,0,0,0,21
"HomerOd",1,0,0,2,18,70,0,0,0,1,0,0,22
"Lysias",0,4,14,0,1,0,53,3,11,1,12,12,58
"Plutarch",0,7,12,0,0,0,5,38,33,1,12,2,72
"Polybius",0,12,1,0,1,0,3,7,107,0,6,3,33
"Sophocles",29,0,1,2,3,4,0,0,1,75,0,0,40
"Thucydides",0,10,14,0,0,1,10,3,22,1,45,11,72
"Xenophon",0,8,19,0,1,0,21,6,28,0,10,31,93
"-SUM-",39,47,69,11,48,38,49,32,164,36,57,41,631
"Aeschylus",88,0,1,3,2,4,0,0,0,21,0,0,31
"Diodorus",0,51,11,0,0,1,0,4,45,0,1,2,64
"Herodotus",2,5,61,0,0,0,10,5,17,3,12,12,66
"Hesiod",16,0,0,55,14,15,0,0,0,7,0,0,52
"HomerIL",1,0,0,2,97,28,0,0,0,3,0,0,34
"HomerOd",1,0,1,2,36,96,0,1,0,1,0,0,42
"Lysias",0,8,14,0,0,0,48,5,17,0,11,13,68
"Plutarch",0,8,18,1,1,0,6,34,35,0,7,3,79
"Polybius",0,10,4,0,0,0,4,6,93,0,2,0,26
"Sophocles",26,0,0,0,5,1,1,0,0,91,0,0,33
"Thucydides",0,5,22,0,0,2,5,6,24,2,40,9,75
"Xenophon",0,9,15,0,0,0,18,7,19,0,14,29,82
"-SUM-",46,45,86,8,58,51,44,34,157,37,47,39,652
"Aeschylus",98,0,1,7,9,2,0,0,0,25,0,0,44
"Diodorus",0,44,9,0,0,0,1,7,43,0,6,1,67
"Herodotus",2,5,63,0,1,1,8,8,17,1,9,6,58
"Hesiod",11,0,0,61,24,14,0,0,0,9,0,0,58
"HomerIL",4,0,0,6,108,19,1,0,0,2,0,0,32
"HomerOd",0,0,0,3,28,92,0,0,0,0,0,0,31
"Lysias",1,1,20,0,0,1,47,9,21,1,13,16,83
"Plutarch",0,11,11,0,0,0,3,28,33,0,8,1,67
"Polybius",0,8,2,0,0,0,0,1,105,0,3,3,17
"Sophocles",21,0,0,0,2,4,1,0,1,78,0,1,30
"Thucydides",0,6,20,0,0,1,6,13,19,0,29,14,79
"Xenophon",1,8,23,0,1,0,18,6,12,1,18,28,88
"-SUM-",40,39,86,16,65,42,38,44,146,39,57,42,654
"Aeschylus",102,0,0,3,7,3,0,0,0,21,0,1,35
"Diodorus",0,39,6,0,0,1,2,5,53,0,3,2,72
"Herodotus",1,6,64,0,1,0,8,6,10,1,7,5,45
"Hesiod",14,0,0,56,26,13,0,0,0,7,0,0,60
"HomerIL",0,0,0,2,87,26,0,0,0,1,0,0,29
"HomerOd",3,0,2,1,39,85,0,0,0,1,0,0,46
"Lysias",1,1,21,0,2,1,49,2,14,1,10,8,61
"Plutarch",0,9,14,0,0,0,4,36,37,0,12,5,81
"Polybius",0,6,3,0,0,0,3,7,97,0,3,3,25
"Sophocles",29,0,0,4,6,3,3,0,1,91,0,0,46
"Thucydides",0,7,20,0,0,0,8,7,29,3,32,7,81
"Xenophon",0,6,17,0,0,0,18,5,20,1,15,34,82
"-SUM-",48,35,83,10,81,47,46,32,164,36,50,31,663
"Aeschylus",91,0,1,2,5,1,0,0,1,35,0,0,45
"Diodorus",1,45,10,0,1,0,2,4,41,0,4,1,64
"Herodotus",2,8,55,0,1,1,8,7,12,0,15,6,60
"Hesiod",12,0,0,53,24,15,0,0,0,5,0,0,56
"HomerIL",2,0,0,4,99,10,0,0,0,0,0,0,16
"HomerOd",4,0,0,4,34,83,0,0,0,1,0,0,43
"Lysias",0,5,16,0,0,0,59,2,16,0,9,4,52
"Plutarch",3,14,20,0,0,0,5,42,27,0,9,7,85
"Polybius",0,12,7,0,0,0,3,5,103,0,3,1,31
"Sophocles",26,0,1,0,2,4,0,0,0,76,0,1,34
"Thucydides",0,7,31,0,0,1,10,7,28,1,37,8,93
"Xenophon",1,6,11,0,0,0,24,4,22,0,13,32,81
"-SUM-",51,52,97,10,67,32,52,29,147,42,53,28,660
"Aeschylus",80,0,1,5,6,6,0,0,0,24,0,0,42
"Diodorus",0,50,11,0,0,1,3,6,38,0,5,2,66
"Herodotus",0,9,53,0,1,0,11,9,21,1,9,9,70
"Hesiod",6,0,0,61,21,14,0,0,0,8,0,0,49
"HomerIL",2,0,0,2,109,18,0,0,0,1,1,0,24
