"","Aeschylus","Diodorus","Herodotus","Hesiod","HomerIL","HomerOd","Lysias","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"HomerOd",3,0,1,0,32,92,0,0,0,1,0,0,37
"Lysias",0,3,17,0,0,1,52,4,13,1,3,10,52
"Plutarch",0,12,8,2,0,1,1,32,32,0,6,2,64
"Polybius",0,10,2,0,0,0,2,7,103,0,4,4,29
"Sophocles",24,0,2,3,0,6,1,0,0,91,0,0,36
"Thucydides",0,7,15,0,0,1,10,8,25,0,35,13,79
"Xenophon",0,7,17,0,0,0,22,11,16,1,20,35,94
"-SUM-",35,48,74,12,60,48,50,45,145,37,48,40,642
"Aeschylus",95,0,0,4,4,3,1,1,1,22,0,0,36
"Diodorus",0,54,6,0,0,0,4,3,53,0,1,3,70
"Herodotus",0,6,68,0,0,1,9,6,9,0,7,12,50
"Hesiod",18,0,0,49,18,15,0,0,0,5,0,0,56
"HomerIL",4,0,1,4,111,17,0,0,0,1,0,0,27
"HomerOd",2,0,0,1,43,77,0,0,0,0,0,0,46
"Lysias",1,3,23,0,0,0,53,4,18,3,8,6,66
"Plutarch",0,11,10,0,0,0,4,37,32,1,8,6,72
"Polybius",0,14,4,0,0,0,1,4,97,0,2,2,27
"Sophocles",25,0,2,5,3,2,0,0,0,77,1,0,38
"Thucydides",0,8,19,0,0,1,8,6,27,1,40,9,79
"Xenophon",1,6,12,0,1,0,20,3,22,2,12,31,79
"-SUM-",51,48,77,14,69,39,47,27,162,35,39,38,646
"Aeschylus",92,0,1,0,6,2,0,0,0,16,0,0,25
"Diodorus",0,54,9,0,1,1,1,9,54,0,7,0,82
"Herodotus",1,9,57,0,3,0,8,4,16,2,9,7,59
"Hesiod",9,0,0,49,29,11,0,0,0,9,0,0,58
"HomerIL",1,0,1,4,82,27,0,0,0,0,1,0,34
"HomerOd",1,0,0,5,27,82,0,0,0,0,0,0,33
"Lysias",0,2,21,0,1,0,54,1,16,1,10,15,67
"Plutarch",2,9,13,0,0,0,4,43,37,1,9,4,79
"Polybius",0,10,1,0,0,0,8,7,94,0,6,2,34
"Sophocles",24,0,0,2,3,2,1,0,0,82,0,0,32
"Thucydides",0,10,18,0,0,0,11,10,22,0,40,10,81
"Xenophon",0,9,14,0,0,0,16,4,25,1,13,40,82
"-SUM-",38,49,78,11,70,43,49,35,170,30,55,38,666
"Aeschylus",105,0,0,2,4,8,0,0,0,24,0,0,38
"Diodorus",1,46,6,0,0,0,1,2,50,0,1,3,64
"Herodotus",0,10,54,0,0,0,9,7,12,0,12,3,53
"Hesiod",10,0,0,45,26,17,0,0,0,5,0,0,58
"HomerIL",4,0,0,5,108,12,0,0,0,0,0,0,21
"HomerOd",2,0,0,2,35,88,0,0,0,2,0,0,41
"Lysias",0,2,16,0,1,0,42,4,17,2,9,14,65
"Plutarch",0,11,18,0,0,0,7,39,40,0,13,0,89
"Polybius",0,6,6,0,0,0,4,8,98,0,6,5,35
"Sophocles",23,0,4,4,1,4,2,0,0,78,0,0,38
"Thucydides",0,6,19,0,0,0,15,3,23,0,47,7,73
"Xenophon",0,3,17,0,0,0,22,4,22,0,13,29,81
"-SUM-",40,38,86,13,67,41,60,28,164,33,54,32,656
"Aeschylus",90,0,0,0,3,2,0,0,0,23,0,0,28
"Diodorus",0,60,6,0,0,0,1,4,45,0,1,2,59
"Herodotus",0,9,57,0,2,0,10,6,14,2,13,5,61
"Hesiod",12,0,0,47,24,15,0,0,0,7,0,0,58
"HomerIL",3,0,0,5,107,15,0,0,0,0,0,0,23
"HomerOd",2,0,0,4,34,89,0,0,0,0,0,0,40
"Lysias",0,3,11,0,0,0,43,4,15,0,5,10,48
"Plutarch",0,14,18,0,0,0,3,33,38,2,5,2,82
"Polybius",0,13,11,0,1,0,4,11,106,1,5,0,46
"Sophocles",16,1,0,3,5,3,0,0,1,81,0,1,30
"Thucydides",0,11,19,1,0,1,12,9,20,0,44,10,83
"Xenophon",0,5,15,0,2,0,21,6,20,3,10,38,82
"-SUM-",33,56,80,13,71,36,51,40,153,38,39,30,640
"Aeschylus",97,0,3,3,5,3,0,0,0,22,0,0,36
"Diodorus",0,43,7,0,0,1,3,4,50,0,3,3,71
"Herodotus",0,6,46,0,2,0,10,9,18,1,1,8,55
"Hesiod",6,0,0,65,23,9,0,0,0,4,0,0,42
"HomerIL",3,0,0,3,101,17,0,0,0,0,0,0,23
"HomerOd",4,0,0,3,31,105,0,0,0,0,0,0,38
"Lysias",0,5,11,0,0,0,57,5,12,0,9,13,55
"Plutarch",0,7,17,1,0,0,6,31,31,2,11,2,77
"Polybius",0,16,4,0,0,0,0,9,108,0,1,0,30
"Sophocles",36,0,1,3,2,5,0,0,1,81,0,1,49
"Thucydides",0,2,19,0,0,0,8,12,26,0,37,10,77
"Xenophon",0,5,12,0,0,0,23,10,13,1,16,31,80
"-SUM-",49,41,74,13,63,35,50,49,151,30,41,37,633
"Aeschylus",92,1,1,5,2,3,0,1,0,17,0,0,30
"Diodorus",0,37,7,1,0,0,1,5,54,0,4,2,74
"Herodotus",0,8,59,0,1,0,7,5,19,4,8,10,62
"Hesiod",16,0,0,56,26,15,0,0,0,8,0,0,65
"HomerIL",2,0,0,4,110,20,0,0,0,0,0,0,26
"HomerOd",7,0,0,7,25,76,0,0,0,0,0,0,39
"Lysias",0,5,21,0,2,0,52,3,16,1,7,10,65
"Plutarch",0,9,7,0,0,0,5,39,40,0,7,5,73
"Polybius",0,12,6,0,0,1,2,2,98,0,9,3,35
"Sophocles",21,0,0,0,3,4,2,1,0,89,0,0,31
"Thucydides",0,10,23,0,0,0,3,3,32,0,39,10,81
"Xenophon",1,9,16,0,1,0,14,8,14,1,9,34,73
"-SUM-",47,54,81,17,60,43,34,28,175,31,44,40,654
"Aeschylus",95,0,0,3,8,0,0,0,0,23,0,0,34
"Diodorus",0,39,6,0,0,0,2,4,56,0,3,2,73
"Herodotus",1,8,47,0,1,0,12,6,17,0,3,9,57
"Hesiod",16,0,0,59,32,14,0,0,0,2,0,0,64
"HomerIL",2,0,0,2,92,19,0,0,0,0,0,0,23
"HomerOd",4,0,0,3,33,90,0,0,0,2,0,0,42
"Lysias",0,1,14,0,0,1,68,6,19,1,7,10,59
"Plutarch",2,8,11,0,0,0,6,34,36,1,9,1,74
"Polybius",0,16,4,0,0,1,4,2,79,0,1,1,29
"Sophocles",41,0,2,0,7,2,1,0,2,80,1,0,56
"Thucydides",0,6,22,0,0,0,11,6,26,2,30,10,83
"Xenophon",0,10,16,0,0,0,29,8,18,0,10,37,91
"-SUM-",66,49,75,8,81,37,65,32,174,31,34,33,685
"Aeschylus",89,0,1,5,3,3,1,0,0,28,0,1,42
"Diodorus",0,46,6,0,0,0,3,4,48,0,4,3,68
"Herodotus",2,4,63,0,2,0,8,6,15,1,8,8,54
"Hesiod",10,0,0,54,22,17,0,0,0,10,0,0,59
"HomerIL",0,0,0,3,105,16,0,0,0,2,0,0,21
"HomerOd",2,0,0,3,31,83,0,0,0,0,0,0,36
"Lysias",0,4,17,0,0,0,56,3,20,1,3,11,59
"Plutarch",1,12,18,0,0,0,2,43,36,1,9,2,81
"Polybius",1,13,5,0,0,0,3,1,115,0,2,1,26
"Sophocles",26,0,1,3,5,2,0,0,0,90,0,0,37
"Thucydides",0,10,16,0,1,1,11,1,24,1,32,6,71
"Xenophon",0,7,16,0,0,1,17,6,15,0,9,34,71
"-SUM-",42,50,80,14,64,40,45,21,158,44,35,32,625
"Aeschylus",90,0,0,2,4,5,0,1,0,17,0,0,29
"Diodorus",1,43,11,0,0,1,2,3,44,0,3,3,68
"Herodotus",0,6,61,0,0,0,8,10,21,0,13,11,69
"Hesiod",18,0,0,49,23,23,0,0,0,5,0,0,69
"HomerIL",2,0,0,5,104,22,0,0,0,0,0,0,29
"HomerOd",1,0,1,3,27,79,0,0,0,1,0,0,33
"Lysias",0,3,19,0,1,0,46,6,17,0,12,16,74
"Plutarch",1,14,16,0,0,0,7,41,36,0,10,3,87
"Polybius",1,12,4,0,0,0,4,3,95,0,3,2,29
"Sophocles",19,0,0,1,3,3,2,0,3,81,0,0,31
"Thucydides",0,7,20,0,0,0,10,6,24,1,33,11,79
"Xenophon",0,7,22,0,1,1,15,7,20,1,10,32,84
"-SUM-",43,49,93,11,59,55,48,36,165,25,51,46,681
"Aeschylus",105,0,4,2,8,5,0,0,0,21,0,0,40
"Diodorus",1,40,6,0,0,0,2,3,50,0,5,2,69
"Herodotus",1,4,70,0,1,1,12,10,32,0,13,6,80
"Hesiod",21,0,0,49,26,15,0,0,0,6,0,0,68
"HomerIL",2,0,0,4,96,18,0,0,0,1,0,0,25
"HomerOd",2,0,1,2,35,78,0,0,0,1,0,0,41
"Lysias",0,4,12,1,0,0,52,3,17,2,5,6,50
"Plutarch",2,14,9,0,1,0,2,38,26,0,9,6,69
"Polybius",1,10,4,0,0,0,1,2,98,0,3,4,25
"Sophocles",27,0,0,3,3,5,0,0,1,81,0,2,41
"Thucydides",0,5,16,0,0,1,11,9,19,1,39,11,73
"Xenophon",1,4,21,0,0,0,23,7,11,1,13,27,81
"-SUM-",58,41,73,12,74,45,51,34,156,33,48,37,662
"Aeschylus",103,0,1,0,5,5,0,0,0,26,0,0,37
"Diodorus",0,36,11,0,0,0,3,2,62,0,0,3,81
"Herodotus",1,5,54,0,2,1,10,7,12,0,7,10,55
"Hesiod",12,0,0,57,24,10,0,0,0,10,0,0,56
"HomerIL",1,0,2,2,99,11,0,0,0,1,0,0,17
"HomerOd",1,0,0,5,27,79,0,0,0,1,0,0,34
"Lysias",1,5,19,0,1,1,47,4,25,2,5,11,74
"Plutarch",3,12,11,0,0,0,4,36,36,1,11,5,83
"Polybius",0,10,7,0,0,0,2,4,93,0,3,0,26
"Sophocles",23,0,0,3,1,2,2,0,2,86,0,0,33
"Thucydides",0,12,20,1,0,1,10,11,16,0,37,12,83
"Xenophon",0,9,21,0,0,0,22,4,16,0,16,41,88
"-SUM-",42,53,92,11,60,31,53,32,169,41,42,41,667
"Aeschylus",96,0,0,1,6,3,0,0,0,18,0,0,28
"Diodorus",0,46,7,0,0,0,1,5,50,0,4,2,69
"Herodotus",1,9,68,0,0,0,3,9,8,0,13,8,51
"Hesiod",19,0,0,50,23,16,0,0,0,6,0,0,64
"HomerIL",3,0,0,6,101,10,0,0,0,1,0,0,20
"HomerOd",4,0,0,1,26,97,0,0,0,2,0,0,33
"Lysias",1,3,17,0,1,0,45,2,13,3,12,13,65
"Plutarch",0,15,14,0,0,0,5,42,33,1,9,4,81
"Polybius",0,13,10,1,1,0,3,4,110,0,3,2,37
"Sophocles",21,0,1,4,5,0,0,0,2,86,0,0,33
"Thucydides",0,6,22,0,0,1,13,6,18,0,32,5,71
"Xenophon",0,8,12,0,3,1,23,2,14,0,9,38,72
"-SUM-",49,54,83,13,65,31,48,28,138,31,50,34,624
"Aeschylus",95,0,0,1,6,4,0,0,0,22,0,0,33
"Diodorus",0,40,8,0,0,0,1,4,64,0,1,2,80
"Herodotus",3,10,69,0,0,0,8,1,11,0,11,10,54
"Hesiod",12,0,0,54,31,10,0,0,1,6,0,0,60
"HomerIL",2,0,0,1,101,29,0,0,0,0,0,0,32
"HomerOd",2,0,0,2,39,74,0,0,0,0,0,0,43
"Lysias",0,1,12,0,1,1,57,3,18,1,3,9,49
"Plutarch",0,14,14,1,0,0,3,35,26,1,10,3,72
"Polybius",0,12,2,0,0,0,4,7,111,0,2,2,29
"Sophocles",29,0,1,4,4,4,0,0,1,75,0,0,43
"Thucydides",0,4,16,0,0,1,15,6,22,0,33,15,79
"Xenophon",0,12,14,0,0,0,20,4,15,1,10,41,76
"-SUM-",48,53,67,9,81,49,51,25,158,31,37,41,650
"Aeschylus",87,0,0,2,6,2,0,0,0,27,0,0,37
"Diodorus",0,47,6,0,1,0,4,5,53,0,3,5,77
"Herodotus",2,9,44,0,1,0,6,8,15,1,12,4,58
"Hesiod",11,0,0,52,20,14,0,0,0,8,0,0,53
"HomerIL",1,0,0,5,95,15,0,0,0,2,0,0,23
"HomerOd",1,0,0,6,41,76,0,0,0,1,0,0,49
"Lysias",1,4,14,0,0,0,51,1,16,2,11,16,65
"Plutarch",1,8,15,0,0,0,5,40,40,1,11,9,90
"Polybius",0,9,5,0,0,0,2,10,106,0,2,2,30
"Sophocles",22,0,0,3,4,3,1,0,1,81,1,0,35
"Thucydides",0,7,23,0,0,0,14,9,23,0,32,9,85
"Xenophon",0,4,13,0,0,0,19,7,27,1,14,37,85
"-SUM-",39,41,76,16,73,34,51,40,175,43,54,45,687
"Aeschylus",88,0,0,3,4,1,0,0,1,22,0,0,31
"Diodorus",0,41,9,0,0,0,2,2,55,0,3,2,73
"Herodotus",1,6,57,0,1,0,5,4,17,0,12,15,61
"Hesiod",11,0,0,58,28,17,0,0,0,4,0,0,60
"HomerIL",2,0,0,8,94,17,0,0,1,0,0,1,29
"HomerOd",3,0,0,3,39,88,0,0,0,1,1,0,47
"Lysias",0,2,20,0,1,1,43,4,17,0,6,16,67
"Plutarch",2,8,21,0,0,0,7,33,34,0,9,6,87
"Polybius",0,8,2,0,1,0,3,4,103,0,5,2,25
"Sophocles",25,0,2,2,6,4,0,0,3,76,0,0,42
"Thucydides",0,6,13,0,0,1,14,9,28,0,44,3,74
"Xenophon",1,5,16,0,0,0,17,2,22,2,14,35,79
"-SUM-",45,35,83,16,80,41,48,25,178,29,50,45,675
"Aeschylus",92,0,4,4,4,0,0,1,0,24,0,0,37
"Diodorus",0,48,8,0,0,0,0,3,46,0,6,0,63
"Herodotus",0,7,58,0,1,0,14,6,19,0,9,7,63
"Hesiod",18,0,0,52,27,15,0,0,0,7,0,0,67
"HomerIL",1,0,0,5,108,15,0,0,0,1,0,0,22
"HomerOd",1,0,0,1,25,76,0,0,0,2,0,0,29
"Lysias",0,3,17,0,0,1,56,3,12,2,9,13,60
"Plutarch",1,13,15,0,0,0,5,33,28,0,8,3,73
"Polybius",0,14,6,0,0,0,2,6,88,0,3,1,32
"Sophocles",25,0,0,2,3,5,1,0,1,73,0,1,38
"Thucydides",0,8,24,0,0,0,14,10,29,0,50,9,94
"Xenophon",1,3,12,0,0,0,24,5,24,2,14,38,85
"-SUM-",47,48,86,12,60,36,60,34,159,38,49,34,663
"Aeschylus",86,0,2,3,4,1,0,0,0,19,0,0,29
"Diodorus",0,43,4,0,0,1,4,8,51,0,4,1,73
"Herodotus",1,10,63,0,1,0,7,4,21,0,5,11,60
"Hesiod",16,0,0,51,18,11,0,0,0,5,0,0,50
"HomerIL",1,0,0,3,106,17,0,0,0,2,0,0,23
"HomerOd",4,0,0,4,37,87,0,0,0,3,0,0,48
"Lysias",1,1,14,0,0,1,44,3,20,4,10,11,65
"Plutarch",0,9,14,0,0,0,0,39,41,1,7,3,75
"Polybius",1,7,3,0,0,0,4,4,102,0,6,2,27
"Sophocles",25,0,0,3,3,5,0,1,1,79,0,1,39
"Thucydides",0,3,25,0,0,1,16,9,25,1,44,10,90
"Xenophon",1,5,17,0,0,0,16,7,15,2,15,34,78
"-SUM-",50,35,79,13,63,37,47,36,174,37,47,39,657
"Aeschylus",80,0,0,1,4,2,0,0,0,27,1,0,35
"Diodorus",0,31,10,0,1,1,0,4,46,0,6,2,70
"Herodotus",2,8,60,0,0,0,9,3,12,0,14,4,52
"Hesiod",12,0,0,59,30,12,0,0,0,7,0,0,61
"HomerIL",2,0,0,4,103,20,0,0,0,0,0,0,26
"HomerOd",1,0,0,2,25,84,0,0,0,2,0,0,30
"Lysias",0,4,18,0,1,0,60,11,12,1,5,10,62
"Plutarch",2,14,14,0,1,0,4,43,42,1,8,7,93
"Polybius",0,9,4,0,1,0,1,3,104,1,2,2,23
"Sophocles",21,0,0,3,4,3,0,0,0,91,0,1,32
"Thucydides",0,8,23,0,0,0,9,8,15,1,41,15,79
"Xenophon",1,5,16,0,0,0,21,6,25,2,7,33,83
"-SUM-",41,48,85,10,67,38,44,35,152,42,43,41,646
"Aeschylus",81,0,0,6,5,3,0,1,0,29,0,0,44
"Diodorus",0,47,6,0,0,0,4,3,46,0,4,4,67
"Herodotus",2,2,54,0,1,0,13,9,14,0,13,7,61
"Hesiod",14,0,0,52,17,15,0,0,0,10,0,0,56
"HomerIL",1,0,0,4,102,14,0,0,0,2,0,0,21
"HomerOd",7,0,1,1,25,81,0,0,0,1,0,0,35
"Lysias",0,1,13,0,0,0,48,2,20,1,9,9,55
"Plutarch",1,11,15,1,0,0,4,40,36,0,7,4,79
"Polybius",1,14,6,0,0,1,4,4,98,0,2,3,35
"Sophocles",21,0,3,3,3,2,1,0,0,103,0,0,33
"Thucydides",0,8,24,0,0,0,14,9,21,1,35,9,86
"Xenophon",1,6,19,0,1,0,20,6,14,1,16,38,84
"-SUM-",48,42,87,15,52,35,60,34,151,45,51,36,656
"Aeschylus",98,0,2,1,3,5,0,0,0,17,0,0,28
"Diodorus",0,47,7,0,0,1,2,3,74,0,1,2,90
"Herodotus",0,4,65,0,1,1,1,7,14,1,10,11,50
"Hesiod",13,0,0,56,19,19,0,0,0,5,0,0,56
"HomerIL",1,0,0,2,82,26,0,0,0,0,0,0,29
"HomerOd",3,0,0,1,24,84,0,0,0,1,0,0,29
"Lysias",0,2,18,0,0,0,57,5,25,2,2,17,71
"Plutarch",1,11,12,0,0,0,4,34,33,0,11,5,77
"Polybius",0,4,7,0,0,0,3,2,87,0,5,2,23
"Sophocles",20,0,0,1,6,5,1,0,1,93,1,0,35
"Thucydides",0,5,21,0,0,1,9,10,31,3,40,7,87
"Xenophon",1,8,20,0,1,0,19,4,17,2,7,38,79
"-SUM-",39,34,87,5,54,58,39,31,195,31,37,44,654
"Aeschylus",89,0,0,1,4,2,0,2,0,18,0,0,27
"Diodorus",1,45,6,0,0,1,1,7,71,0,3,3,93
"Herodotus",0,7,52,0,1,0,9,3,16,0,9,8,53
"Hesiod",9,0,0,62,18,14,0,0,0,2,0,0,43
"HomerIL",4,0,0,3,103,11,0,0,0,1,0,0,19
"HomerOd",3,0,0,5,35,80,0,0,0,1,0,0,44
"Lysias",1,4,19,0,0,0,43,3,14,2,9,13,65
"Plutarch",0,10,13,1,1,0,6,31,39,0,7,8,85
"Polybius",0,7,3,0,1,0,6,13,94,0,4,5,39
"Sophocles",26,0,0,3,9,5,2,0,0,78,1,0,46
"Thucydides",0,7,18,0,0,2,18,3,18,1,38,13,80
"Xenophon",0,7,16,0,0,0,22,6,19,2,19,35,91
"-SUM-",44,42,75,13,69,35,64,37,177,27,52,50,685
"Aeschylus",74,0,1,3,6,7,0,0,0,27,0,0,44
"Diodorus",0,42,8,0,0,0,4,5,49,0,2,3,71
"Herodotus",0,9,66,0,3,0,6,8,12,2,7,6,53
"Hesiod",9,0,0,61,30,10,0,0,0,7,0,0,56
"HomerIL",1,0,0,3,97,10,0,0,0,1,0,0,15
"HomerOd",0,0,0,5,42,83,0,0,0,0,0,0,47
"Lysias",1,4,18,0,0,0,45,4,17,0,11,13,68
"Plutarch",1,9,17,0,0,0,5,30,36,1,8,2,79
"Polybius",0,11,4,0,0,1,5,8,80,0,3,4,36
"Sophocles",27,0,2,1,8,3,1,0,1,89,5,0,48
"Thucydides",0,14,25,0,0,0,12,10,25,2,36,19,107
"Xenophon",0,8,20,0,0,0,15,4,24,0,14,23,85
"-SUM-",39,55,95,12,89,31,48,39,164,40,50,47,709
"Aeschylus",90,0,0,2,5,1,0,1,0,15,0,0,24
"Diodorus",0,38,2,0,0,0,0,2,51,0,4,6,65
"Herodotus",0,9,71,0,0,0,8,9,16,0,8,8,58
"Hesiod",15,0,0,54,24,15,0,0,0,3,0,0,57
"HomerIL",1,0,0,2,108,18,0,0,0,0,0,0,21
"HomerOd",1,0,0,0,31,81,0,0,0,1,0,0,33
"Lysias",0,4,10,0,1,0,60,3,23,4,8,6,59
"Plutarch",1,15,13,0,0,0,4,32,28,0,5,4,70
"Polybius",0,13,4,0,0,0,1,12,97,0,3,4,37
"Sophocles",30,0,0,4,9,5,0,0,1,94,0,0,49
"Thucydides",0,3,20,0,0,0,9,4,26,0,41,6,68
"Xenophon",1,5,19,0,0,0,26,8,23,0,14,32,96
"-SUM-",49,49,68,8,70,39,48,39,168,23,42,34,637
"Aeschylus",76,0,4,3,4,2,0,0,0,25,0,0,38
"Diodorus",0,44,4,0,0,0,2,4,49,0,2,2,63
"Herodotus",2,5,57,0,2,0,8,5,14,0,11,19,66
"Hesiod",12,0,0,60,27,13,0,0,0,7,0,0,59
"HomerIL",3,0,0,5,108,16,0,0,0,1,0,0,25
"HomerOd",2,0,1,1,27,92,0,0,0,0,0,0,31
"Lysias",1,6,21,0,0,0,45,5,12,3,5,17,70
"Plutarch",1,9,19,1,0,0,8,29,39,0,13,4,94
"Polybius",0,11,7,0,0,0,3,7,104,0,3,2,33
"Sophocles",24,0,0,2,4,3,0,0,2,77,1,1,37
"Thucydides",0,4,22,0,0,0,8,7,29,1,35,12,83
"Xenophon",0,4,11,0,0,1,16,8,24,1,7,37,72
"-SUM-",45,39,89,12,64,35,45,36,169,38,42,57,671
"Aeschylus",96,0,1,1,8,4,0,0,1,21,0,0,36
"Diodorus",1,46,8,0,0,0,1,5,49,0,5,1,70
"Herodotus",0,9,62,0,2,1,6,5,19,0,18,12,72
"Hesiod",8,0,1,53,27,14,0,0,1,3,0,0,54
"HomerIL",2,0,0,2,94,24,0,0,0,0,0,0,28
"HomerOd",3,0,0,7,36,87,0,0,0,2,0,0,48
"Lysias",1,1,16,0,1,2,53,5,11,1,12,12,62
"Plutarch",2,9,16,0,0,0,5,36,27,1,16,8,84
"Polybius",0,17,2,0,0,0,1,3,89,0,2,1,26
"Sophocles",22,0,1,1,3,7,0,0,0,76,1,1,36
"Thucydides",0,6,15,0,0,1,14,6,26,0,35,7,75
"Xenophon",0,9,14,0,1,0,28,5,22,1,12,25,92
"-SUM-",39,51,74,11,78,53,55,29,156,29,66,42,683
"Aeschylus",95,0,0,1,6,2,0,0,0,23,0,0,32
"Diodorus",0,44,10,0,0,0,2,9,54,0,3,2,80
"Herodotus",1,8,68,0,1,0,3,6,16,1,17,11,64
"Hesiod",14,0,0,35,24,22,0,0,0,4,0,0,64
"HomerIL",3,0,0,4,104,16,0,0,0,0,0,0,23
"HomerOd",1,0,0,2,29,74,0,0,0,2,0,0,34
"Lysias",0,6,20,0,3,0,61,7,18,0,8,10,72
"Plutarch",0,9,17,0,0,0,1,33,35,2,11,1,76
"Polybius",0,8,4,0,0,0,3,5,100,0,6,0,26
"Sophocles",23,0,0,1,12,0,1,0,2,79,0,0,39
"Thucydides",0,6,13,0,0,0,7,8,22,0,43,9,65
"Xenophon",0,3,15,0,0,1,20,9,15,2,16,43,81
"-SUM-",42,40,79,8,75,41,37,44,162,34,61,33,656
"Aeschylus",91,0,1,4,5,4,0,0,0,23,0,0,37
"Diodorus",0,37,8,0,0,0,0,7,64,0,4,0,83
"Herodotus",2,6,71,0,0,1,9,6,13,1,10,3,51
"Hesiod",14,0,0,54,26,18,0,0,0,7,0,0,65
"HomerIL",2,0,1,3,100,20,0,0,0,1,0,0,27
"HomerOd",1,0,0,5,28,88,0,1,0,1,0,0,36
"Lysias",0,4,15,0,1,1,43,3,20,0,14,14,72
"Plutarch",2,7,7,0,0,0,9,42,31,0,11,2,69
"Polybius",0,18,2,0,0,0,1,3,91,0,4,3,31
"Sophocles",33,0,0,4,4,3,0,0,0,86,0,0,44
"Thucydides",0,3,13,0,0,0,15,12,25,1,31,3,72
"Xenophon",0,8,17,0,0,0,27,4,13,0,10,35,79
"-SUM-",54,46,64,16,64,47,61,36,166,34,53,25,666
"Aeschylus",79,0,0,3,3,1,0,0,0,21,0,0,28
"Diodorus",0,47,11,0,0,0,0,5,54,0,3,2,75
"Herodotus",0,7,64,0,0,0,9,6,17,0,10,14,63
"Hesiod",21,0,0,54,27,14,0,0,0,6,0,0,68
"HomerIL",3,0,0,4,104,14,0,0,0,2,0,0,23
"HomerOd",4,0,0,1,37,75,0,0,0,1,0,0,43
"Lysias",0,3,13,0,0,0,46,8,21,1,8,16,70
"Plutarch",0,10,19,0,0,0,4,35,33,0,7,8,81
"Polybius",0,11,2,0,0,0,4,3,94,0,3,3,26
"Sophocles",34,0,2,2,9,3,1,0,1,86,0,0,52
"Thucydides",0,6,15,0,0,0,14,11,20,0,50,8,74
"Xenophon",1,7,10,0,0,0,20,7,18,1,10,24,74
"-SUM-",63,44,72,10,76,32,52,40,164,32,41,51,677
"Aeschylus",78,0,0,2,8,1,0,0,2,23,0,0,36
"Diodorus",0,49,10,0,0,0,2,6,41,0,4,3,66
"Herodotus",0,9,59,0,0,0,8,6,15,1,9,8,56
"Hesiod",11,0,0,62,25,17,0,0,0,5,0,0,58
"HomerIL",0,0,0,8,101,22,0,0,0,1,0,0,31
"HomerOd",2,0,0,5,27,101,0,0,0,3,0,0,37
"Lysias",0,6,20,0,0,0,46,3,21,2,9,13,74
"Plutarch",2,13,15,0,0,0,6,38,34,0,10,5,85
"Polybius",0,13,6,0,0,0,2,4,91,0,1,2,28
"Sophocles",15,0,1,3,7,2,1,0,2,83,2,0,33
"Thucydides",0,3,25,0,0,1,14,8,22,0,32,9,82
"Xenophon",1,2,17,0,0,0,21,10,10,1,14,33,76
"-SUM-",31,46,94,18,67,43,54,37,147,36,49,40,662
"Aeschylus",86,0,2,4,1,6,0,0,0,30,0,0,43
"Diodorus",0,53,11,0,0,0,4,9,44,0,3,2,73
"Herodotus",0,6,54,0,1,0,8,7,16,0,18,6,62
"Hesiod",12,0,0,52,22,19,0,0,0,5,0,0,58
"HomerIL",4,0,0,6,120,21,0,0,0,1,0,0,32
"HomerOd",1,0,0,0,33,91,0,0,0,0,0,0,34
"Lysias",1,3,12,0,0,0,58,4,13,1,12,9,55
"Plutarch",0,6,8,0,0,0,3,44,24,0,9,5,55
"Polybius",0,13,2,0,0,0,3,7,88,0,4,3,32
"Sophocles",21,0,1,2,3,4,2,0,0,68,0,1,34
"Thucydides",0,10,16,0,0,1,19,11,19,0,36,6,82
"Xenophon",0,6,21,0,0,0,27,4,27,1,7,32,93
"-SUM-",39,44,73,12,60,51,66,42,143,38,53,32,653
"Aeschylus",81,0,0,3,8,1,0,0,1,21,0,0,34
"Diodorus",0,49,11,0,1,1,1,5,55,0,4,2,80
"Herodotus",1,7,51,0,2,0,8,6,13,1,6,5,49
"Hesiod",13,0,0,43,17,22,0,0,0,7,0,0,59
"HomerIL",4,0,0,6,98,13,0,0,1,0,0,0,24
"HomerOd",4,0,0,3,34,94,0,0,0,1,0,0,42
"Lysias",0,2,19,0,0,0,58,3,17,0,9,7,57
"Plutarch",0,13,15,1,1,0,8,28,35,1,10,5,89
"Polybius",0,12,4,0,0,0,4,3,95,0,2,1,26
"Sophocles",29,0,0,4,7,3,1,0,2,79,0,0,46
"Thucydides",0,4,19,0,0,1,8,9,25,0,42,10,76
"Xenophon",0,5,27,0,0,0,21,8,24,1,11,38,97
"-SUM-",51,43,95,17,70,41,51,34,173,32,42,30,679
"Aeschylus",82,1,0,2,7,3,0,0,0,24,0,0,37
"Diodorus",0,54,7,0,0,0,2,4,47,0,6,1,67
"Herodotus",0,5,66,0,2,1,8,10,13,0,7,12,58
"Hesiod",13,0,0,49,22,20,0,0,0,10,0,0,65
"HomerIL",1,0,0,10,104,12,0,0,0,0,0,0,23
"HomerOd",2,0,0,4,37,85,0,0,0,1,0,0,44
"Lysias",0,2,19,0,0,0,55,3,14,2,5,15,60
"Plutarch",1,8,8,0,1,0,5,31,22,0,7,1,53
"Polybius",0,15,5,0,0,0,3,6,103,0,3,2,34
"Sophocles",25,0,2,2,4,3,0,0,0,92,1,0,37
"Thucydides",0,6,29,0,0,1,12,7,14,0,38,6,75
