"","Aeschylus","Diodorus","Herodotus","Hesiod","HomerIl","HomerOd","Lysias","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"Hesiod",4,0,0,41,9,5,0,0,0,2,0,0,20
"HomerIl",0,0,0,0,63,4,0,0,0,0,0,0,4
"HomerOd",0,0,0,1,12,67,0,0,0,0,0,0,13
"Lysias",0,0,10,0,0,0,51,1,5,0,5,9,30
"Plutarch",0,3,4,0,0,0,0,21,14,0,4,1,26
"Polybius",0,4,0,0,0,0,0,5,53,0,1,0,10
"Sophocles",16,0,0,0,0,1,0,0,0,45,0,0,17
"Thucydides",0,2,7,0,0,0,5,4,7,0,26,3,28
"Xenophon",0,4,7,0,0,0,8,2,11,0,8,22,40
"-SUM-",20,15,30,2,21,10,16,18,69,13,25,21,260
"Aeschylus",46,0,0,2,0,3,0,0,0,8,0,0,13
"Diodorus",0,30,2,0,0,0,0,4,26,0,0,0,32
"Herodotus",1,4,33,0,0,0,5,6,5,0,6,3,30
"Hesiod",4,0,0,46,10,2,0,0,0,0,0,0,16
"HomerIl",0,0,0,1,59,6,0,0,0,0,0,0,7
"HomerOd",0,0,0,1,8,55,0,0,0,0,0,0,9
"Lysias",0,0,11,0,0,0,31,1,6,0,5,7,30
"Plutarch",0,1,2,0,0,0,4,24,21,0,2,0,30
"Polybius",0,5,3,0,0,0,0,2,58,1,2,2,15
"Sophocles",11,0,0,1,0,1,1,0,1,53,0,0,15
"Thucydides",0,5,13,0,0,0,4,8,6,0,27,5,41
"Xenophon",0,4,7,0,0,0,13,2,5,0,8,26,39
"-SUM-",16,19,38,5,18,12,27,23,70,9,23,17,277
"Aeschylus",56,0,0,1,0,0,0,0,0,15,0,0,16
"Diodorus",0,26,2,0,0,0,0,1,22,0,1,1,27
"Herodotus",1,4,34,0,0,0,4,0,8,0,8,3,28
"Hesiod",3,0,0,35,7,2,0,0,0,3,0,0,15
"HomerIl",0,0,0,2,62,5,0,0,0,0,0,0,7
"HomerOd",0,0,0,2,11,60,0,0,0,1,0,0,14
"Lysias",0,1,10,0,0,0,32,2,2,0,6,5,26
"Plutarch",0,6,11,0,0,0,2,30,13,0,6,3,41
"Polybius",0,6,0,0,0,0,1,4,57,0,2,0,13
"Sophocles",12,0,0,0,1,2,0,0,0,56,0,0,15
"Thucydides",0,2,7,0,0,0,4,3,12,0,22,1,29
"Xenophon",0,4,11,0,0,0,7,1,5,0,6,30,34
"-SUM-",16,23,41,5,19,9,18,11,62,19,29,13,265
"Aeschylus",52,0,1,2,0,1,0,0,0,8,0,0,12
"Diodorus",0,27,3,0,0,0,1,2,26,0,0,0,32
"Herodotus",0,2,36,0,0,0,1,2,5,0,2,6,18
"Hesiod",6,0,0,40,15,5,0,0,0,1,0,0,27
"HomerIl",2,0,0,0,60,7,0,0,0,0,0,0,9
"HomerOd",1,0,0,0,11,52,0,0,0,1,0,0,13
"Lysias",0,1,11,0,0,0,34,0,8,0,3,7,30
"Plutarch",0,6,5,0,0,0,2,27,9,0,7,5,34
"Polybius",0,5,0,0,0,0,1,2,53,0,1,0,9
"Sophocles",9,0,0,0,1,3,0,0,0,49,0,0,13
"Thucydides",0,4,11,0,0,0,6,4,6,0,28,3,34
"Xenophon",0,3,11,0,0,0,15,1,7,0,9,30,46
"-SUM-",18,21,42,2,27,16,26,11,61,10,22,21,277
"Aeschylus",51,0,0,2,2,0,0,0,0,9,0,0,13
"Diodorus",0,32,4,0,0,0,0,2,29,0,0,0,35
"Herodotus",0,6,34,0,0,0,5,3,5,0,6,1,26
"Hesiod",6,0,0,38,14,3,0,0,0,3,0,0,26
"HomerIl",1,0,0,1,64,3,0,0,0,1,0,0,6
"HomerOd",0,0,0,1,10,55,0,0,0,1,0,0,12
"Lysias",0,0,8,0,0,0,25,2,7,0,2,7,26
"Plutarch",0,4,5,0,0,0,2,36,12,0,4,3,30
"Polybius",0,5,2,0,0,0,1,2,61,0,0,1,11
"Sophocles",7,0,0,0,2,0,0,0,0,48,0,0,9
"Thucydides",0,3,11,0,0,0,7,3,9,0,22,7,40
"Xenophon",0,4,10,0,0,0,14,2,6,0,6,23,42
"-SUM-",14,22,40,4,28,6,29,14,68,14,18,19,276
"Aeschylus",51,0,0,2,1,0,0,0,0,13,0,0,16
"Diodorus",0,31,6,0,0,0,0,2,22,0,0,1,31
"Herodotus",0,6,49,0,0,0,2,0,1,0,5,2,16
"Hesiod",3,0,0,38,12,6,0,0,0,1,0,0,22
"HomerIl",1,0,0,1,52,10,0,0,0,0,0,0,12
"HomerOd",1,0,0,2,9,44,0,0,0,0,0,0,12
"Lysias",0,0,11,0,0,0,35,3,5,0,6,4,29
"Plutarch",0,1,7,0,0,0,2,24,13,0,10,1,34
"Polybius",0,9,1,0,0,0,1,4,55,0,3,0,18
"Sophocles",11,0,0,0,0,0,1,0,0,55,0,0,12
"Thucydides",0,6,15,0,0,0,4,8,10,0,24,5,48
"Xenophon",0,1,7,0,0,0,7,5,3,0,7,27,30
"-SUM-",16,23,47,5,22,16,17,22,54,14,31,13,280
"Aeschylus",56,0,0,0,0,1,0,0,0,8,0,0,9
"Diodorus",0,25,2,0,0,0,0,1,19,0,3,1,26
"Herodotus",1,5,45,0,0,0,6,5,3,0,2,4,26
"Hesiod",3,0,0,44,10,13,0,0,0,2,0,0,28
"HomerIl",0,0,0,3,63,6,0,0,0,0,0,0,9
"HomerOd",1,0,0,2,10,39,0,0,0,0,0,0,13
"Lysias",0,0,7,0,0,0,33,3,5,0,4,4,23
"Plutarch",0,5,5,0,0,0,2,29,15,0,5,2,34
"Polybius",0,7,1,0,0,0,0,6,58,1,2,1,18
"Sophocles",9,0,0,1,1,1,0,0,0,52,0,0,12
"Thucydides",0,0,11,0,0,1,4,1,14,0,28,3,34
"Xenophon",0,1,15,0,0,0,10,4,9,0,3,19,42
"-SUM-",14,18,41,6,21,22,22,20,65,11,19,15,274
"Aeschylus",54,0,0,1,0,1,0,0,0,11,0,0,13
"Diodorus",0,29,2,0,0,0,0,2,22,0,1,1,28
"Herodotus",0,2,49,0,0,0,4,6,3,0,1,4,20
"Hesiod",2,0,0,40,7,6,0,0,0,0,0,1,16
"HomerIl",0,0,0,0,67,3,0,0,0,0,0,0,3
"HomerOd",1,0,0,1,13,60,0,0,0,0,0,0,15
"Lysias",0,0,5,0,0,0,40,3,1,0,5,8,22
"Plutarch",0,6,3,0,0,0,3,20,15,0,7,3,37
"Polybius",0,7,1,0,0,0,1,6,57,0,2,1,18
"Sophocles",7,0,0,1,2,0,0,0,0,51,0,0,10
"Thucydides",0,0,10,0,0,0,5,4,6,0,18,6,31
"Xenophon",0,3,11,0,0,0,10,3,7,0,6,27,40
"-SUM-",10,18,32,3,22,10,23,24,54,11,22,24,253
"Aeschylus",51,0,0,3,1,1,0,0,0,8,0,0,13
"Diodorus",0,45,5,0,0,0,0,1,22,0,0,1,29
"Herodotus",0,2,33,0,0,0,2,2,3,0,7,6,22
"Hesiod",3,0,0,43,11,4,0,0,0,2,0,0,20
"HomerIl",1,0,0,0,58,6,0,0,0,1,0,0,8
"HomerOd",0,0,0,1,10,55,0,0,0,1,0,0,12
"Lysias",0,3,6,0,0,0,40,2,3,0,6,6,26
"Plutarch",0,3,3,0,0,0,1,30,11,0,8,4,30
"Polybius",0,8,1,0,0,0,0,2,55,0,2,0,13
"Sophocles",12,0,0,0,0,0,0,0,0,52,0,0,12
"Thucydides",0,3,13,0,0,0,5,0,14,0,26,0,35
"Xenophon",0,4,6,0,0,0,12,0,6,0,11,18,39
"-SUM-",16,23,34,4,22,11,20,7,59,12,34,17,259
"Aeschylus",47,0,0,0,1,0,0,0,0,7,0,0,8
"Diodorus",0,32,7,0,0,0,0,1,28,0,1,1,38
"Herodotus",0,2,41,0,0,0,2,4,5,0,3,1,17
"Hesiod",3,0,0,49,8,6,0,0,0,3,0,1,21
"HomerIl",0,0,0,2,70,9,0,0,0,0,0,0,11
"HomerOd",1,0,0,1,6,64,0,0,0,0,0,0,8
"Lysias",0,0,16,0,0,0,26,0,5,0,7,6,34
"Plutarch",0,4,5,0,0,0,0,27,13,0,6,1,29
"Polybius",0,3,1,0,0,0,0,3,44,0,3,0,10
"Sophocles",11,0,1,1,0,0,0,1,0,62,0,0,14
"Thucydides",0,1,11,0,0,0,5,4,7,0,20,4,32
"Xenophon",0,5,10,0,0,0,10,2,5,0,6,23,38
"-SUM-",15,15,51,4,15,15,17,15,63,10,26,14,260
"Aeschylus",59,0,0,0,1,0,0,0,0,9,0,0,10
"Diodorus",0,29,2,0,0,0,0,3,28,0,1,3,37
"Herodotus",0,3,31,0,0,0,2,1,2,0,6,10,24
"Hesiod",6,0,0,47,8,4,0,0,0,1,0,0,19
"HomerIl",1,0,0,1,68,3,0,0,0,0,0,0,5
"HomerOd",0,0,0,1,11,53,0,0,0,0,0,0,12
"Lysias",0,1,10,0,0,0,35,1,4,0,4,6,26
"Plutarch",0,2,2,0,0,0,1,25,14,0,8,2,29
"Polybius",0,4,2,0,0,0,2,1,63,0,2,1,12
"Sophocles",15,0,0,0,1,1,0,0,1,51,0,0,18
"Thucydides",0,2,8,0,0,0,4,1,12,0,16,5,32
"Xenophon",0,1,5,0,0,0,16,2,7,0,9,24,40
"-SUM-",22,13,29,2,21,8,25,9,68,10,30,27,264
"Aeschylus",46,0,0,2,1,0,0,0,0,11,0,0,14
"Diodorus",0,32,6,0,0,0,1,1,26,0,1,1,36
"Herodotus",0,2,41,0,0,0,2,3,1,0,4,4,16
"Hesiod",0,0,0,42,7,5,0,0,0,3,0,1,16
"HomerIl",0,0,0,1,57,5,0,0,0,0,0,0,6
"HomerOd",0,0,0,1,12,56,0,0,0,2,0,0,15
"Lysias",0,0,11,0,0,0,34,3,4,1,4,9,32
"Plutarch",0,1,5,0,0,0,3,24,8,0,3,2,22
"Polybius",0,5,2,0,0,0,0,3,60,0,1,1,12
"Sophocles",14,0,1,2,1,0,0,0,0,47,0,0,18
"Thucydides",0,4,13,0,0,0,2,7,8,0,30,4,38
"Xenophon",0,3,13,0,0,0,6,1,8,0,8,32,39
"-SUM-",14,15,51,6,21,10,14,18,55,17,21,22,264
"Aeschylus",52,0,0,0,0,1,0,0,0,9,0,0,10
"Diodorus",0,24,3,0,0,0,0,2,21,0,0,0,26
"Herodotus",0,3,33,0,0,0,3,2,5,0,4,5,22
"Hesiod",3,0,0,34,18,6,0,0,0,1,0,1,29
"HomerIl",0,0,0,1,62,7,0,0,0,0,0,0,8
"HomerOd",0,0,0,1,11,47,0,0,0,1,0,0,13
"Lysias",0,0,11,0,0,0,38,0,9,0,3,10,33
"Plutarch",0,10,5,0,0,0,0,25,6,0,6,3,30
"Polybius",0,6,3,0,0,0,0,1,59,0,0,0,10
"Sophocles",16,0,0,0,0,1,0,0,0,54,0,0,17
"Thucydides",0,5,11,0,0,0,5,8,11,0,27,6,46
"Xenophon",0,3,11,0,0,0,12,2,12,0,11,15,51
"-SUM-",19,27,44,2,29,15,20,15,64,11,24,25,295
"Aeschylus",49,0,0,0,1,1,0,0,0,11,0,0,13
"Diodorus",0,35,2,0,0,0,0,2,22,0,0,2,28
"Herodotus",2,2,30,0,0,0,5,2,6,0,5,5,27
"Hesiod",3,0,0,39,8,12,0,0,0,1,0,0,24
"HomerIl",0,0,0,1,52,8,0,0,0,1,0,0,10
"HomerOd",2,0,0,0,15,50,0,0,0,2,0,0,19
"Lysias",0,0,7,0,0,0,27,2,9,0,4,4,26
"Plutarch",0,3,4,0,0,0,3,27,17,0,5,6,38
"Polybius",0,8,1,0,0,0,2,2,66,0,0,2,15
"Sophocles",11,0,1,1,1,1,1,0,0,47,0,0,16
"Thucydides",0,4,12,0,0,0,5,6,13,0,26,3,43
"Xenophon",0,4,6,0,0,0,10,2,5,0,3,28,30
"-SUM-",18,21,33,2,25,22,26,16,72,15,17,22,289
"Aeschylus",56,0,0,0,0,1,0,0,0,12,0,0,13
"Diodorus",0,30,1,0,0,0,0,0,19,0,1,0,21
"Herodotus",1,2,39,0,0,0,2,1,5,0,9,4,24
"Hesiod",2,0,0,47,10,5,0,0,0,4,0,1,22
"HomerIl",0,0,0,0,55,7,0,0,0,0,0,0,7
"HomerOd",0,0,0,3,9,58,0,0,0,0,0,0,12
"Lysias",0,0,6,0,0,0,35,0,3,0,6,7,22
"Plutarch",0,3,4,0,0,0,4,29,13,0,6,2,32
"Polybius",0,7,3,0,0,0,0,2,61,0,2,1,15
"Sophocles",15,0,0,0,1,1,0,0,0,56,0,0,17
"Thucydides",0,1,13,0,0,0,5,1,10,0,20,9,39
"Xenophon",0,5,4,0,0,0,8,1,5,0,8,24,31
"-SUM-",18,18,31,3,20,14,19,5,55,16,32,24,255
"Aeschylus",64,0,0,0,0,0,0,0,0,6,0,0,6
"Diodorus",0,28,3,0,0,0,0,3,22,0,1,1,30
"Herodotus",1,3,38,0,0,0,3,3,3,0,2,3,18
"Hesiod",4,0,0,32,6,2,0,0,0,3,0,0,15
"HomerIl",0,0,0,1,66,4,0,0,0,0,0,0,5
"HomerOd",0,0,0,1,6,45,0,0,0,0,0,0,7
"Lysias",0,2,13,0,0,0,35,2,6,0,3,9,35
"Plutarch",0,3,6,0,0,0,3,27,14,0,5,3,34
"Polybius",0,5,0,0,0,0,1,2,56,0,1,1,10
"Sophocles",15,0,0,0,2,0,0,0,1,72,0,0,18
"Thucydides",0,0,13,0,0,1,3,9,10,0,21,7,43
"Xenophon",0,0,5,0,0,0,12,1,9,0,11,22,38
"-SUM-",20,13,40,2,14,7,22,20,65,9,23,24,259
"Aeschylus",58,0,0,1,1,1,0,0,0,6,0,0,9
"Diodorus",0,35,6,0,0,0,1,2,15,0,3,0,27
"Herodotus",0,2,34,0,0,0,7,2,3,0,8,6,28
"Hesiod",6,0,0,28,11,7,0,0,0,2,0,0,26
"HomerIl",0,0,0,1,51,8,0,0,0,0,0,0,9
"HomerOd",0,0,0,2,6,60,0,0,0,1,0,0,9
"Lysias",0,1,8,0,0,0,43,0,9,0,4,5,27
"Plutarch",0,4,7,0,0,0,2,24,13,0,4,4,34
"Polybius",0,12,0,0,0,0,1,2,63,0,2,1,18
"Sophocles",10,0,0,1,1,0,0,0,0,46,0,0,12
"Thucydides",0,0,13,0,0,0,1,4,10,0,33,3,31
"Xenophon",0,5,6,0,0,0,15,2,10,0,4,18,42
"-SUM-",16,24,40,5,19,16,27,12,60,9,25,19,272
"Aeschylus",50,0,1,0,3,0,0,0,0,9,0,0,13
"Diodorus",0,26,4,0,0,0,0,2,22,0,0,4,32
"Herodotus",0,3,44,0,0,0,6,1,2,0,5,5,22
"Hesiod",1,0,0,42,12,7,0,0,0,2,0,0,22
"HomerIl",0,0,0,1,60,7,0,0,0,0,0,0,8
"HomerOd",1,0,0,1,11,45,0,0,0,1,0,0,14
"Lysias",0,0,8,0,0,0,26,1,1,0,9,5,24
"Plutarch",0,5,4,0,0,0,5,28,13,0,6,1,34
"Polybius",0,3,2,0,0,0,1,3,55,0,0,4,13
"Sophocles",13,0,1,0,0,4,0,0,0,54,0,0,18
"Thucydides",0,4,11,0,0,0,3,4,13,0,29,7,42
"Xenophon",0,6,10,0,0,0,4,1,5,0,10,28,36
"-SUM-",15,21,41,2,26,18,19,12,56,12,30,26,278
"Aeschylus",61,0,0,1,1,1,0,0,0,9,0,0,12
"Diodorus",0,40,3,0,0,0,0,3,19,0,2,0,27
"Herodotus",0,6,31,0,0,0,1,4,4,0,4,2,21
"Hesiod",3,0,0,35,10,8,0,0,0,2,0,0,23
"HomerIl",0,0,0,1,59,4,0,0,0,0,0,0,5
"HomerOd",0,0,0,1,3,63,0,0,0,0,0,0,4
"Lysias",0,0,8,0,0,0,35,2,4,0,2,6,22
"Plutarch",0,5,3,0,0,0,4,28,17,0,5,3,37
"Polybius",0,5,0,0,0,0,2,6,55,0,0,0,13
"Sophocles",9,0,0,0,2,2,0,0,0,62,0,0,13
"Thucydides",0,4,6,0,0,0,4,3,11,0,27,5,33
"Xenophon",0,3,7,0,0,0,8,3,6,0,9,23,36
"-SUM-",12,23,27,3,16,15,19,21,61,11,22,16,246
"Aeschylus",49,0,0,2,1,1,0,0,0,6,0,0,10
"Diodorus",0,38,4,0,0,0,0,3,22,0,3,0,32
"Herodotus",0,6,37,0,0,0,2,4,0,0,3,4,19
"Hesiod",4,0,0,39,10,8,0,0,0,1,0,0,23
"HomerIl",1,0,0,0,53,10,0,0,0,0,0,0,11
"HomerOd",2,0,0,3,8,58,0,0,0,0,0,0,13
"Lysias",0,0,8,0,0,0,40,2,5,0,3,8,26
"Plutarch",0,3,5,0,0,0,2,24,12,0,6,1,29
"Polybius",0,2,1,0,0,0,3,2,56,0,1,1,10
"Sophocles",8,0,2,0,1,1,0,0,0,55,0,0,12
"Thucydides",0,3,12,0,0,0,6,4,10,0,27,0,35
"Xenophon",0,3,14,0,0,0,11,1,10,0,6,24,45
"-SUM-",15,17,46,5,20,20,24,16,59,7,22,14,265
"Aeschylus",60,0,0,0,0,1,0,0,0,8,0,0,9
"Diodorus",0,33,2,0,0,0,0,2,28,0,0,0,32
"Herodotus",0,4,39,0,0,0,1,3,6,1,5,3,23
"Hesiod",3,0,0,36,6,5,0,0,0,4,0,0,18
"HomerIl",1,0,0,0,65,4,0,0,0,1,0,0,6
"HomerOd",1,0,0,1,17,51,0,0,0,0,0,0,19
"Lysias",0,0,8,0,0,0,37,1,8,0,12,5,34
"Plutarch",0,8,9,0,0,0,2,26,14,0,3,2,38
"Polybius",0,4,0,0,0,0,1,4,56,0,2,0,11
"Sophocles",7,0,0,2,1,1,0,0,0,53,0,0,11
"Thucydides",0,0,10,0,0,0,3,5,8,0,20,2,28
"Xenophon",0,1,8,0,0,0,7,2,10,0,11,21,39
"-SUM-",12,17,37,3,24,11,14,17,74,14,33,12,268
"Aeschylus",61,0,0,1,0,0,0,0,0,9,0,0,10
"Diodorus",0,28,6,0,0,0,0,2,26,0,1,1,36
"Herodotus",0,3,47,0,0,0,4,1,2,0,8,5,23
"Hesiod",2,0,0,39,13,5,0,0,0,1,0,0,21
"HomerIl",2,0,0,0,53,6,0,0,0,0,0,0,8
"HomerOd",0,0,0,2,7,41,0,0,0,2,0,0,11
"Lysias",0,0,12,0,0,0,33,0,7,0,3,6,28
"Plutarch",0,5,5,0,0,0,2,30,17,0,3,3,35
"Polybius",0,4,1,0,0,0,0,4,57,0,0,4,13
"Sophocles",11,0,0,1,1,0,0,0,1,41,0,0,14
"Thucydides",0,1,5,0,0,0,7,8,15,0,33,4,40
"Xenophon",0,1,6,0,0,0,8,1,6,0,7,34,29
"-SUM-",15,14,35,4,21,11,21,16,74,12,22,23,268
"Aeschylus",47,0,0,3,1,2,0,0,0,10,0,0,16
"Diodorus",0,28,3,0,0,0,1,2,21,0,1,0,28
"Herodotus",1,2,38,0,0,0,2,2,6,0,5,4,22
"Hesiod",4,0,0,43,6,7,0,0,0,2,0,0,19
"HomerIl",0,0,0,3,62,4,0,0,0,0,0,0,7
"HomerOd",0,0,0,4,15,56,0,0,0,0,0,0,19
"Lysias",0,2,10,0,0,0,34,1,5,0,6,6,30
"Plutarch",0,3,9,0,0,0,2,33,12,0,5,4,35
"Polybius",0,4,0,0,0,0,0,4,47,1,2,1,12
"Sophocles",7,0,0,1,1,0,0,0,1,62,0,0,10
"Thucydides",0,3,13,0,0,0,1,2,11,0,21,3,33
"Xenophon",0,2,13,0,0,0,12,5,5,0,7,19,44
"-SUM-",12,16,48,11,23,13,18,16,61,13,26,18,275
"Aeschylus",44,0,0,1,0,0,0,0,0,10,1,0,12
"Diodorus",0,26,6,0,0,0,0,2,25,0,1,0,34
"Herodotus",0,3,47,0,0,0,7,3,4,0,4,4,25
"Hesiod",6,0,0,42,8,12,0,0,0,3,0,0,29
"HomerIl",0,0,0,1,64,7,0,0,0,0,0,0,8
"HomerOd",0,0,0,1,12,53,0,0,0,0,0,0,13
"Lysias",0,0,6,0,0,0,30,1,6,0,5,6,24
"Plutarch",0,4,7,0,0,0,2,22,20,0,8,1,42
"Polybius",0,4,0,0,0,0,2,3,66,0,4,0,13
"Sophocles",6,0,0,1,2,1,0,0,0,44,0,0,10
"Thucydides",0,2,11,0,0,0,3,5,6,0,27,3,30
"Xenophon",0,4,9,0,0,0,10,2,4,0,5,26,34
"-SUM-",12,17,39,4,22,20,24,16,65,13,28,14,274
"Aeschylus",47,0,0,0,0,1,0,0,0,7,0,0,8
"Diodorus",0,33,2,0,0,0,0,3,27,0,2,0,34
"Herodotus",0,2,31,0,0,0,3,5,7,1,7,1,26
"Hesiod",2,0,0,45,6,6,0,0,0,0,0,0,14
"HomerIl",0,0,0,0,56,5,0,0,0,1,0,0,6
"HomerOd",1,0,0,1,8,51,0,0,0,0,0,0,10
"Lysias",0,1,9,0,0,0,34,3,5,0,3,1,22
"Plutarch",0,7,7,0,0,0,4,23,15,0,5,2,40
"Polybius",0,8,1,0,0,0,0,1,62,0,0,0,10
"Sophocles",9,0,1,2,1,0,0,0,1,63,0,0,14
"Thucydides",0,2,9,0,0,0,7,5,13,0,32,5,41
"Xenophon",0,4,11,0,0,0,12,2,4,0,7,23,40
"-SUM-",12,24,40,3,15,12,26,19,72,9,24,9,265
"Aeschylus",38,0,0,1,0,0,0,0,0,9,0,0,10
"Diodorus",0,33,7,0,0,0,0,3,21,0,2,0,33
"Herodotus",1,1,41,0,0,0,2,4,7,0,4,7,26
"Hesiod",8,0,0,34,10,9,0,0,0,3,0,1,31
"HomerIl",0,0,0,0,69,4,0,0,0,0,0,0,4
"HomerOd",0,0,0,2,6,59,0,0,0,0,0,0,8
"Lysias",0,1,10,0,0,0,27,1,5,0,2,8,27
"Plutarch",0,1,6,0,0,0,1,32,10,0,5,4,27
"Polybius",0,4,0,0,0,0,1,3,56,1,1,0,10
"Sophocles",9,0,0,2,0,1,0,0,0,49,0,0,12
"Thucydides",0,1,13,0,0,0,6,6,9,0,29,2,37
"Xenophon",0,2,11,0,0,0,13,3,11,0,7,26,47
"-SUM-",18,10,47,5,16,14,23,20,63,13,21,22,272
"Aeschylus",67,0,0,1,2,2,0,0,0,7,0,0,12
"Diodorus",0,26,3,0,0,0,1,2,20,0,2,0,28
"Herodotus",0,3,36,0,0,0,3,0,5,1,8,5,25
"Hesiod",5,0,0,38,15,5,0,0,0,2,0,0,27
"HomerIl",1,0,0,1,48,8,0,0,0,0,0,0,10
"HomerOd",1,0,0,2,6,66,0,0,0,0,0,0,9
"Lysias",0,0,11,0,0,0,28,3,4,0,4,12,34
"Plutarch",0,7,5,0,0,0,0,32,13,0,3,5,33
"Polybius",0,4,3,0,1,0,1,3,50,0,4,3,19
"Sophocles",10,0,1,1,2,0,0,0,0,39,0,0,14
"Thucydides",0,1,8,0,0,0,5,5,9,0,20,5,33
"Xenophon",0,1,8,0,0,0,18,1,10,0,8,25,46
"-SUM-",17,16,39,5,26,15,28,14,61,10,29,30,290
"Aeschylus",56,0,0,0,1,0,0,0,0,10,0,0,11
"Diodorus",0,29,0,0,0,0,0,3,25,0,1,2,31
"Herodotus",1,5,38,0,0,0,2,6,2,0,4,5,25
"Hesiod",4,0,0,43,7,6,0,0,0,1,0,0,18
"HomerIl",0,0,0,2,44,6,0,0,0,0,0,0,8
"HomerOd",0,0,0,3,10,56,0,0,0,0,0,0,13
"Lysias",0,1,11,0,0,0,26,4,6,0,1,7,30
"Plutarch",0,4,5,0,0,0,2,29,11,0,5,5,32
"Polybius",0,3,1,0,0,0,1,4,57,0,2,0,11
"Sophocles",10,0,1,1,4,2,0,0,0,54,0,0,18
"Thucydides",0,1,21,0,0,0,6,2,10,0,26,5,45
"Xenophon",0,2,6,0,0,0,15,0,6,0,10,26,39
"-SUM-",15,16,45,6,22,14,26,19,60,11,23,24,281
"Aeschylus",50,0,0,1,0,0,0,0,0,9,0,0,10
"Diodorus",0,28,3,0,0,0,0,2,27,0,0,1,33
"Herodotus",0,1,47,0,0,0,5,3,8,0,5,4,26
"Hesiod",6,0,0,33,8,9,0,0,0,1,0,0,24
"HomerIl",0,0,0,5,55,7,0,0,0,0,0,0,12
"HomerOd",1,0,0,0,10,57,0,0,0,0,0,0,11
"Lysias",0,1,9,0,0,0,34,1,6,0,3,9,29
"Plutarch",0,2,8,0,0,0,2,25,26,0,7,4,49
"Polybius",0,3,0,0,0,0,2,3,51,0,0,3,11
"Sophocles",10,0,0,0,0,1,0,0,0,52,0,0,11
"Thucydides",0,2,14,0,0,0,8,5,12,0,12,7,48
"Xenophon",0,2,10,0,0,0,8,1,6,0,8,22,35
"-SUM-",17,11,44,6,18,17,25,15,85,10,23,28,299
"Aeschylus",52,0,0,0,1,2,0,0,0,6,0,0,9
"Diodorus",0,38,2,0,0,0,1,3,22,0,1,2,31
"Herodotus",0,3,28,0,0,0,4,2,8,0,5,6,28
"Hesiod",0,0,0,33,6,3,0,0,0,1,0,0,10
"HomerIl",0,0,0,1,64,4,0,0,0,0,0,0,5
"HomerOd",1,0,0,1,11,52,0,0,0,1,0,0,14
"Lysias",0,0,5,0,0,0,39,1,6,0,4,13,29
"Plutarch",0,1,10,0,0,0,2,31,12,0,4,2,31
"Polybius",0,7,0,0,0,0,2,3,43,0,2,2,16
"Sophocles",9,0,0,0,1,2,0,0,0,62,0,0,12
"Thucydides",0,0,12,0,0,0,11,3,9,0,27,4,39
"Xenophon",0,1,10,0,0,0,15,2,5,0,12,27,45
"-SUM-",10,12,39,2,19,11,35,14,62,8,28,29,269
"Aeschylus",49,0,1,2,1,1,0,0,0,11,0,0,16
"Diodorus",0,34,4,0,0,0,0,3,18,0,2,0,27
"Herodotus",0,4,37,0,0,0,3,1,5,0,3,6,22
"Hesiod",4,0,0,32,16,7,0,0,0,1,0,0,28
"HomerIl",0,0,0,2,59,8,0,0,0,0,0,0,10
"HomerOd",0,0,0,1,12,62,0,0,0,0,0,0,13
"Lysias",0,0,7,0,0,0,34,2,10,0,4,10,33
"Plutarch",0,4,10,0,0,0,0,32,12,0,7,5,38
"Polybius",0,7,1,0,0,0,1,5,44,0,1,1,16
"Sophocles",8,0,0,0,0,0,0,0,2,57,0,0,10
"Thucydides",0,4,12,0,0,0,5,6,7,0,27,2,36
"Xenophon",0,4,7,0,0,0,6,0,7,0,4,21,28
"-SUM-",12,23,42,5,29,16,15,17,61,12,21,24,277
"Aeschylus",48,0,0,1,1,0,0,0,0,13,0,0,15
"Diodorus",0,39,6,0,0,0,0,5,27,0,1,0,39
"Herodotus",0,4,38,0,0,0,2,1,4,1,7,4,23
"Hesiod",5,0,0,34,11,4,0,0,0,0,0,1,21
"HomerIl",0,0,0,1,72,8,0,0,0,0,0,0,9
"HomerOd",0,0,0,1,13,56,0,0,0,0,0,0,14
"Lysias",0,1,10,0,0,0,30,1,6,0,6,2,26
"Plutarch",0,3,9,0,0,0,1,22,10,0,6,1,30
"Polybius",0,7,4,0,0,0,0,2,59,0,1,0,14
"Sophocles",8,0,0,1,3,0,0,0,1,54,0,0,13
"Thucydides",0,0,7,0,0,0,5,4,8,0,26,4,28
"Xenophon",0,1,8,0,0,0,6,2,6,0,10,22,33
"-SUM-",13,16,44,4,28,12,14,15,62,14,31,12,265
"Aeschylus",57,0,0,2,2,2,0,0,0,12,0,0,18
"Diodorus",0,31,9,0,0,0,0,2,14,0,0,1,26
"Herodotus",1,5,39,0,0,0,6,0,3,1,4,4,24
"Hesiod",3,0,0,36,13,6,0,0,0,2,0,0,24
"HomerIl",0,0,0,3,53,4,0,0,0,0,0,0,7
"HomerOd",0,0,0,1,14,46,0,0,0,0,0,0,15
"Lysias",0,0,6,0,0,0,28,2,10,0,7,7,32
"Plutarch",0,5,5,0,0,0,0,30,13,0,5,3,31
"Polybius",0,5,1,0,0,0,1,4,57,0,1,2,14
