"","Aeschylus","Diodorus","Herodotus","Hesiod","HomerIl","HomerOd","Lysias","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"Thucydides",0,1,15,0,0,0,9,2,15,0,27,11,53
"Xenophon",0,2,1,0,0,0,12,1,8,0,3,24,27
"-SUM-",11,12,30,4,19,14,24,19,68,14,15,24,254
"Aeschylus",47,0,0,0,1,0,0,0,0,12,0,0,13
"Diodorus",0,28,4,0,0,0,0,1,26,0,2,0,33
"Herodotus",0,2,37,0,0,0,2,2,7,0,3,3,19
"Hesiod",6,0,0,43,8,11,0,0,0,1,0,0,26
"HomerIl",1,0,0,1,59,4,0,0,0,0,0,0,6
"HomerOd",0,0,0,0,14,47,0,0,0,0,0,0,14
"Lysias",0,0,9,0,0,0,30,0,3,0,5,9,26
"Plutarch",0,8,9,0,0,0,2,31,14,0,3,1,37
"Polybius",0,6,1,0,0,0,1,3,54,0,0,0,11
"Sophocles",11,0,0,0,2,3,0,0,0,55,0,0,16
"Thucydides",0,1,11,0,0,0,6,3,14,0,25,2,37
"Xenophon",0,2,14,0,0,0,8,3,9,0,14,21,50
"-SUM-",18,19,48,1,25,18,19,12,73,13,27,15,288
"Aeschylus",45,0,0,3,0,1,0,0,0,7,0,0,11
"Diodorus",0,28,6,0,0,0,1,3,28,0,2,0,40
"Herodotus",0,4,46,0,0,0,4,2,5,0,5,3,23
"Hesiod",2,0,0,41,11,10,0,0,0,1,0,0,24
"HomerIl",0,0,0,1,70,6,0,0,0,0,0,0,7
"HomerOd",0,0,0,1,12,51,0,0,0,1,0,0,14
"Lysias",0,0,8,0,0,0,32,3,5,0,6,5,27
"Plutarch",0,1,5,0,0,0,2,32,12,0,3,2,25
"Polybius",0,2,2,0,0,0,1,7,41,0,3,1,16
"Sophocles",11,0,0,0,3,0,0,0,0,53,0,0,14
"Thucydides",0,6,5,0,0,0,7,4,13,0,25,5,40
"Xenophon",0,1,14,0,0,0,14,6,6,0,5,14,46
"-SUM-",13,14,40,5,26,17,29,25,69,9,24,16,287
"Aeschylus",54,0,1,1,3,2,0,0,0,8,0,0,15
"Diodorus",0,34,1,0,0,0,0,5,30,0,1,0,37
"Herodotus",1,4,34,0,0,0,0,1,5,0,5,1,17
"Hesiod",2,0,0,33,10,3,0,0,0,2,0,1,18
"HomerIl",0,0,0,2,72,5,0,0,0,0,0,0,7
"HomerOd",0,0,0,0,12,43,0,0,0,0,0,0,12
"Lysias",0,0,9,0,0,0,33,4,3,0,7,6,29
"Plutarch",0,1,7,0,0,0,1,28,11,0,5,0,25
"Polybius",0,6,0,0,0,0,2,4,54,0,4,0,16
"Sophocles",10,0,0,0,2,1,0,0,0,55,0,0,13
"Thucydides",0,3,10,0,0,0,5,7,12,0,24,8,45
"Xenophon",0,6,10,0,0,0,17,2,6,0,6,20,47
"-SUM-",13,20,38,3,27,11,25,23,67,10,28,16,281
"Aeschylus",49,0,0,0,2,0,0,0,0,6,0,0,8
"Diodorus",0,36,1,0,0,0,0,1,24,0,1,0,27
"Herodotus",0,2,36,0,0,0,6,5,4,0,6,4,27
"Hesiod",5,0,0,28,13,5,0,0,0,1,0,0,24
"HomerIl",0,0,0,1,64,6,0,0,0,1,0,0,8
"HomerOd",2,0,0,2,11,56,0,0,0,1,0,0,16
"Lysias",0,1,8,0,0,0,43,3,5,0,1,7,25
"Plutarch",0,4,8,0,0,0,2,31,14,0,3,5,36
"Polybius",0,5,3,0,0,0,1,2,47,0,4,0,15
"Sophocles",8,0,0,0,0,0,1,0,0,42,1,0,10
"Thucydides",0,1,9,0,0,0,7,7,11,0,27,4,39
"Xenophon",0,1,10,0,0,0,22,5,7,0,6,20,51
"-SUM-",15,14,39,3,26,11,39,23,65,9,22,20,286
"Aeschylus",52,0,0,2,0,1,0,0,0,8,0,0,11
"Diodorus",0,24,5,0,0,0,1,3,19,0,0,1,29
"Herodotus",0,5,48,0,0,0,4,3,3,0,5,4,24
"Hesiod",1,0,0,31,11,10,0,0,0,3,0,0,25
"HomerIl",0,0,0,0,61,2,0,0,0,0,0,0,2
"HomerOd",1,0,0,1,4,63,0,0,0,0,0,0,6
"Lysias",0,0,3,0,0,0,33,0,2,0,5,6,16
"Plutarch",0,8,4,0,0,0,0,29,15,0,3,7,37
"Polybius",0,6,1,0,0,0,0,3,63,0,1,0,11
"Sophocles",7,0,0,0,2,1,0,0,0,62,0,0,10
"Thucydides",0,2,11,0,0,0,5,4,12,0,27,1,35
"Xenophon",0,1,14,0,0,0,11,2,7,0,13,18,48
"-SUM-",9,22,38,3,17,14,21,15,58,11,27,19,254
"Aeschylus",60,0,0,2,2,0,0,0,0,5,0,0,9
"Diodorus",0,30,2,0,0,0,0,2,22,0,0,2,28
"Herodotus",0,7,42,0,0,0,3,5,9,1,6,4,35
"Hesiod",2,0,0,44,10,7,0,0,0,0,0,0,19
"HomerIl",0,0,0,1,61,7,0,0,0,0,0,0,8
"HomerOd",0,0,0,1,10,55,0,0,0,0,0,0,11
"Lysias",0,0,7,0,0,0,34,1,9,0,4,4,25
"Plutarch",0,1,4,0,0,0,2,33,10,0,3,2,22
"Polybius",0,6,2,0,1,0,0,1,57,0,3,1,14
"Sophocles",11,0,0,0,1,0,0,0,0,60,0,0,12
"Thucydides",0,2,9,0,0,0,7,5,8,0,20,3,34
"Xenophon",0,3,8,0,0,0,6,3,7,0,5,20,32
"-SUM-",13,19,32,4,24,14,18,17,65,6,21,16,249
"Aeschylus",56,0,0,1,1,0,0,0,0,6,0,0,8
"Diodorus",0,31,3,0,0,0,1,3,28,0,1,0,36
"Herodotus",1,2,39,0,0,0,8,1,10,0,4,7,33
"Hesiod",4,0,0,41,7,8,0,0,0,1,0,1,21
"HomerIl",1,0,0,2,48,7,0,0,0,0,0,0,10
"HomerOd",0,0,0,2,10,54,0,0,0,3,0,0,15
"Lysias",0,1,7,0,0,0,25,2,5,0,3,9,27
"Plutarch",0,2,5,0,0,0,3,29,16,0,5,3,34
"Polybius",0,4,0,0,0,0,0,2,53,0,0,2,8
"Sophocles",14,0,1,0,2,0,0,0,0,61,0,0,17
"Thucydides",0,3,9,0,0,0,2,4,11,0,27,3,32
"Xenophon",0,1,8,0,0,0,12,2,4,0,17,16,44
"-SUM-",20,13,33,5,20,15,26,14,74,10,30,25,285
"Aeschylus",60,0,0,0,1,0,0,0,0,7,0,0,8
"Diodorus",0,39,4,0,0,0,0,6,14,0,1,0,25
"Herodotus",0,1,43,0,0,0,5,2,3,1,6,3,21
"Hesiod",4,0,0,47,8,5,0,0,0,0,0,1,18
"HomerIl",1,0,0,0,56,6,0,0,0,0,0,0,7
"HomerOd",1,0,0,1,12,53,0,0,0,1,0,0,15
"Lysias",0,0,16,0,0,0,34,2,6,0,4,5,33
"Plutarch",0,4,1,0,0,0,2,25,16,0,6,1,30
"Polybius",0,11,1,0,0,0,2,0,60,0,0,1,15
"Sophocles",8,0,1,0,2,0,0,0,0,50,0,0,11
"Thucydides",0,4,8,0,0,0,3,4,6,0,25,4,29
"Xenophon",0,6,7,0,0,0,10,3,9,0,11,15,46
"-SUM-",14,26,38,1,23,11,22,17,54,9,28,15,258
"Aeschylus",54,0,0,1,0,3,0,0,0,12,0,0,16
"Diodorus",0,30,4,0,0,0,0,2,27,0,0,1,34
"Herodotus",1,0,34,0,0,0,6,3,5,0,5,6,26
"Hesiod",3,0,0,41,13,7,0,0,0,0,0,0,23
"HomerIl",0,0,0,1,70,12,0,0,0,0,0,0,13
"HomerOd",0,0,0,0,10,51,0,0,0,2,0,0,12
"Lysias",0,0,5,0,0,0,31,2,10,0,4,9,30
"Plutarch",0,3,5,0,0,0,0,26,16,0,9,1,34
"Polybius",0,3,2,0,0,0,0,4,56,0,2,0,11
"Sophocles",11,0,0,0,2,0,1,0,0,52,0,0,14
"Thucydides",0,4,12,0,0,0,0,5,6,0,31,7,34
"Xenophon",0,3,5,0,0,0,3,4,8,0,3,16,26
"-SUM-",15,13,33,2,25,22,10,20,72,14,23,24,273
"Aeschylus",52,0,0,2,0,0,0,0,0,5,0,0,7
"Diodorus",0,34,8,0,0,0,0,0,28,0,0,0,36
"Herodotus",0,5,32,0,0,0,4,3,6,0,4,7,29
"Hesiod",4,0,0,40,8,5,0,0,0,2,0,0,19
"HomerIl",1,0,0,0,64,7,0,0,0,0,0,0,8
"HomerOd",0,0,0,0,10,53,0,0,0,3,0,0,13
"Lysias",0,1,5,0,0,0,31,1,12,0,5,7,31
"Plutarch",0,4,7,0,0,0,1,30,14,0,7,2,35
"Polybius",0,6,4,0,0,0,1,4,55,0,3,1,19
"Sophocles",12,0,0,0,1,0,0,0,0,42,0,0,13
"Thucydides",0,2,10,0,0,1,3,5,16,0,21,2,39
"Xenophon",0,3,7,0,0,0,12,0,14,0,5,21,41
"-SUM-",17,21,41,2,19,13,21,13,90,10,24,19,290
"Aeschylus",49,0,0,0,1,3,0,0,0,11,0,0,15
"Diodorus",0,30,4,0,0,0,0,4,18,0,0,0,26
"Herodotus",0,2,40,0,0,0,5,1,6,1,7,4,26
"Hesiod",1,0,0,41,15,7,0,0,0,3,0,1,27
"HomerIl",0,0,0,2,68,3,0,0,0,0,0,0,5
"HomerOd",0,0,0,2,11,60,0,0,0,1,0,0,14
"Lysias",0,0,8,0,0,0,33,2,5,0,7,8,30
"Plutarch",0,6,7,0,0,0,1,28,20,0,2,2,38
"Polybius",0,7,2,0,0,0,1,3,44,0,2,0,15
"Sophocles",9,0,0,2,3,2,0,0,0,38,0,0,16
"Thucydides",0,6,7,0,0,0,4,3,8,0,25,9,37
"Xenophon",0,2,8,0,0,0,10,1,11,0,7,21,39
"-SUM-",10,23,36,6,30,15,21,14,68,16,25,24,288
"Aeschylus",46,0,0,0,0,1,0,0,0,9,0,0,10
"Diodorus",0,32,2,0,0,0,0,2,25,0,0,1,30
"Herodotus",1,7,46,0,0,0,6,2,7,1,6,5,35
"Hesiod",3,0,0,38,8,4,0,0,0,1,0,1,17
"HomerIl",0,0,0,0,59,11,0,0,0,0,0,0,11
"HomerOd",0,0,0,2,11,53,0,0,0,0,0,0,13
"Lysias",0,1,8,0,0,0,35,2,3,0,5,4,23
"Plutarch",0,1,7,0,0,0,3,30,16,0,9,1,37
"Polybius",0,6,3,0,0,0,0,5,63,0,0,1,15
"Sophocles",10,0,0,1,1,3,0,0,0,39,0,0,15
"Thucydides",0,3,9,0,0,0,5,4,7,0,23,2,30
"Xenophon",0,4,8,0,0,0,6,5,7,0,10,25,40
"-SUM-",14,22,37,3,20,19,20,20,65,11,30,15,276
"Aeschylus",43,0,0,0,0,0,0,0,0,9,0,0,9
"Diodorus",0,32,5,0,0,0,0,6,20,0,0,1,32
"Herodotus",2,5,37,0,0,0,5,2,5,0,6,6,31
"Hesiod",2,0,0,39,12,4,0,0,0,1,0,0,19
"HomerIl",1,0,0,0,59,4,0,0,0,0,0,0,5
"HomerOd",1,0,0,2,7,64,0,0,0,0,0,0,10
"Lysias",0,0,10,0,0,0,37,0,6,0,3,7,26
"Plutarch",0,6,6,0,0,0,4,25,13,0,4,3,36
"Polybius",0,5,1,0,0,0,0,2,67,0,2,0,10
"Sophocles",9,0,0,0,1,1,0,0,1,51,0,0,12
"Thucydides",0,3,9,0,0,0,6,5,15,0,20,7,45
"Xenophon",0,2,10,0,0,0,10,2,4,0,5,23,33
"-SUM-",15,21,41,2,20,9,25,17,64,10,20,24,268
"Aeschylus",42,0,0,1,0,2,0,0,0,11,0,0,14
"Diodorus",0,29,2,0,0,0,1,0,23,0,1,0,27
"Herodotus",1,4,41,0,0,0,3,2,5,1,4,7,27
"Hesiod",3,0,0,41,8,7,0,0,0,1,0,0,19
"HomerIl",0,0,0,2,41,11,0,0,0,1,0,0,14
"HomerOd",0,0,0,1,8,66,0,0,0,0,0,0,9
"Lysias",0,0,7,0,0,0,30,0,2,0,3,5,17
"Plutarch",0,3,3,0,0,0,2,27,26,0,8,6,48
"Polybius",0,0,3,0,0,0,0,3,52,0,1,2,9
"Sophocles",9,0,0,0,2,0,0,0,0,61,0,0,11
"Thucydides",0,1,12,0,0,0,3,4,12,0,27,3,35
"Xenophon",0,3,9,0,0,0,12,4,4,0,10,36,42
"-SUM-",13,11,36,4,18,20,21,13,72,14,27,23,272
"Aeschylus",54,0,1,1,1,0,0,0,0,8,0,0,11
"Diodorus",0,34,5,0,0,0,1,2,24,0,2,0,34
"Herodotus",1,4,42,0,0,0,4,2,5,0,7,1,24
"Hesiod",7,0,0,35,11,8,0,0,0,0,0,1,27
"HomerIl",2,0,0,1,71,2,0,0,0,0,0,0,5
"HomerOd",0,0,0,1,8,46,0,0,0,0,0,0,9
"Lysias",0,0,10,0,0,0,27,0,10,0,6,6,32
"Plutarch",0,4,7,0,0,0,0,29,12,0,2,5,30
"Polybius",0,9,0,0,0,0,0,4,44,0,2,2,17
"Sophocles",8,0,0,0,2,1,0,0,0,57,0,0,11
"Thucydides",0,3,14,0,0,0,2,4,12,0,26,4,39
"Xenophon",0,3,6,0,0,0,18,3,5,0,9,17,44
"-SUM-",18,23,43,3,22,11,25,15,68,8,28,19,283
"Aeschylus",45,0,0,1,4,0,0,0,0,11,0,0,16
"Diodorus",0,28,4,0,0,0,1,3,22,0,0,0,30
"Herodotus",1,0,44,0,0,0,2,2,4,1,5,4,19
"Hesiod",2,0,0,50,11,6,0,0,0,1,0,0,20
"HomerIl",1,0,0,1,75,6,0,0,0,0,0,0,8
"HomerOd",0,0,0,2,11,53,0,0,0,2,0,0,15
"Lysias",0,0,6,0,0,0,37,5,2,0,6,2,21
"Plutarch",0,2,6,0,0,0,0,29,11,0,9,2,30
"Polybius",0,2,1,0,0,0,1,6,45,0,2,2,14
"Sophocles",15,0,0,0,1,2,0,1,0,40,0,0,19
"Thucydides",0,0,17,0,0,0,7,3,5,0,20,5,37
"Xenophon",0,4,10,0,0,0,17,3,6,0,7,23,47
"-SUM-",19,8,44,4,27,14,28,23,50,15,29,15,276
"Aeschylus",48,0,0,0,1,1,0,0,0,9,0,0,11
"Diodorus",0,32,3,0,0,0,0,0,27,0,1,2,33
"Herodotus",1,0,36,0,0,0,5,3,4,0,5,5,23
"Hesiod",3,0,0,30,8,2,0,0,0,2,0,0,15
"HomerIl",0,0,0,0,57,5,0,0,0,0,0,0,5
"HomerOd",0,0,0,0,12,60,0,0,0,0,0,0,12
"Lysias",0,0,8,0,0,0,39,1,4,0,2,4,19
"Plutarch",0,2,1,0,0,0,4,31,17,0,8,2,34
"Polybius",0,5,1,0,0,0,0,2,60,0,1,2,11
"Sophocles",15,0,0,0,2,1,0,0,0,59,0,0,18
"Thucydides",0,4,15,0,0,0,3,5,8,0,22,4,39
"Xenophon",0,3,6,0,0,0,16,1,5,0,11,29,42
"-SUM-",19,14,34,0,23,9,28,12,65,11,28,19,262
"Aeschylus",45,0,1,1,1,0,0,0,0,11,0,0,14
"Diodorus",0,30,3,0,0,0,0,2,28,0,1,0,34
"Herodotus",0,4,36,0,0,0,2,2,5,0,6,2,21
"Hesiod",2,0,0,43,15,5,0,0,0,3,0,0,25
"HomerIl",1,0,0,2,62,5,0,0,0,0,0,0,8
"HomerOd",1,0,0,0,11,50,0,0,0,0,0,0,12
"Lysias",0,0,6,0,0,0,27,2,5,0,5,7,25
"Plutarch",0,4,3,0,0,0,5,29,14,0,3,4,33
"Polybius",0,9,4,0,0,0,2,1,62,0,1,1,18
"Sophocles",4,0,0,1,0,0,0,0,0,52,0,0,5
"Thucydides",0,4,11,0,0,0,9,5,8,0,28,4,41
"Xenophon",0,3,10,0,0,0,12,6,5,0,7,22,43
"-SUM-",8,24,38,4,27,10,30,18,65,14,23,18,279
"Aeschylus",61,0,0,1,1,1,0,0,0,11,0,0,14
"Diodorus",0,34,4,0,0,0,0,2,16,0,0,1,23
"Herodotus",0,5,38,0,0,0,2,1,3,0,5,3,19
"Hesiod",4,0,0,41,11,5,0,0,0,2,0,1,23
"HomerIl",0,0,0,1,63,5,0,0,0,0,0,0,6
"HomerOd",1,0,0,2,9,48,0,0,0,0,0,0,12
"Lysias",0,0,13,0,0,0,38,1,6,0,1,10,31
"Plutarch",0,5,7,0,0,0,3,35,13,0,5,2,35
"Polybius",0,8,5,0,0,0,0,0,41,0,0,1,14
"Sophocles",8,0,0,0,1,1,0,0,0,48,0,0,10
"Thucydides",0,3,15,0,0,0,8,9,5,0,18,8,48
"Xenophon",0,2,13,0,0,0,11,3,3,0,12,21,44
"-SUM-",13,23,57,4,22,12,24,16,46,13,23,26,279
"Aeschylus",48,0,1,0,0,0,0,0,0,9,0,0,10
"Diodorus",0,28,3,0,0,0,0,0,21,0,0,2,26
"Herodotus",0,7,46,0,0,0,2,0,4,0,6,4,23
"Hesiod",1,0,0,38,12,6,0,0,0,0,0,1,20
"HomerIl",0,0,0,0,75,6,0,0,0,0,0,0,6
"HomerOd",0,0,0,1,10,47,0,0,0,0,0,0,11
"Lysias",0,0,10,0,0,0,30,1,10,0,4,7,32
"Plutarch",0,2,1,0,0,0,2,41,14,0,2,2,23
"Polybius",0,1,2,0,0,0,0,0,69,0,1,0,4
"Sophocles",5,0,1,0,1,3,0,0,0,53,0,0,10
"Thucydides",0,2,16,0,0,0,2,6,7,0,17,4,37
"Xenophon",0,5,10,0,0,0,6,4,4,0,9,33,38
"-SUM-",6,17,44,1,23,15,12,11,60,9,22,20,240
"Aeschylus",49,0,1,0,0,0,0,0,0,10,0,0,11
"Diodorus",0,28,3,0,0,0,0,2,28,0,0,1,34
"Herodotus",0,4,42,0,0,0,4,0,5,0,9,6,28
"Hesiod",5,0,0,37,9,7,0,0,0,1,0,0,22
"HomerIl",0,0,0,0,55,4,0,0,0,0,0,0,4
"HomerOd",0,0,0,2,10,65,0,0,0,1,0,0,13
"Lysias",0,0,11,0,0,0,35,1,6,0,6,7,31
"Plutarch",0,2,6,0,0,0,2,27,16,0,5,6,37
"Polybius",0,3,0,0,0,0,1,2,54,0,1,1,8
"Sophocles",10,0,0,0,0,0,0,0,0,54,0,0,10
"Thucydides",0,2,8,0,0,0,4,7,14,0,23,2,37
"Xenophon",0,2,9,0,0,0,15,1,10,0,9,15,46
"-SUM-",15,13,38,2,19,11,26,13,79,12,30,23,281
"Aeschylus",57,0,0,2,1,0,0,0,0,7,0,0,10
"Diodorus",0,26,3,0,0,0,0,3,18,0,0,0,24
"Herodotus",0,1,44,0,0,0,4,5,2,0,1,4,17
"Hesiod",3,0,0,35,7,7,0,0,0,2,0,0,19
"HomerIl",0,0,0,3,77,5,0,0,0,0,0,0,8
"HomerOd",0,0,0,1,10,60,0,0,0,1,0,0,12
"Lysias",0,0,4,0,0,0,28,2,7,0,5,9,27
"Plutarch",0,6,3,0,0,0,2,39,13,0,3,4,31
"Polybius",0,5,2,0,0,0,1,4,48,0,1,0,13
"Sophocles",11,0,1,0,0,1,0,0,0,50,0,0,13
"Thucydides",0,1,14,0,0,0,6,6,9,0,23,3,39
"Xenophon",0,1,8,0,0,0,12,6,9,0,7,22,43
"-SUM-",14,14,35,6,18,13,25,26,58,10,17,20,256
"Aeschylus",57,0,0,4,0,0,0,0,0,7,0,0,11
"Diodorus",0,33,3,0,0,0,1,0,28,0,1,2,35
"Herodotus",0,3,42,0,0,0,4,2,2,0,5,2,18
"Hesiod",2,0,0,47,10,10,0,0,0,1,0,0,23
"HomerIl",0,0,0,1,54,3,0,0,0,0,0,0,4
"HomerOd",0,0,0,0,6,52,0,0,0,1,0,0,7
"Lysias",0,0,8,0,0,0,40,2,6,0,4,3,23
"Plutarch",0,6,5,0,0,0,0,23,11,0,11,0,33
"Polybius",0,4,1,0,0,0,1,7,66,0,2,0,15
"Sophocles",14,0,0,0,1,0,0,0,0,38,0,0,15
"Thucydides",0,4,5,0,0,0,4,4,11,0,23,4,32
"Xenophon",0,1,15,0,0,0,11,1,7,0,12,27,47
"-SUM-",16,18,37,5,17,13,21,16,65,9,35,11,263
"Aeschylus",56,0,1,2,1,1,0,0,0,11,0,0,16
"Diodorus",0,35,5,0,0,0,0,2,21,0,0,0,28
"Herodotus",1,2,35,0,0,0,2,4,7,1,5,4,26
"Hesiod",1,0,0,35,8,6,0,0,0,0,0,1,16
"HomerIl",0,0,0,0,65,2,0,0,0,0,0,0,2
"HomerOd",0,0,0,2,16,54,0,0,0,1,0,0,19
"Lysias",0,0,12,0,0,0,38,3,9,0,5,13,42
"Plutarch",0,4,8,0,0,0,2,33,21,0,3,1,39
"Polybius",0,1,1,0,0,0,0,2,28,0,1,0,5
"Sophocles",10,0,0,0,1,0,0,0,0,49,0,0,11
"Thucydides",0,5,9,0,0,0,4,7,7,0,30,8,40
"Xenophon",0,4,11,0,0,0,8,2,5,0,8,25,38
"-SUM-",12,16,47,4,26,9,16,20,70,13,22,27,282
"Aeschylus",49,0,0,0,1,1,0,0,0,11,0,0,13
"Diodorus",0,27,6,0,0,0,0,0,24,0,1,1,32
"Herodotus",1,3,31,0,0,0,4,3,7,0,6,5,29
"Hesiod",2,0,0,41,12,4,0,0,0,3,0,0,21
"HomerIl",0,0,0,0,54,10,0,0,0,0,0,0,10
"HomerOd",0,0,0,1,14,54,0,0,0,2,0,0,17
"Lysias",0,0,9,0,0,0,33,3,6,0,5,5,28
"Plutarch",0,4,7,0,0,0,4,23,17,0,8,3,43
"Polybius",0,4,0,0,0,0,0,3,60,0,1,0,8
"Sophocles",7,0,1,2,1,4,0,0,0,55,0,0,15
"Thucydides",0,2,9,0,0,0,5,3,9,0,33,1,29
"Xenophon",0,4,12,0,0,0,12,1,7,0,7,17,43
"-SUM-",10,17,44,3,28,19,25,13,70,16,28,15,288
"Aeschylus",60,0,0,3,1,0,0,0,0,8,0,0,12
"Diodorus",0,20,3,0,0,0,1,0,33,0,0,2,39
"Herodotus",0,1,29,0,0,0,6,3,6,0,4,4,24
"Hesiod",2,0,0,32,8,12,0,0,0,0,0,1,23
"HomerIl",0,0,0,3,58,5,0,0,0,0,0,0,8
"HomerOd",0,0,0,0,4,59,0,0,0,0,0,0,4
"Lysias",0,0,11,0,0,0,32,0,6,0,1,9,27
"Plutarch",0,8,5,0,0,0,5,27,7,0,6,5,36
"Polybius",0,8,0,0,0,0,1,4,67,0,1,1,15
"Sophocles",9,0,0,0,0,2,0,0,1,52,0,0,12
"Thucydides",0,6,12,0,0,0,3,7,12,0,17,4,44
"Xenophon",0,2,14,0,0,0,12,0,6,0,2,32,36
"-SUM-",11,25,45,6,13,19,28,14,71,8,14,26,280
"Aeschylus",52,0,0,2,0,0,0,0,0,8,0,0,10
"Diodorus",0,34,6,0,0,0,0,1,25,0,0,0,32
"Herodotus",0,3,34,0,0,0,4,5,2,1,8,5,28
"Hesiod",2,0,0,38,14,6,0,0,0,1,0,0,23
"HomerIl",0,0,0,2,59,7,0,0,0,0,0,0,9
"HomerOd",1,0,0,0,9,53,0,0,0,0,0,0,10
"Lysias",0,1,5,0,0,0,44,1,2,0,5,8,22
"Plutarch",0,5,4,0,0,0,3,25,14,0,9,7,42
"Polybius",0,6,2,0,0,0,0,2,64,0,3,0,13
"Sophocles",7,0,0,0,0,0,0,0,0,54,0,0,7
"Thucydides",0,3,11,0,0,0,8,2,13,0,23,5,42
"Xenophon",0,2,5,0,0,0,7,4,3,0,8,18,29
"-SUM-",10,20,33,4,23,13,22,15,59,10,33,25,267
"Aeschylus",46,0,1,0,0,0,0,0,0,7,0,0,8
"Diodorus",0,32,3,0,0,0,0,4,22,0,0,0,29
"Herodotus",0,3,38,0,0,0,4,4,4,0,7,1,23
"Hesiod",6,0,0,43,15,15,0,0,0,1,0,0,37
"HomerIl",0,0,0,2,66,7,0,0,0,0,0,0,9
"HomerOd",0,0,0,0,14,50,0,0,0,0,0,0,14
"Lysias",0,4,9,0,0,0,26,1,3,0,5,10,32
"Plutarch",0,3,8,0,0,0,3,21,16,0,3,2,35
"Polybius",0,4,2,0,0,0,2,2,52,1,1,2,14
"Sophocles",11,0,0,0,4,0,0,0,1,57,0,0,16
"Thucydides",0,2,11,0,0,0,6,5,11,0,24,7,42
"Xenophon",0,3,10,0,0,0,11,0,2,0,5,20,31
"-SUM-",17,19,44,2,33,22,26,16,59,9,21,22,290
"Aeschylus",61,0,0,1,1,1,0,0,0,9,0,0,12
"Diodorus",0,30,4,0,0,0,0,4,22,0,0,0,30
"Herodotus",0,3,51,0,0,0,5,6,2,1,5,8,30
"Hesiod",3,0,0,29,10,10,0,0,0,2,0,1,26
"HomerIl",0,0,0,0,53,6,0,0,0,0,0,0,6
"HomerOd",0,0,0,1,11,56,0,0,0,0,0,0,12
"Lysias",0,0,6,0,0,0,46,4,5,0,5,7,27
"Plutarch",0,3,9,0,0,0,2,32,14,0,8,2,38
"Polybius",0,7,0,0,0,0,4,2,39,0,1,0,14
"Sophocles",12,0,0,0,0,0,0,0,0,41,0,0,12
"Thucydides",0,3,11,0,0,0,5,2,7,0,22,2,30
"Xenophon",0,2,15,0,0,0,14,4,8,0,5,20,48
"-SUM-",15,18,45,2,22,17,30,22,58,12,24,20,285
"Aeschylus",53,0,1,0,1,0,0,0,0,8,0,0,10
"Diodorus",0,31,7,0,0,0,0,3,14,0,0,0,24
"Herodotus",0,0,39,0,0,0,4,2,5,1,2,6,20
"Hesiod",8,0,0,48,14,10,0,0,0,1,0,0,33
"HomerIl",0,0,0,1,58,6,0,0,0,0,0,0,7
"HomerOd",1,0,0,2,10,54,0,0,0,1,0,0,14
"Lysias",0,2,9,0,0,0,34,1,6,0,7,9,34
"Plutarch",0,4,4,0,0,0,0,26,17,0,6,3,34
"Polybius",0,5,1,0,0,0,1,2,54,0,2,0,11
"Sophocles",7,0,0,2,1,0,0,0,0,57,0,0,10
"Thucydides",0,3,9,0,0,0,6,2,13,0,30,3,36
"Xenophon",0,1,7,0,0,0,8,4,5,0,6,17,31
"-SUM-",16,15,38,5,26,16,19,14,60,11,23,21,264
"Aeschylus",61,0,0,1,1,0,0,0,0,12,0,0,14
"Diodorus",0,32,5,0,0,0,0,1,19,0,2,0,27
"Herodotus",1,5,39,0,0,0,1,4,5,1,5,5,27
"Hesiod",3,0,0,42,10,4,0,0,0,2,0,0,19
"HomerIl",0,0,0,0,61,5,0,0,0,1,0,0,6
"HomerOd",0,0,0,1,9,48,0,0,0,2,0,0,12
"Lysias",0,0,8,0,0,0,37,1,8,0,4,5,26
"Plutarch",0,7,2,0,0,0,1,34,10,0,7,3,30
"Polybius",0,5,1,0,0,0,1,5,56,0,3,0,15
"Sophocles",8,0,0,1,0,0,0,0,0,47,0,0,9
"Thucydides",0,1,12,0,0,0,3,2,18,0,26,8,44
"Xenophon",0,2,7,0,0,0,10,3,4,0,7,20,33
"-SUM-",12,20,35,3,20,9,16,16,64,18,28,21,262
"Aeschylus",50,0,0,0,0,0,0,0,0,9,0,0,9
"Diodorus",0,34,2,0,0,0,1,1,26,0,0,2,32
"Herodotus",1,5,33,0,0,0,3,6,7,0,3,4,29
"Hesiod",3,0,0,44,6,4,0,0,0,2,0,1,16
"HomerIl",0,0,0,1,56,2,0,0,0,0,0,0,3
"HomerOd",0,0,0,2,14,65,0,0,0,0,0,0,16
"Lysias",0,0,10,0,0,0,40,1,2,0,3,12,28
"Plutarch",0,1,3,0,0,0,4,34,14,0,4,4,30
"Polybius",0,3,1,0,0,0,2,3,49,0,0,1,10
"Sophocles",10,0,0,1,0,0,0,0,0,54,0,0,11
"Thucydides",0,4,7,0,0,0,5,3,7,0,27,4,30
"Xenophon",0,2,10,0,0,0,10,2,9,0,10,22,43
"-SUM-",14,15,33,4,20,6,25,16,65,11,20,28,257
"Aeschylus",56,0,0,1,0,0,0,0,0,10,0,0,11
"Diodorus",0,30,2,0,0,0,0,4,29,0,0,1,36
"Herodotus",0,2,30,0,0,0,3,2,3,1,7,7,25
