"","x"
"471","frequency"
"472","z-score"
"473","frequency"
"474","z-score"
"475","frequency"
"476","z-score"
"477","frequency"
"478","z-score"
"479","frequency"
"480","z-score"
"481","frequency"
"482","z-score"
"483","frequency"
"484","z-score"
"485","frequency"
"486","z-score"
"487","frequency"
"488","z-score"
"489","frequency"
"490","z-score"
"491","frequency"
"492","z-score"
"493","frequency"
"494","z-score"
"495","frequency"
"496","z-score"
"497","frequency"
"498","z-score"
"499","frequency"
"500","z-score"
"501","frequency"
"502","z-score"
"503","frequency"
"504","z-score"
"505","frequency"
"506","z-score"
"507","frequency"
"508","z-score"
"509","frequency"
"510","z-score"
"511","frequency"
"512","z-score"
"513","frequency"
"514","z-score"
"515","frequency"
"516","z-score"
"517","frequency"
"518","z-score"
"519","frequency"
"520","z-score"
"521","frequency"
"522","z-score"
"523","frequency"
"524","z-score"
"525","frequency"
"526","z-score"
"527","frequency"
"528","z-score"
"529","frequency"
"530","z-score"
"531","frequency"
"532","z-score"
"533","frequency"
"534","z-score"
"535","frequency"
"536","z-score"
"537","frequency"
"538","z-score"
"539","frequency"
"540","z-score"
"541","frequency"
"542","z-score"
"543","frequency"
"544","z-score"
"545","frequency"
"546","z-score"
"547","frequency"
"548","z-score"
"549","frequency"
"550","z-score"
"551","frequency"
"552","z-score"
"553","frequency"
"554","z-score"
"555","frequency"
"556","z-score"
"557","frequency"
"558","z-score"
"559","frequency"
"560","z-score"
"561","frequency"
"562","z-score"
"563","frequency"
"564","z-score"
"565","frequency"
"566","z-score"
"567","frequency"
"568","z-score"
"569","frequency"
"570","z-score"
"571","frequency"
"572","z-score"
"573","frequency"
"574","z-score"
"575","frequency"
"576","z-score"
"577","frequency"
"578","z-score"
"579","frequency"
"580","z-score"
"581","frequency"
"582","z-score"
"583","frequency"
"584","z-score"
"585","frequency"
"586","z-score"
"587","frequency"
"588","z-score"
"589","frequency"
"590","z-score"
"591","frequency"
"592","z-score"
"593","frequency"
"594","z-score"
"595","frequency"
"596","z-score"
"597","frequency"
"598","z-score"
"599","frequency"
"600","z-score"
"601","frequency"
"602","z-score"
"603","frequency"
"604","z-score"
"605","frequency"
"606","z-score"
"607","frequency"
"608","z-score"
"609","frequency"
"610","z-score"
"611","frequency"
"612","z-score"
"613","frequency"
"614","z-score"
"615","frequency"
"616","z-score"
"617","frequency"
"618","z-score"
"619","frequency"
"620","z-score"
"621","frequency"
"622","z-score"
"623","frequency"
"624","z-score"
"625","frequency"
"626","z-score"
"627","frequency"
"628","z-score"
"629","frequency"
"630","z-score"
"631","frequency"
"632","z-score"
"633","frequency"
"634","z-score"
"635","frequency"
"636","z-score"
"637","frequency"
"638","z-score"
"639","frequency"
"640","z-score"
"641","frequency"
"642","z-score"
"643","frequency"
"644","z-score"
"645","frequency"
"646","z-score"
"647","frequency"
"648","z-score"
"649","frequency"
"650","z-score"
"651","frequency"
"652","z-score"
"653","frequency"
"654","z-score"
"655","frequency"
"656","z-score"
"657","frequency"
"658","z-score"
"659","frequency"
"660","z-score"
"661","frequency"
"662","z-score"
"663","frequency"
"664","z-score"
"665","frequency"
"666","z-score"
"667","frequency"
"668","z-score"
"669","frequency"
"670","z-score"
"671","frequency"
"672","z-score"
"673","frequency"
"674","z-score"
"675","frequency"
"676","z-score"
"677","frequency"
"678","z-score"
"679","frequency"
"680","z-score"
"681","frequency"
"682","z-score"
"683","frequency"
"684","z-score"
"685","frequency"
"686","z-score"
"687","frequency"
"688","z-score"
"689","frequency"
"690","z-score"
"691","frequency"
"692","z-score"
"693","frequency"
"694","z-score"
"695","frequency"
"696","z-score"
"697","frequency"
"698","z-score"
"699","frequency"
"700","z-score"
"701","frequency"
"702","z-score"
"703","frequency"
"704","z-score"
"705","frequency"
"706","z-score"
"707","frequency"
"708","z-score"
"709","frequency"
"710","z-score"
"711","frequency"
"712","z-score"
"713","frequency"
"714","z-score"
"715","frequency"
"716","z-score"
"717","frequency"
"718","z-score"
"719","frequency"
"720","z-score"
"721","frequency"
"722","z-score"
"723","frequency"
"724","z-score"
"725","frequency"
"726","z-score"
"727","frequency"
"728","z-score"
"729","frequency"
"730","z-score"
"731","frequency"
"732","z-score"
"733","frequency"
"734","z-score"
"735","frequency"
"736","z-score"
"737","frequency"
"738","z-score"
"739","frequency"
"740","z-score"
"741","frequency"
"742","z-score"
"743","frequency"
"744","z-score"
"745","frequency"
"746","z-score"
"747","frequency"
"748","z-score"
"749","frequency"
"750","z-score"
"751","frequency"
"752","z-score"
"753","frequency"
"754","z-score"
"755","frequency"
"756","z-score"
"757","frequency"
"758","z-score"
"759","frequency"
"760","z-score"
"761","frequency"
"762","z-score"
"763","frequency"
"764","z-score"
"765","frequency"
"766","z-score"
"767","frequency"
"768","z-score"
"769","frequency"
"770","z-score"
"771","frequency"
"772","z-score"
"773","frequency"
"774","z-score"
"775","frequency"
"776","z-score"
"777","frequency"
"778","z-score"
"779","frequency"
"780","z-score"
"781","frequency"
"782","z-score"
"783","frequency"
"784","z-score"
"785","frequency"
"786","z-score"
"787","frequency"
"788","z-score"
"789","frequency"
"790","z-score"
"791","frequency"
"792","z-score"
"793","frequency"
"794","z-score"
"795","frequency"
"796","z-score"
"797","frequency"
"798","z-score"
"799","frequency"
"800","z-score"
"801","frequency"
"802","z-score"
"803","frequency"
"804","z-score"
"805","frequency"
"806","z-score"
"807","frequency"
"808","z-score"
"809","frequency"
"810","z-score"
"811","frequency"
"812","z-score"
"813","frequency"
"814","z-score"
"815","frequency"
"816","z-score"
"817","frequency"
"818","z-score"
"819","frequency"
"820","z-score"
"821","frequency"
"822","z-score"
"823","frequency"
"824","z-score"
"825","frequency"
"826","z-score"
"827","frequency"
"828","z-score"
"829","frequency"
"830","z-score"
"831","frequency"
"832","z-score"
"833","frequency"
"834","z-score"
"835","frequency"
"836","z-score"
"837","frequency"
"838","z-score"
"839","frequency"
"840","z-score"
"841","frequency"
"842","z-score"
"843","frequency"
"844","z-score"
"845","frequency"
"846","z-score"
"847","frequency"
"848","z-score"
"849","frequency"
"850","z-score"
"851","frequency"
"852","z-score"
"853","frequency"
"854","z-score"
"855","frequency"
"856","z-score"
"857","frequency"
"858","z-score"
"859","frequency"
"860","z-score"
"861","frequency"
"862","z-score"
"863","frequency"
"864","z-score"
"865","frequency"
"866","z-score"
"867","frequency"
"868","z-score"
"869","frequency"
"870","z-score"
"871","frequency"
"872","z-score"
"873","frequency"
"874","z-score"
"875","frequency"
"876","z-score"
"877","frequency"
"878","z-score"
"879","frequency"
"880","z-score"
"881","frequency"
"882","z-score"
"883","frequency"
"884","z-score"
"885","frequency"
"886","z-score"
"887","frequency"
"888","z-score"
"889","frequency"
"890","z-score"
"891","frequency"
"892","z-score"
"893","frequency"
"894","z-score"
"895","frequency"
"896","z-score"
"897","frequency"
"898","z-score"
"899","frequency"
"900","z-score"
"901","frequency"
"902","z-score"
"903","frequency"
"904","z-score"
"905","frequency"
"906","z-score"
"907","frequency"
"908","z-score"
"909","frequency"
"910","z-score"
"911","frequency"
"912","z-score"
"913","frequency"
"914","z-score"
"915","frequency"
"916","z-score"
"917","frequency"
"918","z-score"
"919","frequency"
"920","z-score"
"921","frequency"
"922","z-score"
"923","frequency"
"924","z-score"
"925","frequency"
"926","z-score"
"927","frequency"
"928","z-score"
"929","frequency"
"930","z-score"
"931","frequency"
"932","z-score"
"933","frequency"
"934","z-score"
"935","frequency"
"936","z-score"
"937","frequency"
"938","z-score"
"939","frequency"
"940","z-score"
"941","frequency"
"942","z-score"
"943","frequency"
"944","z-score"
"945","frequency"
"946","z-score"
"947","frequency"
"948","z-score"
"949","frequency"
"950","z-score"
"951","frequency"
"952","z-score"
"953","frequency"
"954","z-score"
"955","frequency"
"956","z-score"
"957","frequency"
"958","z-score"
"959","frequency"
"960","z-score"
"961","frequency"
"962","z-score"
"963","frequency"
"964","z-score"
"965","frequency"
"966","z-score"
"967","frequency"
"968","z-score"
"969","frequency"
"970","z-score"
"971","frequency"
"972","z-score"
"973","frequency"
"974","z-score"
"975","frequency"
"976","z-score"
"977","frequency"
"978","z-score"
"979","frequency"
"980","z-score"
"981","frequency"
"982","z-score"
"983","frequency"
"984","z-score"
"985","frequency"
"986","z-score"
"987","frequency"
"988","z-score"
"989","frequency"
"990","z-score"
"991","frequency"
"992","z-score"
"993","frequency"
"994","z-score"
"995","frequency"
"996","z-score"
"997","frequency"
"998","z-score"
"999","frequency"
"1000","z-score"
"1001","frequency"
"1002","z-score"
"1003","frequency"
"1004","z-score"
"1005","frequency"
"1006","z-score"
"1007","frequency"
"1008","z-score"
"1009","frequency"
"1010","z-score"
"1011","frequency"
"1012","z-score"
"1013","frequency"
"1014","z-score"
"1015","frequency"
"1016","z-score"
"1017","frequency"
"1018","z-score"
"1019","frequency"
"1020","z-score"
"1021","frequency"
"1022","z-score"
"1023","frequency"
"1024","z-score"
"1025","frequency"
"1026","z-score"
"1027","frequency"
"1028","z-score"
"1029","frequency"
"1030","z-score"
"1031","frequency"
"1032","z-score"
"1033","frequency"
"1034","z-score"
"1035","frequency"
"1036","z-score"
"1037","frequency"
"1038","z-score"
"1039","frequency"
"1040","z-score"
"1041","frequency"
"1042","z-score"
"1043","frequency"
"1044","z-score"
"1045","frequency"
"1046","z-score"
"1047","frequency"
"1048","z-score"
"1049","frequency"
"1050","z-score"
"1051","frequency"
"1052","z-score"
"1053","frequency"
"1054","z-score"
"1055","frequency"
"1056","z-score"
"1057","frequency"
"1058","z-score"
"1059","frequency"
"1060","z-score"
"1061","frequency"
"1062","z-score"
"1063","frequency"
"1064","z-score"
"1065","frequency"
"1066","z-score"
"1067","frequency"
"1068","z-score"
"1069","frequency"
"1070","z-score"
"1071","frequency"
"1072","z-score"
"1073","frequency"
"1074","z-score"
"1075","frequency"
"1076","z-score"
"1077","frequency"
"1078","z-score"
"1079","frequency"
"1080","z-score"
"1081","frequency"
"1082","z-score"
"1083","frequency"
"1084","z-score"
"1085","frequency"
"1086","z-score"
"1087","frequency"
"1088","z-score"
"1089","frequency"
"1090","z-score"
"1091","frequency"
"1092","z-score"
"1093","frequency"
"1094","z-score"
"1095","frequency"
"1096","z-score"
"1097","frequency"
"1098","z-score"
"1099","frequency"
"1100","z-score"
"1101","frequency"
"1102","z-score"
"1103","frequency"
"1104","z-score"
"1105","frequency"
"1106","z-score"
"1107","frequency"
"1108","z-score"
"1109","frequency"
"1110","z-score"
"1111","frequency"
"1112","z-score"
"1113","frequency"
"1114","z-score"
"1115","frequency"
"1116","z-score"
"1117","frequency"
"1118","z-score"
"1119","frequency"
"1120","z-score"
"1121","frequency"
"1122","z-score"
"1123","frequency"
"1124","z-score"
"1125","frequency"
"1126","z-score"
"1127","frequency"
"1128","z-score"
"1129","frequency"
"1130","z-score"
"1131","frequency"
"1132","z-score"
"1133","frequency"
"1134","z-score"
"1135","frequency"
"1136","z-score"
"1137","frequency"
"1138","z-score"
"1139","frequency"
"1140","z-score"
"1141","frequency"
"1142","z-score"
"1143","frequency"
"1144","z-score"
"1145","frequency"
"1146","z-score"
"1147","frequency"
"1148","z-score"
"1149","frequency"
"1150","z-score"
"1151","frequency"
"1152","z-score"
"1153","frequency"
"1154","z-score"
"1155","frequency"
"1156","z-score"
"1157","frequency"
"1158","z-score"
"1159","frequency"
"1160","z-score"
"1161","frequency"
"1162","z-score"
"1163","frequency"
"1164","z-score"
"1165","frequency"
"1166","z-score"
"1167","frequency"
"1168","z-score"
"1169","frequency"
"1170","z-score"
"1171","frequency"
"1172","z-score"
"1173","frequency"
"1174","z-score"
"1175","frequency"
"1176","z-score"
"1177","frequency"
"1178","z-score"
"1179","frequency"
"1180","z-score"
"1181","frequency"
"1182","z-score"
"1183","frequency"
"1184","z-score"
"1185","frequency"
"1186","z-score"
"1187","frequency"
"1188","z-score"
"1189","frequency"
"1190","z-score"
"1191","frequency"
"1192","z-score"
"1193","frequency"
"1194","z-score"
"1195","frequency"
"1196","z-score"
"1197","frequency"
"1198","z-score"
"1199","frequency"
"1200","z-score"
"1201","frequency"
"1202","z-score"
"1203","frequency"
"1204","z-score"
"1205","frequency"
"1206","z-score"
"1207","frequency"
"1208","z-score"
"1209","frequency"
"1210","z-score"
"1211","frequency"
"1212","z-score"
"1213","frequency"
"1214","z-score"
"1215","frequency"
"1216","z-score"
"1217","frequency"
"1218","z-score"
"1219","frequency"
"1220","z-score"
"1221","frequency"
"1222","z-score"
"1223","frequency"
"1224","z-score"
"1225","frequency"
"1226","z-score"
"1227","frequency"
"1228","z-score"
"1229","frequency"
"1230","z-score"
"1231","frequency"
"1232","z-score"
"1233","frequency"
"1234","z-score"
"1235","frequency"
"1236","z-score"
"1237","frequency"
"1238","z-score"
"1239","frequency"
"1240","z-score"
"1241","frequency"
"1242","z-score"
"1243","frequency"
"1244","z-score"
"1245","frequency"
"1246","z-score"
"1247","frequency"
"1248","z-score"
"1249","frequency"
"1250","z-score"
"1251","frequency"
"1252","z-score"
"1253","frequency"
"1254","z-score"
"1255","frequency"
"1256","z-score"
"1257","frequency"
"1258","z-score"
"1259","frequency"
"1260","z-score"
"1261","frequency"
"1262","z-score"
"1263","frequency"
"1264","z-score"
"1265","frequency"
"1266","z-score"
"1267","frequency"
"1268","z-score"
"1269","frequency"
"1270","z-score"
"1271","frequency"
"1272","z-score"
"1273","frequency"
"1274","z-score"
"1275","frequency"
"1276","z-score"
"1277","frequency"
"1278","z-score"
"1279","frequency"
"1280","z-score"
"1281","frequency"
"1282","z-score"
"1283","frequency"
"1284","z-score"
"1285","frequency"
"1286","z-score"
"1287","frequency"
"1288","z-score"
"1289","frequency"
"1290","z-score"
"1291","frequency"
"1292","z-score"
"1293","frequency"
"1294","z-score"
"1295","frequency"
"1296","z-score"
"1297","frequency"
"1298","z-score"
"1299","frequency"
"1300","z-score"
"1301","frequency"
"1302","z-score"
"1303","frequency"
"1304","z-score"
"1305","frequency"
"1306","z-score"
"1307","frequency"
"1308","z-score"
"1309","frequency"
"1310","z-score"
"1311","frequency"
"1312","z-score"
"1313","frequency"
"1314","z-score"
"1315","frequency"
"1316","z-score"
"1317","frequency"
"1318","z-score"
"1319","frequency"
"1320","z-score"
"1321","frequency"
"1322","z-score"
"1323","frequency"
"1324","z-score"
"1325","frequency"
"1326","z-score"
"1327","frequency"
"1328","z-score"
"1329","frequency"
"1330","z-score"
"1331","frequency"
"1332","z-score"
"1333","frequency"
"1334","z-score"
"1335","frequency"
"1336","z-score"
"1337","frequency"
"1338","z-score"
"1339","frequency"
"1340","z-score"
"1341","frequency"
"1342","z-score"
"1343","frequency"
"1344","z-score"
"1345","frequency"
"1346","z-score"
"1347","frequency"
"1348","z-score"
"1349","frequency"
"1350","z-score"
"1351","frequency"
"1352","z-score"
"1353","frequency"
"1354","z-score"
"1355","frequency"
"1356","z-score"
"1357","frequency"
"1358","z-score"
"1359","frequency"
"1360","z-score"
"1361","frequency"
"1362","z-score"
"1363","frequency"
"1364","z-score"
"1365","frequency"
"1366","z-score"
"1367","frequency"
"1368","z-score"
"1369","frequency"
"1370","z-score"
"1371","frequency"
"1372","z-score"
"1373","frequency"
"1374","z-score"
"1375","frequency"
"1376","z-score"
"1377","frequency"
"1378","z-score"
"1379","frequency"
"1380","z-score"
"1381","frequency"
"1382","z-score"
"1383","frequency"
"1384","z-score"
"1385","frequency"
"1386","z-score"
"1387","frequency"
"1388","z-score"
"1389","frequency"
"1390","z-score"
"1391","frequency"
"1392","z-score"
"1393","frequency"
"1394","z-score"
"1395","frequency"
"1396","z-score"
"1397","frequency"
"1398","z-score"
"1399","frequency"
"1400","z-score"
"1401","frequency"
"1402","z-score"
"1403","frequency"
"1404","z-score"
"1405","frequency"
"1406","z-score"
"1407","frequency"
"1408","z-score"
"1409","frequency"
"1410","z-score"
"1411","frequency"
"1412","z-score"
"1413","frequency"
"1414","z-score"
"1415","frequency"
"1416","z-score"
"1417","frequency"
"1418","z-score"
"1419","frequency"
"1420","z-score"
"1421","frequency"
"1422","z-score"
"1423","frequency"
"1424","z-score"
"1425","frequency"
"1426","z-score"
"1427","frequency"
"1428","z-score"
"1429","frequency"
"1430","z-score"
"1431","frequency"
"1432","z-score"
"1433","frequency"
"1434","z-score"
"1435","frequency"
"1436","z-score"
"1437","frequency"
"1438","z-score"
"1439","frequency"
"1440","z-score"
"1441","frequency"
"1442","z-score"
"1443","frequency"
"1444","z-score"
"1445","frequency"
"1446","z-score"
"1447","frequency"
"1448","z-score"
"1449","frequency"
"1450","z-score"
"1451","frequency"
"1452","z-score"
"1453","frequency"
"1454","z-score"
"1455","frequency"
"1456","z-score"
"1457","frequency"
"1458","z-score"
"1459","frequency"
"1460","z-score"
"1461","frequency"
"1462","z-score"
"1463","frequency"
"1464","z-score"
"1465","frequency"
"1466","z-score"
"1467","frequency"
"1468","z-score"
"1469","frequency"
"1470","z-score"
"1471","frequency"
"1472","z-score"
"1473","frequency"
"1474","z-score"
"1475","frequency"
"1476","z-score"
"1477","frequency"
"1478","z-score"
"1479","frequency"
"1480","z-score"
"1481","frequency"
"1482","z-score"
"1483","frequency"
"1484","z-score"
"1485","frequency"
"1486","z-score"
"1487","frequency"
"1488","z-score"
"1489","frequency"
"1490","z-score"
"1491","frequency"
"1492","z-score"
"1493","frequency"
"1494","z-score"
"1495","frequency"
"1496","z-score"
"1497","frequency"
"1498","z-score"
"1499","frequency"
"1500","z-score"
"1501","frequency"
"1502","z-score"
"1503","frequency"
"1504","z-score"
"1505","frequency"
"1506","z-score"
"1507","frequency"
"1508","z-score"
"1509","frequency"
"1510","z-score"
"1511","frequency"
"1512","z-score"
"1513","frequency"
"1514","z-score"
"1515","frequency"
"1516","z-score"
"1517","frequency"
"1518","z-score"
"1519","frequency"
"1520","z-score"
"1521","frequency"
"1522","z-score"
"1523","frequency"
"1524","z-score"
"1525","frequency"
"1526","z-score"
"1527","frequency"
"1528","z-score"
"1529","frequency"
"1530","z-score"
"1531","frequency"
"1532","z-score"
"1533","frequency"
"1534","z-score"
"1535","frequency"
"1536","z-score"
"1537","frequency"
"1538","z-score"
"1539","frequency"
"1540","z-score"
"1541","frequency"
"1542","z-score"
"1543","frequency"
"1544","z-score"
"1545","frequency"
"1546","z-score"
"1547","frequency"
"1548","z-score"
"1549","frequency"
"1550","z-score"
"1551","frequency"
"1552","z-score"
"1553","frequency"
"1554","z-score"
"1555","frequency"
"1556","z-score"
"1557","frequency"
"1558","z-score"
"1559","frequency"
"1560","z-score"
"1561","frequency"
"1562","z-score"
"1563","frequency"
"1564","z-score"
"1565","frequency"
"1566","z-score"
"1567","frequency"
"1568","z-score"
"1569","frequency"
"1570","z-score"
"1571","frequency"
"1572","z-score"
"1573","frequency"
"1574","z-score"
"1575","frequency"
"1576","z-score"
"1577","frequency"
"1578","z-score"
"1579","frequency"
"1580","z-score"
"1581","frequency"
"1582","z-score"
"1583","frequency"
"1584","z-score"
"1585","frequency"
"1586","z-score"
"1587","frequency"
"1588","z-score"
"1589","frequency"
"1590","z-score"
"1591","frequency"
"1592","z-score"
"1593","frequency"
"1594","z-score"
"1595","frequency"
"1596","z-score"
"1597","frequency"
"1598","z-score"
"1599","frequency"
"1600","z-score"
"1601","frequency"
"1602","z-score"
"1603","frequency"
"1604","z-score"
"1605","frequency"
"1606","z-score"
"1607","frequency"
"1608","z-score"
"1609","frequency"
"1610","z-score"
"1611","frequency"
"1612","z-score"
"1613","frequency"
"1614","z-score"
"1615","frequency"
"1616","z-score"
"1617","frequency"
"1618","z-score"
"1619","frequency"
"1620","z-score"
"1621","frequency"
"1622","z-score"
"1623","frequency"
"1624","z-score"
"1625","frequency"
"1626","z-score"
"1627","frequency"
"1628","z-score"
"1629","frequency"
"1630","z-score"
"1631","frequency"
"1632","z-score"
"1633","frequency"
"1634","z-score"
"1635","frequency"
"1636","z-score"
"1637","frequency"
"1638","z-score"
"1639","frequency"
"1640","z-score"
"1641","frequency"
"1642","z-score"
"1643","frequency"
"1644","z-score"
"1645","frequency"
"1646","z-score"
"1647","frequency"
"1648","z-score"
"1649","frequency"
"1650","z-score"
"1651","frequency"
"1652","z-score"
"1653","frequency"
"1654","z-score"
"1655","frequency"
"1656","z-score"
"1657","frequency"
"1658","z-score"
"1659","frequency"
"1660","z-score"
"1661","frequency"
"1662","z-score"
"1663","frequency"
"1664","z-score"
"1665","frequency"
