"","x"
"1666","z-score"
"1667","frequency"
"1668","z-score"
"1669","frequency"
"1670","z-score"
"1671","frequency"
"1672","z-score"
"1673","frequency"
"1674","z-score"
"1675","frequency"
"1676","z-score"
"1677","frequency"
"1678","z-score"
"1679","frequency"
"1680","z-score"
"1681","frequency"
"1682","z-score"
"1683","frequency"
"1684","z-score"
"1685","frequency"
"1686","z-score"
"1687","frequency"
"1688","z-score"
"1689","frequency"
"1690","z-score"
"1691","frequency"
"1692","z-score"
"1693","frequency"
"1694","z-score"
"1695","frequency"
"1696","z-score"
"1697","frequency"
"1698","z-score"
"1699","frequency"
"1700","z-score"
"1701","frequency"
"1702","z-score"
"1703","frequency"
"1704","z-score"
"1705","frequency"
"1706","z-score"
"1707","frequency"
"1708","z-score"
"1709","frequency"
"1710","z-score"
"1711","frequency"
"1712","z-score"
"1713","frequency"
"1714","z-score"
"1715","frequency"
"1716","z-score"
"1717","frequency"
"1718","z-score"
"1719","frequency"
"1720","z-score"
"1721","frequency"
"1722","z-score"
"1723","frequency"
"1724","z-score"
"1725","frequency"
"1726","z-score"
"1727","frequency"
"1728","z-score"
"1729","frequency"
"1730","z-score"
"1731","frequency"
"1732","z-score"
"1733","frequency"
"1734","z-score"
"1735","frequency"
"1736","z-score"
"1737","frequency"
"1738","z-score"
"1739","frequency"
"1740","z-score"
"1741","frequency"
"1742","z-score"
"1743","frequency"
"1744","z-score"
"1745","frequency"
"1746","z-score"
"1747","frequency"
"1748","z-score"
"1749","frequency"
"1750","z-score"
"1751","frequency"
"1752","z-score"
"1753","frequency"
"1754","z-score"
"1755","frequency"
"1756","z-score"
"1757","frequency"
"1758","z-score"
"1759","frequency"
"1760","z-score"
"1761","frequency"
"1762","z-score"
"1763","frequency"
"1764","z-score"
"1765","frequency"
"1766","z-score"
"1767","frequency"
"1768","z-score"
"1769","frequency"
"1770","z-score"
"1771","frequency"
"1772","z-score"
"1773","frequency"
"1774","z-score"
"1775","frequency"
"1776","z-score"
"1777","frequency"
"1778","z-score"
"1779","frequency"
"1780","z-score"
"1781","frequency"
"1782","z-score"
"1783","frequency"
"1784","z-score"
"1785","frequency"
"1786","z-score"
"1787","frequency"
"1788","z-score"
"1789","frequency"
"1790","z-score"
"1791","frequency"
"1792","z-score"
"1793","frequency"
"1794","z-score"
"1795","frequency"
"1796","z-score"
"1797","frequency"
"1798","z-score"
"1799","frequency"
"1800","z-score"
"1801","frequency"
"1802","z-score"
"1803","frequency"
"1804","z-score"
"1805","frequency"
"1806","z-score"
"1807","frequency"
"1808","z-score"
"1809","frequency"
"1810","z-score"
"1811","frequency"
"1812","z-score"
"1813","frequency"
"1814","z-score"
"1815","frequency"
"1816","z-score"
"1817","frequency"
"1818","z-score"
"1819","frequency"
"1820","z-score"
"1821","frequency"
"1822","z-score"
"1823","frequency"
"1824","z-score"
"1825","frequency"
"1826","z-score"
"1827","frequency"
"1828","z-score"
"1829","frequency"
"1830","z-score"
"1831","frequency"
"1832","z-score"
"1833","frequency"
"1834","z-score"
"1835","frequency"
"1836","z-score"
"1837","frequency"
"1838","z-score"
"1839","frequency"
"1840","z-score"
"1841","frequency"
"1842","z-score"
"1843","frequency"
"1844","z-score"
"1845","frequency"
"1846","z-score"
"1847","frequency"
"1848","z-score"
"1849","frequency"
"1850","z-score"
"1851","frequency"
"1852","z-score"
"1853","frequency"
"1854","z-score"
"1855","frequency"
"1856","z-score"
"1857","frequency"
"1858","z-score"
"1859","frequency"
"1860","z-score"
"1861","frequency"
"1862","z-score"
"1863","frequency"
"1864","z-score"
"1865","frequency"
"1866","z-score"
"1867","frequency"
"1868","z-score"
"1869","frequency"
"1870","z-score"
"1871","frequency"
"1872","z-score"
"1873","frequency"
"1874","z-score"
"1875","frequency"
"1876","z-score"
"1877","frequency"
"1878","z-score"
"1879","frequency"
"1880","z-score"
"1881","frequency"
"1882","z-score"
"1883","frequency"
"1884","z-score"
"1885","frequency"
"1886","z-score"
"1887","frequency"
"1888","z-score"
"1889","frequency"
"1890","z-score"
"1891","frequency"
"1892","z-score"
"1893","frequency"
"1894","z-score"
"1895","frequency"
"1896","z-score"
"1897","frequency"
"1898","z-score"
"1899","frequency"
"1900","z-score"
"1901","frequency"
"1902","z-score"
"1903","frequency"
"1904","z-score"
"1905","frequency"
"1906","z-score"
"1907","frequency"
"1908","z-score"
"1909","frequency"
"1910","z-score"
"1911","frequency"
"1912","z-score"
"1913","frequency"
"1914","z-score"
"1915","frequency"
"1916","z-score"
"1917","frequency"
"1918","z-score"
"1919","frequency"
"1920","z-score"
"1921","frequency"
"1922","z-score"
"1923","frequency"
"1924","z-score"
"1925","frequency"
"1926","z-score"
"1927","frequency"
"1928","z-score"
"1929","frequency"
"1930","z-score"
"1931","frequency"
"1932","z-score"
"1933","frequency"
"1934","z-score"
"1935","frequency"
"1936","z-score"
"1937","frequency"
"1938","z-score"
"1939","frequency"
"1940","z-score"
"1941","frequency"
"1942","z-score"
"1943","frequency"
"1944","z-score"
"1945","frequency"
"1946","z-score"
"1947","frequency"
"1948","z-score"
"1949","frequency"
"1950","z-score"
"1951","frequency"
"1952","z-score"
"1953","frequency"
"1954","z-score"
"1955","frequency"
"1956","z-score"
"1957","frequency"
"1958","z-score"
"1959","frequency"
"1960","z-score"
"1961","frequency"
"1962","z-score"
"1963","frequency"
"1964","z-score"
"1965","frequency"
"1966","z-score"
"1967","frequency"
"1968","z-score"
"1969","frequency"
"1970","z-score"
"1971","frequency"
"1972","z-score"
"1973","frequency"
"1974","z-score"
"1975","frequency"
"1976","z-score"
"1977","frequency"
"1978","z-score"
"1979","frequency"
"1980","z-score"
"1981","frequency"
"1982","z-score"
"1983","frequency"
"1984","z-score"
"1985","frequency"
"1986","z-score"
"1987","frequency"
"1988","z-score"
"1989","frequency"
"1990","z-score"
"1991","frequency"
"1992","z-score"
"1993","frequency"
"1994","z-score"
"1995","frequency"
"1996","z-score"
"1997","frequency"
"1998","z-score"
"1999","frequency"
"2000","z-score"
"2001","frequency"
"2002","z-score"
"2003","frequency"
"2004","z-score"
"2005","frequency"
"2006","z-score"
"2007","frequency"
"2008","z-score"
"2009","frequency"
"2010","z-score"
"2011","frequency"
"2012","z-score"
"2013","frequency"
"2014","z-score"
"2015","frequency"
"2016","z-score"
"2017","frequency"
"2018","z-score"
"2019","frequency"
"2020","z-score"
"2021","frequency"
"2022","z-score"
"2023","frequency"
"2024","z-score"
"2025","frequency"
"2026","z-score"
"2027","frequency"
"2028","z-score"
"2029","frequency"
"2030","z-score"
"2031","frequency"
"2032","z-score"
"2033","frequency"
"2034","z-score"
"2035","frequency"
"2036","z-score"
"2037","frequency"
"2038","z-score"
"2039","frequency"
"2040","z-score"
"2041","frequency"
"2042","z-score"
"2043","frequency"
"2044","z-score"
"2045","frequency"
"2046","z-score"
"2047","frequency"
"2048","z-score"
"2049","frequency"
"2050","z-score"
"2051","frequency"
"2052","z-score"
"2053","frequency"
"2054","z-score"
"2055","frequency"
"2056","z-score"
"2057","frequency"
"2058","z-score"
"2059","frequency"
"2060","z-score"
"2061","frequency"
"2062","z-score"
"2063","frequency"
"2064","z-score"
"2065","frequency"
"2066","z-score"
"2067","frequency"
"2068","z-score"
"2069","frequency"
"2070","z-score"
"2071","frequency"
"2072","z-score"
"2073","frequency"
"2074","z-score"
"2075","frequency"
"2076","z-score"
"2077","frequency"
"2078","z-score"
"2079","frequency"
"2080","z-score"
"2081","frequency"
"2082","z-score"
"2083","frequency"
"2084","z-score"
"2085","frequency"
"2086","z-score"
"2087","frequency"
"2088","z-score"
"2089","frequency"
"2090","z-score"
"2091","frequency"
"2092","z-score"
"2093","frequency"
"2094","z-score"
"2095","frequency"
"2096","z-score"
"2097","frequency"
"2098","z-score"
"2099","frequency"
"2100","z-score"
"2101","frequency"
"2102","z-score"
"2103","frequency"
"2104","z-score"
"2105","frequency"
"2106","z-score"
"2107","frequency"
"2108","z-score"
"2109","frequency"
"2110","z-score"
"2111","frequency"
"2112","z-score"
"2113","frequency"
"2114","z-score"
"2115","frequency"
"2116","z-score"
"2117","frequency"
"2118","z-score"
"2119","frequency"
"2120","z-score"
"2121","frequency"
"2122","z-score"
"2123","frequency"
"2124","z-score"
"2125","frequency"
"2126","z-score"
"2127","frequency"
"2128","z-score"
"2129","frequency"
"2130","z-score"
"2131","frequency"
"2132","z-score"
"2133","frequency"
"2134","z-score"
"2135","frequency"
"2136","z-score"
"2137","frequency"
"2138","z-score"
"2139","frequency"
"2140","z-score"
"2141","frequency"
"2142","z-score"
"2143","frequency"
"2144","z-score"
"2145","frequency"
"2146","z-score"
"2147","frequency"
"2148","z-score"
"2149","frequency"
"2150","z-score"
"2151","frequency"
"2152","z-score"
"2153","frequency"
"2154","z-score"
"2155","frequency"
"2156","z-score"
"2157","frequency"
"2158","z-score"
"2159","frequency"
"2160","z-score"
"2161","frequency"
"2162","z-score"
"2163","frequency"
"2164","z-score"
"2165","frequency"
"2166","z-score"
"2167","frequency"
"2168","z-score"
"2169","frequency"
"2170","z-score"
"2171","frequency"
"2172","z-score"
"2173","frequency"
"2174","z-score"
"2175","frequency"
"2176","z-score"
"2177","frequency"
"2178","z-score"
"2179","frequency"
"2180","z-score"
"2181","frequency"
"2182","z-score"
"2183","frequency"
"2184","z-score"
"2185","frequency"
"2186","z-score"
"2187","frequency"
"2188","z-score"
"2189","frequency"
"2190","z-score"
"2191","frequency"
"2192","z-score"
"2193","frequency"
"2194","z-score"
"2195","frequency"
"2196","z-score"
"2197","frequency"
"2198","z-score"
"2199","frequency"
"2200","z-score"
"2201","frequency"
"2202","z-score"
"2203","frequency"
"2204","z-score"
"2205","frequency"
"2206","z-score"
"2207","frequency"
"2208","z-score"
"2209","frequency"
"2210","z-score"
"2211","frequency"
"2212","z-score"
"2213","frequency"
"2214","z-score"
"2215","frequency"
"2216","z-score"
"2217","frequency"
"2218","z-score"
"2219","frequency"
"2220","z-score"
"2221","frequency"
"2222","z-score"
"2223","frequency"
"2224","z-score"
"2225","frequency"
"2226","z-score"
"2227","frequency"
"2228","z-score"
"2229","frequency"
"2230","z-score"
"2231","frequency"
"2232","z-score"
"2233","frequency"
"2234","z-score"
"2235","frequency"
"2236","z-score"
"2237","frequency"
"2238","z-score"
"2239","frequency"
"2240","z-score"
"2241","frequency"
"2242","z-score"
"2243","frequency"
"2244","z-score"
"2245","frequency"
"2246","z-score"
"2247","frequency"
"2248","z-score"
"2249","frequency"
"2250","z-score"
"2251","frequency"
"2252","z-score"
"2253","frequency"
"2254","z-score"
"2255","frequency"
"2256","z-score"
"2257","frequency"
"2258","z-score"
"2259","frequency"
"2260","z-score"
"2261","frequency"
"2262","z-score"
"2263","frequency"
"2264","z-score"
"2265","frequency"
"2266","z-score"
"2267","frequency"
"2268","z-score"
"2269","frequency"
"2270","z-score"
"2271","frequency"
"2272","z-score"
"2273","frequency"
"2274","z-score"
"2275","frequency"
"2276","z-score"
"2277","frequency"
"2278","z-score"
"2279","frequency"
"2280","z-score"
"2281","frequency"
"2282","z-score"
"2283","frequency"
"2284","z-score"
"2285","frequency"
"2286","z-score"
"2287","frequency"
"2288","z-score"
"2289","frequency"
"2290","z-score"
"2291","frequency"
"2292","z-score"
"2293","frequency"
"2294","z-score"
"2295","frequency"
"2296","z-score"
"2297","frequency"
"2298","z-score"
"2299","frequency"
"2300","z-score"
"2301","frequency"
"2302","z-score"
"2303","frequency"
"2304","z-score"
"2305","frequency"
"2306","z-score"
"2307","frequency"
"2308","z-score"
"2309","frequency"
"2310","z-score"
"2311","frequency"
"2312","z-score"
"2313","frequency"
"2314","z-score"
"2315","frequency"
"2316","z-score"
"2317","frequency"
"2318","z-score"
"2319","frequency"
"2320","z-score"
"2321","frequency"
"2322","z-score"
"2323","frequency"
"2324","z-score"
"2325","frequency"
"2326","z-score"
"2327","frequency"
"2328","z-score"
"2329","frequency"
"2330","z-score"
"2331","frequency"
"2332","z-score"
"2333","frequency"
"2334","z-score"
"2335","frequency"
"2336","z-score"
"2337","frequency"
"2338","z-score"
"2339","frequency"
"2340","z-score"
"2341","frequency"
"2342","z-score"
"2343","frequency"
"2344","z-score"
"2345","frequency"
"2346","z-score"
"2347","frequency"
"2348","z-score"
"2349","frequency"
"2350","z-score"
"2351","frequency"
"2352","z-score"
"2353","frequency"
"2354","z-score"
"2355","frequency"
"2356","z-score"
"2357","frequency"
"2358","z-score"
"2359","frequency"
"2360","z-score"
"2361","frequency"
"2362","z-score"
"2363","frequency"
"2364","z-score"
"2365","frequency"
"2366","z-score"
"2367","frequency"
"2368","z-score"
"2369","frequency"
"2370","z-score"
"2371","frequency"
"2372","z-score"
"2373","frequency"
"2374","z-score"
"2375","frequency"
"2376","z-score"
"2377","frequency"
"2378","z-score"
"2379","frequency"
"2380","z-score"
"2381","frequency"
"2382","z-score"
"2383","frequency"
"2384","z-score"
"2385","frequency"
"2386","z-score"
"2387","frequency"
"2388","z-score"
"2389","frequency"
"2390","z-score"
"2391","frequency"
"2392","z-score"
"2393","frequency"
"2394","z-score"
"2395","frequency"
"2396","z-score"
"2397","frequency"
"2398","z-score"
"2399","frequency"
"2400","z-score"
"2401","frequency"
"2402","z-score"
"2403","frequency"
"2404","z-score"
"2405","frequency"
"2406","z-score"
"2407","frequency"
"2408","z-score"
"2409","frequency"
"2410","z-score"
"2411","frequency"
"2412","z-score"
"2413","frequency"
"2414","z-score"
"2415","frequency"
"2416","z-score"
"2417","frequency"
"2418","z-score"
"2419","frequency"
"2420","z-score"
"2421","frequency"
"2422","z-score"
"2423","frequency"
"2424","z-score"
"2425","frequency"
"2426","z-score"
"2427","frequency"
"2428","z-score"
"2429","frequency"
"2430","z-score"
"2431","frequency"
"2432","z-score"
"2433","frequency"
"2434","z-score"
"2435","frequency"
"2436","z-score"
"2437","frequency"
"2438","z-score"
"2439","frequency"
"2440","z-score"
"2441","frequency"
"2442","z-score"
"2443","frequency"
"2444","z-score"
"2445","frequency"
"2446","z-score"
"2447","frequency"
"2448","z-score"
"2449","frequency"
"2450","z-score"
"2451","frequency"
"2452","z-score"
"2453","frequency"
"2454","z-score"
"2455","frequency"
"2456","z-score"
"2457","frequency"
"2458","z-score"
"2459","frequency"
"2460","z-score"
"2461","frequency"
"2462","z-score"
"2463","frequency"
"2464","z-score"
"2465","frequency"
"2466","z-score"
"2467","frequency"
"2468","z-score"
"2469","frequency"
"2470","z-score"
"2471","frequency"
"2472","z-score"
"2473","frequency"
"2474","z-score"
"2475","frequency"
"2476","z-score"
"2477","frequency"
"2478","z-score"
"2479","frequency"
"2480","z-score"
"2481","frequency"
"2482","z-score"
"2483","frequency"
"2484","z-score"
"2485","frequency"
"2486","z-score"
"2487","frequency"
"2488","z-score"
"2489","frequency"
"2490","z-score"
"2491","frequency"
"2492","z-score"
"2493","frequency"
"2494","z-score"
"2495","frequency"
"2496","z-score"
"2497","frequency"
"2498","z-score"
"2499","frequency"
"2500","z-score"
"2501","frequency"
"2502","z-score"
"2503","frequency"
"2504","z-score"
"2505","frequency"
"2506","z-score"
"2507","frequency"
"2508","z-score"
"2509","frequency"
"2510","z-score"
"2511","frequency"
"2512","z-score"
"2513","frequency"
"2514","z-score"
"2515","frequency"
"2516","z-score"
"2517","frequency"
"2518","z-score"
"2519","frequency"
"2520","z-score"
"2521","frequency"
"2522","z-score"
"2523","frequency"
"2524","z-score"
"2525","frequency"
"2526","z-score"
"2527","frequency"
"2528","z-score"
"2529","frequency"
"2530","z-score"
"2531","frequency"
"2532","z-score"
"2533","frequency"
"2534","z-score"
"2535","frequency"
"2536","z-score"
"2537","frequency"
"2538","z-score"
"2539","frequency"
"2540","z-score"
"2541","frequency"
"2542","z-score"
"2543","frequency"
"2544","z-score"
"2545","frequency"
"2546","z-score"
"2547","frequency"
"2548","z-score"
"2549","frequency"
"2550","z-score"
"2551","frequency"
"2552","z-score"
"2553","frequency"
"2554","z-score"
"2555","frequency"
"2556","z-score"
"2557","frequency"
"2558","z-score"
"2559","frequency"
"2560","z-score"
"2561","frequency"
"2562","z-score"
"2563","frequency"
"2564","z-score"
"2565","frequency"
"2566","z-score"
"2567","frequency"
"2568","z-score"
"2569","frequency"
"2570","z-score"
"2571","frequency"
"2572","z-score"
"2573","frequency"
"2574","z-score"
"2575","frequency"
"2576","z-score"
"2577","frequency"
"2578","z-score"
"2579","frequency"
"2580","z-score"
"2581","frequency"
"2582","z-score"
"2583","frequency"
"2584","z-score"
"2585","frequency"
"2586","z-score"
"2587","frequency"
"2588","z-score"
"2589","frequency"
"2590","z-score"
"2591","frequency"
"2592","z-score"
"2593","frequency"
"2594","z-score"
"2595","frequency"
"2596","z-score"
"2597","frequency"
"2598","z-score"
"2599","frequency"
"2600","z-score"
"2601","frequency"
"2602","z-score"
"2603","frequency"
"2604","z-score"
"2605","frequency"
"2606","z-score"
"2607","frequency"
"2608","z-score"
"2609","frequency"
"2610","z-score"
"2611","frequency"
"2612","z-score"
"2613","frequency"
"2614","z-score"
"2615","frequency"
"2616","z-score"
"2617","frequency"
"2618","z-score"
"2619","frequency"
"2620","z-score"
"2621","frequency"
"2622","z-score"
"2623","frequency"
"2624","z-score"
"2625","frequency"
"2626","z-score"
"2627","frequency"
"2628","z-score"
"2629","frequency"
"2630","z-score"
"2631","frequency"
"2632","z-score"
"2633","frequency"
"2634","z-score"
"2635","frequency"
"2636","z-score"
"2637","frequency"
"2638","z-score"
"2639","frequency"
"2640","z-score"
"2641","frequency"
"2642","z-score"
"2643","frequency"
"2644","z-score"
"2645","frequency"
"2646","z-score"
"2647","frequency"
"2648","z-score"
"2649","frequency"
"2650","z-score"
"2651","frequency"
"2652","z-score"
"2653","frequency"
"2654","z-score"
"2655","frequency"
"2656","z-score"
"2657","frequency"
"2658","z-score"
"2659","frequency"
"2660","z-score"
"2661","frequency"
"2662","z-score"
"2663","frequency"
"2664","z-score"
"2665","frequency"
"2666","z-score"
"2667","frequency"
"2668","z-score"
"2669","frequency"
"2670","z-score"
"2671","frequency"
"2672","z-score"
"2673","frequency"
"2674","z-score"
"2675","frequency"
"2676","z-score"
"2677","frequency"
"2678","z-score"
"2679","frequency"
"2680","z-score"
"2681","frequency"
"2682","z-score"
"2683","frequency"
"2684","z-score"
"2685","frequency"
"2686","z-score"
"2687","frequency"
"2688","z-score"
"2689","frequency"
"2690","z-score"
"2691","frequency"
"2692","z-score"
"2693","frequency"
"2694","z-score"
"2695","frequency"
"2696","z-score"
"2697","frequency"
"2698","z-score"
"2699","frequency"
"2700","z-score"
"2701","frequency"
"2702","z-score"
"2703","frequency"
"2704","z-score"
"2705","frequency"
"2706","z-score"
"2707","frequency"
"2708","z-score"
"2709","frequency"
"2710","z-score"
"2711","frequency"
"2712","z-score"
"2713","frequency"
"2714","z-score"
"2715","frequency"
"2716","z-score"
"2717","frequency"
"2718","z-score"
"2719","frequency"
"2720","z-score"
"2721","frequency"
"2722","z-score"
"2723","frequency"
"2724","z-score"
"2725","frequency"
"2726","z-score"
"2727","frequency"
"2728","z-score"
"2729","frequency"
"2730","z-score"
"2731","frequency"
"2732","z-score"
"2733","frequency"
"2734","z-score"
"2735","frequency"
"2736","z-score"
"2737","frequency"
"2738","z-score"
"2739","frequency"
"2740","z-score"
"2741","frequency"
"2742","z-score"
"2743","frequency"
"2744","z-score"
"2745","frequency"
"2746","z-score"
"2747","frequency"
"2748","z-score"
"2749","frequency"
"2750","z-score"
"2751","frequency"
"2752","z-score"
"2753","frequency"
"2754","z-score"
"2755","frequency"
"2756","z-score"
"2757","frequency"
"2758","z-score"
"2759","frequency"
"2760","z-score"
"2761","frequency"
"2762","z-score"
"2763","frequency"
"2764","z-score"
"2765","frequency"
"2766","z-score"
"2767","frequency"
"2768","z-score"
"2769","frequency"
"2770","z-score"
"2771","frequency"
"2772","z-score"
"2773","frequency"
"2774","z-score"
"2775","frequency"
"2776","z-score"
"2777","frequency"
"2778","z-score"
"2779","frequency"
"2780","z-score"
"2781","frequency"
"2782","z-score"
"2783","frequency"
"2784","z-score"
"2785","frequency"
"2786","z-score"
"2787","frequency"
"2788","z-score"
"2789","frequency"
"2790","z-score"
"2791","frequency"
"2792","z-score"
"2793","frequency"
"2794","z-score"
"2795","frequency"
"2796","z-score"
"2797","frequency"
"2798","z-score"
"2799","frequency"
"2800","z-score"
"2801","frequency"
"2802","z-score"
"2803","frequency"
"2804","z-score"
"2805","frequency"
"2806","z-score"
"2807","frequency"
"2808","z-score"
"2809","frequency"
"2810","z-score"
"2811","frequency"
"2812","z-score"
"2813","frequency"
"2814","z-score"
"2815","frequency"
"2816","z-score"
"2817","frequency"
"2818","z-score"
"2819","frequency"
"2820","z-score"
"2821","frequency"
"2822","z-score"
"2823","frequency"
"2824","z-score"
"2825","frequency"
"2826","z-score"
"2827","frequency"
"2828","z-score"
"2829","frequency"
"2830","z-score"
"2831","frequency"
"2832","z-score"
"2833","frequency"
"2834","z-score"
"2835","frequency"
"2836","z-score"
"2837","frequency"
"2838","z-score"
"2839","frequency"
"2840","z-score"
"2841","frequency"
"2842","z-score"
"2843","frequency"
"2844","z-score"
"2845","frequency"
"2846","z-score"
"2847","frequency"
"2848","z-score"
"2849","frequency"
"2850","z-score"
"2851","frequency"
"2852","z-score"
"2853","frequency"
"2854","z-score"
"2855","frequency"
"2856","z-score"
"2857","frequency"
"2858","z-score"
"2859","frequency"
"2860","z-score"
"2861","frequency"
"2862","z-score"
"2863","frequency"
"2864","z-score"
"2865","frequency"
"2866","z-score"
"2867","frequency"
"2868","z-score"
"2869","frequency"
"2870","z-score"
"2871","frequency"
"2872","z-score"
"2873","frequency"
"2874","z-score"
"2875","frequency"
"2876","z-score"
"2877","frequency"
"2878","z-score"
"2879","frequency"
"2880","z-score"
"2881","frequency"
"2882","z-score"
"2883","frequency"
"2884","z-score"
"2885","frequency"
"2886","z-score"
"2887","frequency"
"2888","z-score"
"2889","frequency"
"2890","z-score"
"2891","frequency"
"2892","z-score"
"2893","frequency"
"2894","z-score"
"2895","frequency"
"2896","z-score"
"2897","frequency"
"2898","z-score"
"2899","frequency"
"2900","z-score"
"2901","frequency"
"2902","z-score"
"2903","frequency"
"2904","z-score"
"2905","frequency"
"2906","z-score"
"2907","frequency"
"2908","z-score"
"2909","frequency"
"2910","z-score"
"2911","frequency"
"2912","z-score"
"2913","frequency"
"2914","z-score"
"2915","frequency"
"2916","z-score"
"2917","frequency"
"2918","z-score"
"2919","frequency"
"2920","z-score"
"2921","frequency"
"2922","z-score"
"2923","frequency"
"2924","z-score"
"2925","frequency"
"2926","z-score"
"2927","frequency"
"2928","z-score"
"2929","frequency"
"2930","z-score"
"2931","frequency"
"2932","z-score"
"2933","frequency"
"2934","z-score"
"2935","frequency"
"2936","z-score"
"2937","frequency"
"2938","z-score"
"2939","frequency"
"2940","z-score"
"2941","frequency"
"2942","z-score"
"2943","frequency"
"2944","z-score"
"2945","frequency"
"2946","z-score"
"2947","frequency"
"2948","z-score"
"2949","frequency"
"2950","z-score"
"2951","frequency"
"2952","z-score"
"2953","frequency"
"2954","z-score"
"2955","frequency"
"2956","z-score"
"2957","frequency"
"2958","z-score"
"2959","frequency"
"2960","z-score"
"2961","frequency"
"2962","z-score"
"2963","frequency"
"2964","z-score"
"2965","frequency"
"2966","z-score"
"2967","frequency"
"2968","z-score"
"2969","frequency"
"2970","z-score"
"2971","frequency"
"2972","z-score"
"2973","frequency"
"2974","z-score"
"2975","frequency"
"2976","z-score"
"2977","frequency"
"2978","z-score"
"2979","frequency"
"2980","z-score"
"2981","frequency"
"2982","z-score"
"2983","frequency"
"2984","z-score"
"2985","frequency"
"2986","z-score"
"2987","frequency"
"2988","z-score"
"2989","frequency"
"2990","z-score"
"2991","frequency"
"2992","z-score"
"2993","frequency"
"2994","z-score"
"2995","frequency"
"2996","z-score"
"2997","frequency"
"2998","z-score"
"2999","frequency"
"3000","z-score"
"3001","frequency"
"3002","z-score"
"3003","frequency"
"3004","z-score"
"3005","frequency"
"3006","z-score"
"3007","frequency"
"3008","z-score"
"3009","frequency"
"3010","z-score"
"3011","frequency"
"3012","z-score"
"3013","frequency"
"3014","z-score"
"3015","frequency"
"3016","z-score"
"3017","frequency"
"3018","z-score"
"3019","frequency"
"3020","z-score"
"3021","frequency"
"3022","z-score"
"3023","frequency"
"3024","z-score"
"3025","frequency"
"3026","z-score"
"3027","frequency"
"3028","z-score"
"3029","frequency"
"3030","z-score"
"3031","frequency"
"3032","z-score"
"3033","frequency"
"3034","z-score"
"3035","frequency"
"3036","z-score"
"3037","frequency"
"3038","z-score"
"3039","frequency"
"3040","z-score"
"3041","frequency"
"3042","z-score"
"3043","frequency"
"3044","z-score"
"3045","frequency"
"3046","z-score"
"3047","frequency"
"3048","z-score"
"3049","frequency"
"3050","z-score"
"3051","frequency"
"3052","z-score"
"3053","frequency"
"3054","z-score"
"3055","frequency"
"3056","z-score"
"3057","frequency"
"3058","z-score"
"3059","frequency"
"3060","z-score"
"3061","frequency"
"3062","z-score"
"3063","frequency"
"3064","z-score"
"3065","frequency"
"3066","z-score"
"3067","frequency"
"3068","z-score"
"3069","frequency"
"3070","z-score"
"3071","frequency"
"3072","z-score"
"3073","frequency"
"3074","z-score"
"3075","frequency"
"3076","z-score"
"3077","frequency"
"3078","z-score"
"3079","frequency"
"3080","z-score"
"3081","frequency"
"3082","z-score"
"3083","frequency"
"3084","z-score"
"3085","frequency"
"3086","z-score"
"3087","frequency"
"3088","z-score"
"3089","frequency"
"3090","z-score"
"3091","frequency"
"3092","z-score"
"3093","frequency"
"3094","z-score"
"3095","frequency"
"3096","z-score"
"3097","frequency"
"3098","z-score"
"3099","frequency"
"3100","z-score"
"3101","frequency"
"3102","z-score"
"3103","frequency"
"3104","z-score"
"3105","frequency"
"3106","z-score"
"3107","frequency"
"3108","z-score"
"3109","frequency"
"3110","z-score"
"3111","frequency"
"3112","z-score"
"3113","frequency"
"3114","z-score"
"3115","frequency"
"3116","z-score"
"3117","frequency"
"3118","z-score"
"3119","frequency"
"3120","z-score"
"3121","frequency"
"3122","z-score"
"3123","frequency"
"3124","z-score"
"3125","frequency"
"3126","z-score"
"3127","frequency"
"3128","z-score"
"3129","frequency"
"3130","z-score"
"3131","frequency"
"3132","z-score"
"3133","frequency"
"3134","z-score"
"3135","frequency"
"3136","z-score"
"3137","frequency"
"3138","z-score"
"3139","frequency"
"3140","z-score"
"3141","frequency"
"3142","z-score"
"3143","frequency"
"3144","z-score"
"3145","frequency"
"3146","z-score"
"3147","frequency"
"3148","z-score"
"3149","frequency"
"3150","z-score"
"3151","frequency"
"3152","z-score"
"3153","frequency"
"3154","z-score"
"3155","frequency"
"3156","z-score"
"3157","frequency"
"3158","z-score"
"3159","frequency"
"3160","z-score"
"3161","frequency"
"3162","z-score"
"3163","frequency"
"3164","z-score"
"3165","frequency"
"3166","z-score"
"3167","frequency"
"3168","z-score"
"3169","frequency"
"3170","z-score"
"3171","frequency"
"3172","z-score"
"3173","frequency"
"3174","z-score"
"3175","frequency"
"3176","z-score"
"3177","frequency"
"3178","z-score"
"3179","frequency"
"3180","z-score"
"3181","frequency"
"3182","z-score"
"3183","frequency"
"3184","z-score"
"3185","frequency"
"3186","z-score"
"3187","frequency"
"3188","z-score"
"3189","frequency"
"3190","z-score"
"3191","frequency"
"3192","z-score"
"3193","frequency"
"3194","z-score"
"3195","frequency"
"3196","z-score"
"3197","frequency"
"3198","z-score"
"3199","frequency"
"3200","z-score"
"3201","frequency"
"3202","z-score"
"3203","frequency"
"3204","z-score"
"3205","frequency"
"3206","z-score"
"3207","frequency"
"3208","z-score"
"3209","frequency"
"3210","z-score"
"3211","frequency"
"3212","z-score"
"3213","frequency"
"3214","z-score"
"3215","frequency"
"3216","z-score"
"3217","frequency"
"3218","z-score"
"3219","frequency"
"3220","z-score"
