"","Diodorus","Herodotus","Plutarch","Polybius","Thucydides","-SUM-"
"-SUM-",7,12,11,14,10,54
"Diodorus",16,3,1,10,0,14
"Herodotus",1,32,1,2,5,9
"Plutarch",1,3,20,6,3,13
"Polybius",4,3,3,29,0,10
"Thucydides",1,11,1,4,10,17
"-SUM-",7,20,6,22,8,63
"Diodorus",20,2,0,7,0,9
"Herodotus",1,28,1,4,5,11
"Plutarch",3,0,15,3,5,11
"Polybius",2,0,1,28,1,4
"Thucydides",1,15,2,1,25,19
"-SUM-",7,17,4,15,11,54
"Diodorus",26,1,1,8,1,11
"Herodotus",2,23,1,5,3,11
"Plutarch",0,1,26,4,4,9
"Polybius",3,0,2,27,0,5
"Thucydides",0,8,2,2,20,12
"-SUM-",5,10,6,19,8,48
"Diodorus",25,1,0,5,0,6
"Herodotus",0,32,1,3,3,7
"Plutarch",5,4,16,7,1,17
"Polybius",0,1,0,32,0,1
"Thucydides",2,11,3,5,13,21
"-SUM-",7,17,4,20,4,52
"Diodorus",21,1,2,4,2,9
"Herodotus",1,27,2,6,4,13
"Plutarch",0,2,10,10,6,18
"Polybius",2,2,2,33,1,7
"Thucydides",2,5,4,5,16,16
"-SUM-",5,10,10,25,13,63
"Diodorus",22,1,1,12,1,15
"Herodotus",2,25,0,0,4,6
"Plutarch",2,3,24,5,3,13
"Polybius",1,0,0,34,0,1
"Thucydides",2,6,0,4,18,12
"-SUM-",7,10,1,21,8,47
"Diodorus",25,3,0,11,0,14
"Herodotus",0,28,0,4,4,8
"Plutarch",3,2,20,10,4,19
"Polybius",3,0,0,29,0,3
"Thucydides",1,6,2,4,11,13
"-SUM-",7,11,2,29,8,57
"Diodorus",16,1,2,9,1,13
"Herodotus",0,29,1,2,5,8
"Plutarch",3,3,22,3,2,11
"Polybius",3,2,1,33,1,7
"Thucydides",0,5,2,5,19,12
"-SUM-",6,11,6,19,9,51
"Diodorus",23,3,3,6,0,12
"Herodotus",3,20,2,2,4,11
"Plutarch",0,1,22,7,5,13
"Polybius",2,1,0,30,2,5
"Thucydides",0,3,7,5,19,15
"-SUM-",5,8,12,20,11,56
"Diodorus",20,1,2,7,1,11
"Herodotus",2,26,1,0,5,8
"Plutarch",1,3,23,12,4,20
"Polybius",3,0,1,29,1,5
"Thucydides",1,7,2,1,17,11
"-SUM-",7,11,6,20,11,55
"Diodorus",20,2,2,9,0,13
"Herodotus",0,27,2,3,1,6
"Plutarch",2,2,22,5,4,13
"Polybius",2,0,0,34,3,5
"Thucydides",1,5,2,5,17,13
"-SUM-",5,9,6,22,8,50
"Diodorus",17,1,1,8,0,10
"Herodotus",0,30,4,3,5,12
"Plutarch",3,3,13,7,6,19
"Polybius",2,1,3,27,2,8
"Thucydides",1,8,4,2,19,15
"-SUM-",6,13,12,20,13,64
"Diodorus",14,1,1,10,1,13
"Herodotus",1,32,0,0,2,3
"Plutarch",2,2,17,9,2,15
"Polybius",6,1,0,34,3,10
"Thucydides",2,6,3,2,19,13
"-SUM-",11,10,4,21,8,54
"Diodorus",15,1,0,8,2,11
"Herodotus",1,25,0,3,4,8
"Plutarch",2,4,19,6,3,15
"Polybius",5,0,3,34,1,9
"Thucydides",3,6,5,3,17,17
"-SUM-",11,11,8,20,10,60
"Diodorus",21,1,1,9,0,11
"Herodotus",2,29,0,2,1,5
"Plutarch",0,4,19,7,6,17
"Polybius",3,1,2,33,1,7
"Thucydides",0,3,3,3,19,9
"-SUM-",5,9,6,21,8,49
"Diodorus",16,1,2,14,2,19
"Herodotus",0,32,0,1,3,4
"Plutarch",4,2,15,3,3,12
"Polybius",4,0,1,27,0,5
"Thucydides",2,9,2,3,24,16
"-SUM-",10,12,5,21,8,56
"Diodorus",21,1,0,8,1,10
"Herodotus",2,25,4,4,3,13
"Plutarch",0,5,16,7,3,15
"Polybius",3,2,1,26,2,8
"Thucydides",1,9,3,4,19,17
"-SUM-",6,17,8,23,9,63
"Diodorus",20,1,2,10,0,13
"Herodotus",2,27,2,4,2,10
"Plutarch",2,1,28,3,5,11
"Polybius",3,0,2,27,1,6
"Thucydides",1,7,3,1,16,12
"-SUM-",8,9,9,18,8,52
"Diodorus",21,2,2,5,0,9
"Herodotus",4,28,0,2,8,14
"Plutarch",0,5,16,6,6,17
"Polybius",3,1,2,29,1,7
"Thucydides",2,4,1,2,20,9
"-SUM-",9,12,5,15,15,56
"Diodorus",19,0,0,9,1,10
"Herodotus",1,30,3,1,5,10
"Plutarch",4,0,26,5,8,17
"Polybius",3,0,0,27,0,3
"Thucydides",2,8,1,4,13,15
"-SUM-",10,8,4,19,14,55
"Diodorus",17,0,0,6,1,7
"Herodotus",1,34,0,1,2,4
"Plutarch",4,3,17,4,3,14
"Polybius",4,1,0,30,2,7
"Thucydides",3,8,4,1,24,16
"-SUM-",12,12,4,12,8,48
"Diodorus",25,3,1,12,0,16
"Herodotus",1,27,2,0,1,4
"Plutarch",1,1,22,5,4,11
"Polybius",3,1,2,26,0,6
"Thucydides",0,8,3,5,17,16
"-SUM-",5,13,8,22,5,53
"Diodorus",22,3,0,12,0,15
"Herodotus",4,21,4,3,1,12
"Plutarch",1,4,21,3,5,13
"Polybius",4,1,1,34,0,6
"Thucydides",0,7,2,3,14,12
"-SUM-",9,15,7,21,6,58
"Diodorus",24,2,1,11,0,14
"Herodotus",1,26,2,1,1,5
"Plutarch",2,4,18,2,5,13
"Polybius",2,1,1,32,0,4
"Thucydides",2,5,4,5,18,16
"-SUM-",7,12,8,19,6,52
"Diodorus",25,0,1,8,0,9
"Herodotus",2,31,1,0,1,4
"Plutarch",0,2,15,7,1,10
"Polybius",5,0,2,32,1,8
"Thucydides",1,7,2,3,23,13
"-SUM-",8,9,6,18,3,44
"Diodorus",14,1,0,9,0,10
"Herodotus",2,24,3,3,5,13
"Plutarch",1,3,19,10,5,19
"Polybius",7,0,1,30,0,8
"Thucydides",0,6,5,5,17,16
"-SUM-",10,10,9,27,10,66
"Diodorus",17,2,0,15,1,18
"Herodotus",2,38,3,2,2,9
"Plutarch",2,3,15,3,6,14
"Polybius",2,1,2,22,0,5
"Thucydides",2,9,2,2,17,15
"-SUM-",8,15,7,22,9,61
"Diodorus",15,1,1,17,0,19
"Herodotus",1,24,1,3,7,12
"Plutarch",1,0,22,6,5,12
"Polybius",0,0,1,37,0,1
"Thucydides",1,3,2,1,21,7
"-SUM-",3,4,5,27,12,51
"Diodorus",19,4,2,9,0,15
"Herodotus",2,29,0,3,3,8
"Plutarch",3,4,16,6,2,15
"Polybius",5,1,0,25,3,9
"Thucydides",2,7,3,1,21,13
"-SUM-",12,16,5,19,8,60
"Diodorus",21,1,1,6,0,8
"Herodotus",2,27,2,3,6,13
"Plutarch",5,2,23,8,2,17
"Polybius",2,0,2,25,3,7
"Thucydides",1,8,2,1,17,12
"-SUM-",10,11,7,18,11,57
"Diodorus",25,0,0,5,0,5
"Herodotus",2,25,1,4,3,10
"Plutarch",5,3,20,6,3,17
"Polybius",2,1,3,24,0,6
"Thucydides",4,6,1,3,24,14
"-SUM-",13,10,5,18,6,52
"Diodorus",30,1,2,7,1,11
"Herodotus",2,23,2,1,2,7
"Plutarch",2,2,19,2,2,8
"Polybius",2,1,2,35,2,7
"Thucydides",0,8,2,3,17,13
"-SUM-",6,12,8,13,7,46
"Diodorus",25,0,0,12,0,12
"Herodotus",1,27,3,2,6,12
"Plutarch",4,2,16,10,6,22
"Polybius",3,3,4,23,0,10
"Thucydides",2,4,1,3,13,10
"-SUM-",10,9,8,27,12,66
"Diodorus",27,2,1,8,1,12
"Herodotus",1,22,1,0,3,5
"Plutarch",1,2,17,4,4,11
"Polybius",7,1,1,29,0,9
"Thucydides",2,7,6,3,20,18
"-SUM-",11,12,9,15,8,55
"Diodorus",18,5,1,10,1,17
"Herodotus",1,21,0,4,4,9
"Plutarch",3,0,24,5,3,11
"Polybius",4,1,4,25,0,9
"Thucydides",2,2,2,2,28,8
"-SUM-",10,8,7,21,8,54
"Diodorus",18,0,0,9,2,11
"Herodotus",2,25,1,1,4,8
"Plutarch",2,1,21,6,3,12
"Polybius",2,0,4,26,1,7
"Thucydides",0,9,7,6,20,22
"-SUM-",6,10,12,22,10,60
"Diodorus",16,1,0,9,0,10
"Herodotus",4,32,1,0,3,8
"Plutarch",3,0,25,4,3,10
"Polybius",4,1,0,36,0,5
"Thucydides",0,9,2,4,13,15
"-SUM-",11,11,3,17,6,48
"Diodorus",24,0,0,7,0,7
"Herodotus",3,24,3,0,2,8
"Plutarch",3,1,23,4,4,12
"Polybius",1,0,2,34,0,3
"Thucydides",0,4,2,4,25,10
"-SUM-",7,5,7,15,6,40
"Diodorus",26,1,0,11,1,13
"Herodotus",1,27,2,1,3,7
"Plutarch",1,3,18,7,1,12
"Polybius",2,0,1,33,0,3
"Thucydides",3,6,1,3,18,13
"-SUM-",7,10,4,22,5,48
"Diodorus",26,0,0,7,1,8
"Herodotus",2,32,1,1,3,7
"Plutarch",0,3,22,6,6,15
"Polybius",2,0,1,28,0,3
"Thucydides",1,8,2,5,13,16
"-SUM-",5,11,4,19,10,49
"Diodorus",26,2,4,10,1,17
"Herodotus",1,28,2,2,3,8
"Plutarch",3,0,13,3,3,9
"Polybius",3,2,3,31,0,8
"Thucydides",2,4,5,2,17,13
"-SUM-",9,8,14,17,7,55
"Diodorus",19,3,1,9,0,13
"Herodotus",2,20,2,1,3,8
"Plutarch",0,5,17,7,5,17
"Polybius",4,2,1,29,1,8
"Thucydides",3,8,5,3,20,19
"-SUM-",9,18,9,20,9,65
"Diodorus",21,1,1,9,1,12
"Herodotus",0,25,0,2,3,5
"Plutarch",4,3,25,5,1,13
"Polybius",3,1,3,28,1,8
"Thucydides",0,8,3,3,19,14
"-SUM-",7,13,7,19,6,52
"Diodorus",24,2,2,12,1,17
"Herodotus",1,21,1,2,7,11
"Plutarch",0,3,24,3,3,9
"Polybius",1,2,2,26,1,6
"Thucydides",2,3,0,3,24,8
"-SUM-",4,10,5,20,12,51
"Diodorus",20,1,0,10,1,12
"Herodotus",2,19,0,4,3,9
"Plutarch",2,3,25,2,6,13
"Polybius",4,0,2,20,1,7
"Thucydides",2,12,3,3,25,20
"-SUM-",10,16,5,19,11,61
"Diodorus",15,0,2,13,0,15
"Herodotus",0,33,3,1,2,6
"Plutarch",1,3,16,6,4,14
"Polybius",5,1,1,31,4,11
"Thucydides",0,8,2,4,15,14
"-SUM-",6,12,8,24,10,60
"Diodorus",16,2,0,13,1,16
"Herodotus",1,31,2,2,4,9
"Plutarch",2,5,17,7,3,17
"Polybius",2,1,0,27,0,3
"Thucydides",1,8,5,4,16,18
"-SUM-",6,16,7,26,8,63
"Diodorus",22,3,4,8,1,16
"Herodotus",1,24,1,3,7,12
"Plutarch",2,3,14,4,5,14
"Polybius",5,0,1,29,1,7
"Thucydides",1,4,3,5,19,13
"-SUM-",9,10,9,20,14,62
"Diodorus",23,1,0,13,2,16
"Herodotus",1,29,2,0,4,7
"Plutarch",1,1,15,7,3,12
"Polybius",1,3,3,27,1,8
"Thucydides",0,6,0,6,21,12
"-SUM-",3,11,5,26,10,55
"Diodorus",22,1,2,5,1,9
"Herodotus",0,34,2,0,1,3
"Plutarch",5,2,15,2,2,11
"Polybius",3,3,1,37,0,7
"Thucydides",0,12,4,2,14,18
"-SUM-",8,18,9,9,4,48
"Diodorus",14,0,0,9,2,11
"Herodotus",0,28,1,2,5,8
"Plutarch",3,2,19,4,2,11
"Polybius",5,2,1,28,2,10
"Thucydides",0,12,5,0,24,17
"-SUM-",8,16,7,15,11,57
"Diodorus",21,0,2,11,0,13
"Herodotus",4,31,3,3,5,15
"Plutarch",1,3,15,6,4,14
"Polybius",2,0,1,33,1,4
"Thucydides",2,10,0,0,12,12
"-SUM-",9,13,6,20,10,58
"Diodorus",23,0,3,7,0,10
"Herodotus",3,21,1,2,2,8
"Plutarch",0,5,17,7,3,15
"Polybius",10,2,2,22,1,15
"Thucydides",1,8,7,2,21,18
"-SUM-",14,15,13,18,6,66
"Diodorus",17,1,1,9,0,11
"Herodotus",1,26,1,1,4,7
"Plutarch",3,3,24,2,6,14
"Polybius",8,0,1,23,1,10
"Thucydides",3,6,3,9,17,21
"-SUM-",15,10,6,21,11,63
"Diodorus",22,1,2,8,0,11
"Herodotus",1,27,4,1,12,18
"Plutarch",1,2,22,1,3,7
"Polybius",3,3,1,25,0,7
"Thucydides",1,9,1,5,15,16
"-SUM-",6,15,8,15,15,59
"Diodorus",18,0,0,9,0,9
"Herodotus",1,23,0,1,5,7
"Plutarch",0,2,22,5,6,13
"Polybius",4,1,0,32,1,6
"Thucydides",1,9,3,4,23,17
"-SUM-",6,12,3,19,12,52
"Diodorus",27,3,0,6,2,11
"Herodotus",2,34,1,3,4,10
"Plutarch",2,2,15,2,5,11
"Polybius",3,1,0,26,0,4
"Thucydides",1,6,2,3,20,12
"-SUM-",8,12,3,14,11,48
"Diodorus",17,2,1,5,0,8
"Herodotus",1,27,1,3,3,8
"Plutarch",1,3,26,9,4,17
"Polybius",4,0,1,35,0,5
"Thucydides",2,3,2,4,16,11
"-SUM-",8,8,5,21,7,49
"Diodorus",15,2,2,12,0,16
"Herodotus",0,23,0,1,7,8
"Plutarch",2,6,14,5,2,15
"Polybius",3,0,2,35,0,5
"Thucydides",2,8,2,4,23,16
"-SUM-",7,16,6,22,9,60
"Diodorus",18,0,0,7,1,8
"Herodotus",2,28,1,1,7,11
"Plutarch",3,4,17,9,1,17
"Polybius",6,0,1,28,2,9
"Thucydides",3,11,0,2,18,16
"-SUM-",14,15,2,19,11,61
"Diodorus",21,4,0,12,1,17
"Herodotus",0,28,0,3,6,9
"Plutarch",0,5,12,5,0,10
"Polybius",5,1,3,31,2,11
"Thucydides",1,5,0,2,23,8
"-SUM-",6,15,3,22,9,55
"Diodorus",15,1,0,8,0,9
"Herodotus",3,25,2,3,5,13
"Plutarch",2,4,15,4,3,13
"Polybius",3,0,2,31,0,5
"Thucydides",3,6,1,6,28,16
"-SUM-",11,11,5,21,8,56
"Diodorus",17,2,2,8,2,14
"Herodotus",2,21,0,4,1,7
"Plutarch",3,4,24,5,3,15
"Polybius",6,2,1,35,1,10
"Thucydides",1,4,1,3,18,9
"-SUM-",12,12,4,20,7,55
"Diodorus",20,2,0,8,1,11
"Herodotus",1,20,1,2,5,9
"Plutarch",2,5,19,8,2,17
"Polybius",4,1,1,34,0,6
"Thucydides",0,12,1,3,18,16
"-SUM-",7,20,3,21,8,59
"Diodorus",22,3,1,11,1,16
"Herodotus",2,24,1,1,5,9
"Plutarch",4,3,16,8,4,19
"Polybius",3,1,0,30,1,5
"Thucydides",2,6,2,2,17,12
"-SUM-",11,13,4,22,11,61
"Diodorus",26,2,0,7,1,10
"Herodotus",0,27,1,1,6,8
"Plutarch",4,1,12,8,4,17
"Polybius",5,1,0,27,1,7
"Thucydides",5,7,4,1,19,17
"-SUM-",14,11,5,17,12,59
"Diodorus",19,2,1,14,2,19
"Herodotus",1,16,2,2,3,8
"Plutarch",3,5,16,9,2,19
"Polybius",4,0,2,32,3,9
"Thucydides",0,6,2,2,22,10
"-SUM-",8,13,7,27,10,65
"Diodorus",22,2,0,7,1,10
"Herodotus",2,24,1,4,1,8
"Plutarch",2,0,19,7,6,15
"Polybius",4,1,1,31,2,8
"Thucydides",0,12,3,2,16,17
"-SUM-",8,15,5,20,10,58
"Diodorus",20,1,0,10,0,11
"Herodotus",2,30,0,1,3,6
"Plutarch",2,5,25,6,3,16
"Polybius",6,0,1,27,0,7
"Thucydides",1,7,1,2,17,11
"-SUM-",11,13,2,19,6,51
"Diodorus",27,0,0,9,1,10
"Herodotus",0,26,0,1,0,1
"Plutarch",3,2,26,6,3,14
"Polybius",4,1,1,33,1,7
"Thucydides",0,6,5,0,15,11
"-SUM-",7,9,6,16,5,43
"Diodorus",31,0,1,7,1,9
"Herodotus",2,22,1,2,4,9
"Plutarch",2,2,14,6,4,14
"Polybius",5,1,2,29,1,9
"Thucydides",2,8,3,3,17,16
"-SUM-",11,11,7,18,10,57
"Diodorus",25,2,1,10,1,14
"Herodotus",0,26,2,0,2,4
"Plutarch",2,4,20,4,2,12
"Polybius",6,0,1,20,3,10
"Thucydides",2,9,3,4,21,18
"-SUM-",10,15,7,18,8,58
"Diodorus",22,2,0,9,1,12
"Herodotus",2,24,3,1,3,9
"Plutarch",0,1,17,7,4,12
"Polybius",2,2,1,26,0,5
"Thucydides",6,9,2,3,23,20
"-SUM-",10,14,6,20,8,58
"Diodorus",24,1,1,13,1,16
"Herodotus",3,24,2,1,1,7
"Plutarch",2,3,19,6,5,16
"Polybius",3,1,0,26,1,5
"Thucydides",3,7,5,0,18,15
"-SUM-",11,12,8,20,8,59
"Diodorus",20,1,1,11,0,13
"Herodotus",1,26,3,0,7,11
"Plutarch",1,5,18,5,4,15
"Polybius",2,1,3,31,1,7
"Thucydides",4,1,3,1,20,9
"-SUM-",8,8,10,17,12,55
"Diodorus",25,0,0,7,0,7
"Herodotus",0,24,1,0,4,5
"Plutarch",3,2,21,9,3,17
"Polybius",6,2,2,32,1,11
"Thucydides",2,2,1,2,21,7
"-SUM-",11,6,4,18,8,47
"Diodorus",19,2,0,5,1,8
"Herodotus",1,31,2,6,8,17
"Plutarch",2,3,16,7,3,15
"Polybius",3,0,1,26,4,8
"Thucydides",2,7,3,4,14,16
"-SUM-",8,12,6,22,16,64
"Diodorus",20,1,0,5,0,6
"Herodotus",3,36,2,3,2,10
"Plutarch",1,5,15,4,1,11
"Polybius",3,1,0,25,2,6
"Thucydides",2,11,7,2,19,22
"-SUM-",9,18,9,14,5,55
"Diodorus",17,5,0,5,1,11
"Herodotus",3,27,0,0,4,7
"Plutarch",4,3,25,4,4,15
"Polybius",1,0,2,33,2,5
"Thucydides",1,5,1,3,20,10
"-SUM-",9,13,3,12,11,48
"Diodorus",25,1,0,6,1,8
"Herodotus",1,29,0,0,2,3
"Plutarch",1,3,13,8,4,16
"Polybius",4,2,0,28,0,6
"Thucydides",1,5,8,2,26,16
"-SUM-",7,11,8,16,7,49
"Diodorus",25,2,1,7,1,11
"Herodotus",1,30,3,2,1,7
"Plutarch",2,1,19,2,1,6
"Polybius",1,2,2,34,0,5
"Thucydides",1,11,1,4,16,17
"-SUM-",5,16,7,15,3,46
"Diodorus",23,0,0,17,0,17
"Herodotus",0,30,2,2,1,5
"Plutarch",3,3,24,4,2,12
"Polybius",3,1,1,23,0,5
"Thucydides",2,4,4,2,19,12
"-SUM-",8,8,7,25,3,51
"Diodorus",16,0,0,7,0,7
"Herodotus",0,27,3,1,3,7
"Plutarch",2,2,17,7,6,17
"Polybius",0,1,2,33,1,4
"Thucydides",4,11,4,4,19,23
"-SUM-",6,14,9,19,10,58
"Diodorus",20,1,1,13,2,17
"Herodotus",3,23,1,0,4,8
"Plutarch",0,2,20,3,6,11
"Polybius",3,0,1,32,3,7
"Thucydides",1,3,1,6,21,11
"-SUM-",7,6,4,22,15,54
"Diodorus",28,2,0,7,1,10
"Herodotus",1,27,1,0,3,5
"Plutarch",1,4,13,6,2,13
"Polybius",7,2,1,28,1,11
"Thucydides",1,8,3,4,19,16
"-SUM-",10,16,5,17,7,55
"Diodorus",24,1,0,7,1,9
"Herodotus",2,24,1,4,4,11
"Plutarch",2,4,16,4,4,14
"Polybius",2,1,1,37,0,4
"Thucydides",2,7,2,4,16,15
"-SUM-",8,13,4,19,9,53
"Diodorus",17,3,0,7,0,10
"Herodotus",0,29,1,1,4,6
"Plutarch",2,3,23,4,4,13
"Polybius",1,1,2,28,2,6
"Thucydides",0,8,3,0,27,11
"-SUM-",3,15,6,12,10,46
"Diodorus",17,3,0,12,0,15
"Herodotus",1,22,1,2,5,9
"Plutarch",2,1,19,7,4,14
"Polybius",3,1,2,30,0,6
"Thucydides",2,7,4,3,22,16
"-SUM-",8,12,7,24,9,60
"Diodorus",25,1,0,11,0,12
"Herodotus",0,30,1,2,4,7
"Plutarch",2,3,20,3,5,13
"Polybius",2,2,1,27,1,6
"Thucydides",0,7,0,4,19,11
"-SUM-",4,13,2,20,10,49
"Diodorus",19,0,0,14,0,14
"Herodotus",1,30,3,3,6,13
"Plutarch",1,4,15,2,5,12
"Polybius",2,1,2,27,0,5
"Thucydides",0,9,1,4,21,14
"-SUM-",4,14,6,23,11,58
"Diodorus",23,0,4,2,0,6
"Herodotus",1,32,2,2,5,10
"Plutarch",1,1,19,4,2,8
"Polybius",1,0,0,34,1,2
"Thucydides",2,8,4,5,17,19
"-SUM-",5,9,10,13,8,45
"Diodorus",18,2,0,13,0,15
"Herodotus",1,29,0,1,2,4
"Plutarch",0,3,22,4,5,12
"Polybius",7,0,0,32,2,9
"Thucydides",1,6,4,0,18,11
"-SUM-",9,11,4,18,9,51
"Diodorus",23,0,3,5,1,9
"Herodotus",2,26,1,4,4,11
"Plutarch",0,2,21,7,6,15
"Polybius",4,0,1,23,3,8
"Thucydides",3,6,1,6,18,16
"-SUM-",9,8,6,22,14,59
"Diodorus",18,0,1,10,2,13
"Herodotus",1,25,1,1,4,7
"Plutarch",1,2,24,0,5,8
"Polybius",5,1,4,25,0,10
"Thucydides",2,8,1,2,27,13
"-SUM-",9,11,7,13,11,51
"Diodorus",22,1,0,10,0,11
"Herodotus",0,27,0,1,7,8
"Plutarch",2,6,16,6,6,20
"Polybius",3,2,2,21,1,8
"Thucydides",1,10,5,5,16,21
"-SUM-",6,19,7,22,14,68
"Diodorus",20,0,1,11,0,12
"Herodotus",1,26,0,1,6,8
"Plutarch",2,2,18,6,2,12
"Polybius",5,3,3,33,1,12
"Thucydides",1,3,2,1,22,7
"-SUM-",9,8,6,19,9,51
"Diodorus",18,3,1,11,0,15
"Herodotus",2,27,1,4,6,13
"Plutarch",5,0,9,5,2,12
"Polybius",2,2,2,33,0,6
"Thucydides",0,5,2,3,27,10
"-SUM-",9,10,6,23,8,56
"Diodorus",18,2,0,10,1,13
"Herodotus",1,28,1,2,1,5
"Plutarch",2,6,25,8,5,21
"Polybius",1,0,2,22,1,4
"Thucydides",1,7,1,5,20,14
"-SUM-",5,15,4,25,8,57
"Diodorus",17,3,0,5,0,8
"Herodotus",2,26,2,3,3,10
"Plutarch",3,2,20,5,2,12
"Polybius",5,4,2,23,0,11
"Thucydides",3,7,3,6,24,19
"-SUM-",13,16,7,19,5,60
"Diodorus",30,2,2,11,1,16
"Herodotus",0,26,0,0,5,5
"Plutarch",2,6,13,8,3,19
"Polybius",2,0,0,29,1,3
"Thucydides",0,10,2,3,14,15
"-SUM-",4,18,4,22,10,58
"Diodorus",20,0,0,10,0,10
"Herodotus",1,28,1,2,6,10
"Plutarch",1,2,21,9,4,16
"Polybius",0,3,1,28,0,4
"Thucydides",4,8,3,2,16,17
"-SUM-",6,13,5,23,10,57
"Diodorus",22,2,1,4,2,9
"Herodotus",3,23,1,2,4,10
"Plutarch",3,5,27,3,1,12
"Polybius",4,2,1,29,0,7
"Thucydides",1,3,3,6,18,13
"-SUM-",11,12,6,15,7,51
"Diodorus",23,1,1,11,0,13
"Herodotus",1,24,1,4,3,9
"Plutarch",4,1,15,5,3,13
"Polybius",5,0,2,28,1,8
"Thucydides",0,5,6,1,25,12
"-SUM-",10,7,10,21,7,55
"Diodorus",20,1,0,8,0,9
"Herodotus",1,32,1,2,2,6
"Plutarch",4,1,23,5,0,10
"Polybius",8,0,5,22,0,13
"Thucydides",2,6,4,6,17,18
"-SUM-",15,8,10,21,2,56
"Diodorus",21,2,0,13,0,15
"Herodotus",3,32,0,0,2,5
"Plutarch",4,3,21,3,3,13
"Polybius",3,0,1,33,0,4
"Thucydides",1,9,1,3,12,14
"-SUM-",11,14,2,19,5,51
"Diodorus",20,1,3,14,0,18
"Herodotus",0,29,1,0,3,4
"Plutarch",2,2,18,5,4,13
"Polybius",1,1,1,34,0,3
"Thucydides",2,4,5,3,17,14
"-SUM-",5,8,10,22,7,52
"Diodorus",20,1,1,7,0,9
"Herodotus",3,31,4,2,2,11
"Plutarch",2,5,18,3,3,13
"Polybius",3,1,0,33,1,5
"Thucydides",3,3,3,4,17,13
"-SUM-",11,10,8,16,6,51
"Diodorus",22,0,1,7,1,9
"Herodotus",1,29,1,2,3,7
"Plutarch",2,3,19,5,4,14
"Polybius",4,3,1,31,1,9
"Thucydides",1,4,3,5,17,13
"-SUM-",8,10,6,19,9,52
"Diodorus",30,0,0,7,2,9
"Herodotus",2,23,1,1,4,8
"Plutarch",0,1,26,4,4,9
"Polybius",1,1,1,35,0,3
"Thucydides",0,3,1,4,19,8
"-SUM-",3,5,3,16,10,37
"Diodorus",17,2,1,9,1,13
"Herodotus",2,34,4,1,3,10
"Plutarch",1,0,19,3,6,10
"Polybius",3,2,2,26,0,7
"Thucydides",4,5,3,1,21,13
"-SUM-",10,9,10,14,10,53
"Diodorus",19,3,1,8,1,13
"Herodotus",3,30,2,2,2,9
"Plutarch",6,0,17,2,9,17
"Polybius",2,0,3,28,1,6
"Thucydides",1,9,1,2,18,13
"-SUM-",12,12,7,14,13,58
"Diodorus",18,3,1,11,0,15
"Herodotus",0,26,1,3,5,9
"Plutarch",2,2,22,6,2,12
"Polybius",1,2,1,30,1,5
"Thucydides",1,8,2,2,20,13
"-SUM-",4,15,5,22,8,54
"Diodorus",18,0,1,13,1,15
"Herodotus",1,27,2,0,4,7
"Plutarch",8,3,16,5,2,18
"Polybius",4,1,2,21,2,9
"Thucydides",2,7,2,3,25,14
"-SUM-",15,11,7,21,9,63
"Diodorus",21,0,1,9,2,12
"Herodotus",1,27,3,3,4,11
"Plutarch",3,6,15,7,4,20
"Polybius",2,0,1,35,4,7
"Thucydides",3,3,3,3,10,12
"-SUM-",9,9,8,22,14,62
"Diodorus",17,2,2,11,0,15
"Herodotus",3,18,2,2,5,12
"Plutarch",2,4,21,6,7,19
"Polybius",9,0,1,28,2,12
"Thucydides",1,4,2,3,18,10
"-SUM-",15,10,7,22,14,68
"Diodorus",21,4,1,7,0,12
"Herodotus",1,21,1,2,2,6
"Plutarch",1,3,13,6,6,16
"Polybius",3,1,0,41,1,5
"Thucydides",1,9,2,5,18,17
"-SUM-",6,17,4,20,9,56
"Diodorus",21,0,2,8,0,10
"Herodotus",1,24,1,1,5,8
"Plutarch",2,2,15,5,5,14
"Polybius",7,0,2,35,3,12
"Thucydides",0,8,4,1,18,13
"-SUM-",10,10,9,15,13,57
"Diodorus",22,0,1,8,2,11
"Herodotus",0,25,3,1,3,7
"Plutarch",3,5,21,6,5,19
"Polybius",1,3,1,29,0,5
"Thucydides",3,4,1,2,21,10
"-SUM-",7,12,6,17,10,52
"Diodorus",15,0,0,12,0,12
"Herodotus",4,22,1,1,3,9
"Plutarch",4,1,26,5,4,14
"Polybius",4,3,1,22,0,8
"Thucydides",2,9,3,9,19,23
"-SUM-",14,13,5,27,7,66
"Diodorus",28,2,0,4,1,7
"Herodotus",1,28,2,3,5,11
"Plutarch",1,5,24,6,5,17
"Polybius",1,0,3,21,2,6
"Thucydides",1,5,2,2,18,10
"-SUM-",4,12,7,15,13,51
"Diodorus",22,3,1,6,1,11
"Herodotus",0,28,1,1,4,6
"Plutarch",3,3,20,6,2,14
"Polybius",3,2,1,30,0,6
"Thucydides",1,7,4,0,21,12
"-SUM-",7,15,7,13,7,49
"Diodorus",18,0,1,12,0,13
"Herodotus",4,37,0,2,5,11
"Plutarch",4,2,17,4,5,15
"Polybius",2,0,1,23,0,3
"Thucydides",1,10,2,3,17,16
"-SUM-",11,12,4,21,10,58
"Diodorus",21,2,1,8,1,12
"Herodotus",1,27,1,6,0,8
"Plutarch",2,5,18,9,4,20
"Polybius",9,1,3,25,2,15
"Thucydides",0,4,4,2,14,10
"-SUM-",12,12,9,25,7,65
"Diodorus",17,2,0,11,1,14
"Herodotus",3,27,3,2,2,10
