"","Diodorus","Herodotus","Plutarch","Polybius","Thucydides","-SUM-"
"-SUM-",9,11,8,17,11,56
"Diodorus",23,1,1,9,1,12
"Herodotus",2,25,1,2,3,8
"Plutarch",1,0,27,4,1,6
"Polybius",4,2,0,28,2,8
"Thucydides",4,3,2,4,20,13
"-SUM-",11,6,4,19,7,47
"Diodorus",18,1,1,10,1,13
"Herodotus",1,34,1,0,1,3
"Plutarch",3,0,23,3,4,10
"Polybius",3,2,1,30,1,7
"Thucydides",2,9,1,2,18,14
"-SUM-",9,12,4,15,7,47
"Diodorus",26,1,1,12,1,15
"Herodotus",0,21,1,5,1,7
"Plutarch",3,3,17,12,7,25
"Polybius",3,1,1,26,0,5
"Thucydides",1,6,2,3,16,12
"-SUM-",7,11,5,32,9,64
"Diodorus",22,0,1,9,1,11
"Herodotus",0,26,0,1,1,2
"Plutarch",1,7,20,6,3,17
"Polybius",1,1,2,33,1,5
"Thucydides",1,8,2,4,19,15
"-SUM-",3,16,5,20,6,50
"Diodorus",23,1,2,11,1,15
"Herodotus",0,27,1,4,2,7
"Plutarch",6,2,21,8,2,18
"Polybius",0,0,2,20,1,3
"Thucydides",1,6,5,4,20,16
"-SUM-",7,9,10,27,6,59
"Diodorus",25,0,0,4,0,4
"Herodotus",1,28,2,2,4,9
"Plutarch",1,1,26,4,5,11
"Polybius",5,1,3,28,2,11
"Thucydides",2,5,1,0,20,8
"-SUM-",9,7,6,10,11,43
"Diodorus",26,1,0,6,0,7
"Herodotus",1,28,6,1,4,12
"Plutarch",2,3,14,3,1,9
"Polybius",3,1,1,33,0,5
"Thucydides",3,8,3,4,18,18
"-SUM-",9,13,10,14,5,51
"Diodorus",22,1,0,12,0,13
"Herodotus",0,21,0,2,6,8
"Plutarch",3,1,16,11,6,21
"Polybius",2,1,5,26,1,9
"Thucydides",1,8,4,3,18,16
"-SUM-",6,11,9,28,13,67
"Diodorus",22,0,1,8,1,10
"Herodotus",0,18,1,3,1,5
"Plutarch",3,3,23,6,6,18
"Polybius",4,1,1,33,3,9
"Thucydides",1,5,1,3,22,10
"-SUM-",8,9,4,20,11,52
"Diodorus",20,2,2,12,0,16
"Herodotus",0,22,1,1,7,9
"Plutarch",0,7,29,1,2,10
"Polybius",4,0,1,32,1,6
"Thucydides",0,8,3,3,12,14
"-SUM-",4,17,7,17,10,55
"Diodorus",23,3,1,14,0,18
"Herodotus",2,28,0,1,6,9
"Plutarch",0,2,15,5,6,13
"Polybius",3,3,0,22,1,7
"Thucydides",1,8,3,5,18,17
"-SUM-",6,16,4,25,13,64
"Diodorus",20,4,3,4,0,11
"Herodotus",1,29,0,0,2,3
"Plutarch",3,4,27,5,5,17
"Polybius",3,0,2,31,1,6
"Thucydides",1,3,3,4,15,11
"-SUM-",8,11,8,13,8,48
"Diodorus",20,2,0,11,1,14
"Herodotus",3,22,1,3,1,8
"Plutarch",3,3,22,7,3,16
"Polybius",4,0,2,29,1,7
"Thucydides",2,9,2,2,17,15
"-SUM-",12,14,5,23,6,60
"Diodorus",17,0,0,7,1,8
"Herodotus",1,30,0,0,4,5
"Plutarch",7,4,20,2,0,13
"Polybius",3,1,1,33,0,5
"Thucydides",2,8,4,5,20,19
"-SUM-",13,13,5,14,5,50
"Diodorus",22,1,1,10,0,12
"Herodotus",1,31,0,4,4,9
"Plutarch",2,0,21,4,2,8
"Polybius",5,1,1,28,0,7
"Thucydides",0,4,3,2,23,9
"-SUM-",8,6,5,20,6,45
"Diodorus",17,2,0,13,1,16
"Herodotus",1,33,2,2,0,5
"Plutarch",3,8,21,3,2,16
"Polybius",1,0,2,33,1,4
"Thucydides",1,7,2,5,10,15
"-SUM-",6,17,6,23,4,56
"Diodorus",19,0,1,13,1,15
"Herodotus",1,21,0,0,2,3
"Plutarch",4,3,28,10,2,19
"Polybius",1,1,1,26,1,4
"Thucydides",0,5,4,5,21,14
"-SUM-",6,9,6,28,6,55
"Diodorus",16,3,1,8,1,13
"Herodotus",2,28,4,1,5,12
"Plutarch",3,2,19,6,0,11
"Polybius",4,1,3,33,2,10
"Thucydides",1,3,7,4,13,15
"-SUM-",10,9,15,19,8,61
"Diodorus",22,3,1,7,0,11
"Herodotus",1,15,1,2,5,9
"Plutarch",1,5,25,6,3,15
"Polybius",5,0,1,28,0,6
"Thucydides",2,10,2,5,20,19
"-SUM-",9,18,5,20,8,60
"Diodorus",21,5,0,11,0,16
"Herodotus",1,23,1,5,4,11
"Plutarch",4,4,20,7,3,18
"Polybius",2,1,0,26,2,5
"Thucydides",1,5,2,3,19,11
"-SUM-",8,15,3,26,9,61
"Diodorus",24,1,1,8,0,10
"Herodotus",0,19,0,0,0,0
"Plutarch",2,2,25,6,8,18
"Polybius",3,2,3,30,0,8
"Thucydides",0,7,2,4,23,13
"-SUM-",5,12,6,18,8,49
"Diodorus",20,2,1,12,0,15
"Herodotus",0,26,3,2,4,9
"Plutarch",2,4,23,6,4,16
"Polybius",1,1,2,26,3,7
"Thucydides",1,7,3,5,12,16
"-SUM-",4,14,9,25,11,63
"Diodorus",17,3,1,8,0,12
"Herodotus",2,27,3,2,2,9
"Plutarch",3,0,20,6,5,14
"Polybius",2,0,1,32,2,5
"Thucydides",1,6,3,1,23,11
"-SUM-",8,9,8,17,9,51
"Diodorus",19,3,2,12,2,19
"Herodotus",1,23,1,0,5,7
"Plutarch",5,4,18,6,3,18
"Polybius",6,0,5,25,0,11
"Thucydides",2,4,1,4,19,11
"-SUM-",14,11,9,22,10,66
"Diodorus",22,2,0,10,0,12
"Herodotus",2,24,1,2,6,11
"Plutarch",3,4,17,5,6,18
"Polybius",6,1,1,24,1,9
"Thucydides",1,6,0,2,24,9
"-SUM-",12,13,2,19,13,59
"Diodorus",21,2,1,10,1,14
"Herodotus",1,19,1,1,7,10
"Plutarch",4,2,17,10,5,21
"Polybius",0,0,2,27,2,4
"Thucydides",1,4,4,4,24,13
"-SUM-",6,8,8,25,15,62
"Diodorus",12,1,0,3,0,4
"Herodotus",2,28,1,0,3,6
"Plutarch",2,5,22,12,5,24
"Polybius",2,2,2,32,1,7
"Thucydides",1,7,4,3,20,15
"-SUM-",7,15,7,18,9,56
"Diodorus",35,2,0,3,0,5
"Herodotus",3,23,0,1,2,6
"Plutarch",2,0,23,5,4,11
"Polybius",3,0,1,33,2,6
"Thucydides",1,5,2,2,18,10
"-SUM-",9,7,3,11,8,38
"Diodorus",18,1,1,12,0,14
"Herodotus",1,31,1,2,2,6
"Plutarch",2,2,19,5,5,14
"Polybius",4,1,1,31,1,7
"Thucydides",1,3,2,5,19,11
"-SUM-",8,7,5,24,8,52
"Diodorus",25,4,0,16,1,21
"Herodotus",0,26,1,1,7,9
"Plutarch",4,2,20,2,5,13
"Polybius",0,0,1,31,1,2
"Thucydides",0,2,1,5,15,8
"-SUM-",4,8,3,24,14,53
"Diodorus",21,2,1,9,0,12
"Herodotus",0,21,0,2,6,8
"Plutarch",1,3,17,10,3,17
"Polybius",4,0,2,35,0,6
"Thucydides",1,8,2,1,21,12
"-SUM-",6,13,5,22,9,55
"Diodorus",30,1,0,12,0,13
"Herodotus",1,23,1,2,4,8
"Plutarch",2,5,18,6,1,14
"Polybius",3,2,2,29,1,8
"Thucydides",1,8,1,5,12,15
"-SUM-",7,16,4,25,6,58
"Diodorus",16,1,0,15,1,17
"Herodotus",2,34,0,0,0,2
"Plutarch",0,1,18,4,6,11
"Polybius",4,0,1,38,1,6
"Thucydides",0,5,4,2,17,11
"-SUM-",6,7,5,21,8,47
"Diodorus",17,2,1,11,0,14
"Herodotus",0,22,0,1,2,3
"Plutarch",2,6,26,6,4,18
"Polybius",3,1,0,35,2,6
"Thucydides",1,5,1,1,21,8
"-SUM-",6,14,2,19,8,49
"Diodorus",17,0,2,9,2,13
"Herodotus",0,30,1,4,1,6
"Plutarch",1,3,23,4,3,11
"Polybius",4,0,0,26,0,4
"Thucydides",0,8,4,6,22,18
"-SUM-",5,11,7,23,6,52
"Diodorus",21,3,1,6,0,10
"Herodotus",3,26,2,1,2,8
"Plutarch",2,4,15,6,5,17
"Polybius",3,3,2,26,0,8
"Thucydides",3,7,4,0,25,14
"-SUM-",11,17,9,13,7,57
"Diodorus",13,2,1,8,1,12
"Herodotus",0,28,2,1,2,5
"Plutarch",2,4,21,8,5,19
"Polybius",3,2,1,38,1,7
"Thucydides",1,5,3,1,17,10
"-SUM-",6,13,7,18,9,53
"Diodorus",24,3,1,5,0,9
"Herodotus",0,25,1,1,7,9
"Plutarch",2,3,18,6,4,15
"Polybius",6,0,3,26,1,10
"Thucydides",1,7,2,7,17,17
"-SUM-",9,13,7,19,12,60
"Diodorus",21,2,0,10,1,13
"Herodotus",1,21,0,2,2,5
"Plutarch",2,6,20,9,6,23
"Polybius",4,1,0,26,1,6
"Thucydides",2,10,4,4,15,20
"-SUM-",9,19,4,25,10,67
"Diodorus",26,0,0,10,0,10
"Herodotus",3,29,1,0,3,7
"Plutarch",3,4,16,6,4,17
"Polybius",3,0,0,29,0,3
"Thucydides",2,9,5,3,14,19
"-SUM-",11,13,6,19,7,56
"Diodorus",19,1,1,9,1,12
"Herodotus",3,24,1,2,2,8
"Plutarch",5,4,21,7,1,17
"Polybius",5,0,0,29,0,5
"Thucydides",1,4,5,2,23,12
"-SUM-",14,9,7,20,4,54
"Diodorus",28,3,1,13,0,17
"Herodotus",1,31,3,2,1,7
"Plutarch",2,2,15,2,6,12
"Polybius",2,0,4,26,0,6
"Thucydides",1,5,2,2,18,10
"-SUM-",6,10,10,19,7,52
"Diodorus",25,0,1,7,1,9
"Herodotus",1,30,3,3,3,10
"Plutarch",1,1,23,3,5,10
"Polybius",2,0,1,22,1,4
"Thucydides",2,10,3,4,18,19
"-SUM-",6,11,8,17,10,52
"Diodorus",20,3,3,7,0,13
"Herodotus",0,23,2,1,2,5
"Plutarch",3,1,27,2,1,7
"Polybius",1,2,2,33,1,6
"Thucydides",1,8,4,6,17,19
"-SUM-",5,14,11,16,4,50
"Diodorus",24,1,2,8,1,12
"Herodotus",2,24,1,5,5,13
"Plutarch",1,6,19,5,5,17
"Polybius",5,0,1,27,1,7
"Thucydides",0,8,0,1,18,9
"-SUM-",8,15,4,19,12,58
"Diodorus",17,1,0,12,1,14
"Herodotus",0,22,3,1,4,8
"Plutarch",0,2,17,6,3,11
"Polybius",4,1,2,29,2,9
"Thucydides",2,16,2,2,21,22
"-SUM-",6,20,7,21,10,64
"Diodorus",19,2,0,10,0,12
"Herodotus",3,23,4,2,5,14
"Plutarch",3,1,22,5,3,12
"Polybius",3,1,0,37,1,5
"Thucydides",1,6,0,3,16,10
"-SUM-",10,10,4,20,9,53
"Diodorus",21,2,1,10,0,13
"Herodotus",0,27,0,0,0,0
"Plutarch",0,6,21,8,1,15
"Polybius",2,2,2,27,1,7
"Thucydides",3,10,5,4,17,22
"-SUM-",5,20,8,22,2,57
"Diodorus",20,1,1,5,2,9
"Herodotus",1,34,1,1,1,4
"Plutarch",1,3,14,6,2,12
"Polybius",6,1,0,35,1,8
"Thucydides",1,10,4,0,19,15
"-SUM-",9,15,6,12,6,48
"Diodorus",26,0,1,12,2,15
"Herodotus",1,25,1,2,4,8
"Plutarch",1,2,12,10,5,18
"Polybius",6,1,0,33,0,7
"Thucydides",1,6,0,4,15,11
"-SUM-",9,9,2,28,11,59
"Diodorus",17,2,2,10,0,14
"Herodotus",2,28,0,4,1,7
"Plutarch",1,2,19,4,4,11
"Polybius",3,0,1,34,0,4
"Thucydides",1,9,3,2,21,15
"-SUM-",7,13,6,20,5,51
"Diodorus",15,3,0,11,0,14
"Herodotus",0,28,0,1,3,4
"Plutarch",3,4,15,6,4,17
"Polybius",3,4,3,30,0,10
"Thucydides",3,7,3,4,20,17
"-SUM-",9,18,6,22,7,62
"Diodorus",21,0,0,7,0,7
"Herodotus",3,39,3,2,4,12
"Plutarch",1,2,21,6,2,11
"Polybius",4,0,0,26,1,5
"Thucydides",3,7,1,6,11,17
"-SUM-",11,9,4,21,7,52
"Diodorus",23,2,1,12,0,15
"Herodotus",1,20,2,1,6,10
"Plutarch",4,2,16,5,5,16
"Polybius",2,1,2,30,2,7
"Thucydides",2,8,2,2,19,14
"-SUM-",9,13,7,20,13,62
"Diodorus",26,3,0,9,1,13
"Herodotus",1,25,2,0,2,5
"Plutarch",0,2,23,5,8,15
"Polybius",1,1,1,35,0,3
"Thucydides",0,3,3,3,16,9
"-SUM-",2,9,6,17,11,45
"Diodorus",15,1,0,11,1,13
"Herodotus",1,30,0,2,3,6
"Plutarch",1,3,16,9,5,18
"Polybius",2,1,1,33,2,6
"Thucydides",2,7,3,3,18,15
"-SUM-",6,12,4,25,11,58
"Diodorus",18,1,0,7,2,10
"Herodotus",1,33,0,3,4,8
"Plutarch",2,5,17,7,4,18
"Polybius",4,0,0,24,0,4
"Thucydides",3,7,3,2,23,15
"-SUM-",10,13,3,19,10,55
"Diodorus",29,3,1,7,0,11
"Herodotus",0,19,0,0,3,3
"Plutarch",1,2,16,7,7,17
"Polybius",4,1,0,32,0,5
"Thucydides",3,9,3,5,18,20
"-SUM-",8,15,4,19,10,56
"Diodorus",22,3,1,7,1,12
"Herodotus",0,25,0,4,4,8
"Plutarch",2,3,17,8,3,16
"Polybius",2,3,6,30,1,12
"Thucydides",1,5,1,2,19,9
"-SUM-",5,14,8,21,9,57
"Diodorus",21,2,0,9,1,12
"Herodotus",1,31,0,1,4,6
"Plutarch",0,6,17,6,3,15
"Polybius",1,2,1,29,2,6
"Thucydides",0,9,4,1,19,14
"-SUM-",2,19,5,17,10,53
"Diodorus",19,2,1,11,0,14
"Herodotus",1,29,0,1,1,3
"Plutarch",3,2,21,5,3,13
"Polybius",4,2,2,23,0,8
"Thucydides",2,6,3,3,26,14
"-SUM-",10,12,6,20,4,52
"Diodorus",21,2,1,10,0,13
"Herodotus",2,28,2,1,0,5
"Plutarch",2,2,30,4,3,11
"Polybius",1,0,1,25,1,3
"Thucydides",3,9,7,3,12,22
"-SUM-",8,13,11,18,4,54
"Diodorus",26,2,0,11,1,14
"Herodotus",3,25,2,4,4,13
"Plutarch",1,2,20,4,2,9
"Polybius",4,1,2,23,2,9
"Thucydides",1,4,4,2,20,11
"-SUM-",9,9,8,21,9,56
"Diodorus",25,2,0,8,0,10
"Herodotus",2,25,3,1,3,9
"Plutarch",5,3,20,8,3,19
"Polybius",4,1,2,26,0,7
"Thucydides",2,5,6,2,14,15
"-SUM-",13,11,11,19,6,60
"Diodorus",26,1,0,10,1,12
"Herodotus",1,20,1,1,4,7
"Plutarch",3,1,12,7,5,16
"Polybius",3,3,2,28,2,10
"Thucydides",2,9,3,2,23,16
"-SUM-",9,14,6,20,12,61
"Diodorus",19,1,0,7,0,8
"Herodotus",2,22,2,1,4,9
"Plutarch",5,3,15,6,5,19
"Polybius",2,1,0,35,1,4
"Thucydides",2,5,3,2,27,12
"-SUM-",11,10,5,16,10,52
"Diodorus",21,3,0,6,0,9
"Herodotus",0,22,2,3,7,12
"Plutarch",5,3,22,4,8,20
"Polybius",5,0,0,30,1,6
"Thucydides",0,4,1,2,21,7
"-SUM-",10,10,3,15,16,54
"Diodorus",19,0,1,6,1,8
"Herodotus",2,24,2,1,1,6
"Plutarch",2,5,15,11,4,22
"Polybius",5,0,0,27,0,5
"Thucydides",4,8,3,4,25,19
"-SUM-",13,13,6,22,6,60
"Diodorus",20,1,0,11,0,12
"Herodotus",4,23,3,0,3,10
"Plutarch",1,3,20,4,2,10
"Polybius",2,2,0,29,1,5
"Thucydides",1,11,4,7,18,23
"-SUM-",8,17,7,22,6,60
"Diodorus",18,0,0,7,1,8
"Herodotus",2,29,2,3,6,13
"Plutarch",1,4,17,5,3,13
"Polybius",5,1,3,32,1,10
"Thucydides",1,8,4,3,14,16
"-SUM-",9,13,9,18,11,60
"Diodorus",23,0,0,12,1,13
"Herodotus",2,27,0,8,5,15
"Plutarch",3,3,11,3,1,10
"Polybius",2,2,1,33,1,6
"Thucydides",1,6,1,4,20,12
"-SUM-",8,11,2,27,8,56
"Diodorus",18,2,1,8,0,11
"Herodotus",1,25,1,0,6,8
"Plutarch",1,5,12,3,3,12
"Polybius",6,1,3,34,0,10
"Thucydides",0,9,3,3,25,15
"-SUM-",8,17,8,14,9,56
"Diodorus",19,2,0,10,1,13
"Herodotus",1,24,0,2,1,4
"Plutarch",1,7,20,7,3,18
"Polybius",5,0,4,30,3,12
"Thucydides",0,6,1,4,19,11
"-SUM-",7,15,5,23,8,58
"Diodorus",27,3,0,10,0,13
"Herodotus",1,25,3,3,3,10
"Plutarch",2,0,19,8,6,16
"Polybius",3,0,5,28,0,8
"Thucydides",0,7,1,2,14,10
"-SUM-",6,10,9,23,9,57
"Diodorus",23,4,2,6,0,12
"Herodotus",1,26,0,3,3,7
"Plutarch",1,3,20,5,3,12
"Polybius",3,1,2,27,2,8
"Thucydides",2,7,5,3,18,17
"-SUM-",7,15,9,17,8,56
"Diodorus",23,1,0,7,0,8
"Herodotus",2,25,2,2,1,7
"Plutarch",6,2,22,7,3,18
"Polybius",3,1,0,25,1,5
"Thucydides",0,5,3,10,19,18
"-SUM-",11,9,5,26,5,56
"Diodorus",25,1,1,8,0,10
"Herodotus",2,28,1,1,0,4
"Plutarch",4,2,14,3,1,10
"Polybius",4,0,0,29,1,5
"Thucydides",2,11,5,2,25,20
"-SUM-",12,14,7,14,2,49
"Diodorus",22,0,0,11,0,11
"Herodotus",7,25,1,2,3,13
"Plutarch",3,3,19,8,6,20
"Polybius",4,0,0,20,0,4
"Thucydides",2,13,0,3,18,18
"-SUM-",16,16,1,24,9,66
"Diodorus",18,6,0,5,0,11
"Herodotus",2,21,1,3,2,8
"Plutarch",4,4,21,8,3,19
"Polybius",6,2,0,34,0,8
"Thucydides",1,9,0,0,20,10
"-SUM-",13,21,1,16,5,56
"Diodorus",21,1,0,11,0,12
"Herodotus",3,22,3,3,4,13
"Plutarch",3,2,21,3,3,11
"Polybius",2,0,0,28,1,3
"Thucydides",1,6,4,4,24,15
"-SUM-",9,9,7,21,8,54
"Diodorus",27,0,1,9,0,10
"Herodotus",0,23,0,1,5,6
"Plutarch",3,1,20,2,3,9
"Polybius",3,0,1,26,2,6
"Thucydides",4,6,2,7,24,19
"-SUM-",10,7,4,19,10,50
"Diodorus",24,1,0,16,1,18
"Herodotus",3,26,0,3,7,13
"Plutarch",2,6,18,2,3,13
"Polybius",1,1,3,21,0,5
"Thucydides",2,1,1,7,21,11
"-SUM-",8,9,4,28,11,60
"Diodorus",20,3,1,13,0,17
"Herodotus",0,28,3,0,4,7
"Plutarch",1,3,18,4,3,11
"Polybius",2,1,3,28,0,6
"Thucydides",0,14,3,3,15,20
"-SUM-",3,21,10,20,7,61
"Diodorus",19,1,1,10,0,12
"Herodotus",1,19,1,4,4,10
"Plutarch",4,6,22,3,4,17
"Polybius",4,1,0,25,2,7
"Thucydides",2,5,5,2,25,14
"-SUM-",11,13,7,19,10,60
"Diodorus",25,1,0,14,1,16
"Herodotus",2,23,0,0,4,6
"Plutarch",4,3,20,6,1,14
"Polybius",7,2,2,25,3,14
"Thucydides",1,6,2,3,15,12
"-SUM-",14,12,4,23,9,62
"Diodorus",22,3,0,12,2,17
"Herodotus",2,23,1,6,2,11
"Plutarch",1,3,17,3,4,11
"Polybius",4,0,0,26,1,5
"Thucydides",0,9,4,3,22,16
"-SUM-",7,15,5,24,9,60
"Diodorus",24,2,0,11,0,13
"Herodotus",0,34,1,3,3,7
"Plutarch",0,2,10,6,5,13
"Polybius",4,0,3,29,1,8
"Thucydides",2,8,3,4,15,17
"-SUM-",6,12,7,24,9,58
"Diodorus",23,2,1,11,1,15
"Herodotus",1,32,2,2,3,8
"Plutarch",4,3,12,4,6,17
"Polybius",4,1,2,28,1,8
"Thucydides",3,9,1,1,13,14
"-SUM-",12,15,6,18,11,62
"Diodorus",21,0,0,9,1,10
"Herodotus",3,33,3,2,6,14
"Plutarch",0,4,22,4,2,10
"Polybius",6,0,0,24,0,6
"Thucydides",2,6,2,2,18,12
"-SUM-",11,10,5,17,9,52
"Diodorus",26,1,0,6,2,9
"Herodotus",2,29,1,2,5,10
"Plutarch",1,4,18,3,5,13
"Polybius",0,1,2,30,2,5
"Thucydides",1,6,3,3,17,13
"-SUM-",4,12,6,14,14,50
"Diodorus",17,3,1,14,0,18
"Herodotus",0,24,2,6,2,10
"Plutarch",2,3,19,6,3,14
"Polybius",4,0,1,29,0,5
"Thucydides",1,8,2,1,22,12
"-SUM-",7,14,6,27,5,59
"Diodorus",21,2,0,12,0,14
"Herodotus",2,20,3,5,5,15
"Plutarch",2,2,13,5,6,15
"Polybius",5,1,0,34,0,6
"Thucydides",2,11,2,3,14,18
"-SUM-",11,16,5,25,11,68
"Diodorus",21,0,1,7,2,10
"Herodotus",3,32,2,3,2,10
"Plutarch",2,2,19,4,4,12
"Polybius",3,2,2,28,1,8
"Thucydides",1,7,5,1,16,14
"-SUM-",9,11,10,15,9,54
"Diodorus",25,1,2,15,2,20
"Herodotus",3,29,1,1,5,10
"Plutarch",1,1,12,6,4,12
"Polybius",3,0,0,27,2,5
"Thucydides",2,7,4,3,14,16
"-SUM-",9,9,7,25,13,63
"Diodorus",25,2,1,14,0,17
"Herodotus",3,25,1,2,5,11
"Plutarch",2,1,18,4,4,11
"Polybius",4,0,0,25,1,5
"Thucydides",2,8,3,3,17,16
"-SUM-",11,11,5,23,10,60
"Diodorus",20,0,2,15,0,17
"Herodotus",1,30,2,1,2,6
"Plutarch",4,0,14,7,4,15
"Polybius",5,1,0,28,1,7
"Thucydides",4,6,5,2,16,17
"-SUM-",14,7,9,25,7,62
"Diodorus",26,0,0,3,1,4
"Herodotus",1,26,2,1,9,13
"Plutarch",2,2,19,7,4,15
"Polybius",4,0,1,24,0,5
"Thucydides",2,7,2,5,22,16
"-SUM-",9,9,5,16,14,53
"Diodorus",28,1,3,10,0,14
"Herodotus",1,33,0,1,2,4
"Plutarch",2,3,15,5,2,12
"Polybius",4,1,3,28,3,11
"Thucydides",1,9,1,1,13,12
"-SUM-",8,14,7,17,7,53
"Diodorus",26,1,1,5,2,9
"Herodotus",2,21,1,1,2,6
"Plutarch",2,2,21,4,2,10
"Polybius",3,0,3,35,1,7
"Thucydides",2,10,4,3,16,19
"-SUM-",9,13,9,13,7,51
"Diodorus",28,1,0,10,2,13
"Herodotus",1,24,3,1,5,10
"Plutarch",2,4,21,5,5,16
"Polybius",2,2,2,25,2,8
"Thucydides",1,7,4,4,9,16
"-SUM-",6,14,9,20,14,63
"Diodorus",21,1,0,7,1,9
"Herodotus",2,24,3,1,3,9
"Plutarch",3,1,15,8,2,14
"Polybius",3,1,2,33,4,10
"Thucydides",4,9,3,3,16,19
"-SUM-",12,12,8,19,10,61
"Diodorus",23,0,1,12,1,14
"Herodotus",1,29,1,2,4,8
"Plutarch",4,2,20,6,4,16
"Polybius",2,0,1,25,1,4
"Thucydides",1,4,4,2,20,11
"-SUM-",8,6,7,22,10,53
"Diodorus",25,3,1,8,0,12
"Herodotus",2,18,0,2,4,8
"Plutarch",0,5,22,6,2,13
"Polybius",5,0,1,31,2,8
"Thucydides",1,9,1,3,19,14
"-SUM-",8,17,3,19,8,55
"Diodorus",13,0,1,17,0,18
"Herodotus",2,19,4,3,7,16
"Plutarch",0,2,25,4,5,11
"Polybius",2,0,3,32,1,6
"Thucydides",2,8,2,3,15,15
"-SUM-",6,10,10,27,13,66
"Diodorus",19,2,0,11,0,13
"Herodotus",0,33,0,1,3,4
"Plutarch",1,2,19,6,5,14
"Polybius",4,1,1,24,1,7
"Thucydides",1,4,4,6,22,15
"-SUM-",6,9,5,24,9,53
"Diodorus",24,2,0,8,0,10
"Herodotus",1,20,2,2,2,7
"Plutarch",1,4,19,10,1,16
"Polybius",4,0,1,22,4,9
"Thucydides",2,9,4,4,24,19
"-SUM-",8,15,7,24,7,61
"Diodorus",22,3,0,12,0,15
"Herodotus",0,26,1,5,9,15
"Plutarch",3,3,18,4,2,12
"Polybius",3,1,1,33,0,5
"Thucydides",0,5,3,2,14,10
"-SUM-",6,12,5,23,11,57
"Diodorus",21,0,0,3,1,4
"Herodotus",0,28,2,1,2,5
"Plutarch",2,8,14,5,2,17
"Polybius",3,1,3,34,2,9
"Thucydides",3,12,2,2,19,19
"-SUM-",8,21,7,11,7,54
"Diodorus",19,1,2,8,0,11
"Herodotus",1,25,0,2,4,7
"Plutarch",3,1,18,3,3,10
"Polybius",3,2,1,35,2,8
"Thucydides",3,12,4,4,14,23
"-SUM-",10,16,7,17,9,59
"Diodorus",23,3,2,8,0,13
"Herodotus",0,21,2,2,1,5
"Plutarch",2,3,22,12,4,21
"Polybius",5,0,2,26,1,8
"Thucydides",1,8,0,6,16,15
"-SUM-",8,14,6,28,6,62
"Diodorus",26,2,2,4,2,10
"Herodotus",1,26,3,0,2,6
"Plutarch",2,1,14,5,4,12
"Polybius",4,1,2,34,1,8
"Thucydides",0,4,7,1,22,12
"-SUM-",7,8,14,10,9,48
"Diodorus",30,2,1,10,0,13
"Herodotus",1,26,1,0,2,4
"Plutarch",2,0,16,5,4,11
"Polybius",3,3,0,29,1,7
"Thucydides",2,8,0,5,19,15
"-SUM-",8,13,2,20,7,50
"Diodorus",24,2,1,6,0,9
"Herodotus",2,20,2,3,6,13
"Plutarch",0,3,19,6,2,11
"Polybius",5,1,4,20,1,11
"Thucydides",2,6,4,5,26,17
"-SUM-",9,12,11,20,9,61
"Diodorus",19,1,1,10,1,13
"Herodotus",5,30,0,8,7,20
"Plutarch",2,3,15,1,2,8
"Polybius",3,0,1,33,0,4
"Thucydides",1,6,1,3,17,11
"-SUM-",11,10,3,22,10,56
"Diodorus",17,1,0,7,0,8
"Herodotus",1,29,3,3,2,9
"Plutarch",4,2,18,4,4,14
"Polybius",2,1,1,30,1,5
"Thucydides",2,10,3,4,21,19
"-SUM-",9,14,7,18,7,55
"Diodorus",20,3,1,10,0,14
"Herodotus",3,30,3,5,3,14
"Plutarch",1,3,18,4,2,10
"Polybius",4,0,1,25,1,6
"Thucydides",2,6,6,3,16,17
"-SUM-",10,12,11,22,6,61
"Diodorus",23,2,1,16,0,19
"Herodotus",2,27,1,5,4,12
"Plutarch",3,0,12,4,3,10
"Polybius",3,1,0,32,1,5
"Thucydides",2,7,1,4,16,14
"-SUM-",10,10,3,29,8,60
"Diodorus",17,1,1,13,2,17
"Herodotus",2,28,1,3,3,9
"Plutarch",3,5,23,3,6,17
"Polybius",4,0,1,30,0,5
"Thucydides",0,5,3,3,13,11
"-SUM-",9,11,6,22,11,59
"Diodorus",26,1,0,10,0,11
"Herodotus",0,29,0,2,4,6
"Plutarch",2,3,14,4,4,13
"Polybius",6,0,0,26,1,7
"Thucydides",4,11,2,3,18,20
"-SUM-",12,15,2,19,9,57
"Diodorus",24,0,1,11,1,13
"Herodotus",1,22,1,1,4,7
"Plutarch",1,5,21,7,3,16
"Polybius",1,1,0,26,1,3
"Thucydides",2,6,4,5,21,17
"-SUM-",5,12,6,24,9,56
"Diodorus",24,0,0,7,1,8
"Herodotus",1,23,1,3,2,7
"Plutarch",3,4,15,11,2,20
"Polybius",5,1,1,24,1,8
"Thucydides",0,8,3,11,19,22
"-SUM-",9,13,5,32,6,65
"Diodorus",23,1,0,9,1,11
"Herodotus",2,32,2,1,9,14
"Plutarch",3,2,15,5,1,11
"Polybius",4,0,0,24,0,4
"Thucydides",2,6,7,4,17,19
"-SUM-",11,9,9,19,11,59
"Diodorus",32,2,1,4,1,8
"Herodotus",2,18,0,4,1,7
"Plutarch",1,5,25,3,2,11
"Polybius",1,0,3,31,2,6
"Thucydides",2,6,1,5,18,14
"-SUM-",6,13,5,16,6,46
"Diodorus",19,2,1,9,3,15
"Herodotus",0,24,0,1,4,5
