"","Diodorus","Herodotus","Plutarch","Polybius","Thucydides","-SUM-"
"Herodotus",0,13,0,1,0,1
"Plutarch",1,3,12,0,1,5
"Polybius",0,0,1,16,0,1
"Thucydides",0,2,0,2,11,4
"-SUM-",1,5,1,5,1,13
"Diodorus",12,0,0,0,1,1
"Herodotus",0,14,0,0,0,0
"Plutarch",0,1,10,1,2,4
"Polybius",0,0,0,16,0,0
"Thucydides",1,4,0,1,7,6
"-SUM-",1,5,0,2,3,11
"Diodorus",10,0,0,2,0,2
"Herodotus",0,11,0,0,1,1
"Plutarch",1,1,7,1,1,4
"Polybius",0,0,0,16,1,1
"Thucydides",0,2,0,3,13,5
"-SUM-",1,3,0,6,3,13
"Diodorus",12,0,0,0,1,1
"Herodotus",0,12,0,0,0,0
"Plutarch",0,2,6,0,2,4
"Polybius",0,0,1,21,0,1
"Thucydides",0,1,0,3,9,4
"-SUM-",0,3,1,3,3,10
"Diodorus",12,0,0,1,1,2
"Herodotus",0,7,0,0,1,1
"Plutarch",0,1,13,2,0,3
"Polybius",1,0,0,17,1,2
"Thucydides",0,2,2,1,8,5
"-SUM-",1,3,2,4,3,13
"Diodorus",13,0,0,4,1,5
"Herodotus",1,15,1,1,3,6
"Plutarch",0,1,9,0,0,1
"Polybius",0,0,0,7,1,1
"Thucydides",1,2,1,0,9,4
"-SUM-",2,3,2,5,5,17
"Diodorus",17,0,0,1,0,1
"Herodotus",0,8,1,0,0,1
"Plutarch",0,1,9,0,2,3
"Polybius",1,0,0,20,0,1
"Thucydides",0,1,0,1,8,2
"-SUM-",1,2,1,2,2,8
"Diodorus",12,0,0,3,0,3
"Herodotus",0,10,1,0,0,1
"Plutarch",1,1,15,1,0,3
"Polybius",0,0,0,15,0,0
"Thucydides",0,1,0,2,8,3
"-SUM-",1,2,1,6,0,10
"Diodorus",7,0,0,1,0,1
"Herodotus",0,11,0,0,1,1
"Plutarch",1,0,21,0,0,1
"Polybius",0,0,0,16,1,1
"Thucydides",0,0,0,0,11,0
"-SUM-",1,0,0,1,2,4
"Diodorus",9,0,0,3,1,4
"Herodotus",1,16,0,0,1,2
"Plutarch",2,1,7,1,2,6
"Polybius",0,0,0,14,1,1
"Thucydides",0,1,1,2,7,4
"-SUM-",3,2,1,6,5,17
"Diodorus",9,0,0,3,0,3
"Herodotus",0,13,1,0,0,1
"Plutarch",1,1,9,1,1,4
"Polybius",0,0,0,13,0,0
"Thucydides",1,5,1,1,10,8
"-SUM-",2,6,2,5,1,16
"Diodorus",16,0,0,2,0,2
"Herodotus",0,11,0,0,2,2
"Plutarch",0,1,8,1,0,2
"Polybius",0,0,0,14,0,0
"Thucydides",1,2,0,2,10,5
"-SUM-",1,3,0,5,2,11
"Diodorus",13,0,0,0,1,1
"Herodotus",1,8,1,0,2,4
"Plutarch",1,2,12,1,1,5
"Polybius",0,0,0,14,0,0
"Thucydides",2,1,0,0,10,3
"-SUM-",4,3,1,1,4,13
"Diodorus",10,0,0,2,0,2
"Herodotus",0,13,0,0,1,1
"Plutarch",0,1,10,0,0,1
"Polybius",1,0,0,15,1,2
"Thucydides",0,1,5,0,10,6
"-SUM-",1,2,5,2,2,12
"Diodorus",9,0,0,2,0,2
"Herodotus",0,14,0,0,1,1
"Plutarch",0,0,13,2,1,3
"Polybius",1,0,0,14,0,1
"Thucydides",1,3,0,0,9,4
"-SUM-",2,3,0,4,2,11
"Diodorus",19,0,0,6,0,6
"Herodotus",0,11,0,0,1,1
"Plutarch",2,2,5,1,1,6
"Polybius",0,0,0,12,0,0
"Thucydides",0,1,0,1,8,2
"-SUM-",2,3,0,8,2,15
"Diodorus",13,0,0,3,0,3
"Herodotus",0,13,2,0,1,3
"Plutarch",1,0,14,0,1,2
"Polybius",0,0,0,11,0,0
"Thucydides",1,1,1,1,7,4
"-SUM-",2,1,3,4,2,12
"Diodorus",9,0,0,2,0,2
"Herodotus",0,11,1,0,0,1
"Plutarch",1,1,13,2,0,4
"Polybius",1,0,1,13,0,2
"Thucydides",1,2,0,1,11,4
"-SUM-",3,3,2,5,0,13
"Diodorus",9,0,0,3,0,3
"Herodotus",0,14,0,0,2,2
"Plutarch",1,0,14,1,1,3
"Polybius",0,1,0,11,0,1
"Thucydides",2,1,0,2,8,5
"-SUM-",3,2,0,6,3,14
"Diodorus",9,0,0,2,0,2
"Herodotus",1,10,2,0,1,4
"Plutarch",1,1,13,2,0,4
"Polybius",0,0,0,14,0,0
"Thucydides",1,3,0,2,8,6
"-SUM-",3,4,2,6,1,16
"Diodorus",10,0,0,1,1,2
"Herodotus",0,7,2,0,0,2
"Plutarch",1,1,14,1,0,3
"Polybius",1,0,0,13,0,1
"Thucydides",2,5,2,2,7,11
"-SUM-",4,6,4,4,1,19
"Diodorus",10,0,0,3,0,3
"Herodotus",0,15,0,0,0,0
"Plutarch",0,1,6,2,2,5
"Polybius",0,0,0,16,0,0
"Thucydides",1,2,1,0,11,4
"-SUM-",1,3,1,5,2,12
"Diodorus",10,0,0,5,1,6
"Herodotus",0,8,0,0,3,3
"Plutarch",0,2,11,0,2,4
"Polybius",0,0,0,13,0,0
"Thucydides",0,0,0,2,13,2
"-SUM-",0,2,0,7,6,15
"Diodorus",8,1,0,3,2,6
"Herodotus",1,11,0,0,0,1
"Plutarch",0,1,11,1,0,2
"Polybius",0,0,0,15,1,1
"Thucydides",0,3,2,1,9,6
"-SUM-",1,5,2,5,3,16
"Diodorus",12,0,0,2,0,2
"Herodotus",0,12,0,0,2,2
"Plutarch",0,1,13,0,1,2
"Polybius",0,0,0,15,0,0
"Thucydides",0,2,0,0,10,2
"-SUM-",0,3,0,2,3,8
"Diodorus",15,0,0,3,0,3
"Herodotus",0,10,2,0,2,4
"Plutarch",0,2,8,0,1,3
"Polybius",0,0,1,12,1,2
"Thucydides",0,2,1,1,9,4
"-SUM-",0,4,4,4,4,16
"Diodorus",11,1,0,3,0,4
"Herodotus",0,13,0,0,1,1
"Plutarch",0,0,9,1,1,2
"Polybius",1,0,0,18,1,2
"Thucydides",0,1,1,1,7,3
"-SUM-",1,2,1,5,3,12
"Diodorus",11,0,0,0,0,0
"Herodotus",0,15,1,0,0,1
"Plutarch",0,0,13,0,0,0
"Polybius",1,0,0,13,0,1
"Thucydides",0,0,1,0,15,1
"-SUM-",1,0,2,0,0,3
"Diodorus",9,0,0,3,0,3
"Herodotus",0,10,0,1,1,2
"Plutarch",1,0,12,1,0,2
"Polybius",0,1,0,13,0,1
"Thucydides",0,2,1,0,15,3
"-SUM-",1,3,1,5,1,11
"Diodorus",15,0,0,4,2,6
"Herodotus",1,11,0,0,6,7
"Plutarch",0,0,12,2,0,2
"Polybius",0,0,0,9,0,0
"Thucydides",1,2,0,2,3,5
"-SUM-",2,2,0,8,8,20
"Diodorus",16,0,0,0,0,0
"Herodotus",0,15,0,1,1,2
"Plutarch",0,0,13,1,0,1
"Polybius",2,0,0,12,0,2
"Thucydides",0,3,0,0,6,3
"-SUM-",2,3,0,2,1,8
"Diodorus",12,0,0,1,1,2
"Herodotus",0,7,0,0,1,1
"Plutarch",0,3,13,1,1,5
"Polybius",0,0,0,18,0,0
"Thucydides",0,1,0,1,10,2
"-SUM-",0,4,0,3,3,10
"Diodorus",11,0,0,4,0,4
"Herodotus",0,17,0,0,1,1
"Plutarch",0,1,7,1,2,4
"Polybius",0,0,0,16,0,0
"Thucydides",0,2,0,0,8,2
"-SUM-",0,3,0,5,3,11
"Diodorus",9,0,0,0,0,0
"Herodotus",1,11,0,0,2,3
"Plutarch",0,1,11,1,2,4
"Polybius",0,0,0,18,0,0
"Thucydides",1,1,0,1,11,3
"-SUM-",2,2,0,2,4,10
"Diodorus",6,0,0,1,0,1
"Herodotus",0,16,0,0,0,0
"Plutarch",1,1,8,0,0,2
"Polybius",0,0,1,20,0,1
"Thucydides",0,3,0,0,13,3
"-SUM-",1,4,1,1,0,7
"Diodorus",10,0,0,3,0,3
"Herodotus",1,12,0,0,0,1
"Plutarch",1,0,6,1,2,4
"Polybius",2,0,0,19,0,2
"Thucydides",1,4,0,1,7,6
"-SUM-",5,4,0,5,2,16
"Diodorus",13,0,0,2,0,2
"Herodotus",0,11,0,0,1,1
"Plutarch",0,1,7,1,0,2
"Polybius",0,0,0,15,0,0
"Thucydides",2,1,0,0,16,3
"-SUM-",2,2,0,3,1,8
"Diodorus",10,0,0,2,0,2
"Herodotus",0,10,1,0,1,2
"Plutarch",0,0,10,3,0,3
"Polybius",0,0,0,15,2,2
"Thucydides",0,2,1,0,13,3
"-SUM-",0,2,2,5,3,12
"Diodorus",12,0,0,2,0,2
"Herodotus",0,6,0,0,2,2
"Plutarch",1,1,17,0,2,4
"Polybius",0,0,1,12,0,1
"Thucydides",1,1,0,0,12,2
"-SUM-",2,2,1,2,4,11
"Diodorus",10,0,0,0,1,1
"Herodotus",0,16,0,0,1,1
"Plutarch",0,0,10,0,1,1
"Polybius",2,0,0,20,1,3
"Thucydides",0,2,1,0,5,3
"-SUM-",2,2,1,0,4,9
"Diodorus",15,0,0,1,1,2
"Herodotus",1,8,0,0,1,2
"Plutarch",0,1,12,1,1,3
"Polybius",1,0,0,11,1,2
"Thucydides",0,2,0,2,11,4
"-SUM-",2,3,0,4,4,13
"Diodorus",11,1,0,2,0,3
"Herodotus",0,13,0,0,0,0
"Plutarch",1,2,10,2,0,5
"Polybius",0,0,0,15,0,0
"Thucydides",0,2,0,1,10,3
"-SUM-",1,5,0,5,0,11
"Diodorus",14,1,0,2,0,3
"Herodotus",0,7,1,1,0,2
"Plutarch",0,0,12,1,0,1
"Polybius",1,0,0,14,1,2
"Thucydides",2,3,0,3,7,8
"-SUM-",3,4,1,7,1,16
"Diodorus",9,1,0,3,0,4
"Herodotus",0,10,0,0,3,3
"Plutarch",0,1,12,1,4,6
"Polybius",1,0,0,11,1,2
"Thucydides",0,3,0,0,10,3
"-SUM-",1,5,0,4,8,18
"Diodorus",14,0,0,2,1,3
"Herodotus",0,10,0,0,0,0
"Plutarch",0,1,11,0,2,3
"Polybius",0,0,0,19,0,0
"Thucydides",0,2,0,3,5,5
"-SUM-",0,3,0,5,3,11
"Diodorus",11,0,0,1,0,1
"Herodotus",0,13,1,0,4,5
"Plutarch",0,1,7,0,0,1
"Polybius",0,0,0,17,0,0
"Thucydides",0,1,1,2,11,4
"-SUM-",0,2,2,3,4,11
"Diodorus",11,0,0,1,1,2
"Herodotus",0,14,3,1,0,4
"Plutarch",2,1,5,0,0,3
"Polybius",0,0,0,17,1,1
"Thucydides",0,4,0,0,9,4
"-SUM-",2,5,3,2,2,14
"Diodorus",11,0,0,3,1,4
"Herodotus",0,13,1,0,1,2
"Plutarch",0,2,10,1,1,4
"Polybius",1,0,0,10,0,1
"Thucydides",0,2,0,3,10,5
"-SUM-",1,4,1,7,3,16
"Diodorus",10,1,0,3,0,4
"Herodotus",1,9,0,0,0,1
"Plutarch",0,0,14,1,0,1
"Polybius",0,0,1,15,0,1
"Thucydides",0,0,1,0,14,1
"-SUM-",1,1,2,4,0,8
"Diodorus",14,0,0,1,0,1
"Herodotus",1,14,0,0,0,1
"Plutarch",0,0,15,0,1,1
"Polybius",1,0,1,11,0,2
"Thucydides",1,3,0,1,6,5
"-SUM-",3,3,1,2,1,10
"Diodorus",9,0,0,1,0,1
"Herodotus",0,13,0,0,0,0
"Plutarch",0,3,8,2,0,5
"Polybius",0,0,0,11,0,0
"Thucydides",0,3,1,0,19,4
"-SUM-",0,6,1,3,0,10
"Diodorus",10,0,0,2,1,3
"Herodotus",0,10,0,0,2,2
"Plutarch",0,1,10,1,1,3
"Polybius",2,1,0,14,1,4
"Thucydides",0,2,0,0,12,2
"-SUM-",2,4,0,3,5,14
"Diodorus",12,0,0,2,0,2
"Herodotus",0,8,0,0,1,1
"Plutarch",0,0,11,1,0,1
"Polybius",0,1,1,21,0,2
"Thucydides",0,2,1,1,8,4
"-SUM-",0,3,2,4,1,10
"Diodorus",12,0,0,2,0,2
"Herodotus",0,11,0,0,1,1
"Plutarch",2,1,10,1,0,4
"Polybius",0,0,0,17,1,1
"Thucydides",0,0,1,2,9,3
"-SUM-",2,1,1,5,2,11
"Diodorus",17,0,0,0,1,1
"Herodotus",1,8,0,0,3,4
"Plutarch",0,1,16,0,0,1
"Polybius",1,0,0,14,0,1
"Thucydides",0,2,0,1,5,3
"-SUM-",2,3,0,1,4,10
"Diodorus",11,0,0,1,0,1
"Herodotus",0,8,2,0,0,2
"Plutarch",0,1,11,0,0,1
"Polybius",0,0,0,20,0,0
"Thucydides",1,1,2,1,11,5
"-SUM-",1,2,4,2,0,9
"Diodorus",14,0,0,3,0,3
"Herodotus",0,12,1,0,0,1
"Plutarch",0,0,9,1,1,2
"Polybius",0,0,0,8,1,1
"Thucydides",1,2,4,1,12,8
"-SUM-",1,2,5,5,2,15
"Diodorus",11,0,0,5,0,5
"Herodotus",0,12,1,0,0,1
"Plutarch",0,1,11,0,1,2
"Polybius",0,0,1,13,0,1
"Thucydides",1,1,1,0,11,3
"-SUM-",1,2,3,5,1,12
"Diodorus",11,0,0,1,0,1
"Herodotus",0,11,0,0,1,1
"Plutarch",1,2,13,1,0,4
"Polybius",0,0,0,15,0,0
"Thucydides",0,1,1,2,10,4
"-SUM-",1,3,1,4,1,10
"Diodorus",12,1,0,1,0,2
"Herodotus",0,6,0,0,0,0
"Plutarch",1,2,12,1,1,5
"Polybius",0,0,0,12,0,0
"Thucydides",0,4,0,2,15,6
"-SUM-",1,7,0,4,1,13
"Diodorus",13,1,0,5,1,7
"Herodotus",1,10,0,1,0,2
"Plutarch",2,0,8,0,0,2
"Polybius",0,0,1,12,0,1
"Thucydides",0,3,0,1,11,4
"-SUM-",3,4,1,7,1,16
"Diodorus",11,0,0,2,0,2
"Herodotus",0,14,0,0,0,0
"Plutarch",0,0,15,2,1,3
"Polybius",0,0,0,14,0,0
"Thucydides",0,0,1,2,8,3
"-SUM-",0,0,1,6,1,8
"Diodorus",10,0,0,0,0,0
"Herodotus",1,15,0,0,1,2
"Plutarch",1,0,8,2,0,3
"Polybius",0,0,0,19,0,0
"Thucydides",0,1,1,1,10,3
"-SUM-",2,1,1,3,1,8
"Diodorus",13,0,0,3,0,3
"Herodotus",1,11,0,0,0,1
"Plutarch",1,0,10,1,0,2
"Polybius",2,0,0,11,0,2
"Thucydides",0,2,3,2,10,7
"-SUM-",4,2,3,6,0,15
"Diodorus",8,0,0,2,0,2
"Herodotus",0,13,0,0,0,0
"Plutarch",0,1,15,0,0,1
"Polybius",1,0,0,16,1,2
"Thucydides",1,1,1,0,10,3
"-SUM-",2,2,1,2,1,8
"Diodorus",8,1,0,2,0,3
"Herodotus",0,10,0,1,1,2
"Plutarch",0,1,13,2,0,3
"Polybius",0,0,0,16,0,0
"Thucydides",0,1,1,2,11,4
"-SUM-",0,3,1,7,1,12
"Diodorus",9,0,0,2,1,3
"Herodotus",1,19,0,1,2,4
"Plutarch",0,1,13,1,0,2
"Polybius",0,0,1,8,0,1
"Thucydides",0,2,0,0,9,2
"-SUM-",1,3,1,4,3,12
"Diodorus",10,0,0,3,1,4
"Herodotus",0,14,0,0,0,0
"Plutarch",1,3,8,1,0,5
"Polybius",2,0,0,13,0,2
"Thucydides",1,1,0,1,11,3
"-SUM-",4,4,0,5,1,14
"Diodorus",10,0,0,2,0,2
"Herodotus",0,16,1,0,1,2
"Plutarch",0,1,11,1,2,4
"Polybius",2,0,0,9,0,2
"Thucydides",1,1,0,1,11,3
"-SUM-",3,2,1,4,3,13
"Diodorus",9,0,0,1,0,1
"Herodotus",0,17,0,0,3,3
"Plutarch",0,0,9,1,2,3
"Polybius",1,0,0,14,0,1
"Thucydides",0,1,0,3,9,4
"-SUM-",1,1,0,5,5,12
"Diodorus",11,0,0,2,0,2
"Herodotus",1,12,0,0,1,2
"Plutarch",0,2,8,1,3,6
"Polybius",0,0,1,12,0,1
"Thucydides",0,3,0,1,12,4
"-SUM-",1,5,1,4,4,15
"Diodorus",12,0,0,2,0,2
"Herodotus",0,10,0,0,1,1
"Plutarch",0,1,12,0,1,2
"Polybius",0,0,2,12,0,2
"Thucydides",1,3,2,3,8,9
"-SUM-",1,4,4,5,2,16
"Diodorus",8,0,0,1,0,1
"Herodotus",0,17,0,0,2,2
"Plutarch",1,0,11,1,0,2
"Polybius",0,0,0,12,0,0
"Thucydides",0,2,3,0,12,5
"-SUM-",1,2,3,2,2,10
"Diodorus",8,0,0,3,0,3
"Herodotus",0,12,0,0,0,0
"Plutarch",0,2,14,1,2,5
"Polybius",1,0,0,17,0,1
"Thucydides",0,2,0,0,8,2
"-SUM-",1,4,0,4,2,11
"Diodorus",10,0,0,2,0,2
"Herodotus",0,9,0,0,0,0
"Plutarch",0,1,10,1,1,3
"Polybius",2,0,0,14,0,2
"Thucydides",0,4,0,1,15,5
"-SUM-",2,5,0,4,1,12
"Diodorus",12,0,0,3,0,3
"Herodotus",0,8,0,0,1,1
"Plutarch",0,1,13,2,2,5
"Polybius",0,0,0,16,0,0
"Thucydides",1,1,0,1,9,3
"-SUM-",1,2,0,6,3,12
"Diodorus",12,0,0,0,0,0
"Herodotus",0,17,0,0,2,2
"Plutarch",1,1,10,0,0,2
"Polybius",0,0,0,16,0,0
"Thucydides",0,2,1,1,7,4
"-SUM-",1,3,1,1,2,8
"Diodorus",5,0,0,4,0,4
"Herodotus",0,14,1,0,0,1
"Plutarch",0,1,16,0,1,2
"Polybius",0,0,0,13,0,0
"Thucydides",0,5,0,2,8,7
"-SUM-",0,6,1,6,1,14
"Diodorus",9,0,0,0,1,1
"Herodotus",1,9,0,0,1,2
"Plutarch",1,3,8,1,0,5
"Polybius",1,0,0,15,0,1
"Thucydides",1,5,0,0,14,6
"-SUM-",4,8,0,1,2,15
"Diodorus",12,0,0,2,0,2
"Herodotus",0,16,1,0,1,2
"Plutarch",1,2,15,0,0,3
"Polybius",0,0,0,8,0,0
"Thucydides",0,3,0,2,7,5
"-SUM-",1,5,1,4,1,12
"Diodorus",10,1,0,2,0,3
"Herodotus",0,7,0,1,1,2
"Plutarch",1,0,13,3,1,5
"Polybius",0,0,0,20,0,0
"Thucydides",1,1,0,1,7,3
"-SUM-",2,2,0,7,2,13
"Diodorus",12,0,0,2,1,3
"Herodotus",0,15,0,0,0,0
"Plutarch",0,0,11,2,0,2
"Polybius",1,0,0,16,0,1
"Thucydides",0,0,1,0,9,1
"-SUM-",1,0,1,4,1,7
"Diodorus",13,0,0,2,0,2
"Herodotus",2,16,0,0,1,3
"Plutarch",0,1,10,1,0,2
"Polybius",0,0,0,13,0,0
"Thucydides",0,0,1,0,10,1
"-SUM-",2,1,1,3,1,8
"Diodorus",7,0,0,0,0,0
"Herodotus",0,16,0,0,0,0
"Plutarch",1,0,12,0,0,1
"Polybius",0,0,0,18,1,1
"Thucydides",2,3,0,1,9,6
"-SUM-",3,3,0,1,1,8
"Diodorus",9,0,0,3,0,3
"Herodotus",1,13,0,0,1,2
"Plutarch",1,1,9,1,1,4
"Polybius",2,0,0,9,0,2
"Thucydides",1,2,0,1,15,4
"-SUM-",5,3,0,5,2,15
"Diodorus",11,0,0,6,1,7
"Herodotus",0,13,0,0,0,0
"Plutarch",0,0,6,1,0,1
"Polybius",1,0,2,15,0,3
"Thucydides",0,0,1,0,13,1
"-SUM-",1,0,3,7,1,12
"Diodorus",13,0,0,2,0,2
"Herodotus",0,14,0,0,0,0
"Plutarch",0,1,12,1,0,2
"Polybius",0,0,0,15,0,0
"Thucydides",0,0,1,3,8,4
"-SUM-",0,1,1,6,0,8
"Diodorus",15,0,0,1,0,1
"Herodotus",0,11,1,0,1,2
"Plutarch",0,1,14,0,1,2
"Polybius",1,0,0,10,0,1
"Thucydides",0,0,0,1,13,1
"-SUM-",1,1,1,2,2,7
"Diodorus",11,0,0,2,0,2
"Herodotus",0,10,0,1,1,2
"Plutarch",1,0,18,1,1,3
"Polybius",1,0,0,12,0,1
"Thucydides",2,1,1,0,7,4
"-SUM-",4,1,1,4,2,12
"Diodorus",7,1,0,0,1,2
"Herodotus",2,14,1,1,1,5
"Plutarch",0,1,12,3,0,4
"Polybius",0,0,0,9,0,0
"Thucydides",0,3,1,2,11,6
"-SUM-",2,5,2,6,2,17
"Diodorus",12,0,0,3,0,3
"Herodotus",0,6,0,0,0,0
"Plutarch",0,3,7,0,0,3
"Polybius",0,0,0,18,1,1
"Thucydides",0,3,1,0,16,4
"-SUM-",0,6,1,3,1,11
"Diodorus",17,0,0,1,0,1
"Herodotus",0,14,0,0,0,0
"Plutarch",0,0,13,0,1,1
"Polybius",0,0,0,16,0,0
"Thucydides",0,1,1,0,6,2
"-SUM-",0,1,1,1,1,4
"Diodorus",9,0,0,1,0,1
"Herodotus",1,18,0,0,2,3
"Plutarch",0,0,14,0,1,1
"Polybius",1,0,0,9,0,1
"Thucydides",0,2,1,0,11,3
"-SUM-",2,2,1,1,3,9
"Diodorus",8,0,0,3,0,3
"Herodotus",0,10,0,0,0,0
"Plutarch",0,0,6,3,0,3
"Polybius",1,0,0,17,1,2
"Thucydides",1,1,0,0,19,2
"-SUM-",2,1,0,6,1,10
"Diodorus",16,1,1,1,0,3
"Herodotus",1,12,0,0,3,4
"Plutarch",1,0,8,1,0,2
"Polybius",3,0,1,7,1,5
"Thucydides",0,1,1,0,11,2
"-SUM-",5,2,3,2,4,16
"Diodorus",13,0,0,2,1,3
"Herodotus",0,14,0,0,1,1
"Plutarch",0,0,12,1,0,1
"Polybius",1,0,0,14,0,1
"Thucydides",0,4,1,0,6,5
"-SUM-",1,4,1,3,2,11
"Diodorus",16,0,0,3,0,3
"Herodotus",0,9,1,0,2,3
"Plutarch",0,1,10,3,1,5
"Polybius",0,0,0,13,0,0
"Thucydides",1,2,0,1,7,4
"-SUM-",1,3,1,7,3,15
"Diodorus",11,0,0,1,0,1
"Herodotus",1,19,0,0,0,1
"Plutarch",1,0,9,0,0,1
"Polybius",1,0,0,15,1,2
"Thucydides",0,0,1,0,10,1
"-SUM-",3,0,1,1,1,6
"Diodorus",10,0,0,4,0,4
"Herodotus",1,12,0,0,1,2
"Plutarch",0,1,11,2,1,4
"Polybius",0,0,0,13,0,0
"Thucydides",1,0,0,0,13,1
"-SUM-",2,1,0,6,2,11
"Diodorus",12,0,0,3,2,5
"Herodotus",0,11,0,0,1,1
"Plutarch",0,1,11,1,1,3
"Polybius",1,0,0,10,0,1
"Thucydides",0,3,0,1,12,4
"-SUM-",1,4,0,5,4,14
"Diodorus",10,0,0,2,0,2
"Herodotus",0,12,0,0,1,1
"Plutarch",0,2,11,2,0,4
"Polybius",2,0,1,12,0,3
"Thucydides",0,5,0,3,7,8
"-SUM-",2,7,1,7,1,18
"Diodorus",11,0,0,2,1,3
"Herodotus",0,6,0,0,4,4
"Plutarch",1,1,12,2,0,4
"Polybius",0,0,0,17,0,0
"Thucydides",0,0,2,1,10,3
"-SUM-",1,1,2,5,5,14
"Diodorus",12,0,0,3,0,3
"Herodotus",0,13,0,0,2,2
"Plutarch",1,1,9,0,0,2
"Polybius",0,0,1,13,1,2
"Thucydides",0,4,1,2,7,7
"-SUM-",1,5,2,5,3,16
"Diodorus",9,0,1,5,0,6
"Herodotus",0,19,2,0,1,3
"Plutarch",2,0,8,1,1,4
"Polybius",0,0,0,10,0,0
"Thucydides",1,0,0,0,10,1
"-SUM-",3,0,3,6,2,14
"Diodorus",8,0,0,3,1,4
"Herodotus",0,9,1,0,0,1
"Plutarch",0,1,17,2,1,4
"Polybius",2,0,0,15,0,2
"Thucydides",1,1,0,2,6,4
"-SUM-",3,2,1,7,2,15
"Diodorus",15,0,0,0,1,1
"Herodotus",1,10,0,0,0,1
"Plutarch",0,0,10,3,0,3
"Polybius",0,0,0,16,1,1
"Thucydides",1,4,0,2,6,7
"-SUM-",2,4,0,5,2,13
"Diodorus",8,0,0,4,0,4
"Herodotus",1,15,0,0,0,1
"Plutarch",1,2,7,0,2,5
"Polybius",1,0,0,12,0,1
"Thucydides",1,4,1,1,10,7
"-SUM-",4,6,1,5,2,18
"Diodorus",11,1,1,2,1,5
"Herodotus",1,12,0,0,3,4
"Plutarch",1,1,10,2,0,4
"Polybius",0,0,1,8,1,2
"Thucydides",1,1,0,0,12,2
"-SUM-",3,3,2,4,5,17
"Diodorus",16,1,0,1,0,2
"Herodotus",0,13,2,1,0,3
"Plutarch",0,2,8,1,1,4
"Polybius",0,0,0,6,0,0
"Thucydides",0,1,1,2,14,4
"-SUM-",0,4,3,5,1,13
"Diodorus",10,0,0,3,0,3
"Herodotus",0,17,0,0,0,0
"Plutarch",0,1,12,1,0,2
"Polybius",1,0,0,10,2,3
"Thucydides",1,3,0,0,9,4
"-SUM-",2,4,0,4,2,12
"Diodorus",10,0,0,0,0,0
"Herodotus",0,14,0,0,1,1
"Plutarch",0,1,14,1,1,3
"Polybius",0,0,1,17,0,1
"Thucydides",0,1,2,1,6,4
"-SUM-",0,2,3,2,2,9
"Diodorus",12,1,0,1,1,3
"Herodotus",0,13,0,0,1,1
"Plutarch",0,0,8,1,0,1
"Polybius",0,0,0,21,0,0
"Thucydides",1,1,0,0,9,2
"-SUM-",1,2,0,2,2,7
"Diodorus",15,0,0,1,0,1
"Herodotus",0,15,1,0,1,2
"Plutarch",0,0,6,1,0,1
"Polybius",0,0,1,16,0,1
"Thucydides",0,3,0,1,9,4
"-SUM-",0,3,2,3,1,9
"Diodorus",14,0,0,1,1,2
"Herodotus",0,8,0,0,2,2
"Plutarch",0,2,9,2,0,4
"Polybius",0,0,0,19,0,0
"Thucydides",1,1,0,2,8,4
"-SUM-",1,3,0,5,3,12
"Diodorus",8,0,0,2,0,2
"Herodotus",0,6,0,0,1,1
"Plutarch",0,0,12,1,0,1
"Polybius",0,0,0,15,0,0
"Thucydides",0,3,0,5,17,8
"-SUM-",0,3,0,8,1,12
"Diodorus",15,0,0,0,0,0
"Herodotus",1,14,0,0,0,1
"Plutarch",2,1,7,3,0,6
"Polybius",0,0,0,15,0,0
"Thucydides",0,1,1,1,9,3
"-SUM-",3,2,1,4,0,10
"Diodorus",13,0,0,1,0,1
"Herodotus",0,8,1,0,3,4
"Plutarch",1,1,7,1,1,4
"Polybius",1,0,0,16,0,1
"Thucydides",3,0,0,1,12,4
"-SUM-",5,1,1,3,4,14
"Diodorus",8,0,0,3,0,3
"Herodotus",0,14,0,0,3,3
"Plutarch",0,0,16,0,0,0
"Polybius",1,0,1,15,0,2
"Thucydides",0,1,0,0,8,1
"-SUM-",1,1,1,3,3,9
"Diodorus",13,0,0,2,0,2
"Herodotus",0,10,0,0,0,0
"Plutarch",1,1,14,0,1,3
"Polybius",0,0,1,15,0,1
"Thucydides",1,2,0,2,7,5
"-SUM-",2,3,1,4,1,11
"Diodorus",10,0,0,1,0,1
"Herodotus",0,14,1,0,1,2
"Plutarch",0,2,11,2,1,5
"Polybius",0,0,1,10,0,1
"Thucydides",1,2,0,2,11,5
"-SUM-",1,4,2,5,2,14
"Diodorus",12,0,0,2,0,2
"Herodotus",0,5,0,0,2,2
"Plutarch",1,0,16,0,1,2
"Polybius",0,0,0,24,0,0
"Thucydides",0,0,1,1,5,2
"-SUM-",1,0,1,3,3,8
"Diodorus",11,0,0,2,0,2
"Herodotus",1,11,1,0,2,4
"Plutarch",1,0,8,1,1,3
"Polybius",2,0,0,15,1,3
"Thucydides",0,2,0,1,10,3
"-SUM-",4,2,1,4,4,15
"Diodorus",13,0,0,2,1,3
"Herodotus",0,12,0,0,1,1
"Plutarch",0,0,10,2,0,2
"Polybius",0,0,0,18,0,0
"Thucydides",0,1,0,0,10,1
"-SUM-",0,1,0,4,2,7
"Diodorus",13,1,0,2,1,4
"Herodotus",0,7,1,0,1,2
"Plutarch",1,1,14,0,0,2
"Polybius",1,0,0,9,0,1
