"","file","sent","index","words","dependency","relation","morph","depPerWord","relPerWord","morphPerWord","DepDist","topSentNum"
"285","Polybius 21.21-30",143,285,16,38,48,30,2.375,3,1.875,2.8,143
"286","Polybius 21.21-30",144,286,13,22,35,31,1.692307692,2.692307692,2.384615385,2.4167,144
"287","Polybius 21.21-30",145,287,12,19,37,16,1.583333333,3.083333333,1.333333333,2.3636,145
"288","Polybius 21.21-30",146,288,5,8,14,9,1.6,2.8,1.8,2.25,146
"289","Polybius 21.21-30",147,289,8,23,25,16,2.875,3.125,2,1.7143,147
"290","Polybius 21.21-30",148,290,15,26,38,28,1.733333333,2.533333333,1.866666667,2.9286,148
"291","Polybius 21.21-30",149,291,34,76,104,93,2.235294118,3.058823529,2.735294118,3.0909,149
"292","Polybius 21.21-30",150,292,10,14,38,14,1.4,3.8,1.4,1.5556,150
"293","Polybius 21.21-30",151,293,20,65,43,54,3.25,2.15,2.7,2.7895,151
"294","Polybius 21.21-30",152,294,15,31,45,37,2.066666667,3,2.466666667,2.7857,152
"295","Polybius 21.21-30",153,295,31,71,89,47,2.290322581,2.870967742,1.516129032,4.2581,153
"296","Polybius 21.21-30",154,296,29,66,63,49,2.275862069,2.172413793,1.689655172,3.2857,154
"297","Polybius 21.21-30",155,297,16,27,47,35,1.6875,2.9375,2.1875,2.4667,155
